"Dataset","Analysis_Name","Scope_Group_Column","Scope_Group_Value","Target_Gene","Feature_ID","GeneID","Symbol","Ensembl","Entrez","Biotype","Expression_Mean_Log2_TPM_Plus_1","Expression_SD_Log2_TPM_Plus_1","Correlation","Abs_Correlation","P.Value","adj.P.Val","Samples_Used","Correlation_Method"
"GSE282081","3D_organoid_none","liver_niche_model","3D_organoid_none","ATF3","ENSG00000121410","ENSG00000121410","A1BG","ENSG00000121410","1","protein_coding","0.12671898600003475566","0.07981796544403099714","-1.0000000000000000","1.0000000000000000","0.0000000284591215417198","0.0000000689704650736907","3","spearman"
"GSE282081","3D_organoid_none","liver_niche_model","3D_organoid_none","ATF3","ENSG00000148584","ENSG00000148584","A1CF","ENSG00000148584","29974","protein_coding","0.11731123826517682318","0.01645937130209767715","1.0000000000000000","1.0000000000000000","0.0000000284591215417198","0.0000000689704650736907","3","spearman"
"GSE282081","3D_organoid_none","liver_niche_model","3D_organoid_none","ATF3","ENSG00000128274","ENSG00000128274","A4GALT","ENSG00000128274","53947","protein_coding","1.16728534122149985031","0.11816881638477863548","1.0000000000000000","1.0000000000000000","0.0000000284591215417198","0.0000000689704650736907","3","spearman"
"GSE282081","3D_organoid_none","liver_niche_model","3D_organoid_none","ATF3","ENSG00000109576","ENSG00000109576","AADAT","ENSG00000109576","51166","protein_coding","3.04863909398215815472","0.13583407343180933791","1.0000000000000000","1.0000000000000000","0.0000000284591215417198","0.0000000689704650736907","3","spearman"
"GSE282081","3D_organoid_none","liver_niche_model","3D_organoid_none","ATF3","ENSG00000103591","ENSG00000103591","AAGAB","ENSG00000103591","79719","protein_coding","4.71739229754295763541","0.03280039737419702950","1.0000000000000000","1.0000000000000000","0.0000000284591215417198","0.0000000689704650736907","3","spearman"
"GSE282081","3D_organoid_none","liver_niche_model","3D_organoid_none","ATF3","ENSG00000129673","ENSG00000129673","AANAT","ENSG00000129673","15","protein_coding","1.28492355424853155199","0.28053862200007873007","1.0000000000000000","1.0000000000000000","0.0000000284591215417198","0.0000000689704650736907","3","spearman"
"GSE282081","3D_organoid_none","liver_niche_model","3D_organoid_none","ATF3","ENSG00000266967","ENSG00000266967","AARSD1","ENSG00000266967","80755","protein_coding","1.62130477850633902825","0.13388615710642673418","1.0000000000000000","1.0000000000000000","0.0000000284591215417198","0.0000000689704650736907","3","spearman"
"GSE282081","3D_organoid_none","liver_niche_model","3D_organoid_none","ATF3","ENSG00000008311","ENSG00000008311","AASS","ENSG00000008311","10157","protein_coding","2.42411763167034699507","0.04346196241550290967","1.0000000000000000","1.0000000000000000","0.0000000284591215417198","0.0000000689704650736907","3","spearman"
"GSE282081","3D_organoid_none","liver_niche_model","3D_organoid_none","ATF3","ENSG00000165029","ENSG00000165029","ABCA1","ENSG00000165029","19","protein_coding","0.18282365281524062817","0.04457839873593076596","-1.0000000000000000","1.0000000000000000","0.0000000284591215417198","0.0000000689704650736907","3","spearman"
"GSE282081","3D_organoid_none","liver_niche_model","3D_organoid_none","ATF3","ENSG00000167972","ENSG00000167972","ABCA3","ENSG00000167972","21","protein_coding","3.63126339517391016898","0.12802913169899987622","1.0000000000000000","1.0000000000000000","0.0000000284591215417198","0.0000000689704650736907","3","spearman"
