"Consensus_Rank","TF","Required_Methods","Source_Method_Count","Source_Methods","Mean_Selected_Rank","Best_Selected_Rank","CheA3_Library_Count","CheA3_Libraries","CheA3_Integrated_TopRank","DoRothEA","ChEA3","VIPER"
"1","JUN","DoRothEA;ChEA3;VIPER","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","26.33333333333333","14","6","ENCODE--ChIP-seq(rank=4); ReMap--ChIP-seq(rank=4); Literature--ChIP-seq(rank=12); GTEx--Coexpression(rank=13); ARCHS4--Coexpression(rank=17); Enrichr--Queries(rank=19)","30","rank=14; score=3.444; p=0.00035972","rank=30; score=0.00809","rank=35; score=2.8146; direction=Activated"
"2","ARNTL","DoRothEA;ChEA3;VIPER","5","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST","28.00000000000000","12","4","ARCHS4--Coexpression(rank=23); Enrichr--Queries(rank=102); ReMap--ChIP-seq(rank=249); GTEx--Coexpression(rank=374)","54","rank=18; score=3.1924; p=0.00064206","rank=54; score=0.01413","rank=12; score=4.5926; direction=Activated"
"3","HIF1A","DoRothEA;ChEA3;VIPER","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","32.66666666666666","1","5","Literature--ChIP-seq(rank=4); ReMap--ChIP-seq(rank=58); ARCHS4--Coexpression(rank=86); Enrichr--Queries(rank=504); GTEx--Coexpression(rank=883)","94","rank=1; score=8.7884; p=1.6277e-09","rank=94; score=0.02439","rank=3; score=6.2166; direction=Activated"
"4","EPAS1","DoRothEA;ChEA3;VIPER","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","34.00000000000000","23","4","ReMap--ChIP-seq(rank=16); GTEx--Coexpression(rank=20); Enrichr--Queries(rank=67); ARCHS4--Coexpression(rank=177)","49","rank=23; score=2.8328; p=0.0014697","rank=49; score=0.01245","rank=30; score=3.0152; direction=Activated"
"5","FOS","DoRothEA;ChEA3;VIPER","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","36.33333333333334","11","5","ENCODE--ChIP-seq(rank=1); ReMap--ChIP-seq(rank=1); GTEx--Coexpression(rank=6); Enrichr--Queries(rank=30); ARCHS4--Coexpression(rank=223)","11","rank=49; score=1.6238; p=0.023779","rank=11; score=0.003367","rank=49; score=2.6551; direction=Activated"
"6","NFKB1","DoRothEA;ChEA3;VIPER","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","38.00000000000000","4","4","ARCHS4--Coexpression(rank=16); ReMap--ChIP-seq(rank=229); Enrichr--Queries(rank=244); GTEx--Coexpression(rank=1185)","36","rank=4; score=5.0246; p=9.4488e-06","rank=36; score=0.009828","rank=74; score=2.267; direction=Activated"
"7","MAFF","DoRothEA;ChEA3;VIPER","4","DoRothEA;ChEA3;VIPER;ENRICHR","38.33333333333334","29","5","Enrichr--Queries(rank=11); GTEx--Coexpression(rank=23); ENCODE--ChIP-seq(rank=88); ReMap--ChIP-seq(rank=181); ARCHS4--Coexpression(rank=850)","29","rank=54; score=1.3962; p=0.040162","rank=29; score=0.007835","rank=32; score=2.9428; direction=Activated"
"8","STAT1","DoRothEA;ChEA3;VIPER","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","48.66666666666666","14","6","ReMap--ChIP-seq(rank=8); ENCODE--ChIP-seq(rank=79); Literature--ChIP-seq(rank=133); ARCHS4--Coexpression(rank=154); Enrichr--Queries(rank=490); GTEx--Coexpression(rank=1534)","103","rank=29; score=2.5955; p=0.0025379","rank=103; score=0.02694","rank=14; score=4.2379; direction=Activated"
"9","SMAD3","DoRothEA;ChEA3;VIPER","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","48.66666666666666","39","5","ReMap--ChIP-seq(rank=3); Literature--ChIP-seq(rank=18); Enrichr--Queries(rank=342); GTEx--Coexpression(rank=400); ARCHS4--Coexpression(rank=553)","39","rank=47; score=1.6679; p=0.021481","rank=39; score=0.0101","rank=60; score=2.4605; direction=Activated"
"10","GATA6","DoRothEA;ChEA3;VIPER","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","55.33333333333334","29","5","ARCHS4--Coexpression(rank=45); ReMap--ChIP-seq(rank=56); Enrichr--Queries(rank=70); Literature--ChIP-seq(rank=82); GTEx--Coexpression(rank=501)","107","rank=30; score=2.5751; p=0.0026604","rank=107; score=0.02764","rank=29; score=3.1064; direction=Activated"
