"Consensus_Rank","TF","Required_Methods","Source_Method_Count","Source_Methods","Mean_Selected_Rank","Best_Selected_Rank","CheA3_Library_Count","CheA3_Libraries","CheA3_Integrated_TopRank","ChEA3","ENRICHR","CollecTRI"
"1","ATF3","ChEA3;ENRICHR;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","10.00000000000000","1","6","ARCHS4--Coexpression(rank=1); GTEx--Coexpression(rank=1); Literature--ChIP-seq(rank=5); Enrichr--Queries(rank=13); ENCODE--ChIP-seq(rank=35); ReMap--ChIP-seq(rank=45)","1","rank=1; score=0.0006143","rank=24; score=303.36; p=5.7567e-05; adjP=0.0048212","rank=5; score=4.5646; p=5.0034e-06; direction=Activated"
"2","EGR1","ChEA3;ENRICHR;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","28.00000000000000","8","6","ARCHS4--Coexpression(rank=4); Enrichr--Queries(rank=7); GTEx--Coexpression(rank=59); ENCODE--ChIP-seq(rank=66); Literature--ChIP-seq(rank=66); ReMap--ChIP-seq(rank=237)","8","rank=8; score=0.002457","rank=56; score=65.821; p=0.0029528; adjP=0.015633","rank=20; score=3.3197; p=0.00090124; direction=Activated"
"3","PPARG","ChEA3;ENRICHR;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","33.66666666666666","20","5","ReMap--ChIP-seq(rank=4); Literature--ChIP-seq(rank=18); GTEx--Coexpression(rank=22); Enrichr--Queries(rank=303); ARCHS4--Coexpression(rank=308)","50","rank=50; score=0.01347","rank=20; score=16.034; p=0.0062776; adjP=0.11489","rank=31; score=3.0978; p=0.0019495; direction=Activated"
"4","FOSL1","ChEA3;ENRICHR;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","39.00000000000000","6","5","ENCODE--ChIP-seq(rank=4); ReMap--ChIP-seq(rank=5); GTEx--Coexpression(rank=102); ARCHS4--Coexpression(rank=135); Enrichr--Queries(rank=143)","66","rank=66; score=0.01684","rank=6; score=714.41; p=7.6125e-06; adjP=0.0025019","rank=45; score=2.8496; p=0.0043769; direction=Activated"
"5","CEBPB","ChEA3;ENRICHR;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","42.00000000000000","2","6","ENCODE--ChIP-seq(rank=5); Literature--ChIP-seq(rank=12); ReMap--ChIP-seq(rank=19); Enrichr--Queries(rank=31); GTEx--Coexpression(rank=1006); ARCHS4--Coexpression(rank=1106)","90","rank=90; score=0.02208","rank=2; score=404.44; p=1.4748e-06; adjP=0.00013273","rank=34; score=3.0361; p=0.0023965; direction=Activated"
"6","NR3C1","ChEA3;ENRICHR;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","43.33333333333334","3","6","ENCODE--ChIP-seq(rank=8); ARCHS4--Coexpression(rank=25); ReMap--ChIP-seq(rank=69); Literature--ChIP-seq(rank=110); Enrichr--Queries(rank=357); GTEx--Coexpression(rank=1133)","58","rank=58; score=0.01536","rank=69; score=10.173; p=0.0080044; adjP=0.12468","rank=3; score=5.2487; p=1.5319e-07; direction=Activated"
"7","BACH1","ChEA3;ENRICHR;CollecTRI","5","DoRothEA;ChEA3;VIPER;ENRICHR;CollecTRI","55.00000000000000","11","6","Literature--ChIP-seq(rank=1); ENCODE--ChIP-seq(rank=50); Enrichr--Queries(rank=56); ReMap--ChIP-seq(rank=101); ARCHS4--Coexpression(rank=157); GTEx--Coexpression(rank=1476)","21","rank=21; score=0.006098","rank=11; score=52.493; p=1.2279e-05; adjP=0.0025019","rank=133; score=1.9757; p=0.04819; direction=Activated"
"8","FOSL2","ChEA3;ENRICHR;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","59.66666666666666","3","5","ENCODE--ChIP-seq(rank=2); ReMap--ChIP-seq(rank=26); Enrichr--Queries(rank=66); GTEx--Coexpression(rank=443); ARCHS4--Coexpression(rank=799)","67","rank=67; score=0.01695","rank=3; score=106.53; p=4.1911e-05; adjP=0.0033529","rank=109; score=2.0941; p=0.036247; direction=Activated"
"9","NFKB1","ChEA3;ENRICHR;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","59.66666666666667","17","4","ARCHS4--Coexpression(rank=16); GTEx--Coexpression(rank=52); Enrichr--Queries(rank=220); ReMap--ChIP-seq(rank=224)","36","rank=36; score=0.009828","rank=17; score=51.836; p=0.00044883; adjP=0.0067324","rank=126; score=2.0029; p=0.045191; direction=Activated"
"10","JUNB","ChEA3;ENRICHR;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","63.66666666666666","22","4","Enrichr--Queries(rank=21); ReMap--ChIP-seq(rank=34); ARCHS4--Coexpression(rank=46); GTEx--Coexpression(rank=54)","57","rank=57; score=0.01496","rank=22; score=333.1; p=0.0010626; adjP=0.011881","rank=112; score=2.0767; p=0.037827; direction=Activated"
