"TF","Score","Activity_Score_Mean","Method_P_Value","Condition_Scores","Method_Direction","Rank","Method","Method_Rank","Method_Score","Method_Adjusted_P_Value","CheA3_Library_Count","CheA3_Libraries","CheA3_Integrated_TopRank","CheA3_Integrated_Score","CheA3_Integrated_Library"
"CIITA","3.598446732439994022","3.598446732439994022","0.0003201233989803074","MVL_CRC29=3.598","Activated","1","collectri","1","3.598446732439994022",NA,"0","",NA,NA,NA
"OLIG2","3.449486437663373373","3.449486437663373373","0.0005616539432379216","MVL_CRC29=3.449","Activated","2","collectri","2","3.449486437663373373",NA,"4","Literature--ChIP-seq(rank=40); Enrichr--Queries(rank=185); ARCHS4--Coexpression(rank=426); GTEx--Coexpression(rank=546)","522","0.131800000000000000","Enrichr Queries,0.1318"
"HLF","3.271151270529909283","3.271151270529909283","0.0010711060011152182","MVL_CRC29=3.271","Activated","3","collectri","3","3.271151270529909283",NA,"3","ARCHS4--Coexpression(rank=288); GTEx--Coexpression(rank=299); Enrichr--Queries(rank=670)","671","0.176900000000000002","ARCHS4 Coexpression,0.1769"
"MEF2D","3.257729564600694072","3.257729564600694072","0.0011230737871907094","MVL_CRC29=3.258","Activated","4","collectri","4","3.257729564600694072",NA,"3","Enrichr--Queries(rank=950); ARCHS4--Coexpression(rank=1217); GTEx--Coexpression(rank=1287)","1504","0.676599999999999979","Enrichr Queries,0.6766"
"MAML1","3.158619969283773088","3.158619969283773088","0.0015851805035530890","MVL_CRC29=3.159","Activated","5","collectri","5","3.158619969283773088",NA,"0","",NA,NA,NA
"PITX1","2.932599089764172717","2.932599089764172717","0.0033613763831332019","MVL_CRC29=2.933","Activated","6","collectri","6","2.932599089764172717",NA,"3","GTEx--Coexpression(rank=198); Enrichr--Queries(rank=731); ARCHS4--Coexpression(rank=1028)","491","0.123200000000000004","GTEx Coexpression,0.1232"
"NFYB","2.850257445840720827","2.850257445840720827","0.0043683854773703956","MVL_CRC29=2.85","Activated","7","collectri","7","2.850257445840720827",NA,"5","ENCODE--ChIP-seq(rank=45); ReMap--ChIP-seq(rank=124); GTEx--Coexpression(rank=250); Enrichr--Queries(rank=1345); ARCHS4--Coexpression(rank=1533)","600","0.155599999999999988","GTEx Coexpression,0.1556"
"NKRF","2.819942214182740159","-2.819942214182740159","0.0048032298266533673","MVL_CRC29=-2.82","Repressed","8","collectri","8","2.819942214182740159",NA,"3","Enrichr--Queries(rank=1335); GTEx--Coexpression(rank=1378); ARCHS4--Coexpression(rank=1469)","1609","0.857500000000000040","GTEx Coexpression,0.8575"
"NRF1","2.718709593353444642","-2.718709593353444642","0.0065537119904694671","MVL_CRC29=-2.719","Repressed","9","collectri","9","2.718709593353444642",NA,"5","GTEx--Coexpression(rank=46); ReMap--ChIP-seq(rank=55); ENCODE--ChIP-seq(rank=99); ARCHS4--Coexpression(rank=489); Enrichr--Queries(rank=1008)","124","0.028620000000000000","GTEx Coexpression,0.02862"
"RUNX2","2.669736805348011721","2.669736805348011721","0.0075910723912735586","MVL_CRC29=2.67","Activated","10","collectri","10","2.669736805348011721",NA,"5","ReMap--ChIP-seq(rank=30); Literature--ChIP-seq(rank=32); GTEx--Coexpression(rank=76); Enrichr--Queries(rank=221); ARCHS4--Coexpression(rank=615)","199","0.047289999999999999","GTEx Coexpression,0.04729"
"FOXJ1","2.587235346154944882","2.587235346154944882","0.0096749485990167070","MVL_CRC29=2.587","Activated","11","collectri","11","2.587235346154944882",NA,"3","GTEx--Coexpression(rank=1); ARCHS4--Coexpression(rank=7); Enrichr--Queries(rank=15)","2","0.000622300000000000","GTEx Coexpression,6.223E-4"
"KLF7","2.580526633837289641","2.580526633837289641","0.0098649746386735241","MVL_CRC29=2.581","Activated","12","collectri","12","2.580526633837289641",NA,"3","GTEx--Coexpression(rank=128); Enrichr--Queries(rank=739); ARCHS4--Coexpression(rank=802)","328","0.079649999999999999","GTEx Coexpression,0.07965"
"MYC","2.561904810613271355","-2.561904810613271355","0.0104099845811606861","MVL_CRC29=-2.562","Repressed","13","collectri","13","2.561904810613271355",NA,"6","ENCODE--ChIP-seq(rank=67); Literature--ChIP-seq(rank=75); ReMap--ChIP-seq(rank=107); GTEx--Coexpression(rank=1005); Enrichr--Queries(rank=1155); ARCHS4--Coexpression(rank=1357)","1079","0.360300000000000009","ReMap ChIP-seq,0.3603"
"SP3","2.553383454674876596","2.553383454674876596","0.0106681974747882703","MVL_CRC29=2.553","Activated","14","collectri","14","2.553383454674876596",NA,"3","GTEx--Coexpression(rank=585); ARCHS4--Coexpression(rank=926); Enrichr--Queries(rank=1198)","1086","0.363999999999999990","GTEx Coexpression,0.364"
"TBX1","2.512758546469023191","2.512758546469023191","0.0119791291508148361","MVL_CRC29=2.513","Activated","15","collectri","15","2.512758546469023191",NA,"3","Enrichr--Queries(rank=196); GTEx--Coexpression(rank=300); ARCHS4--Coexpression(rank=608)","543","0.139600000000000002","Enrichr Queries,0.1396"
"LMX1B","2.494627615768935769","2.494627615768935769","0.0126089377251630240","MVL_CRC29=2.495","Activated","16","collectri","16","2.494627615768935769",NA,"3","ARCHS4--Coexpression(rank=108); Enrichr--Queries(rank=336); GTEx--Coexpression(rank=433)","280","0.066339999999999996","ARCHS4 Coexpression,0.06634"
"NFATC3","2.461387068395885169","2.461387068395885169","0.0138400961429466229","MVL_CRC29=2.461","Activated","17","collectri","17","2.461387068395885169",NA,"3","ARCHS4--Coexpression(rank=660); Enrichr--Queries(rank=920); GTEx--Coexpression(rank=1519)","1171","0.405399999999999983","ARCHS4 Coexpression,0.4054"
"NFATC1","2.461332760270360964","2.461332760270360964","0.0138421915256076184","MVL_CRC29=2.461","Activated","18","collectri","18","2.461332760270360964",NA,"5","ENCODE--ChIP-seq(rank=94); ReMap--ChIP-seq(rank=276); GTEx--Coexpression(rank=379); ARCHS4--Coexpression(rank=610); Enrichr--Queries(rank=692)","820","0.235800000000000010","GTEx Coexpression,0.2358"
"HIPK2","2.441783784842807226","2.441783784842807226","0.0146148967200581403","MVL_CRC29=2.442","Activated","19","collectri","19","2.441783784842807226",NA,"0","",NA,NA,NA
