"Consensus_Rank","TF","Required_Methods","Source_Method_Count","Source_Methods","Mean_Selected_Rank","Best_Selected_Rank","CheA3_Library_Count","CheA3_Libraries","CheA3_Integrated_TopRank","ChEA3","ENRICHR","CollecTRI"
"1","E2F1","ChEA3;ENRICHR;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","5.333333333333333","2","6","GTEx--Coexpression(rank=5); ReMap--ChIP-seq(rank=5); Enrichr--Queries(rank=8); ARCHS4--Coexpression(rank=9); ENCODE--ChIP-seq(rank=36); Literature--ChIP-seq(rank=37)","11","rank=11; score=0.003111","rank=3; score=71.973; p=6.5657e-14; adjP=9.8355e-12","rank=2; score=6.376; p=1.8177e-10; direction=Repressed"
"2","E2F4","ChEA3;ENRICHR;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","11.333333333333332","1","6","ENCODE--ChIP-seq(rank=2); Literature--ChIP-seq(rank=2); ReMap--ChIP-seq(rank=3); Enrichr--Queries(rank=156); ARCHS4--Coexpression(rank=637); GTEx--Coexpression(rank=1140)","32","rank=32; score=0.0101","rank=1; score=1160.4; p=8.2834e-73; adjP=8.6148e-71","rank=1; score=8.6709; p=4.2871e-18; direction=Repressed"
"3","TP53","ChEA3;ENRICHR;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","20.333333333333332","6","5","ARCHS4--Coexpression(rank=22); Literature--ChIP-seq(rank=44); ReMap--ChIP-seq(rank=136); Enrichr--Queries(rank=206); GTEx--Coexpression(rank=228)","47","rank=47; score=0.01351","rank=6; score=32.248; p=1.8565e-05; adjP=0.0022464","rank=8; score=3.7784; p=0.00015785; direction=Repressed"
"4","FOXM1","ChEA3;ENRICHR;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","31.666666666666664","2","6","ENCODE--ChIP-seq(rank=1); Enrichr--Queries(rank=1); GTEx--Coexpression(rank=1); Literature--ChIP-seq(rank=1); ReMap--ChIP-seq(rank=1); ARCHS4--Coexpression(rank=6)","2","rank=2; score=0.0006223","rank=2; score=5254.4; p=9.5523e-72; adjP=7.1547e-69","rank=91; score=1.8933; p=0.05832; direction=Repressed"
"5","E2F3","ChEA3;ENRICHR;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","33.666666666666664","11","3","ARCHS4--Coexpression(rank=27); Enrichr--Queries(rank=30); GTEx--Coexpression(rank=845)","59","rank=59; score=0.01658","rank=11; score=88.677; p=0.00037124; adjP=0.026952","rank=31; score=2.508; p=0.012142; direction=Repressed"
"6","NFYA","ChEA3;ENRICHR;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","49.333333333333329","8","5","ENCODE--ChIP-seq(rank=4); ReMap--ChIP-seq(rank=16); GTEx--Coexpression(rank=100); Enrichr--Queries(rank=722); ARCHS4--Coexpression(rank=1044)","125","rank=125; score=0.0339","rank=8; score=59.035; p=4.3201e-14; adjP=1.4976e-12","rank=15; score=3.0202; p=0.0025259; direction=Repressed"
"7","BACH1","ChEA3;ENRICHR;CollecTRI","5","DoRothEA;ChEA3;VIPER;ENRICHR;CollecTRI","97.000000000000000","41","6","Literature--ChIP-seq(rank=8); ReMap--ChIP-seq(rank=37); ENCODE--ChIP-seq(rank=84); Enrichr--Queries(rank=697); GTEx--Coexpression(rank=963); ARCHS4--Coexpression(rank=1122)","183","rank=183; score=0.04878","rank=67; score=11.114; p=0.00060279; adjP=0.016722","rank=41; score=2.382; p=0.01722; direction=Activated"
"8","CDX2","ChEA3;ENRICHR;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","101.000000000000000","6","5","ARCHS4--Coexpression(rank=79); GTEx--Coexpression(rank=94); ReMap--ChIP-seq(rank=104); Literature--ChIP-seq(rank=129); Enrichr--Queries(rank=1021)","181","rank=181; score=0.04853","rank=116; score=12.225; p=0.025254; adjP=0.23083","rank=6; score=4.027; p=5.6494e-05; direction=Activated"
"9","RFX5","ChEA3;ENRICHR;CollecTRI","5","DoRothEA;ChEA3;ENRICHR;TRRUST;CollecTRI","116.000000000000000","21","5","ReMap--ChIP-seq(rank=9); ENCODE--ChIP-seq(rank=11); Enrichr--Queries(rank=182); GTEx--Coexpression(rank=355); ARCHS4--Coexpression(rank=944)","110","rank=110; score=0.0303","rank=21; score=13.786; p=0.00038475; adjP=0.0050018","rank=217; score=1.2886; p=0.19753; direction=Repressed"
"10","MYCN","ChEA3;ENRICHR;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","117.000000000000000","72","5","Literature--ChIP-seq(rank=6); ARCHS4--Coexpression(rank=45); ReMap--ChIP-seq(rank=58); Enrichr--Queries(rank=97); GTEx--Coexpression(rank=734)","97","rank=97; score=0.02764","rank=72; score=17.964; p=0.00025936; adjP=0.0080941","rank=182; score=1.4593; p=0.14448; direction=Activated"
