"Total_Runtime_Seconds","Total_Runtime","Finished_At","Output_Root"
"386.8058190345764","6.45 min (386.8 sec)","2026-06-16 16:36:37.917829","/Users/solomon/Projects/CRLM_dormancy/results/iobr/exploratory"
