"GeneID","Symbol","Ensembl","Entrez","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"ENSG00000087586","AURKA","ENSG00000087586","6790","-2.3716239647005937","5.84871009174027812","-11.500495276853158","0.00000001821279282733916","0.0001803502021730170","9.835182082526442215"
"ENSG00000123136","DDX39A","ENSG00000123136","10212","-1.0638446646025956","6.48181881424663775","-11.102572167479341","0.00000002835249208819635","0.0001803502021730170","9.481206115269369405"
"ENSG00000179750","APOBEC3B","ENSG00000179750","9582","-2.5122651294583571","3.08231973083483934","-10.115371350460492","0.00000009007158062682591","0.0003819635495781598","7.559674708210311067"
"ENSG00000134057","CCNB1","ENSG00000134057","891","-3.1063452563029399","7.28920557601979713","-9.706121853046399","0.00000014928737841614072","0.0004748085070525355","7.861345793785055491"
"ENSG00000095383","TBC1D2","ENSG00000095383","55357","1.0025443029148242","3.98034947709170428","9.432702709671663","0.00000021115212907832956","0.0005372554772269017","7.431989588809268632"
"ENSG00000139354","GAS2L3","ENSG00000139354","283431","-1.6274588899158258","4.56495765606696047","-9.074722475343986","0.00000033632091729729716","0.0007131124516427024","7.008964169299770397"
"ENSG00000088325","TPX2","ENSG00000088325","22974","-2.2535389045830163","7.61881927028810413","-8.868737047264775","0.00000044233121044189133","0.0007863842471165773","6.781711566450077555"
"ENSG00000136938","ANP32B","ENSG00000136938","10541","-0.9107993548945288","7.99672148326084997","-8.785893173633765","0.00000049450353536650046","0.0007863842471165773","6.665566101998415149"
"ENSG00000112984","KIF20A","ENSG00000112984","10112","-4.7457977704024570","4.70988874993378204","-8.685160974000315","0.00000056687857968796729","0.0008013143656433689","6.270030791343633503"
"ENSG00000140451","PIF1","ENSG00000140451","80119","-4.2815668050483566","2.99485643378618516","-8.597056415451165","0.00000063940707171512323","0.0008041763920781415","5.500255046540544868"
"ENSG00000172915","NBEA","ENSG00000172915","26960","1.0305572183551059","3.77649511325495357","8.498341728585538","0.00000073250996340807433","0.0008041763920781415","6.251760265669903838"
"ENSG00000170037","CNTROB","ENSG00000170037","116840","-0.8363426632642099","6.04882955322327920","-8.389976167469047","0.00000085148623001305727","0.0008041763920781415","6.143612838114737684"
"ENSG00000149503","INCENP","ENSG00000149503","3619","-1.8286166557758889","6.06720227066586926","-8.337501375239153","0.00000091630656768165126","0.0008041763920781415","6.080024347094239445"
"ENSG00000182481","KPNA2","ENSG00000182481","3838","-1.3353381729430893","7.53467099346822256","-8.309723983562408","0.00000095271655597510774","0.0008041763920781415","6.012089908890527745"
"ENSG00000068489","PRR11","ENSG00000068489","55771","-3.2619403668582594","5.01627018412312786","-8.289018208856792","0.00000098085267275309726","0.0008041763920781415","5.979170882943089183"
"ENSG00000106459","NRF1","ENSG00000106459","4899","-1.3882917690273353","4.33441537743129501","-8.223349180225119","0.00000107605980600535690","0.0008041763920781415","5.904941075499944958"
"ENSG00000188229","TUBB4B","ENSG00000188229","10383","-1.1823107026716144","9.39838885435615090","-8.109153476931571","0.00000126568489416180813","0.0008041763920781415","5.723922672706120096"
"ENSG00000010292","NCAPD2","ENSG00000010292","9918","-1.9039868405075309","7.39049812386440852","-8.023913313375957","0.00000143014951183027822","0.0008041763920781415","5.609358674087420837"
"ENSG00000161800","RACGAP1","ENSG00000161800","29127","-1.7229266696879000","6.78781910941916156","-8.016932338828225","0.00000144458593692586728","0.0008041763920781415","5.608392483906067483"
"ENSG00000104093","DMXL2","ENSG00000104093","23312","0.6633306518892441","6.14752662646178916","8.002157017033712","0.00000147565183003439449","0.0008041763920781415","5.586367189902590624"
"ENSG00000108106","UBE2S","ENSG00000108106","27338","-2.6445181153234891","5.79803718442219207","-7.983029316975869","0.00000151692254992857383","0.0008041763920781415","5.596355133594297371"
