"Dataset","Plot_Category","Analysis_Name","GeneSet_Name","Significant_Terms","Kept_Terms","Excluded_Terms","Excluded_Percent","Reciprocal_Terms","Skipped_Terms","GSEA_Result_File","Denester_Result_File","Kept_Terms_File","Excluded_Terms_File","Skipped_Terms_File","Dotplot_PDF_File","Dotplot_PNG_File","Heatmap_PDF_File","Heatmap_PNG_File"
"GSE114012","Main_DE","ALL","HPO","621","337","284","45.7326892109500776","96","0","results/ngs/GSE114012/tables/ALL/GSEA/HPO/gsea_result.csv","results/ngs/GSE114012/tables/GSEA_denester/Main_DE/ALL/HPO/denester_result.csv","results/ngs/GSE114012/tables/GSEA_denester/Main_DE/ALL/HPO/denester_kept_terms.csv","results/ngs/GSE114012/tables/GSEA_denester/Main_DE/ALL/HPO/denester_excluded_terms.csv",NA,"results/ngs/GSE114012/plots/GSEA_denester/Main_DE/ALL/HPO/pdf/denester_dotplot.pdf","results/ngs/GSE114012/plots/GSEA_denester/Main_DE/ALL/HPO/png/denester_dotplot.png","results/ngs/GSE114012/plots/GSEA_denester/Main_DE/ALL/HPO/pdf/denester_overlap_heatmap.pdf","results/ngs/GSE114012/plots/GSEA_denester/Main_DE/ALL/HPO/png/denester_overlap_heatmap.png"
"GSE114012","Main_DE","ALL","IMMUNESIGDB","2446","123","2323","94.9713818479149552","93","0","results/ngs/GSE114012/tables/ALL/GSEA/IMMUNESIGDB/gsea_result.csv","results/ngs/GSE114012/tables/GSEA_denester/Main_DE/ALL/IMMUNESIGDB/denester_result.csv","results/ngs/GSE114012/tables/GSEA_denester/Main_DE/ALL/IMMUNESIGDB/denester_kept_terms.csv","results/ngs/GSE114012/tables/GSEA_denester/Main_DE/ALL/IMMUNESIGDB/denester_excluded_terms.csv",NA,"results/ngs/GSE114012/plots/GSEA_denester/Main_DE/ALL/IMMUNESIGDB/pdf/denester_dotplot.pdf","results/ngs/GSE114012/plots/GSEA_denester/Main_DE/ALL/IMMUNESIGDB/png/denester_dotplot.png","results/ngs/GSE114012/plots/GSEA_denester/Main_DE/ALL/IMMUNESIGDB/pdf/denester_overlap_heatmap.pdf","results/ngs/GSE114012/plots/GSEA_denester/Main_DE/ALL/IMMUNESIGDB/png/denester_overlap_heatmap.png"
"GSE114012","Main_DE","ALL","TFT_GTRD","55","41","14","25.4545454545454533","14","0","results/ngs/GSE114012/tables/ALL/GSEA/TFT_GTRD/gsea_result.csv","results/ngs/GSE114012/tables/GSEA_denester/Main_DE/ALL/TFT_GTRD/denester_result.csv","results/ngs/GSE114012/tables/GSEA_denester/Main_DE/ALL/TFT_GTRD/denester_kept_terms.csv","results/ngs/GSE114012/tables/GSEA_denester/Main_DE/ALL/TFT_GTRD/denester_excluded_terms.csv",NA,"results/ngs/GSE114012/plots/GSEA_denester/Main_DE/ALL/TFT_GTRD/pdf/denester_dotplot.pdf","results/ngs/GSE114012/plots/GSEA_denester/Main_DE/ALL/TFT_GTRD/png/denester_dotplot.png","results/ngs/GSE114012/plots/GSEA_denester/Main_DE/ALL/TFT_GTRD/pdf/denester_overlap_heatmap.pdf","results/ngs/GSE114012/plots/GSEA_denester/Main_DE/ALL/TFT_GTRD/png/denester_overlap_heatmap.png"
"GSE114012","Main_DE","ALL","TFT_TFT_LEGACY","278","87","191","68.7050359712230119","59","0","results/ngs/GSE114012/tables/ALL/GSEA/TFT_TFT_LEGACY/gsea_result.csv","results/ngs/GSE114012/tables/GSEA_denester/Main_DE/ALL/TFT_TFT_LEGACY/denester_result.csv","results/ngs/GSE114012/tables/GSEA_denester/Main_DE/ALL/TFT_TFT_LEGACY/denester_kept_terms.csv","results/ngs/GSE114012/tables/GSEA_denester/Main_DE/ALL/TFT_TFT_LEGACY/denester_excluded_terms.csv",NA,"results/ngs/GSE114012/plots/GSEA_denester/Main_DE/ALL/TFT_TFT_LEGACY/pdf/denester_dotplot.pdf","results/ngs/GSE114012/plots/GSEA_denester/Main_DE/ALL/TFT_TFT_LEGACY/png/denester_dotplot.png","results/ngs/GSE114012/plots/GSEA_denester/Main_DE/ALL/TFT_TFT_LEGACY/pdf/denester_overlap_heatmap.pdf","results/ngs/GSE114012/plots/GSEA_denester/Main_DE/ALL/TFT_TFT_LEGACY/png/denester_overlap_heatmap.png"
"GSE114012","Main_DE","DLD1","C6","111","58","53","47.7477477477477521","25","0","results/ngs/GSE114012/tables/DLD1/GSEA/C6/gsea_result.csv","results/ngs/GSE114012/tables/GSEA_denester/Main_DE/DLD1/C6/denester_result.csv","results/ngs/GSE114012/tables/GSEA_denester/Main_DE/DLD1/C6/denester_kept_terms.csv","results/ngs/GSE114012/tables/GSEA_denester/Main_DE/DLD1/C6/denester_excluded_terms.csv",NA,"results/ngs/GSE114012/plots/GSEA_denester/Main_DE/DLD1/C6/pdf/denester_dotplot.pdf","results/ngs/GSE114012/plots/GSEA_denester/Main_DE/DLD1/C6/png/denester_dotplot.png","results/ngs/GSE114012/plots/GSEA_denester/Main_DE/DLD1/C6/pdf/denester_overlap_heatmap.pdf","results/ngs/GSE114012/plots/GSEA_denester/Main_DE/DLD1/C6/png/denester_overlap_heatmap.png"
"GSE114012","Main_DE","DLD1","CP_BIOCARTA","44","39","5","11.3636363636363633","17","0","results/ngs/GSE114012/tables/DLD1/GSEA/CP_BIOCARTA/gsea_result.csv","results/ngs/GSE114012/tables/GSEA_denester/Main_DE/DLD1/CP_BIOCARTA/denester_result.csv","results/ngs/GSE114012/tables/GSEA_denester/Main_DE/DLD1/CP_BIOCARTA/denester_kept_terms.csv","results/ngs/GSE114012/tables/GSEA_denester/Main_DE/DLD1/CP_BIOCARTA/denester_excluded_terms.csv",NA,"results/ngs/GSE114012/plots/GSEA_denester/Main_DE/DLD1/CP_BIOCARTA/pdf/denester_dotplot.pdf","results/ngs/GSE114012/plots/GSEA_denester/Main_DE/DLD1/CP_BIOCARTA/png/denester_dotplot.png","results/ngs/GSE114012/plots/GSEA_denester/Main_DE/DLD1/CP_BIOCARTA/pdf/denester_overlap_heatmap.pdf","results/ngs/GSE114012/plots/GSEA_denester/Main_DE/DLD1/CP_BIOCARTA/png/denester_overlap_heatmap.png"
"GSE114012","Main_DE","DLD1","CP_KEGG_LEGACY","70","51","19","27.1428571428571423","24","0","results/ngs/GSE114012/tables/DLD1/GSEA/CP_KEGG_LEGACY/gsea_result.csv","results/ngs/GSE114012/tables/GSEA_denester/Main_DE/DLD1/CP_KEGG_LEGACY/denester_result.csv","results/ngs/GSE114012/tables/GSEA_denester/Main_DE/DLD1/CP_KEGG_LEGACY/denester_kept_terms.csv","results/ngs/GSE114012/tables/GSEA_denester/Main_DE/DLD1/CP_KEGG_LEGACY/denester_excluded_terms.csv",NA,"results/ngs/GSE114012/plots/GSEA_denester/Main_DE/DLD1/CP_KEGG_LEGACY/pdf/denester_dotplot.pdf","results/ngs/GSE114012/plots/GSEA_denester/Main_DE/DLD1/CP_KEGG_LEGACY/png/denester_dotplot.png","results/ngs/GSE114012/plots/GSEA_denester/Main_DE/DLD1/CP_KEGG_LEGACY/pdf/denester_overlap_heatmap.pdf","results/ngs/GSE114012/plots/GSEA_denester/Main_DE/DLD1/CP_KEGG_LEGACY/png/denester_overlap_heatmap.png"
"GSE114012","Main_DE","DLD1","CP_KEGG_MEDICUS","155","143","12","7.7419354838709680","53","0","results/ngs/GSE114012/tables/DLD1/GSEA/CP_KEGG_MEDICUS/gsea_result.csv","results/ngs/GSE114012/tables/GSEA_denester/Main_DE/DLD1/CP_KEGG_MEDICUS/denester_result.csv","results/ngs/GSE114012/tables/GSEA_denester/Main_DE/DLD1/CP_KEGG_MEDICUS/denester_kept_terms.csv","results/ngs/GSE114012/tables/GSEA_denester/Main_DE/DLD1/CP_KEGG_MEDICUS/denester_excluded_terms.csv",NA,"results/ngs/GSE114012/plots/GSEA_denester/Main_DE/DLD1/CP_KEGG_MEDICUS/pdf/denester_dotplot.pdf","results/ngs/GSE114012/plots/GSEA_denester/Main_DE/DLD1/CP_KEGG_MEDICUS/png/denester_dotplot.png","results/ngs/GSE114012/plots/GSEA_denester/Main_DE/DLD1/CP_KEGG_MEDICUS/pdf/denester_overlap_heatmap.pdf","results/ngs/GSE114012/plots/GSEA_denester/Main_DE/DLD1/CP_KEGG_MEDICUS/png/denester_overlap_heatmap.png"
"GSE114012","Main_DE","DLD1","CP_REACTOME","593","322","271","45.6998313659359141","83","0","results/ngs/GSE114012/tables/DLD1/GSEA/CP_REACTOME/gsea_result.csv","results/ngs/GSE114012/tables/GSEA_denester/Main_DE/DLD1/CP_REACTOME/denester_result.csv","results/ngs/GSE114012/tables/GSEA_denester/Main_DE/DLD1/CP_REACTOME/denester_kept_terms.csv","results/ngs/GSE114012/tables/GSEA_denester/Main_DE/DLD1/CP_REACTOME/denester_excluded_terms.csv",NA,"results/ngs/GSE114012/plots/GSEA_denester/Main_DE/DLD1/CP_REACTOME/pdf/denester_dotplot.pdf","results/ngs/GSE114012/plots/GSEA_denester/Main_DE/DLD1/CP_REACTOME/png/denester_dotplot.png","results/ngs/GSE114012/plots/GSEA_denester/Main_DE/DLD1/CP_REACTOME/pdf/denester_overlap_heatmap.pdf","results/ngs/GSE114012/plots/GSEA_denester/Main_DE/DLD1/CP_REACTOME/png/denester_overlap_heatmap.png"
"GSE114012","Main_DE","DLD1","CP_WIKIPATHWAYS","202","149","53","26.2376237623762378","33","0","results/ngs/GSE114012/tables/DLD1/GSEA/CP_WIKIPATHWAYS/gsea_result.csv","results/ngs/GSE114012/tables/GSEA_denester/Main_DE/DLD1/CP_WIKIPATHWAYS/denester_result.csv","results/ngs/GSE114012/tables/GSEA_denester/Main_DE/DLD1/CP_WIKIPATHWAYS/denester_kept_terms.csv","results/ngs/GSE114012/tables/GSEA_denester/Main_DE/DLD1/CP_WIKIPATHWAYS/denester_excluded_terms.csv",NA,"results/ngs/GSE114012/plots/GSEA_denester/Main_DE/DLD1/CP_WIKIPATHWAYS/pdf/denester_dotplot.pdf","results/ngs/GSE114012/plots/GSEA_denester/Main_DE/DLD1/CP_WIKIPATHWAYS/png/denester_dotplot.png","results/ngs/GSE114012/plots/GSEA_denester/Main_DE/DLD1/CP_WIKIPATHWAYS/pdf/denester_overlap_heatmap.pdf","results/ngs/GSE114012/plots/GSEA_denester/Main_DE/DLD1/CP_WIKIPATHWAYS/png/denester_overlap_heatmap.png"
"GSE114012","Main_DE","DLD1","GO_BP","1708","911","797","46.6627634660421577","331","4","results/ngs/GSE114012/tables/DLD1/GSEA/GO_BP/gsea_result.csv","results/ngs/GSE114012/tables/GSEA_denester/Main_DE/DLD1/GO_BP/denester_result.csv","results/ngs/GSE114012/tables/GSEA_denester/Main_DE/DLD1/GO_BP/denester_kept_terms.csv","results/ngs/GSE114012/tables/GSEA_denester/Main_DE/DLD1/GO_BP/denester_excluded_terms.csv","results/ngs/GSE114012/tables/GSEA_denester/Main_DE/DLD1/GO_BP/denester_skipped_terms.csv","results/ngs/GSE114012/plots/GSEA_denester/Main_DE/DLD1/GO_BP/pdf/denester_dotplot.pdf","results/ngs/GSE114012/plots/GSEA_denester/Main_DE/DLD1/GO_BP/png/denester_dotplot.png","results/ngs/GSE114012/plots/GSEA_denester/Main_DE/DLD1/GO_BP/pdf/denester_overlap_heatmap.pdf","results/ngs/GSE114012/plots/GSEA_denester/Main_DE/DLD1/GO_BP/png/denester_overlap_heatmap.png"
"GSE114012","Main_DE","DLD1","GO_CC","330","230","100","30.3030303030303045","71","1","results/ngs/GSE114012/tables/DLD1/GSEA/GO_CC/gsea_result.csv","results/ngs/GSE114012/tables/GSEA_denester/Main_DE/DLD1/GO_CC/denester_result.csv","results/ngs/GSE114012/tables/GSEA_denester/Main_DE/DLD1/GO_CC/denester_kept_terms.csv","results/ngs/GSE114012/tables/GSEA_denester/Main_DE/DLD1/GO_CC/denester_excluded_terms.csv","results/ngs/GSE114012/tables/GSEA_denester/Main_DE/DLD1/GO_CC/denester_skipped_terms.csv","results/ngs/GSE114012/plots/GSEA_denester/Main_DE/DLD1/GO_CC/pdf/denester_dotplot.pdf","results/ngs/GSE114012/plots/GSEA_denester/Main_DE/DLD1/GO_CC/png/denester_dotplot.png","results/ngs/GSE114012/plots/GSEA_denester/Main_DE/DLD1/GO_CC/pdf/denester_overlap_heatmap.pdf","results/ngs/GSE114012/plots/GSEA_denester/Main_DE/DLD1/GO_CC/png/denester_overlap_heatmap.png"
"GSE114012","Main_DE","DLD1","GO_MF","396","325","71","17.9292929292929273","101","1","results/ngs/GSE114012/tables/DLD1/GSEA/GO_MF/gsea_result.csv","results/ngs/GSE114012/tables/GSEA_denester/Main_DE/DLD1/GO_MF/denester_result.csv","results/ngs/GSE114012/tables/GSEA_denester/Main_DE/DLD1/GO_MF/denester_kept_terms.csv","results/ngs/GSE114012/tables/GSEA_denester/Main_DE/DLD1/GO_MF/denester_excluded_terms.csv","results/ngs/GSE114012/tables/GSEA_denester/Main_DE/DLD1/GO_MF/denester_skipped_terms.csv","results/ngs/GSE114012/plots/GSEA_denester/Main_DE/DLD1/GO_MF/pdf/denester_dotplot.pdf","results/ngs/GSE114012/plots/GSEA_denester/Main_DE/DLD1/GO_MF/png/denester_dotplot.png","results/ngs/GSE114012/plots/GSEA_denester/Main_DE/DLD1/GO_MF/pdf/denester_overlap_heatmap.pdf","results/ngs/GSE114012/plots/GSEA_denester/Main_DE/DLD1/GO_MF/png/denester_overlap_heatmap.png"
"GSE114012","Main_DE","DLD1","hallmark","34","19","15","44.1176470588235290","10","0","results/ngs/GSE114012/tables/DLD1/GSEA/hallmark/gsea_result.csv","results/ngs/GSE114012/tables/GSEA_denester/Main_DE/DLD1/hallmark/denester_result.csv","results/ngs/GSE114012/tables/GSEA_denester/Main_DE/DLD1/hallmark/denester_kept_terms.csv","results/ngs/GSE114012/tables/GSEA_denester/Main_DE/DLD1/hallmark/denester_excluded_terms.csv",NA,"results/ngs/GSE114012/plots/GSEA_denester/Main_DE/DLD1/hallmark/pdf/denester_dotplot.pdf","results/ngs/GSE114012/plots/GSEA_denester/Main_DE/DLD1/hallmark/png/denester_dotplot.png","results/ngs/GSE114012/plots/GSEA_denester/Main_DE/DLD1/hallmark/pdf/denester_overlap_heatmap.pdf","results/ngs/GSE114012/plots/GSEA_denester/Main_DE/DLD1/hallmark/png/denester_overlap_heatmap.png"
"GSE114012","Main_DE","DLD1","HPO","811","419","392","48.3353884093711486","88","0","results/ngs/GSE114012/tables/DLD1/GSEA/HPO/gsea_result.csv","results/ngs/GSE114012/tables/GSEA_denester/Main_DE/DLD1/HPO/denester_result.csv","results/ngs/GSE114012/tables/GSEA_denester/Main_DE/DLD1/HPO/denester_kept_terms.csv","results/ngs/GSE114012/tables/GSEA_denester/Main_DE/DLD1/HPO/denester_excluded_terms.csv",NA,"results/ngs/GSE114012/plots/GSEA_denester/Main_DE/DLD1/HPO/pdf/denester_dotplot.pdf","results/ngs/GSE114012/plots/GSEA_denester/Main_DE/DLD1/HPO/png/denester_dotplot.png","results/ngs/GSE114012/plots/GSEA_denester/Main_DE/DLD1/HPO/pdf/denester_overlap_heatmap.pdf","results/ngs/GSE114012/plots/GSEA_denester/Main_DE/DLD1/HPO/png/denester_overlap_heatmap.png"
"GSE114012","Main_DE","DLD1","IMMUNESIGDB","2365","158","2207","93.3192389006342466","128","0","results/ngs/GSE114012/tables/DLD1/GSEA/IMMUNESIGDB/gsea_result.csv","results/ngs/GSE114012/tables/GSEA_denester/Main_DE/DLD1/IMMUNESIGDB/denester_result.csv","results/ngs/GSE114012/tables/GSEA_denester/Main_DE/DLD1/IMMUNESIGDB/denester_kept_terms.csv","results/ngs/GSE114012/tables/GSEA_denester/Main_DE/DLD1/IMMUNESIGDB/denester_excluded_terms.csv",NA,"results/ngs/GSE114012/plots/GSEA_denester/Main_DE/DLD1/IMMUNESIGDB/pdf/denester_dotplot.pdf","results/ngs/GSE114012/plots/GSEA_denester/Main_DE/DLD1/IMMUNESIGDB/png/denester_dotplot.png","results/ngs/GSE114012/plots/GSEA_denester/Main_DE/DLD1/IMMUNESIGDB/pdf/denester_overlap_heatmap.pdf","results/ngs/GSE114012/plots/GSEA_denester/Main_DE/DLD1/IMMUNESIGDB/png/denester_overlap_heatmap.png"
"GSE114012","Main_DE","DLD1","TFT_GTRD","54","43","11","20.3703703703703702","14","0","results/ngs/GSE114012/tables/DLD1/GSEA/TFT_GTRD/gsea_result.csv","results/ngs/GSE114012/tables/GSEA_denester/Main_DE/DLD1/TFT_GTRD/denester_result.csv","results/ngs/GSE114012/tables/GSEA_denester/Main_DE/DLD1/TFT_GTRD/denester_kept_terms.csv","results/ngs/GSE114012/tables/GSEA_denester/Main_DE/DLD1/TFT_GTRD/denester_excluded_terms.csv",NA,"results/ngs/GSE114012/plots/GSEA_denester/Main_DE/DLD1/TFT_GTRD/pdf/denester_dotplot.pdf","results/ngs/GSE114012/plots/GSEA_denester/Main_DE/DLD1/TFT_GTRD/png/denester_dotplot.png","results/ngs/GSE114012/plots/GSEA_denester/Main_DE/DLD1/TFT_GTRD/pdf/denester_overlap_heatmap.pdf","results/ngs/GSE114012/plots/GSEA_denester/Main_DE/DLD1/TFT_GTRD/png/denester_overlap_heatmap.png"
