Pathway ID	Name	pvalue	DEG number	DEG Density	Intersecton size	DEGs in Intersection	Result	Reciprocal pvalue	Filtered	Versus	Versus Name	Is Reciprocal	Top Genes
BIOCARTA_PROTEASOME_PATHWAY	BIOCARTA_PROTEASOME_PATHWAY	1.71e-04	17	0.8947	0	0	1	0	keep	itself		True	RPN2,RPN1,PSMB7,PSMB3,PSMB2,PSMA5,UBE3A,UBE2A,PSMB6,PSMB5,PSMB4,PSMB1,PSMA7,PSMA4,PSMA3,PSMA2,PSMA1
BIOCARTA_PDGF_PATHWAY	BIOCARTA_PDGF_PATHWAY	0.0035	10	0.3571	0	0	1	0	keep	itself		True	STAT1,SHC1,MAP2K4,MAPK8,PRKCA,PLCG1,PIK3R1,PDGFRA,MAP3K1,GRB2
BIOCARTA_INTRINSIC_PATHWAY	BIOCARTA_INTRINSIC_PATHWAY	0.0059	11	0.4783	0	0	1	0	keep	itself		True	FGG,FGA,COL4A5,COL4A2,COL4A1,PROC,F12,F10,F5,COL4A6,COL4A4
BIOCARTA_CHREBP_PATHWAY	BIOCARTA_CHREBP_PATHWAY	0.0067	14	0.7368	0	0	1	0	keep	itself		True	PRKAR2A,PRKAB2,PRKAG3,PRKAG2,GNAS,PRKAR2B,PRKAR1A,PRKAG1,PRKACG,PRKACB,PRKAA2,PRKAA1,PPP2CA,MLXIPL
BIOCARTA_LEPTIN_PATHWAY	BIOCARTA_LEPTIN_PATHWAY	0.0085	9	0.8182	7	6	0.6182	0.3661	keep	BIOCARTA_CHREBP_PATHWAY	BIOCARTA_CHREBP_PATHWAY	False	PRKAB2,PRKAG3,PRKAG2,ACACA,CPT1A,LEP,PRKAG1,PRKAA2,PRKAA1
BIOCARTA_BCR_PATHWAY	BIOCARTA_BCR_PATHWAY	0.0092	11	0.3333	15	6	0.3547	0.4564	keep	BIOCARTA_PDGF_PATHWAY	BIOCARTA_PDGF_PATHWAY	False	CD79B,CD79A,SHC1,MAPK8,PRKCA,PPP3CB,PLCG1,NFATC2,MAP3K1,LYN,GRB2
BIOCARTA_ACE2_PATHWAY	BIOCARTA_ACE2_PATHWAY	0.0101	8	0.6154	6	5	0.1795	0.0595	keep	BIOCARTA_INTRINSIC_PATHWAY	BIOCARTA_INTRINSIC_PATHWAY	False	AGT,ACE,COL4A5,COL4A2,COL4A1,ACE2,COL4A6,COL4A4
BIOCARTA_IL17_PATHWAY	BIOCARTA_IL17_PATHWAY	0.0105	4	0.2667	0	0	1	0	keep	itself		True	CD8A,CD4,CD3G,CD3E
BIOCARTA_BLYMPHOCYTE_PATHWAY	BIOCARTA_BLYMPHOCYTE_PATHWAY	0.0128	7	0.5	0	0	1	0	keep	itself		True	ITGB2,HLA-DRA,CR2,HLA-DRB5,CR1,PTPRC,ITGAL
BIOCARTA_EGF_PATHWAY	BIOCARTA_EGF_PATHWAY	0.0136	9	0.3333	15	6	0.3431	0.3547	keep	BIOCARTA_BCR_PATHWAY	BIOCARTA_BCR_PATHWAY	False	STAT1,SHC1,MAP2K4,MAPK8,PRKCA,PLCG1,PIK3R1,MAP3K1,GRB2
BIOCARTA_RELA_PATHWAY	BIOCARTA_RELA_PATHWAY	0.0146	6	0.4	0	0	1	0	keep	itself		True	FADD,IKBKG,TNFRSF1B,TNF,RELA,IKBKB
BIOCARTA_RECK_PATHWAY	BIOCARTA_RECK_PATHWAY	0.0161	4	0.4444	0	0	1	0	keep	itself		True	RECK,TIMP4,TIMP3,TIMP2
BIOCARTA_TRKA_PATHWAY	BIOCARTA_TRKA_PATHWAY	0.0218	6	0.4286	9	5	0.2378	0.1392	keep	BIOCARTA_PDGF_PATHWAY	BIOCARTA_PDGF_PATHWAY	False	SHC1,PRKCA,PLCG1,PIK3R1,KLK2,GRB2
BIOCARTA_PYK2_PATHWAY	BIOCARTA_PYK2_PATHWAY	0.0308	9	0.3333	14	7	0.0659	0.1182	keep	BIOCARTA_PDGF_PATHWAY	BIOCARTA_PDGF_PATHWAY	False	SHC1,MAP2K4,MAPK8,PRKCA,PLCG1,PAK1,MAP3K1,GRB2,GNAQ
BIOCARTA_TCR_PATHWAY	BIOCARTA_TCR_PATHWAY	0.0354	12	0.2727	9	5	0.0472	0.2378	exclude	BIOCARTA_TRKA_PATHWAY	BIOCARTA_TRKA_PATHWAY	False	CD3G,CD3E,SHC1,MAP2K4,MAPK8,PRKCA,PPP3CB,PLCG1,PIK3R1,NFATC2,MAP3K1,GRB2
BIOCARTA_MCALPAIN_PATHWAY	BIOCARTA_MCALPAIN_PATHWAY	0.0448	16	0.8421	0	0	1	0	keep	itself		True	CAPNS1,EZR,TLN1,PRKAR2A,CXCR3,CAPNS2,CAPN2,ACTA1,PRKAR2B,PRKAR1A,PRKACG,PRKACB,ITGB1,HRAS,EGFR,EGF
BIOCARTA_VDR_PATHWAY	BIOCARTA_VDR_PATHWAY	0.0464	14	0.5833	0	0	1	0	keep	itself		True	BAZ1B,KAT2B,NCOA1,SMARCD1,SMARCC1,MED1,HDAC1,NCOR1,COPS2,ACTL6A,ARID1A,VDR,SMARCE1,SMARCC2
