"Consensus_Rank","TF","Required_Methods","Source_Method_Count","Source_Methods","Mean_Selected_Rank","Best_Selected_Rank","CheA3_Library_Count","CheA3_Libraries","CheA3_Integrated_TopRank","ENRICHR","TRRUST","CollecTRI"
"1","IRF9","ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","16.66666666666667","4","4","ReMap--ChIP-seq(rank=257); ARCHS4--Coexpression(rank=302); GTEx--Coexpression(rank=1098); Enrichr--Queries(rank=1372)","741","rank=21; score=1751.9; p=0.0039936; adjP=0.015783","rank=4; score=2.3986; p=0.0039937","rank=25; score=2.0339; p=0.041967; direction=Activated"
"2","TP53","ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","18.33333333333333","2","5","Literature--ChIP-seq(rank=13); Enrichr--Queries(rank=38); GTEx--Coexpression(rank=45); ReMap--ChIP-seq(rank=51); ARCHS4--Coexpression(rank=503)","134","rank=30; score=34.296; p=0.079056; adjP=0.082623","rank=23; score=1.1021; p=0.079057","rank=2; score=4.8678; p=1.1288e-06; direction=Repressed"
"3","NFYA","ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","37.33333333333334","14","5","ReMap--ChIP-seq(rank=39); ENCODE--ChIP-seq(rank=58); GTEx--Coexpression(rank=403); ARCHS4--Coexpression(rank=527); Enrichr--Queries(rank=733)","551","rank=77; score=538.34; p=0.0099572; adjP=0.017199","rank=14; score=2.0019; p=0.0099574","rank=21; score=2.0966; p=0.036031; direction=Repressed"
"4","BCL6","ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","39.00000000000000","7","5","Literature--ChIP-seq(rank=85); ReMap--ChIP-seq(rank=98); GTEx--Coexpression(rank=388); Enrichr--Queries(rank=600); ARCHS4--Coexpression(rank=631)","904","rank=66; score=615.43; p=0.0089656; adjP=0.017035","rank=44; score=0; p=1","rank=7; score=2.8861; p=0.0039008; direction=Repressed"
"5","AR","ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","45.33333333333334","31","5","Literature--ChIP-seq(rank=23); ReMap--ChIP-seq(rank=193); Enrichr--Queries(rank=1146); GTEx--Coexpression(rank=1340); ARCHS4--Coexpression(rank=1443)","582","rank=53; score=27.739; p=0.033835; adjP=0.61414","rank=31; score=0; p=1","rank=52; score=1.7971; p=0.072316; direction=Repressed"
"6","E2F1","ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","47.00000000000000","16","6","Literature--ChIP-seq(rank=43); ENCODE--ChIP-seq(rank=63); ReMap--ChIP-seq(rank=113); Enrichr--Queries(rank=506); GTEx--Coexpression(rank=550); ARCHS4--Coexpression(rank=564)","965","rank=58; score=2.5687; p=0.35504; adjP=0.67066","rank=67; score=0; p=1","rank=16; score=2.1736; p=0.029732; direction=Repressed"
"7","E2F4","ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","51.00000000000000","1","6","ENCODE--ChIP-seq(rank=16); Literature--ChIP-seq(rank=36); ReMap--ChIP-seq(rank=99); ARCHS4--Coexpression(rank=137); Enrichr--Queries(rank=292); GTEx--Coexpression(rank=1405)","369","rank=83; score=2.9992; p=0.26389; adjP=0.67066","rank=69; score=0; p=1","rank=1; score=5.3654; p=8.0754e-08; direction=Repressed"
"8","CUX1","ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","52.00000000000000","3","6","ENCODE--ChIP-seq(rank=54); Literature--ChIP-seq(rank=77); ReMap--ChIP-seq(rank=195); Enrichr--Queries(rank=310); ARCHS4--Coexpression(rank=404); GTEx--Coexpression(rank=667)","850","rank=19; score=1751.9; p=0.0039936; adjP=0.015783","rank=3; score=2.3986; p=0.0039937","rank=134; score=1.342; p=0.17958; direction=Repressed"
"9","ESR1","ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","52.66666666666666","21","6","ReMap--ChIP-seq(rank=42); Enrichr--Queries(rank=70); Literature--ChIP-seq(rank=104); ENCODE--ChIP-seq(rank=112); ARCHS4--Coexpression(rank=1037); GTEx--Coexpression(rank=1592)","231","rank=102; score=96.979; p=0.037365; adjP=0.044371","rank=21; score=1.4275; p=0.037365","rank=35; score=1.9338; p=0.053136; direction=Repressed"
"10","ATF4","ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","53.66666666666666","39","4","GTEx--Coexpression(rank=44); ARCHS4--Coexpression(rank=211); ReMap--ChIP-seq(rank=264); Enrichr--Queries(rank=557)","135","rank=47; score=932.06; p=0.0064824; adjP=0.015783","rank=39; score=0; p=1","rank=75; score=1.6089; p=0.10763; direction=Repressed"
