Pathway,E2F1 Q3,E2F4DP1 01,E2F 02,SGCGSSAAA E2F1DP2 01,E2F1DP1 01,E2F1DP2 01,E2F4DP2 01,E2F1 Q6,E2F Q4,E2F Q6,E2F1DP1RB 01,E2F1 Q6 01,E2F Q6 01,E2F 03,E2F Q3,E2F Q3 01,E2F1 Q4 01,E2F Q4 01,EGR1 01,MYCMAX B,TAANNYSGCG UNKNOWN,NFMUE1 Q6,YY1 02,YY1 Q6,GCCATNTTG YY1 Q6,GGCNKCCATNK UNKNOWN,USF2 Q6,MYC Q2,MAX 01,MYCMAX 03,MYCMAX 01,MYCMAX 02,MAZ Q6,SMAD Q6,CATTGTYY SOX9 B1,SRF 01,SRF C,ATF4 Q2,CREB Q2,ATF3 Q6
E2F1DP1RB 01,0.7167381974248928,0.8197424892703863,0.7553648068669528,0.5364806866952789,0.7510729613733905,0.7510729613733905,0.7510729613733905,0.721030042918455,0.8240343347639485,0.8240343347639485,1.0,0.5493562231759657,0.45493562231759654,0.48068669527896996,0.592274678111588,0.5407725321888412,0.5536480686695279,0.48068669527896996,0.05150214592274678,0.0815450643776824,0.04291845493562232,0.06437768240343347,0.060085836909871244,0.055793991416309016,0.12017167381974249,0.04291845493562232,0.055793991416309016,0.03862660944206009,0.060085836909871244,0.07296137339055794,0.06437768240343347,0.055793991416309016,0.04291845493562232,0.060085836909871244,0.060085836909871244,0.0,0.02145922746781116,0.030042918454935622,0.060085836909871244,0.02145922746781116
E2F1 Q6 01,0.5102880658436214,0.5679012345679012,0.5761316872427984,0.4691358024691358,0.5720164609053497,0.5720164609053497,0.5720164609053497,0.6049382716049383,0.6255144032921811,0.6255144032921811,0.5267489711934157,1.0,0.4403292181069959,0.42386831275720166,0.4444444444444444,0.5308641975308642,0.5308641975308642,0.48148148148148145,0.06995884773662552,0.09053497942386832,0.037037037037037035,0.07407407407407407,0.05761316872427984,0.04938271604938271,0.102880658436214,0.0411522633744856,0.06172839506172839,0.05761316872427984,0.07407407407407407,0.07818930041152264,0.09053497942386832,0.06584362139917696,0.053497942386831275,0.05761316872427984,0.06172839506172839,0.0,0.01646090534979424,0.03292181069958848,0.04938271604938271,0.024691358024691357
E2F Q6 01,0.44214876033057854,0.3884297520661157,0.3884297520661157,0.30165289256198347,0.3884297520661157,0.3884297520661157,0.3884297520661157,0.4214876033057851,0.4628099173553719,0.4628099173553719,0.4380165289256198,0.44214876033057854,1.0,0.7231404958677686,0.5537190082644629,0.6528925619834711,0.6363636363636364,0.7727272727272727,0.07024793388429752,0.10743801652892562,0.01652892561983471,0.07024793388429752,0.05371900826446281,0.045454545454545456,0.09504132231404959,0.04132231404958678,0.05371900826446281,0.0371900826446281,0.05371900826446281,0.07024793388429752,0.0743801652892562,0.06198347107438017,0.04132231404958678,0.06198347107438017,0.08264462809917356,0.0,0.028925619834710745,0.03305785123966942,0.0371900826446281,0.028925619834710745
E2F 03,0.44176706827309237,0.41365461847389556,0.41365461847389556,0.3333333333333333,0.40963855421686746,0.40963855421686746,0.40963855421686746,0.42168674698795183,0.4738955823293173,0.4738955823293173,0.4497991967871486,0.41365461847389556,0.7028112449799196,1.0,0.5421686746987951,0.5943775100401606,0.5823293172690763,0.6666666666666666,0.07630522088353414,0.07630522088353414,0.020080321285140562,0.08032128514056225,0.060240963855421686,0.040160642570281124,0.11244979919678715,0.04417670682730924,0.060240963855421686,0.04417670682730924,0.060240963855421686,0.06827309236947791,0.08433734939759036,0.0642570281124498,0.04819277108433735,0.07630522088353414,0.060240963855421686,0.0,0.020080321285140562,0.028112449799196786,0.04819277108433735,0.024096385542168676
E2F Q3,0.6578947368421053,0.4692982456140351,0.3991228070175439,0.2982456140350877,0.39473684210526316,0.39473684210526316,0.39473684210526316,0.47368421052631576,0.5701754385964912,0.5701754385964912,0.6052631578947368,0.47368421052631576,0.5877192982456141,0.5921052631578947,1.0,0.6710526315789473,0.6491228070175439,0.6359649122807017,0.04824561403508772,0.08771929824561403,0.02631578947368421,0.08333333333333333,0.07456140350877193,0.05701754385964912,0.12719298245614036,0.043859649122807015,0.06140350877192982,0.039473684210526314,0.05701754385964912,0.06578947368421052,0.06578947368421052,0.05263157894736842,0.039473684210526314,0.09210526315789473,0.07456140350877193,0.0,0.021929824561403508,0.021929824561403508,0.043859649122807015,0.039473684210526314
E2F Q3 01,0.5084745762711864,0.461864406779661,0.4745762711864407,0.3813559322033898,0.4703389830508475,0.4703389830508475,0.4703389830508475,0.5127118644067796,0.6101694915254238,0.6101694915254238,0.5338983050847458,0.5466101694915254,0.6694915254237288,0.6271186440677966,0.6483050847457628,1.0,0.9449152542372882,0.8177966101694916,0.0635593220338983,0.1016949152542373,0.029661016949152543,0.07627118644067797,0.05084745762711865,0.038135593220338986,0.1059322033898305,0.0423728813559322,0.05508474576271186,0.0423728813559322,0.05508474576271186,0.0635593220338983,0.0847457627118644,0.0635593220338983,0.029661016949152543,0.07627118644067797,0.07627118644067797,0.00423728813559322,0.0211864406779661,0.038135593220338986,0.05084745762711865,0.029661016949152543
E2F1 Q4 01,0.48034934497816595,0.47161572052401746,0.48034934497816595,0.3930131004366812,0.4759825327510917,0.4759825327510917,0.4759825327510917,0.519650655021834,0.6200873362445415,0.6200873362445415,0.5633187772925764,0.5633187772925764,0.6724890829694323,0.6331877729257642,0.6462882096069869,0.9737991266375546,1.0,0.8296943231441049,0.0611353711790393,0.10480349344978165,0.03056768558951965,0.07860262008733625,0.05240174672489083,0.039301310043668124,0.1091703056768559,0.048034934497816595,0.056768558951965066,0.043668122270742356,0.0611353711790393,0.06550218340611354,0.09170305676855896,0.06986899563318777,0.03056768558951965,0.07423580786026202,0.06986899563318777,0.004366812227074236,0.021834061135371178,0.034934497816593885,0.05240174672489083,0.03056768558951965
E2F Q4 01,0.49159663865546216,0.40336134453781514,0.4117647058823529,0.33613445378151263,0.40756302521008403,0.40756302521008403,0.40756302521008403,0.453781512605042,0.5126050420168067,0.5126050420168067,0.47058823529411764,0.49159663865546216,0.7857142857142857,0.6974789915966386,0.6092436974789915,0.8109243697478992,0.7983193277310925,1.0,0.06302521008403361,0.10504201680672269,0.025210084033613446,0.06302521008403361,0.0546218487394958,0.046218487394957986,0.1092436974789916,0.046218487394957986,0.06302521008403361,0.046218487394957986,0.06302521008403361,0.07563025210084033,0.09243697478991597,0.06722689075630252,0.037815126050420166,0.07983193277310924,0.07983193277310924,0.0,0.01680672268907563,0.037815126050420166,0.04201680672268908,0.029411764705882353
EGR1 01,0.044444444444444446,0.04814814814814815,0.05555555555555555,0.03333333333333333,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05185185185185185,0.04814814814814815,0.04814814814814815,0.044444444444444446,0.06296296296296296,0.06296296296296296,0.07037037037037037,0.040740740740740744,0.05555555555555555,0.05185185185185185,0.05555555555555555,1.0,0.0962962962962963,0.025925925925925925,0.05925925925925926,0.07037037037037037,0.040740740740740744,0.09259259259259259,0.040740740740740744,0.02962962962962963,0.018518518518518517,0.05925925925925926,0.06296296296296296,0.05185185185185185,0.07407407407407407,0.02962962962962963,0.037037037037037035,0.05925925925925926,0.014814814814814815,0.044444444444444446,0.06666666666666667,0.06296296296296296,0.037037037037037035
MYCMAX B,0.07352941176470588,0.0625,0.0661764705882353,0.04779411764705882,0.0625,0.0625,0.0625,0.0661764705882353,0.07352941176470588,0.06985294117647059,0.06985294117647059,0.08088235294117647,0.09558823529411764,0.06985294117647059,0.07352941176470588,0.08823529411764706,0.08823529411764706,0.09191176470588236,0.09558823529411764,1.0,0.025735294117647058,0.03308823529411765,0.04044117647058824,0.04044117647058824,0.06985294117647059,0.014705882352941176,0.06985294117647059,0.06985294117647059,0.11764705882352941,0.11764705882352941,0.22426470588235295,0.13970588235294118,0.03308823529411765,0.0625,0.07352941176470588,0.007352941176470588,0.025735294117647058,0.058823529411764705,0.0661764705882353,0.0625
TAANNYSGCG UNKNOWN,0.09876543209876543,0.1111111111111111,0.12345679012345678,0.09876543209876543,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.12345679012345678,0.1111111111111111,0.04938271604938271,0.06172839506172839,0.07407407407407407,0.08641975308641975,0.08641975308641975,0.07407407407407407,0.08641975308641975,0.08641975308641975,1.0,0.2839506172839506,0.09876543209876543,0.07407407407407407,0.08641975308641975,0.07407407407407407,0.024691358024691357,0.012345679012345678,0.06172839506172839,0.037037037037037035,0.037037037037037035,0.037037037037037035,0.06172839506172839,0.07407407407407407,0.024691358024691357,0.0,0.04938271604938271,0.037037037037037035,0.037037037037037035,0.04938271604938271
NFMUE1 Q6,0.055776892430278883,0.04780876494023904,0.04780876494023904,0.043824701195219126,0.04780876494023904,0.04780876494023904,0.04780876494023904,0.04780876494023904,0.07569721115537849,0.06772908366533864,0.05976095617529881,0.07171314741035857,0.06772908366533864,0.0796812749003984,0.07569721115537849,0.07171314741035857,0.07171314741035857,0.05976095617529881,0.06374501992031872,0.035856573705179286,0.09163346613545817,1.0,0.4541832669322709,0.44223107569721115,0.4541832669322709,0.13147410358565736,0.0796812749003984,0.04780876494023904,0.06772908366533864,0.07569721115537849,0.04780876494023904,0.055776892430278883,0.07171314741035857,0.06374501992031872,0.05976095617529881,0.00398406374501992,0.00796812749003984,0.035856573705179286,0.0199203187250996,0.0199203187250996
YY1 02,0.08764940239043825,0.055776892430278883,0.055776892430278883,0.03187250996015936,0.055776892430278883,0.055776892430278883,0.055776892430278883,0.055776892430278883,0.055776892430278883,0.05179282868525897,0.055776892430278883,0.055776892430278883,0.05179282868525897,0.05976095617529881,0.06772908366533864,0.04780876494023904,0.04780876494023904,0.05179282868525897,0.07569721115537849,0.043824701195219126,0.03187250996015936,0.4541832669322709,1.0,0.4940239043824701,0.5577689243027888,0.1394422310756972,0.05976095617529881,0.035856573705179286,0.043824701195219126,0.04780876494023904,0.03187250996015936,0.05179282868525897,0.03187250996015936,0.0199203187250996,0.06374501992031872,0.01195219123505976,0.01195219123505976,0.03187250996015936,0.01593625498007968,0.027888446215139442
YY1 Q6,0.07171314741035857,0.055776892430278883,0.06374501992031872,0.0398406374501992,0.06374501992031872,0.06374501992031872,0.06374501992031872,0.043824701195219126,0.04780876494023904,0.043824701195219126,0.05179282868525897,0.04780876494023904,0.043824701195219126,0.0398406374501992,0.05179282868525897,0.035856573705179286,0.035856573705179286,0.043824701195219126,0.043824701195219126,0.043824701195219126,0.02390438247011952,0.44223107569721115,0.4940239043824701,1.0,0.7450199203187251,0.10756972111553785,0.06374501992031872,0.043824701195219126,0.055776892430278883,0.055776892430278883,0.043824701195219126,0.05976095617529881,0.04780876494023904,0.03187250996015936,0.04780876494023904,0.00796812749003984,0.01195219123505976,0.01593625498007968,0.01593625498007968,0.0199203187250996
GCCATNTTG YY1 Q6,0.06636155606407322,0.05034324942791762,0.05263157894736842,0.041189931350114416,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05034324942791762,0.06636155606407322,0.06178489702517163,0.06407322654462243,0.057208237986270026,0.05263157894736842,0.06407322654462243,0.06636155606407322,0.057208237986270026,0.057208237986270026,0.059496567505720827,0.057208237986270026,0.043478260869565216,0.016018306636155607,0.2608695652173913,0.32036613272311215,0.4279176201372998,1.0,0.10983981693363844,0.038901601830663615,0.02517162471395881,0.06864988558352403,0.05491990846681922,0.05034324942791762,0.04805491990846682,0.029748283752860413,0.043478260869565216,0.05263157894736842,0.0,0.011441647597254004,0.02745995423340961,0.032036613272311214,0.02517162471395881
GGCNKCCATNK UNKNOWN,0.06611570247933884,0.0743801652892562,0.0743801652892562,0.04132231404958678,0.0743801652892562,0.0743801652892562,0.0743801652892562,0.0743801652892562,0.10743801652892562,0.09090909090909091,0.08264462809917356,0.08264462809917356,0.08264462809917356,0.09090909090909091,0.08264462809917356,0.08264462809917356,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.03305785123966942,0.049586776859504134,0.2727272727272727,0.2892561983471074,0.2231404958677686,0.39669421487603307,1.0,0.0743801652892562,0.04132231404958678,0.049586776859504134,0.09917355371900827,0.04132231404958678,0.05785123966942149,0.06611570247933884,0.06611570247933884,0.11570247933884298,0.0,0.049586776859504134,0.01652892561983471,0.024793388429752067,0.0743801652892562
USF2 Q6,0.051181102362204724,0.031496062992125984,0.031496062992125984,0.015748031496062992,0.031496062992125984,0.031496062992125984,0.031496062992125984,0.03937007874015748,0.051181102362204724,0.047244094488188976,0.051181102362204724,0.05905511811023622,0.051181102362204724,0.05905511811023622,0.05511811023622047,0.051181102362204724,0.051181102362204724,0.05905511811023622,0.031496062992125984,0.07480314960629922,0.007874015748031496,0.07874015748031496,0.05905511811023622,0.06299212598425197,0.06692913385826772,0.03543307086614173,1.0,0.7047244094488189,0.2795275590551181,0.2755905511811024,0.2440944881889764,0.1968503937007874,0.13385826771653545,0.05511811023622047,0.04330708661417323,0.007874015748031496,0.027559055118110236,0.03937007874015748,0.047244094488188976,0.01968503937007874
MYC Q2,0.0481283422459893,0.026737967914438502,0.026737967914438502,0.0106951871657754,0.026737967914438502,0.026737967914438502,0.026737967914438502,0.03208556149732621,0.0481283422459893,0.0481283422459893,0.0481283422459893,0.0748663101604278,0.0481283422459893,0.058823529411764705,0.0481283422459893,0.053475935828877004,0.053475935828877004,0.058823529411764705,0.026737967914438502,0.10160427807486631,0.0053475935828877,0.06417112299465241,0.0481283422459893,0.058823529411764705,0.058823529411764705,0.026737967914438502,0.9572192513368984,1.0,0.26737967914438504,0.21390374331550802,0.33689839572192515,0.24064171122994651,0.13903743315508021,0.058823529411764705,0.0374331550802139,0.0106951871657754,0.03208556149732621,0.03208556149732621,0.0481283422459893,0.0213903743315508
MAX 01,0.06015037593984962,0.05639097744360902,0.05639097744360902,0.04887218045112782,0.05639097744360902,0.05639097744360902,0.05639097744360902,0.05263157894736842,0.05263157894736842,0.04887218045112782,0.05263157894736842,0.06766917293233082,0.04887218045112782,0.05639097744360902,0.04887218045112782,0.04887218045112782,0.05263157894736842,0.05639097744360902,0.06015037593984962,0.12030075187969924,0.018796992481203006,0.06390977443609022,0.041353383458646614,0.05263157894736842,0.11278195488721804,0.022556390977443608,0.2669172932330827,0.18796992481203006,1.0,0.5300751879699248,0.47368421052631576,0.3609022556390977,0.041353383458646614,0.041353383458646614,0.05263157894736842,0.0037593984962406013,0.03759398496240601,0.05639097744360902,0.045112781954887216,0.03383458646616541
MYCMAX 03,0.07575757575757576,0.06060606060606061,0.06439393939393939,0.04924242424242424,0.06439393939393939,0.06439393939393939,0.06439393939393939,0.06060606060606061,0.06060606060606061,0.056818181818181816,0.06439393939393939,0.07196969696969698,0.06439393939393939,0.06439393939393939,0.056818181818181816,0.056818181818181816,0.056818181818181816,0.06818181818181818,0.06439393939393939,0.12121212121212122,0.011363636363636364,0.07196969696969698,0.045454545454545456,0.05303030303030303,0.09090909090909091,0.045454545454545456,0.26515151515151514,0.15151515151515152,0.5340909090909091,1.0,0.26515151515151514,0.25,0.03409090909090909,0.03787878787878788,0.04924242424242424,0.003787878787878788,0.045454545454545456,0.056818181818181816,0.045454545454545456,0.026515151515151516
MYCMAX 01,0.0622568093385214,0.07782101167315175,0.08171206225680934,0.06614785992217899,0.08171206225680934,0.08171206225680934,0.08171206225680934,0.07782101167315175,0.07392996108949416,0.07392996108949416,0.058365758754863814,0.08560311284046693,0.07003891050583658,0.08171206225680934,0.058365758754863814,0.07782101167315175,0.08171206225680934,0.08560311284046693,0.054474708171206226,0.23735408560311283,0.011673151750972763,0.04669260700389105,0.0311284046692607,0.042801556420233464,0.08560311284046693,0.019455252918287938,0.24124513618677043,0.245136186770428,0.490272373540856,0.2723735408560311,1.0,0.3424124513618677,0.042801556420233464,0.05058365758754864,0.04669260700389105,0.0038910505836575876,0.04669260700389105,0.04669260700389105,0.04669260700389105,0.038910505836575876
MYCMAX 02,0.04779411764705882,0.03676470588235294,0.04044117647058824,0.03676470588235294,0.04044117647058824,0.04044117647058824,0.04044117647058824,0.03676470588235294,0.03676470588235294,0.03676470588235294,0.04779411764705882,0.058823529411764705,0.05514705882352941,0.058823529411764705,0.04411764705882353,0.05514705882352941,0.058823529411764705,0.058823529411764705,0.07352941176470588,0.13970588235294118,0.011029411764705883,0.051470588235294115,0.04779411764705882,0.05514705882352941,0.07720588235294118,0.025735294117647058,0.18382352941176472,0.16544117647058823,0.35294117647058826,0.2426470588235294,0.3235294117647059,1.0,0.04044117647058824,0.07352941176470588,0.058823529411764705,0.0,0.04044117647058824,0.025735294117647058,0.025735294117647058,0.029411764705882353
MAZ Q6,0.05699481865284974,0.04145077720207254,0.04145077720207254,0.025906735751295335,0.04145077720207254,0.04145077720207254,0.04145077720207254,0.046632124352331605,0.046632124352331605,0.046632124352331605,0.05181347150259067,0.06735751295336788,0.05181347150259067,0.06217616580310881,0.046632124352331605,0.03626943005181347,0.03626943005181347,0.046632124352331605,0.04145077720207254,0.046632124352331605,0.025906735751295335,0.09326424870466321,0.04145077720207254,0.06217616580310881,0.06735751295336788,0.04145077720207254,0.17616580310880828,0.13471502590673576,0.05699481865284974,0.046632124352331605,0.05699481865284974,0.05699481865284974,1.0,0.10880829015544041,0.08290155440414508,0.0051813471502590676,0.046632124352331605,0.025906735751295335,0.02072538860103627,0.03626943005181347
SMAD Q6,0.06589147286821706,0.03875968992248062,0.04263565891472868,0.031007751937984496,0.04263565891472868,0.04263565891472868,0.04263565891472868,0.03875968992248062,0.06976744186046512,0.06589147286821706,0.05426356589147287,0.05426356589147287,0.05813953488372093,0.07364341085271318,0.08139534883720931,0.06976744186046512,0.06589147286821706,0.07364341085271318,0.03875968992248062,0.06589147286821706,0.023255813953488372,0.06201550387596899,0.01937984496124031,0.031007751937984496,0.07364341085271318,0.031007751937984496,0.05426356589147287,0.04263565891472868,0.04263565891472868,0.03875968992248062,0.050387596899224806,0.07751937984496124,0.08139534883720931,1.0,0.08527131782945736,0.007751937984496124,0.06201550387596899,0.03488372093023256,0.027131782945736434,0.04263565891472868
CATTGTYY SOX9 B1,0.04891304347826087,0.04076086956521739,0.04619565217391304,0.024456521739130436,0.04619565217391304,0.04619565217391304,0.04619565217391304,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.03804347826086957,0.04076086956521739,0.05434782608695652,0.04076086956521739,0.04619565217391304,0.04891304347826087,0.043478260869565216,0.051630434782608696,0.043478260869565216,0.05434782608695652,0.005434782608695652,0.04076086956521739,0.043478260869565216,0.03260869565217391,0.0625,0.03804347826086957,0.029891304347826088,0.019021739130434784,0.03804347826086957,0.035326086956521736,0.03260869565217391,0.043478260869565216,0.043478260869565216,0.059782608695652176,1.0,0.01358695652173913,0.06521739130434782,0.029891304347826088,0.02717391304347826,0.051630434782608696
SRF 01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0196078431372549,0.0196078431372549,0.0,0.0784313725490196,0.0392156862745098,0.0,0.0196078431372549,0.058823529411764705,0.0392156862745098,0.0,0.0,0.0392156862745098,0.0392156862745098,0.0196078431372549,0.0196078431372549,0.0196078431372549,0.0,0.0196078431372549,0.0392156862745098,0.09803921568627451,1.0,0.9215686274509803,0.0392156862745098,0.11764705882352941,0.058823529411764705
SRF C,0.023255813953488372,0.027906976744186046,0.023255813953488372,0.013953488372093023,0.023255813953488372,0.023255813953488372,0.023255813953488372,0.023255813953488372,0.023255813953488372,0.018604651162790697,0.023255813953488372,0.018604651162790697,0.03255813953488372,0.023255813953488372,0.023255813953488372,0.023255813953488372,0.023255813953488372,0.018604651162790697,0.05581395348837209,0.03255813953488372,0.018604651162790697,0.009302325581395349,0.013953488372093023,0.013953488372093023,0.023255813953488372,0.027906976744186046,0.03255813953488372,0.027906976744186046,0.046511627906976744,0.05581395348837209,0.05581395348837209,0.05116279069767442,0.04186046511627907,0.07441860465116279,0.11162790697674418,0.2186046511627907,1.0,0.03255813953488372,0.04186046511627907,0.05116279069767442
