Pathway,E2F1 Q3,E2F4DP1 01,E2F 02,SGCGSSAAA E2F1DP2 01,E2F1DP1 01,E2F1DP2 01,E2F4DP2 01,E2F1 Q6,E2F Q4,E2F Q6,E2F1DP1RB 01,E2F1 Q6 01,E2F Q6 01,E2F 03,E2F Q3,E2F Q3 01,E2F1 Q4 01,E2F Q4 01,EGR1 01,MYCMAX B,TAANNYSGCG UNKNOWN,NFMUE1 Q6,YY1 02,YY1 Q6,GCCATNTTG YY1 Q6,GGCNKCCATNK UNKNOWN,USF2 Q6,MYC Q2,MAX 01,MYCMAX 03,MYCMAX 01,MYCMAX 02,MAZ Q6,SMAD Q6,CATTGTYY SOX9 B1,SRF 01,SRF C,ATF4 Q2,CREB Q2,ATF3 Q6
E2F1 Q3,1.0,0.680161943319838,0.6882591093117408,0.5141700404858299,0.6842105263157895,0.6842105263157895,0.6842105263157895,0.728744939271255,0.6761133603238867,0.6761133603238867,0.6761133603238867,0.5020242914979757,0.4331983805668016,0.44534412955465585,0.6072874493927125,0.48582995951417,0.44534412955465585,0.47368421052631576,0.048582995951417005,0.08097165991902834,0.032388663967611336,0.05668016194331984,0.08906882591093117,0.0728744939271255,0.11740890688259109,0.032388663967611336,0.05263157894736842,0.03643724696356275,0.06477732793522267,0.08097165991902834,0.06477732793522267,0.05263157894736842,0.044534412955465584,0.06882591093117409,0.0728744939271255,0.0,0.020242914979757085,0.020242914979757085,0.048582995951417005,0.044534412955465584
E2F4DP1 01,0.6942148760330579,1.0,0.9297520661157025,0.6694214876033058,0.9256198347107438,0.9256198347107438,0.9256198347107438,0.8842975206611571,0.7768595041322314,0.7933884297520661,0.7892561983471075,0.5702479338842975,0.3884297520661157,0.4256198347107438,0.44214876033057854,0.45041322314049587,0.4462809917355372,0.39669421487603307,0.05371900826446281,0.07024793388429752,0.0371900826446281,0.049586776859504134,0.05785123966942149,0.05785123966942149,0.09090909090909091,0.0371900826446281,0.03305785123966942,0.02066115702479339,0.06198347107438017,0.06611570247933884,0.08264462809917356,0.04132231404958678,0.03305785123966942,0.04132231404958678,0.06198347107438017,0.0,0.024793388429752067,0.024793388429752067,0.049586776859504134,0.01652892561983471
E2F 02,0.7142857142857143,0.9453781512605042,1.0,0.7142857142857143,0.9957983193277311,0.9957983193277311,0.9957983193277311,0.8991596638655462,0.7899159663865546,0.8067226890756303,0.7394957983193278,0.5882352941176471,0.3949579831932773,0.4327731092436975,0.38235294117647056,0.47058823529411764,0.46218487394957986,0.4117647058823529,0.06302521008403361,0.07563025210084033,0.04201680672268908,0.05042016806722689,0.058823529411764705,0.06722689075630252,0.09663865546218488,0.037815126050420166,0.03361344537815126,0.02100840336134454,0.06302521008403361,0.07142857142857142,0.08823529411764706,0.046218487394957986,0.03361344537815126,0.046218487394957986,0.07142857142857142,0.0,0.02100840336134454,0.029411764705882353,0.06722689075630252,0.025210084033613446
SGCGSSAAA E2F1DP2 01,0.7470588235294118,0.9529411764705882,1.0,1.0,0.9941176470588236,0.9941176470588236,0.9941176470588236,0.9411764705882353,0.8294117647058824,0.8470588235294118,0.7352941176470589,0.6705882352941176,0.4294117647058823,0.48823529411764705,0.4,0.5294117647058824,0.5294117647058824,0.47058823529411764,0.052941176470588235,0.07647058823529412,0.047058823529411764,0.06470588235294118,0.047058823529411764,0.058823529411764705,0.10588235294117647,0.029411764705882353,0.023529411764705882,0.011764705882352941,0.07647058823529412,0.07647058823529412,0.1,0.058823529411764705,0.029411764705882353,0.047058823529411764,0.052941176470588235,0.0,0.01764705882352941,0.023529411764705882,0.058823529411764705,0.029411764705882353
E2F1DP1 01,0.7100840336134454,0.9411764705882353,0.9957983193277311,0.7100840336134454,1.0,1.0,1.0,0.8949579831932774,0.7857142857142857,0.8025210084033614,0.7352941176470589,0.5840336134453782,0.3949579831932773,0.42857142857142855,0.37815126050420167,0.46638655462184875,0.4579831932773109,0.40756302521008403,0.06302521008403361,0.07142857142857142,0.037815126050420166,0.05042016806722689,0.058823529411764705,0.06722689075630252,0.09663865546218488,0.037815126050420166,0.03361344537815126,0.02100840336134454,0.06302521008403361,0.07142857142857142,0.08823529411764706,0.046218487394957986,0.03361344537815126,0.046218487394957986,0.07142857142857142,0.0,0.02100840336134454,0.029411764705882353,0.06722689075630252,0.025210084033613446
E2F1DP2 01,0.7100840336134454,0.9411764705882353,0.9957983193277311,0.7100840336134454,1.0,1.0,1.0,0.8949579831932774,0.7857142857142857,0.8025210084033614,0.7352941176470589,0.5840336134453782,0.3949579831932773,0.42857142857142855,0.37815126050420167,0.46638655462184875,0.4579831932773109,0.40756302521008403,0.06302521008403361,0.07142857142857142,0.037815126050420166,0.05042016806722689,0.058823529411764705,0.06722689075630252,0.09663865546218488,0.037815126050420166,0.03361344537815126,0.02100840336134454,0.06302521008403361,0.07142857142857142,0.08823529411764706,0.046218487394957986,0.03361344537815126,0.046218487394957986,0.07142857142857142,0.0,0.02100840336134454,0.029411764705882353,0.06722689075630252,0.025210084033613446
E2F4DP2 01,0.7100840336134454,0.9411764705882353,0.9957983193277311,0.7100840336134454,1.0,1.0,1.0,0.8949579831932774,0.7857142857142857,0.8025210084033614,0.7352941176470589,0.5840336134453782,0.3949579831932773,0.42857142857142855,0.37815126050420167,0.46638655462184875,0.4579831932773109,0.40756302521008403,0.06302521008403361,0.07142857142857142,0.037815126050420166,0.05042016806722689,0.058823529411764705,0.06722689075630252,0.09663865546218488,0.037815126050420166,0.03361344537815126,0.02100840336134454,0.06302521008403361,0.07142857142857142,0.08823529411764706,0.046218487394957986,0.03361344537815126,0.046218487394957986,0.07142857142857142,0.0,0.02100840336134454,0.029411764705882353,0.06722689075630252,0.025210084033613446
E2F1 Q6,0.7627118644067796,0.9067796610169492,0.9067796610169492,0.6779661016949152,0.902542372881356,0.902542372881356,0.902542372881356,1.0,0.8305084745762712,0.847457627118644,0.711864406779661,0.6228813559322034,0.4322033898305085,0.4449152542372881,0.4576271186440678,0.5127118644067796,0.5042372881355932,0.4576271186440678,0.059322033898305086,0.07627118644067797,0.038135593220338986,0.05084745762711865,0.059322033898305086,0.046610169491525424,0.09322033898305085,0.038135593220338986,0.0423728813559322,0.025423728813559324,0.059322033898305086,0.06779661016949153,0.0847457627118644,0.0423728813559322,0.038135593220338986,0.0423728813559322,0.06779661016949153,0.0,0.0211864406779661,0.029661016949152543,0.05084745762711865,0.01694915254237288
E2F Q4,0.7016806722689075,0.7899159663865546,0.7899159663865546,0.592436974789916,0.7857142857142857,0.7857142857142857,0.7857142857142857,0.8235294117647058,1.0,0.9747899159663865,0.8067226890756303,0.6386554621848739,0.47058823529411764,0.4957983193277311,0.5462184873949579,0.6050420168067226,0.5966386554621849,0.5126050420168067,0.0546218487394958,0.08403361344537816,0.037815126050420166,0.07983193277310924,0.058823529411764705,0.05042016806722689,0.12184873949579832,0.0546218487394958,0.0546218487394958,0.037815126050420166,0.058823529411764705,0.06722689075630252,0.07983193277310924,0.04201680672268908,0.037815126050420166,0.07563025210084033,0.06722689075630252,0.0,0.02100840336134454,0.029411764705882353,0.046218487394957986,0.02100840336134454
E2F Q6,0.7076271186440678,0.8135593220338984,0.8135593220338984,0.6101694915254238,0.809322033898305,0.809322033898305,0.809322033898305,0.847457627118644,0.9830508474576272,1.0,0.8135593220338984,0.6440677966101694,0.4745762711864407,0.5,0.5508474576271186,0.6101694915254238,0.6016949152542372,0.5169491525423728,0.05508474576271186,0.08050847457627118,0.038135593220338986,0.07203389830508475,0.05508474576271186,0.046610169491525424,0.11440677966101695,0.046610169491525424,0.05084745762711865,0.038135593220338986,0.05508474576271186,0.0635593220338983,0.08050847457627118,0.0423728813559322,0.038135593220338986,0.07203389830508475,0.06779661016949153,0.0,0.01694915254237288,0.025423728813559324,0.046610169491525424,0.0211864406779661
