"Consensus_Rank","TF","Required_Methods","Source_Method_Count","Source_Methods","Mean_Selected_Rank","Best_Selected_Rank","CheA3_Library_Count","CheA3_Libraries","CheA3_Integrated_TopRank","ChEA3","ENRICHR","TRRUST"
"1","JUN","ChEA3;ENRICHR;TRRUST","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","6.666666666666667","2","6","ReMap--ChIP-seq(rank=1); GTEx--Coexpression(rank=8); ENCODE--ChIP-seq(rank=9); Literature--ChIP-seq(rank=24); Enrichr--Queries(rank=31); ARCHS4--Coexpression(rank=40)","11","rank=11; score=0.003367","rank=7; score=86.872; p=7.0332e-08; adjP=1.3363e-05","rank=2; score=7.1528; p=7.0341e-08"
"2","NFKB1","ChEA3;ENRICHR;TRRUST","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","9.333333333333334","4","4","ARCHS4--Coexpression(rank=6); ReMap--ChIP-seq(rank=160); Enrichr--Queries(rank=416); GTEx--Coexpression(rank=458)","13","rank=13; score=0.003686","rank=11; score=63.987; p=3.1196e-07; adjP=3.3704e-05","rank=4; score=6.3531; p=4.4352e-07"
"3","DDIT3","ChEA3;ENRICHR;TRRUST","4","ChEA3;ENRICHR;TRRUST;CollecTRI","16.000000000000000","7","3","GTEx--Coexpression(rank=5); Enrichr--Queries(rank=11); ARCHS4--Coexpression(rank=66)","10","rank=10; score=0.003111","rank=31; score=137.19; p=7.6807e-05; adjP=0.003243","rank=7; score=4.1146; p=7.681e-05"
"4","JUND","ChEA3;ENRICHR;TRRUST","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","20.666666666666668","10","6","ENCODE--ChIP-seq(rank=2); ReMap--ChIP-seq(rank=3); Literature--ChIP-seq(rank=7); ARCHS4--Coexpression(rank=357); GTEx--Coexpression(rank=508); Enrichr--Queries(rank=521)","39","rank=39; score=0.0101","rank=10; score=54.469; p=8.7224e-11; adjP=1.0997e-08","rank=13; score=2.7524; p=0.0017683"
"5","RELA","ChEA3;ENRICHR;TRRUST","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","28.333333333333336","3","6","Literature--ChIP-seq(rank=3); ENCODE--ChIP-seq(rank=7); ReMap--ChIP-seq(rank=77); ARCHS4--Coexpression(rank=531); Enrichr--Queries(rank=588); GTEx--Coexpression(rank=656)","68","rank=68; score=0.01829","rank=14; score=76.197; p=1.6891e-12; adjP=3.1416e-10","rank=3; score=6.407; p=3.9176e-07"
"6","FOS","ChEA3;ENRICHR;TRRUST","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","30.666666666666668","8","5","ReMap--ChIP-seq(rank=2); GTEx--Coexpression(rank=4); ENCODE--ChIP-seq(rank=6); Enrichr--Queries(rank=38); ARCHS4--Coexpression(rank=274)","8","rank=8; score=0.002489","rank=27; score=14.865; p=0.00052858; adjP=0.04937","rank=57; score=1.7869; p=0.016336"
"7","ATF3","ChEA3;ENRICHR;TRRUST","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","32.000000000000000","1","6","ARCHS4--Coexpression(rank=1); Enrichr--Queries(rank=1); GTEx--Coexpression(rank=2); Literature--ChIP-seq(rank=2); ReMap--ChIP-seq(rank=12); ENCODE--ChIP-seq(rank=71)","1","rank=1; score=0.0006143","rank=5; score=125.53; p=6.0719e-19; adjP=4.5175e-16","rank=90; score=1.1931; p=0.0641"
"8","FOSL2","ChEA3;ENRICHR;TRRUST","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","33.666666666666664","18","5","ENCODE--ChIP-seq(rank=3); ReMap--ChIP-seq(rank=4); Enrichr--Queries(rank=39); ARCHS4--Coexpression(rank=52); GTEx--Coexpression(rank=241)","51","rank=51; score=0.01347","rank=18; score=47.418; p=0.00027799; adjP=0.045313","rank=32; score=2.1962; p=0.0063649"
"9","PPARG","ChEA3;ENRICHR;TRRUST","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","35.000000000000000","23","5","ReMap--ChIP-seq(rank=14); Literature--ChIP-seq(rank=15); GTEx--Coexpression(rank=18); Enrichr--Queries(rank=93); ARCHS4--Coexpression(rank=108)","43","rank=43; score=0.0112","rank=23; score=23.648; p=1.1182e-06; adjP=3.746e-05","rank=39; score=2.1287; p=0.0074352"
"10","FOSL1","ChEA3;ENRICHR;TRRUST","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","43.666666666666664","24","5","ENCODE--ChIP-seq(rank=5); ReMap--ChIP-seq(rank=9); Enrichr--Queries(rank=17); ARCHS4--Coexpression(rank=34); GTEx--Coexpression(rank=109)","45","rank=45; score=0.01211","rank=24; score=40.992; p=2.8326e-07; adjP=1.2397e-05","rank=62; score=1.664; p=0.021675"
