"TF","Best_Rank","Mean_Rank","Library_Count","Best_P_Value","Best_Adjusted_P_Value","Best_Combined_Score","Library","Top_Terms","Rank","Score","Method","Method_Rank","Method_Score","Method_P_Value","Method_Adjusted_P_Value","Method_Direction","CheA3_Library_Count","CheA3_Libraries","CheA3_Integrated_TopRank","CheA3_Integrated_Score","CheA3_Integrated_Library"
"E2F4","1","4.600000000000000","5","0.000000000000000000000000000000000000001289471234840917","0.0000000000000000000000000000000000001341050084234554","328.189297581928883574","ENCODE_and_ChEA_Consensus_TFs_from_ChIP-X(rank=1, adjP=1.34e-37); ENCODE_TF_ChIP-seq_2015(rank=1, adjP=4.4e-26); ChEA_2022(rank=1, adjP=2.54e-16); TRRUST_Transcription_Factors_2019(rank=4, adjP=0.000267); Transcription_Factor_PPIs(rank=16, adjP=0.998)","E2F4 ENCODE; E2F4 HeLa-S3 hg19; E2F4 17652178 ChIP-ChIP JURKAT Human; E2F4 human; E2F4","1","328.189297581928883574","enrichr","1","328.189297581928883574","0.000000000000000000000000000000000000001289471234840917","0.0000000000000000000000000000000000001341050084234554","","6","ENCODE--ChIP-seq(rank=1); Literature--ChIP-seq(rank=1); ReMap--ChIP-seq(rank=4); Enrichr--Queries(rank=73); GTEx--Coexpression(rank=830); ARCHS4--Coexpression(rank=1173)","18","0.006098000000000000","Literature ChIP-seq,0.006098"
"TP53","1","5.500000000000000","4","0.000000000004341278025434885286627250960057487153692657","0.0000000002975748755616276566761486065647301924030899","57.484849397344468969","TRRUST_Transcription_Factors_2019(rank=1, adjP=6e-06); Transcription_Factor_PPIs(rank=4, adjP=0.375); ENCODE_and_ChEA_Consensus_TFs_from_ChIP-X(rank=6, adjP=9.78e-07); ChEA_2022(rank=11, adjP=2.98e-10)","TP53 human; TP53; TP53 CHEA; TP53 23651856 ChIP-Seq MEFs Mouse","2","57.484849397344468969","enrichr","2","57.484849397344468969","0.000000000004341278025434885286627250960057487153692657","0.0000000002975748755616276566761486065647301924030899","","5","Literature--ChIP-seq(rank=8); ARCHS4--Coexpression(rank=14); ReMap--ChIP-seq(rank=57); GTEx--Coexpression(rank=70); Enrichr--Queries(rank=575)","29","0.008600000000000000","ARCHS4 Coexpression,0.0086"
"MYC","1","32.799999999999997","5","0.000000027720049412473339612574766560593175768190121744","0.0000008038814329617267428855498234696597137372009456","25.454240059543312924","Transcription_Factor_PPIs(rank=1, adjP=0.0651); ENCODE_and_ChEA_Consensus_TFs_from_ChIP-X(rank=19, adjP=0.0499); ChEA_2022(rank=26, adjP=8.04e-07); TRRUST_Transcription_Factors_2019(rank=29, adjP=0.0849); ENCODE_TF_ChIP-seq_2015(rank=89, adjP=0.912)","MYC; MYC CHEA; MYC 18358816 ChIP-ChIP MESCs Mouse; MYC human; MYC HepG2 hg19","3","25.454240059543312924","enrichr","3","25.454240059543312924","0.000000027720049412473339612574766560593175768190121744","0.0000008038814329617267428855498234696597137372009456","","6","Literature--ChIP-seq(rank=13); ENCODE--ChIP-seq(rank=31); ReMap--ChIP-seq(rank=115); Enrichr--Queries(rank=200); ARCHS4--Coexpression(rank=248); GTEx--Coexpression(rank=723)","324","0.079269999999999993","Literature ChIP-seq,0.07927"
"E2F1","2","8.800000000000001","5","0.000000000000040412687027800326546424976992981750800531","0.0000000000060942332037922896950604130411372101605583","50.114102418747300760","TRRUST_Transcription_Factors_2019(rank=2, adjP=4.3e-05); ENCODE_and_ChEA_Consensus_TFs_from_ChIP-X(rank=3, adjP=3.99e-08); ChEA_2022(rank=5, adjP=6.09e-12); ENCODE_TF_ChIP-seq_2015(rank=6, adjP=4.3e-06); Transcription_Factor_PPIs(rank=28, adjP=0.998)","E2F1 human; E2F1 CHEA; E2F1 26619117 ChIP-Seq Hepatocytes Mouse Liver; E2F1 HeLa-S3 hg19; E2F1","4","50.114102418747300760","enrichr","4","50.114102418747300760","0.000000000000040412687027800326546424976992981750800531","0.0000000000060942332037922896950604130411372101605583","","6","ENCODE--ChIP-seq(rank=3); Enrichr--Queries(rank=3); GTEx--Coexpression(rank=3); Literature--ChIP-seq(rank=4); ARCHS4--Coexpression(rank=24); ReMap--ChIP-seq(rank=40)","6","0.001867000000000000","GTEx Coexpression,0.001867"
"CCND1","2","39.500000000000000","2","0.000025100592652729856839310951244215175393037497997284","0.0002457902189630949596650666411079555473406799137592","15.047400435064858470","Transcription_Factor_PPIs(rank=2, adjP=0.28); ChEA_2022(rank=77, adjP=0.000246)","CCND1; CCND1 20090754 ChIP-ChIP RETINA Mouse","5","15.047400435064858470","enrichr","5","15.047400435064858470","0.000025100592652729856839310951244215175393037497997284","0.0002457902189630949596650666411079555473406799137592","","0","",NA,NA,NA
"FOXM1","2","39.799999999999997","5","0.000000000000000017469259743122182872580798702121640131","0.0000000000000065859109231570627519107106274860617063","157.875643333023219839","ChEA_2022(rank=2, adjP=6.59e-15); ENCODE_and_ChEA_Consensus_TFs_from_ChIP-X(rank=2, adjP=1.03e-10); ENCODE_TF_ChIP-seq_2015(rank=3, adjP=4.51e-13); TRRUST_Transcription_Factors_2019(rank=14, adjP=0.0179); Transcription_Factor_PPIs(rank=178, adjP=0.998)","FOXM1 23109430 ChIP-Seq U2OS Human; FOXM1 ENCODE; FOXM1 ECC-1 hg19; FOXM1 human; FOXM1","6","157.875643333023219839","enrichr","6","157.875643333023219839","0.000000000000000017469259743122182872580798702121640131","0.0000000000000065859109231570627519107106274860617063","","6","ReMap--ChIP-seq(rank=1); ENCODE--ChIP-seq(rank=2); Literature--ChIP-seq(rank=3); Enrichr--Queries(rank=5); GTEx--Coexpression(rank=5); ARCHS4--Coexpression(rank=10)","11","0.003111000000000000","GTEx Coexpression,0.003111"
"POLE","3","3.000000000000000","1","0.004667333899511174818974801326021406566724181175231934","0.3687193780613827742698163092427421361207962036132812","25.976687980530233091","Transcription_Factor_PPIs(rank=3, adjP=0.369)","POLE","7","25.976687980530233091","enrichr","7","25.976687980530233091","0.004667333899511174818974801326021406566724181175231934","0.3687193780613827742698163092427421361207962036132812","","0","",NA,NA,NA
"MYCN","3","60.666666666666664","3","0.000001564747816069792177369099893391446443047243519686","0.0002477517375443837955098502767725676676491275429726","71.708341555079215368","TRRUST_Transcription_Factors_2019(rank=3, adjP=0.000248); Transcription_Factor_PPIs(rank=50, adjP=0.998); ChEA_2022(rank=129, adjP=0.00258)","MYCN human; MYCN; MYCN 21190229 ChIP-Seq SHEP-21N Human","8","71.708341555079215368","enrichr","8","71.708341555079215368","0.000001564747816069792177369099893391446443047243519686","0.0002477517375443837955098502767725676676491275429726","","5","Literature--ChIP-seq(rank=29); ReMap--ChIP-seq(rank=49); ARCHS4--Coexpression(rank=81); Enrichr--Queries(rank=431); GTEx--Coexpression(rank=929)","200","0.049750000000000003","ARCHS4 Coexpression,0.04975"
"ATF3","3","147.599999999999994","5","0.000000000000000082941108898191929114136633065983898687","0.0000000000000208458653697455723390831167158045838406","70.068778345069475222","ChEA_2022(rank=3, adjP=2.08e-14); Transcription_Factor_PPIs(rank=13, adjP=0.998); ENCODE_and_ChEA_Consensus_TFs_from_ChIP-X(rank=83, adjP=0.944); TRRUST_Transcription_Factors_2019(rank=186, adjP=0.47); ENCODE_TF_ChIP-seq_2015(rank=453, adjP=1)","ATF3 23680149 ChIP-Seq GBM1-GSC Human; ATF3; ATF3 ENCODE; ATF3 human; ATF3 K562 hg19","9","70.068778345069475222","enrichr","9","70.068778345069475222","0.000000000000000082941108898191929114136633065983898687","0.0000000000000208458653697455723390831167158045838406","","6","Literature--ChIP-seq(rank=7); ReMap--ChIP-seq(rank=32); ENCODE--ChIP-seq(rank=77); ARCHS4--Coexpression(rank=289); Enrichr--Queries(rank=383); GTEx--Coexpression(rank=603)","171","0.042680000000000003","Literature ChIP-seq,0.04268"
"E2F6","4","63.250000000000000","4","0.000000001589499555722481595763203503311050690527395091","0.0000000413269884487845049462310400255338205255384310","29.253190118403704645","ENCODE_and_ChEA_Consensus_TFs_from_ChIP-X(rank=4, adjP=4.13e-08); ENCODE_TF_ChIP-seq_2015(rank=28, adjP=0.118); TRRUST_Transcription_Factors_2019(rank=55, adjP=0.174); Transcription_Factor_PPIs(rank=166, adjP=0.998)","E2F6 ENCODE; E2F6 A549 hg19; E2F6 human; E2F6","10","29.253190118403704645","enrichr","10","29.253190118403704645","0.000000001589499555722481595763203503311050690527395091","0.0000000413269884487845049462310400255338205255384310","","5","ENCODE--ChIP-seq(rank=12); ARCHS4--Coexpression(rank=33); ReMap--ChIP-seq(rank=121); Enrichr--Queries(rank=181); GTEx--Coexpression(rank=1267)","74","0.020270000000000000","ARCHS4 Coexpression,0.02027"
