"TF","Best_Rank","Mean_Rank","Library_Count","Best_P_Value","Best_Adjusted_P_Value","Best_Combined_Score","Library","Top_Terms","Rank","Score","Method","Method_Rank","Method_Score","Method_P_Value","Method_Adjusted_P_Value","Method_Direction","CheA3_Library_Count","CheA3_Libraries","CheA3_Integrated_TopRank","CheA3_Integrated_Score","CheA3_Integrated_Library"
"ATF4","1","1.00000000000000","1","0.0000009605929022494222","0.00018059146562289139","303.195648871813318692148","TRRUST_Transcription_Factors_2019(rank=1, adjP=0.000181)","ATF4 human","1","303.195648871813318692148","enrichr","1","303.195648871813318692148","0.0000009605929022494222","0.00018059146562289139","","4","ReMap--ChIP-seq(rank=20); GTEx--Coexpression(rank=461); Enrichr--Queries(rank=893); ARCHS4--Coexpression(rank=1189)","237","0.06734000000000000","ReMap ChIP-seq,0.06734"
"JUND","1","15.50000000000000","4","0.0000451661749800084228","0.00469980650977607634","36.059385586883934138314","Transcription_Factor_PPIs(rank=1, adjP=0.587); ChEA_2022(rank=6, adjP=0.0047); ENCODE_TF_ChIP-seq_2015(rank=10, adjP=0.664); TRRUST_Transcription_Factors_2019(rank=45, adjP=0.175)","JUND; JUND 26020271 ChIP-Seq SMOOTH MUSCLE Human; JUND HeLa-S3 hg19; JUND human","2","36.059385586883934138314","enrichr","2","36.059385586883934138314","0.0000451661749800084228","0.00469980650977607634","","6","ENCODE--ChIP-seq(rank=4); Literature--ChIP-seq(rank=5); ReMap--ChIP-seq(rank=14); ARCHS4--Coexpression(rank=153); GTEx--Coexpression(rank=255); Enrichr--Queries(rank=572)","115","0.03049000000000000","Literature ChIP-seq,0.03049"
"FOSL2","1","38.33333333333334","3","0.0000888053755511136592","0.04845090137244811163","38.027107412103916317392","ENCODE_TF_ChIP-seq_2015(rank=1, adjP=0.0485); ENCODE_and_ChEA_Consensus_TFs_from_ChIP-X(rank=1, adjP=0.0617); TRRUST_Transcription_Factors_2019(rank=113, adjP=0.219)","FOSL2 MCF-7 hg19; FOSL2 ENCODE; FOSL2 human","3","38.027107412103916317392","enrichr","3","38.027107412103916317392","0.0000888053755511136592","0.04845090137244811163","","5","ENCODE--ChIP-seq(rank=1); ReMap--ChIP-seq(rank=13); Enrichr--Queries(rank=93); ARCHS4--Coexpression(rank=114); GTEx--Coexpression(rank=851)","31","0.00847500000000000","ENCODE ChIP-seq,0.008475"
"ATF3","1","62.40000000000000","5","0.0000001374187213964330","0.00009990341045520681","67.924456313612154190196","ChEA_2022(rank=1, adjP=9.99e-05); TRRUST_Transcription_Factors_2019(rank=25, adjP=0.0735); Transcription_Factor_PPIs(rank=45, adjP=0.775); ENCODE_and_ChEA_Consensus_TFs_from_ChIP-X(rank=48, adjP=1); ENCODE_TF_ChIP-seq_2015(rank=193, adjP=1)","ATF3 23680149 ChIP-Seq GBM1-GSC Human; ATF3 human; ATF3; ATF3 ENCODE; ATF3 H1-hESC hg19","4","67.924456313612154190196","enrichr","4","67.924456313612154190196","0.0000001374187213964330","0.00009990341045520681","","6","ARCHS4--Coexpression(rank=1); Enrichr--Queries(rank=1); GTEx--Coexpression(rank=1); Literature--ChIP-seq(rank=1); ReMap--ChIP-seq(rank=39); ENCODE--ChIP-seq(rank=60)","1","0.00061430000000000","ARCHS4 Coexpression,6.143E-4"
"JUN","2","14.50000000000000","4","0.0000071546126597869914","0.00203202690429232086","55.460497108190864423705","ChEA_2022(rank=2, adjP=0.00203); TRRUST_Transcription_Factors_2019(rank=2, adjP=0.00856); ENCODE_TF_ChIP-seq_2015(rank=2, adjP=0.0485); Transcription_Factor_PPIs(rank=52, adjP=0.803)","JUN 26020271 ChIP-Seq HCASMC Human CoronaryArtery; JUN human; JUN HeLa-S3 hg19; JUN","5","55.460497108190864423705","enrichr","5","55.460497108190864423705","0.0000071546126597869914","0.00203202690429232086","","6","ReMap--ChIP-seq(rank=1); ENCODE--ChIP-seq(rank=2); Literature--ChIP-seq(rank=6); GTEx--Coexpression(rank=10); ARCHS4--Coexpression(rank=44); Enrichr--Queries(rank=66)","12","0.00336700000000000","ReMap ChIP-seq,0.003367"
"CEBPB","2","28.60000000000000","5","0.0026890802147489728871","0.03888823695175437634","44.178911930099204141698","ENCODE_and_ChEA_Consensus_TFs_from_ChIP-X(rank=2, adjP=0.615); Transcription_Factor_PPIs(rank=5, adjP=0.754); ENCODE_TF_ChIP-seq_2015(rank=6, adjP=0.34); TRRUST_Transcription_Factors_2019(rank=13, adjP=0.0389); ChEA_2022(rank=117, adjP=0.404)","CEBPB ENCODE; CEBPB; CEBPB HCT116 hg19; CEBPB human; CEBPB 21427703 ChIP-Seq 3T3-L1 Mouse","6","44.178911930099204141698","enrichr","6","44.178911930099204141698","0.0026890802147489728871","0.03888823695175437634","","6","ENCODE--ChIP-seq(rank=5); Enrichr--Queries(rank=44); ReMap--ChIP-seq(rank=62); Literature--ChIP-seq(rank=72); ARCHS4--Coexpression(rank=214); GTEx--Coexpression(rank=352)","119","0.03134000000000000","Enrichr Queries,0.03134"
"NFKB1","2","139.00000000000000","3","0.0001454106876833528405","0.00855739954263260924","44.386913562773266050954","Transcription_Factor_PPIs(rank=2, adjP=0.587); TRRUST_Transcription_Factors_2019(rank=3, adjP=0.00856); ChEA_2022(rank=412, adjP=0.788)","NFKB1; NFKB1 mouse; NFKB1 27076634 ChIP-Seq BEAS2B Human Lung Inflammation","7","44.386913562773266050954","enrichr","7","44.386913562773266050954","0.0001454106876833528405","0.00855739954263260924","","4","ARCHS4--Coexpression(rank=24); Enrichr--Queries(rank=237); ReMap--ChIP-seq(rank=240); GTEx--Coexpression(rank=616)","56","0.01474000000000000","ARCHS4 Coexpression,0.01474"
"RELB","3","3.00000000000000","1","0.0000083852554509999478","0.00203202690429232086","86.540401289771153869879","ChEA_2022(rank=3, adjP=0.00203)","RELB 30642670 ChIP-Seq CTB1 Human Placenta Inflammation","8","86.540401289771153869879","enrichr","8","86.540401289771153869879","0.0000083852554509999478","0.00203202690429232086","","4","Enrichr--Queries(rank=5); ARCHS4--Coexpression(rank=14); ReMap--ChIP-seq(rank=94); GTEx--Coexpression(rank=181)","13","0.00356100000000000","Enrichr Queries,0.003561"
"SPATA20","3","3.00000000000000","1","0.0192072088205867685939","0.63383789107936339136","407.721943310759058931581","Transcription_Factor_PPIs(rank=3, adjP=0.634)","SPATA20","9","407.721943310759058931581","enrichr","9","407.721943310759058931581","0.0192072088205867685939","0.63383789107936339136","","0","",NA,NA,NA
"RELA","3","10.75000000000000","4","0.0000639534440334579813","0.00581176922654049431","26.558552722998523876186","ENCODE_and_ChEA_Consensus_TFs_from_ChIP-X(rank=3, adjP=0.615); TRRUST_Transcription_Factors_2019(rank=7, adjP=0.0191); ChEA_2022(rank=8, adjP=0.00581); ENCODE_TF_ChIP-seq_2015(rank=25, adjP=1)","RELA ENCODE; RELA human; RELA 24523406 ChIP-Seq FIBROSARCOMA Human; RELA GM12878 hg19","10","26.558552722998523876186","enrichr","10","26.558552722998523876186","0.0000639534440334579813","0.00581176922654049431","","6","Literature--ChIP-seq(rank=3); ENCODE--ChIP-seq(rank=16); ReMap--ChIP-seq(rank=38); ARCHS4--Coexpression(rank=384); Enrichr--Queries(rank=693); GTEx--Coexpression(rank=963)","71","0.01829000000000000","Literature ChIP-seq,0.01829"
