Pathway ID	Name	pvalue	DEG number	DEG Density	Intersecton size	DEGs in Intersection	Result	Reciprocal pvalue	Filtered	Versus	Versus Name	Is Reciprocal	Top Genes
GOBP_RNA_SPLICING	GOBP_RNA_SPLICING	1.89e-05	123	0.2465	0	0	1	0	keep	itself		True	THOC1,THRAP3,SUPT7L,DHX38,RBM39,CRIPT,YTHDC1,SCAF11,PRPF3,ZPR1,KAT2B,RBM17,RPUSD4,ZC3H10,GEMIN2,PPP1R9B,NSRP1,RBM48,TRRAP,AKAP17A
GOBP_VESICLE_MEDIATED_TRANSPORT_BETWEEN_ENDOSOMAL_COMPARTMENTS	GOBP_VESICLE_MEDIATED_TRANSPORT_BETWEEN_ENDOSOMAL_COMPARTMENTS	3.51e-05	20	0.4167	0	0	1	0	keep	itself		True	STX8,MTMR2,RAB11A,HOOK3,FHIP1B,RAB7A,EZR,SORL1,AKTIP,RDX,RAB5A,PIK3C3,CHMP3,DYNC1LI1,MYO1D,MSN,DENND10,DNAJC13,LMTK2,EMP2
GOBP_REGULATION_OF_CHROMATIN_ORGANIZATION	GOBP_REGULATION_OF_CHROMATIN_ORGANIZATION	7.21e-05	19	0.5758	0	0	1	0	keep	itself		True	L3MBTL3,TPR,TAL1,SSRP1,SETD5,PHF2,PAX7,MLLT3,KMT2A,MKI67,HNRNPU,UBN2,ASB7,TLK2,CDK2,TLK1,CDK1,ERI1,SAMD1
GOBP_NEUROPEPTIDE_SIGNALING_PATHWAY	GOBP_NEUROPEPTIDE_SIGNALING_PATHWAY	1.11e-04	29	0.2479	0	0	1	0	keep	itself		True	PTGDR2,GPR83,NMU,QRFPR,PROK2,NPS,PPY,RXFP3,NMBR,GLRA2,CYSLTR1,ECRG4,SSTR4,SSTR3,NPFFR1,RELA,SORCS2,PYY,LTB4R2,NTSR1
GOBP_CYTOPLASMIC_TRANSLATION	GOBP_CYTOPLASMIC_TRANSLATION	3.45e-04	86	0.4859	0	0	1	0	keep	itself		True	GTPBP1,RPL23,RPL14,EIF2B5,EIF3H,EIF3F,EIF3D,SLBP,CPEB1,RPS26,RPS25,RPS24,RPS23,RPS20,RPS12,RPS8,RPS7,RPS3A,RPL38,RPL36AL
GOBP_NEGATIVE_REGULATION_OF_GLYCOGEN_BIOSYNTHETIC_PROCESS	GOBP_NEGATIVE_REGULATION_OF_GLYCOGEN_BIOSYNTHETIC_PROCESS	4.26e-04	6	0.5455	0	0	1	0	keep	itself		True	SELENOS,PRKAG3,INPP5K,ENPP1,GSK3A,GRB10
GOBP_G_PROTEIN_COUPLED_ACETYLCHOLINE_RECEPTOR_SIGNALING_PATHWAY	GOBP_G_PROTEIN_COUPLED_ACETYLCHOLINE_RECEPTOR_SIGNALING_PATHWAY	4.47e-04	8	0.381	0	0	1	0	keep	itself		True	AGRN,GNA15,GNA11,PLCB1,GRK2,CHRM4,CHRM1,HRH3
GOBP_ADENYLATE_CYCLASE_INHIBITING_G_PROTEIN_COUPLED_ACETYLCHOLINE_RECEPTOR_SIGNALING_PATHWAY	GOBP_ADENYLATE_CYCLASE_INHIBITING_G_PROTEIN_COUPLED_ACETYLCHOLINE_RECEPTOR_SIGNALING_PATHWAY	6.15e-04	3	0.375	0	0	1	0	keep	itself		True	CHRM4,CHRM1,HRH3
GOBP_PHOSPHOLIPID_EFFLUX	GOBP_PHOSPHOLIPID_EFFLUX	6.65e-04	9	0.6429	0	0	1	0	keep	itself		True	ABCA1,APOA5,ABCA7,APOA2,ABCG1,SPNS1,APOE,APOC2,ABCA3
GOBP_DETECTION_OF_ABIOTIC_STIMULUS	GOBP_DETECTION_OF_ABIOTIC_STIMULUS	6.80e-04	56	0.3544	0	0	1	0	keep	itself		True	RGS9BP,KIT,KCNQ1,JUP,ITGA2,EYS,GRIK2,GRK4,GNGT1,DISC1,SLC24A2,TAC4,BACE1,PHF24,LHFPL5,NR2F6,EPHB1,PKD1L1,STRC,GRK7
