"TF","Score","Activity_Score_Mean","Method_P_Value","Condition_Scores","Method_Direction","Rank","Method","Method_Rank","Method_Score","Method_Adjusted_P_Value","CheA3_Library_Count","CheA3_Libraries","CheA3_Integrated_TopRank","CheA3_Integrated_Score","CheA3_Integrated_Library"
"E2F4","7.331111250647773581","-7.331111250647773581","0.0000000000002282520823661528","DLD1_HCT15_SW48=-7.331","Repressed","1","collectri","1","7.331111250647773581",NA,"6","ENCODE--ChIP-seq(rank=89); Literature--ChIP-seq(rank=141); ReMap--ChIP-seq(rank=238); ARCHS4--Coexpression(rank=815); Enrichr--Queries(rank=1075); GTEx--Coexpression(rank=1498)","1324","0.500600000000000045","ARCHS4 Coexpression,0.5006"
"STAT1","4.930299489154162274","4.930299489154162274","0.0000008210364924182514016282","DLD1_HCT15_SW48=4.93","Activated","2","collectri","2","4.930299489154162274",NA,"6","ENCODE--ChIP-seq(rank=31); Literature--ChIP-seq(rank=74); ReMap--ChIP-seq(rank=91); ARCHS4--Coexpression(rank=219); Enrichr--Queries(rank=476); GTEx--Coexpression(rank=1079)","470","0.134500000000000008","ARCHS4 Coexpression,0.1345"
"SREBF2","4.607565397567543464","-4.607565397567543464","0.0000040741108767521573680282","DLD1_HCT15_SW48=-4.608","Repressed","3","collectri","3","4.607565397567543464",NA,"6","ENCODE--ChIP-seq(rank=88); Literature--ChIP-seq(rank=142); ReMap--ChIP-seq(rank=226); GTEx--Coexpression(rank=753); Enrichr--Queries(rank=812); ARCHS4--Coexpression(rank=1450)","1279","0.468600000000000017","GTEx Coexpression,0.4686"
"FOXO3","4.536640225959275519","4.536640225959275519","0.0000057157490106101693761419","DLD1_HCT15_SW48=4.537","Activated","4","collectri","4","4.536640225959275519",NA,"4","Literature--ChIP-seq(rank=57); ARCHS4--Coexpression(rank=382); Enrichr--Queries(rank=520); GTEx--Coexpression(rank=1130)","781","0.234600000000000003","ARCHS4 Coexpression,0.2346"
"ATF3","4.344318820123009850","4.344318820123009850","0.0000139708492304911488729804","DLD1_HCT15_SW48=4.344","Activated","5","collectri","5","4.344318820123009850",NA,"6","ARCHS4--Coexpression(rank=1); Enrichr--Queries(rank=3); GTEx--Coexpression(rank=3); Literature--ChIP-seq(rank=3); ReMap--ChIP-seq(rank=51); ENCODE--ChIP-seq(rank=77)","1","0.000614300000000000","ARCHS4 Coexpression,6.143E-4"
"SMAD2","4.074335193081707551","4.074335193081707551","0.0000461459780964080650564677","DLD1_HCT15_SW48=4.074","Activated","6","collectri","6","4.074335193081707551",NA,"0","",NA,NA,NA
"NR3C1","3.906781800674782534","3.906781800674782534","0.0000935335458050108749629772","DLD1_HCT15_SW48=3.907","Activated","7","collectri","7","3.906781800674782534",NA,"6","ENCODE--ChIP-seq(rank=33); ReMap--ChIP-seq(rank=49); Literature--ChIP-seq(rank=56); ARCHS4--Coexpression(rank=77); Enrichr--Queries(rank=361); GTEx--Coexpression(rank=1264)","186","0.047300000000000002","ARCHS4 Coexpression,0.0473"
"BMAL1","3.806387180024332739","3.806387180024332739","0.0001410115727411256263210820","DLD1_HCT15_SW48=3.806","Activated","8","collectri","8","3.806387180024332739",NA,"0","",NA,NA,NA
"PML","3.759949268150477142","3.759949268150477142","0.0001699478174777938630033575","DLD1_HCT15_SW48=3.76","Activated","9","collectri","9","3.759949268150477142",NA,"0","",NA,NA,NA
"SMAD7","3.587745995275898547","3.587745995275898547","0.0003335489897339699366315968","DLD1_HCT15_SW48=3.588","Activated","10","collectri","10","3.587745995275898547",NA,"0","",NA,NA,NA
"BMAL2","3.585086861131144165","3.585086861131144165","0.0003369660362404121593978001","DLD1_HCT15_SW48=3.585","Activated","11","collectri","11","3.585086861131144165",NA,"0","",NA,NA,NA
"ETV4","3.584262184105864169","3.584262184105864169","0.0003380324006252577321088304","DLD1_HCT15_SW48=3.584","Activated","12","collectri","12","3.584262184105864169",NA,"4","ReMap--ChIP-seq(rank=142); Enrichr--Queries(rank=232); ARCHS4--Coexpression(rank=814); GTEx--Coexpression(rank=1422)","575","0.165200000000000014","Enrichr Queries,0.1652"
"IRF3","3.581594801717578047","3.581594801717578047","0.0003415031716115670247860270","DLD1_HCT15_SW48=3.582","Activated","13","collectri","13","3.581594801717578047",NA,"5","ENCODE--ChIP-seq(rank=71); ReMap--ChIP-seq(rank=271); ARCHS4--Coexpression(rank=302); Enrichr--Queries(rank=932); GTEx--Coexpression(rank=1550)","640","0.185499999999999998","ARCHS4 Coexpression,0.1855"
"ATF4","3.574207729010348000","3.574207729010348000","0.0003512899621057575475641110","DLD1_HCT15_SW48=3.574","Activated","14","collectri","14","3.574207729010348000",NA,"4","GTEx--Coexpression(rank=80); ReMap--ChIP-seq(rank=123); ARCHS4--Coexpression(rank=860); Enrichr--Queries(rank=916)","195","0.049779999999999998","GTEx Coexpression,0.04978"
"MYC","3.555040973820249750","-3.555040973820249750","0.0003779201911634051062188755","DLD1_HCT15_SW48=-3.555","Repressed","15","collectri","15","3.555040973820249750",NA,"6","ENCODE--ChIP-seq(rank=42); Literature--ChIP-seq(rank=68); Enrichr--Queries(rank=143); GTEx--Coexpression(rank=190); ReMap--ChIP-seq(rank=219); ARCHS4--Coexpression(rank=788)","365","0.101900000000000004","Enrichr Queries,0.1019"
"TFE3","3.511066967289394380","3.511066967289394380","0.0004463119504929148064452382","DLD1_HCT15_SW48=3.511","Activated","16","collectri","16","3.511066967289394380",NA,"3","GTEx--Coexpression(rank=230); Enrichr--Queries(rank=331); ARCHS4--Coexpression(rank=909)","498","0.143100000000000005","GTEx Coexpression,0.1431"
"SREBF1","3.456476423014156474","-3.456476423014156474","0.0005472870820935944345328461","DLD1_HCT15_SW48=-3.456","Repressed","17","collectri","17","3.456476423014156474",NA,"6","ENCODE--ChIP-seq(rank=44); ReMap--ChIP-seq(rank=45); Literature--ChIP-seq(rank=101); GTEx--Coexpression(rank=278); Enrichr--Queries(rank=314); ARCHS4--Coexpression(rank=1151)","527","0.151499999999999996","ReMap ChIP-seq,0.1515"
"LITAF","3.283612470889227808","3.283612470889227808","0.0010248574177323837349623536","DLD1_HCT15_SW48=3.284","Activated","18","collectri","18","3.283612470889227808",NA,"0","",NA,NA,NA
"SMAD3","3.228712188493406909","3.228712188493406909","0.0012434897170779128563328220","DLD1_HCT15_SW48=3.229","Activated","19","collectri","19","3.228712188493406909",NA,"5","ReMap--ChIP-seq(rank=5); Literature--ChIP-seq(rank=8); Enrichr--Queries(rank=219); GTEx--Coexpression(rank=715); ARCHS4--Coexpression(rank=1201)","66","0.016840000000000001","ReMap ChIP-seq,0.01684"
"CLOCK","3.202899439810913851","3.202899439810913851","0.0013605147924804915533780747","DLD1_HCT15_SW48=3.203","Activated","20","collectri","20","3.202899439810913851",NA,"5","Literature--ChIP-seq(rank=35); ReMap--ChIP-seq(rank=204); ARCHS4--Coexpression(rank=519); Enrichr--Queries(rank=1232); GTEx--Coexpression(rank=1526)","730","0.213400000000000006","Literature ChIP-seq,0.2134"
"NPAS2","3.195081603876653631","3.195081603876653631","0.0013979130847611351533971158","DLD1_HCT15_SW48=3.195","Activated","21","collectri","21","3.195081603876653631",NA,"3","GTEx--Coexpression(rank=11); Enrichr--Queries(rank=65); ARCHS4--Coexpression(rank=794)","26","0.006845000000000000","GTEx Coexpression,0.006845"
"RUNX2","3.187920950868819769","3.187920950868819769","0.0014329970616833219518998499","DLD1_HCT15_SW48=3.188","Activated","22","collectri","22","3.187920950868819769",NA,"5","ReMap--ChIP-seq(rank=86); Literature--ChIP-seq(rank=113); Enrichr--Queries(rank=208); ARCHS4--Coexpression(rank=226); GTEx--Coexpression(rank=1425)","483","0.138800000000000007","ARCHS4 Coexpression,0.1388"
"PAX6","3.185022012821348003","3.185022012821348003","0.0014474299766337921438474901","DLD1_HCT15_SW48=3.185","Activated","23","collectri","23","3.185022012821348003",NA,"5","Literature--ChIP-seq(rank=152); ReMap--ChIP-seq(rank=163); ARCHS4--Coexpression(rank=355); Enrichr--Queries(rank=872); GTEx--Coexpression(rank=1214)","738","0.218099999999999988","ARCHS4 Coexpression,0.2181"
"BATF","3.144855148901061437","3.144855148901061437","0.0016616908301238992630433078","DLD1_HCT15_SW48=3.145","Activated","24","collectri","24","3.144855148901061437",NA,"5","ENCODE--ChIP-seq(rank=19); ReMap--ChIP-seq(rank=106); ARCHS4--Coexpression(rank=189); Enrichr--Queries(rank=332); GTEx--Coexpression(rank=823)","410","0.116099999999999995","ARCHS4 Coexpression,0.1161"
"SPIB","3.028013783516701807","3.028013783516701807","0.0024616685899978099118234898","DLD1_HCT15_SW48=3.028","Activated","25","collectri","25","3.028013783516701807",NA,"4","ReMap--ChIP-seq(rank=34); ARCHS4--Coexpression(rank=274); Enrichr--Queries(rank=426); GTEx--Coexpression(rank=867)","405","0.114500000000000005","ReMap ChIP-seq,0.1145"
"ERG","3.002390233319521595","3.002390233319521595","0.0026786855589179684247747026","DLD1_HCT15_SW48=3.002","Activated","26","collectri","26","3.002390233319521595",NA,"5","GTEx--Coexpression(rank=69); Literature--ChIP-seq(rank=109); ARCHS4--Coexpression(rank=116); ReMap--ChIP-seq(rank=264); Enrichr--Queries(rank=711)","168","0.042939999999999999","GTEx Coexpression,0.04294"
"ABL1","2.951734565292019496","2.951734565292019496","0.0031599443775904186015868191","DLD1_HCT15_SW48=2.952","Activated","27","collectri","27","2.951734565292019496",NA,"0","",NA,NA,NA
"EPAS1","2.925457777882643828","2.925457777882643828","0.0034394984641865828690898699","DLD1_HCT15_SW48=2.925","Activated","28","collectri","28","2.925457777882643828",NA,"4","GTEx--Coexpression(rank=50); Enrichr--Queries(rank=75); ReMap--ChIP-seq(rank=172); ARCHS4--Coexpression(rank=307)","121","0.031109999999999999","GTEx Coexpression,0.03111"
"STAT2","2.876403636166862121","2.876403636166862121","0.0040223499118669714044727037","DLD1_HCT15_SW48=2.876","Activated","29","collectri","29","2.876403636166862121",NA,"5","ENCODE--ChIP-seq(rank=40); ReMap--ChIP-seq(rank=78); Enrichr--Queries(rank=130); ARCHS4--Coexpression(rank=224); GTEx--Coexpression(rank=1436)","334","0.092590000000000006","Enrichr Queries,0.09259"
"NFATC3","2.855370435583232336","2.855370435583232336","0.0042986658189069224325629115","DLD1_HCT15_SW48=2.855","Activated","30","collectri","30","2.855370435583232336",NA,"3","ARCHS4--Coexpression(rank=258); GTEx--Coexpression(rank=597); Enrichr--Queries(rank=1195)","550","0.158500000000000002","ARCHS4 Coexpression,0.1585"
"NFIC","2.781364597774412584","2.781364597774412584","0.0054130906068300139316606945","DLD1_HCT15_SW48=2.781","Activated","31","collectri","31","2.781364597774412584",NA,"5","ENCODE--ChIP-seq(rank=13); ReMap--ChIP-seq(rank=80); GTEx--Coexpression(rank=319); Enrichr--Queries(rank=891); ARCHS4--Coexpression(rank=1454)","393","0.110200000000000006","ENCODE ChIP-seq,0.1102"
"SRF","2.748455026287579539","2.748455026287579539","0.0059876848645669181192552344","DLD1_HCT15_SW48=2.748","Activated","32","collectri","32","2.748455026287579539",NA,"6","ENCODE--ChIP-seq(rank=34); Literature--ChIP-seq(rank=61); ReMap--ChIP-seq(rank=178); Enrichr--Queries(rank=238); GTEx--Coexpression(rank=284); ARCHS4--Coexpression(rank=1053)","587","0.169500000000000012","Enrichr Queries,0.1695"
"FOXG1","2.740716735267490822","2.740716735267490822","0.0061305334551279211038887773","DLD1_HCT15_SW48=2.741","Activated","33","collectri","33","2.740716735267490822",NA,"3","ARCHS4--Coexpression(rank=515); Enrichr--Queries(rank=1021); GTEx--Coexpression(rank=1127)","981","0.316300000000000026","ARCHS4 Coexpression,0.3163"
"SRSF2","2.729890782158496343","-2.729890782158496343","0.0063355311163312581432260906","DLD1_HCT15_SW48=-2.73","Repressed","34","collectri","34","2.729890782158496343",NA,"0","",NA,NA,NA
"NR3C2","2.671192792364630364","2.671192792364630364","0.0075582222061764993414900715","DLD1_HCT15_SW48=2.671","Activated","35","collectri","35","2.671192792364630364",NA,"3","ARCHS4--Coexpression(rank=163); Enrichr--Queries(rank=566); GTEx--Coexpression(rank=919)","356","0.100099999999999995","ARCHS4 Coexpression,0.1001"
"IRF4","2.664241864763104317","2.664241864763104317","0.0077162061625679519150100560","DLD1_HCT15_SW48=2.664","Activated","36","collectri","36","2.664241864763104317",NA,"5","ARCHS4--Coexpression(rank=15); ReMap--ChIP-seq(rank=63); ENCODE--ChIP-seq(rank=102); Enrichr--Queries(rank=423); GTEx--Coexpression(rank=906)","36","0.009214000000000000","ARCHS4 Coexpression,0.009214"
"STAT6","2.632113174708285097","2.632113174708285097","0.0084855591059078659676995215","DLD1_HCT15_SW48=2.632","Activated","37","collectri","37","2.632113174708285097",NA,"4","Literature--ChIP-seq(rank=120); ARCHS4--Coexpression(rank=164); Enrichr--Queries(rank=400); GTEx--Coexpression(rank=985)","359","0.100699999999999998","ARCHS4 Coexpression,0.1007"
"IRF9","2.561119117291657865","2.561119117291657865","0.0104335576181845222226707293","DLD1_HCT15_SW48=2.561","Activated","38","collectri","38","2.561119117291657865",NA,"4","Enrichr--Queries(rank=62); ReMap--ChIP-seq(rank=74); ARCHS4--Coexpression(rank=171); GTEx--Coexpression(rank=658)","173","0.044159999999999998","Enrichr Queries,0.04416"
"FOSL1","2.533983761277377234","2.533983761277377234","0.0112773957666875649513693602","DLD1_HCT15_SW48=2.534","Activated","39","collectri","39","2.533983761277377234",NA,"5","ENCODE--ChIP-seq(rank=5); ReMap--ChIP-seq(rank=10); Enrichr--Queries(rank=84); ARCHS4--Coexpression(rank=137); GTEx--Coexpression(rank=168)","130","0.033669999999999999","ReMap ChIP-seq,0.03367"
"ZNF331","2.516771526302657325","-2.516771526302657325","0.0118435602545435298554865611","DLD1_HCT15_SW48=-2.517","Repressed","40","collectri","40","2.516771526302657325",NA,"3","ARCHS4--Coexpression(rank=40); Enrichr--Queries(rank=61); GTEx--Coexpression(rank=156)","91","0.024570000000000002","ARCHS4 Coexpression,0.02457"
"NFYA","2.513707275619986969","-2.513707275619986969","0.0119469550319513083402878095","DLD1_HCT15_SW48=-2.514","Repressed","41","collectri","41","2.513707275619986969",NA,"5","ENCODE--ChIP-seq(rank=83); ReMap--ChIP-seq(rank=256); Enrichr--Queries(rank=518); ARCHS4--Coexpression(rank=1018); GTEx--Coexpression(rank=1030)","1110","0.368900000000000006","Enrichr Queries,0.3689"
"HSF1","2.507879641190335462","2.507879641190335462","0.0121458030284795209796655513","DLD1_HCT15_SW48=2.508","Activated","42","collectri","42","2.507879641190335462",NA,"5","Literature--ChIP-seq(rank=27); ENCODE--ChIP-seq(rank=36); ReMap--ChIP-seq(rank=260); GTEx--Coexpression(rank=771); ARCHS4--Coexpression(rank=1424)","572","0.164599999999999996","Literature ChIP-seq,0.1646"
"CREBZF","2.492292030755506538","-2.492292030755506538","0.0126921634562510068228169402","DLD1_HCT15_SW48=-2.492","Repressed","43","collectri","43","2.492292030755506538",NA,"3","ARCHS4--Coexpression(rank=914); GTEx--Coexpression(rank=1026); Enrichr--Queries(rank=1115)","1411","0.561400000000000010","ARCHS4 Coexpression,0.5614"
"RXRB","2.485664575037505930","2.485664575037505930","0.0129309781509740172322775464","DLD1_HCT15_SW48=2.486","Activated","44","collectri","44","2.485664575037505930",NA,"3","ARCHS4--Coexpression(rank=611); Enrichr--Queries(rank=1192); GTEx--Coexpression(rank=1595)","1124","0.375300000000000022","ARCHS4 Coexpression,0.3753"
"CEBPB","2.482494213213923384","2.482494213213923384","0.0130466186919162389912241196","DLD1_HCT15_SW48=2.482","Activated","45","collectri","45","2.482494213213923384",NA,"6","ENCODE--ChIP-seq(rank=12); Enrichr--Queries(rank=39); Literature--ChIP-seq(rank=76); ReMap--ChIP-seq(rank=84); ARCHS4--Coexpression(rank=784); GTEx--Coexpression(rank=857)","105","0.027779999999999999","Enrichr Queries,0.02778"
"ZNF91","2.453413394562514060","2.453413394562514060","0.0141507609904509643744541236","DLD1_HCT15_SW48=2.453","Activated","46","collectri","46","2.453413394562514060",NA,"3","Enrichr--Queries(rank=741); GTEx--Coexpression(rank=1195); ARCHS4--Coexpression(rank=1322)","1360","0.527800000000000047","Enrichr Queries,0.5278"
"HCFC1","2.445569536401899224","-2.445569536401899224","0.0144623557045536060838841763","DLD1_HCT15_SW48=-2.446","Repressed","47","collectri","47","2.445569536401899224",NA,"0","",NA,NA,NA
