Pathway,USF2 Q6,MYC Q2,MYCMAX 01,E2F Q2,BACH2 01,BACH1 01,AP1 C,AP1 Q6 01,E2F Q4 01,E2F Q3 01,E2F1 Q4 01,E2F Q6 01,E2F Q3,E2F1 Q6,SGCGSSAAA E2F1DP2 01,E2F 02,E2F1DP1 01,E2F1DP2 01,E2F4DP2 01,E2F4DP1 01,E2F Q6,E2F Q4,E2F1DP1RB 01,E2F1 Q3,E2F1 Q6 01,SRF Q4,SRF Q5 01,SRF C,SRF 01,CREB Q2,CREB Q4,ATF 01,ATF3 Q6,E4F1 Q6,TEF Q6,PAX2 02,WGGAATGY TEF1 Q6,GFI1 01,PITX2 Q2,WHN B
E2F Q6 01,0.05371900826446281,0.0371900826446281,0.0743801652892562,0.049586776859504134,0.028925619834710745,0.028925619834710745,0.01652892561983471,0.012396694214876033,0.7727272727272727,0.6528925619834711,0.6363636363636364,1.0,0.5537190082644629,0.4214876033057851,0.30165289256198347,0.3884297520661157,0.3884297520661157,0.3884297520661157,0.3884297520661157,0.3884297520661157,0.4628099173553719,0.4628099173553719,0.4380165289256198,0.44214876033057854,0.44214876033057854,0.04132231404958678,0.028925619834710745,0.028925619834710745,0.0,0.0371900826446281,0.049586776859504134,0.05371900826446281,0.028925619834710745,0.05785123966942149,0.028925619834710745,0.03305785123966942,0.049586776859504134,0.028925619834710745,0.02066115702479339,0.0743801652892562
E2F Q3,0.06140350877192982,0.039473684210526314,0.06578947368421052,0.04824561403508772,0.03508771929824561,0.039473684210526314,0.017543859649122806,0.039473684210526314,0.6359649122807017,0.6710526315789473,0.6491228070175439,0.5877192982456141,1.0,0.47368421052631576,0.2982456140350877,0.3991228070175439,0.39473684210526316,0.39473684210526316,0.39473684210526316,0.4692982456140351,0.5701754385964912,0.5701754385964912,0.6052631578947368,0.6578947368421053,0.47368421052631576,0.05263157894736842,0.02631578947368421,0.021929824561403508,0.0,0.043859649122807015,0.04824561403508772,0.043859649122807015,0.039473684210526314,0.021929824561403508,0.017543859649122806,0.03508771929824561,0.04824561403508772,0.02631578947368421,0.03070175438596491,0.06578947368421052
E2F1 Q6,0.0423728813559322,0.025423728813559324,0.0847457627118644,0.0423728813559322,0.029661016949152543,0.0211864406779661,0.00423728813559322,0.00847457627118644,0.4576271186440678,0.5127118644067796,0.5042372881355932,0.4322033898305085,0.4576271186440678,1.0,0.6779661016949152,0.9067796610169492,0.902542372881356,0.902542372881356,0.902542372881356,0.9067796610169492,0.847457627118644,0.8305084745762712,0.711864406779661,0.7627118644067796,0.6228813559322034,0.0211864406779661,0.01694915254237288,0.0211864406779661,0.0,0.05084745762711865,0.05508474576271186,0.029661016949152543,0.01694915254237288,0.05084745762711865,0.025423728813559324,0.046610169491525424,0.046610169491525424,0.025423728813559324,0.025423728813559324,0.08898305084745763
SGCGSSAAA E2F1DP2 01,0.023529411764705882,0.011764705882352941,0.1,0.01764705882352941,0.029411764705882353,0.023529411764705882,0.0058823529411764705,0.0058823529411764705,0.47058823529411764,0.5294117647058824,0.5294117647058824,0.4294117647058823,0.4,0.9411764705882353,1.0,1.0,0.9941176470588236,0.9941176470588236,0.9941176470588236,0.9529411764705882,0.8470588235294118,0.8294117647058824,0.7352941176470589,0.7470588235294118,0.6705882352941176,0.01764705882352941,0.01764705882352941,0.01764705882352941,0.0,0.058823529411764705,0.058823529411764705,0.041176470588235294,0.029411764705882353,0.06470588235294118,0.01764705882352941,0.023529411764705882,0.029411764705882353,0.023529411764705882,0.011764705882352941,0.08235294117647059
E2F 02,0.03361344537815126,0.02100840336134454,0.08823529411764706,0.025210084033613446,0.029411764705882353,0.02100840336134454,0.004201680672268907,0.008403361344537815,0.4117647058823529,0.47058823529411764,0.46218487394957986,0.3949579831932773,0.38235294117647056,0.8991596638655462,0.7142857142857143,1.0,0.9957983193277311,0.9957983193277311,0.9957983193277311,0.9453781512605042,0.8067226890756303,0.7899159663865546,0.7394957983193278,0.7142857142857143,0.5882352941176471,0.02100840336134454,0.02100840336134454,0.02100840336134454,0.0,0.06722689075630252,0.07142857142857142,0.05042016806722689,0.025210084033613446,0.07142857142857142,0.025210084033613446,0.046218487394957986,0.046218487394957986,0.025210084033613446,0.01680672268907563,0.08823529411764706
E2F1DP1 01,0.03361344537815126,0.02100840336134454,0.08823529411764706,0.025210084033613446,0.029411764705882353,0.02100840336134454,0.004201680672268907,0.008403361344537815,0.40756302521008403,0.46638655462184875,0.4579831932773109,0.3949579831932773,0.37815126050420167,0.8949579831932774,0.7100840336134454,0.9957983193277311,1.0,1.0,1.0,0.9411764705882353,0.8025210084033614,0.7857142857142857,0.7352941176470589,0.7100840336134454,0.5840336134453782,0.01680672268907563,0.02100840336134454,0.02100840336134454,0.0,0.06722689075630252,0.07142857142857142,0.05042016806722689,0.025210084033613446,0.07142857142857142,0.025210084033613446,0.046218487394957986,0.046218487394957986,0.025210084033613446,0.01680672268907563,0.08403361344537816
E2F1DP2 01,0.03361344537815126,0.02100840336134454,0.08823529411764706,0.025210084033613446,0.029411764705882353,0.02100840336134454,0.004201680672268907,0.008403361344537815,0.40756302521008403,0.46638655462184875,0.4579831932773109,0.3949579831932773,0.37815126050420167,0.8949579831932774,0.7100840336134454,0.9957983193277311,1.0,1.0,1.0,0.9411764705882353,0.8025210084033614,0.7857142857142857,0.7352941176470589,0.7100840336134454,0.5840336134453782,0.01680672268907563,0.02100840336134454,0.02100840336134454,0.0,0.06722689075630252,0.07142857142857142,0.05042016806722689,0.025210084033613446,0.07142857142857142,0.025210084033613446,0.046218487394957986,0.046218487394957986,0.025210084033613446,0.01680672268907563,0.08403361344537816
E2F4DP2 01,0.03361344537815126,0.02100840336134454,0.08823529411764706,0.025210084033613446,0.029411764705882353,0.02100840336134454,0.004201680672268907,0.008403361344537815,0.40756302521008403,0.46638655462184875,0.4579831932773109,0.3949579831932773,0.37815126050420167,0.8949579831932774,0.7100840336134454,0.9957983193277311,1.0,1.0,1.0,0.9411764705882353,0.8025210084033614,0.7857142857142857,0.7352941176470589,0.7100840336134454,0.5840336134453782,0.01680672268907563,0.02100840336134454,0.02100840336134454,0.0,0.06722689075630252,0.07142857142857142,0.05042016806722689,0.025210084033613446,0.07142857142857142,0.025210084033613446,0.046218487394957986,0.046218487394957986,0.025210084033613446,0.01680672268907563,0.08403361344537816
E2F4DP1 01,0.03305785123966942,0.02066115702479339,0.08264462809917356,0.024793388429752067,0.028925619834710745,0.024793388429752067,0.008264462809917356,0.012396694214876033,0.39669421487603307,0.45041322314049587,0.4462809917355372,0.3884297520661157,0.44214876033057854,0.8842975206611571,0.6694214876033058,0.9297520661157025,0.9256198347107438,0.9256198347107438,0.9256198347107438,1.0,0.7933884297520661,0.7768595041322314,0.7892561983471075,0.6942148760330579,0.5702479338842975,0.028925619834710745,0.024793388429752067,0.024793388429752067,0.0,0.049586776859504134,0.05371900826446281,0.04132231404958678,0.01652892561983471,0.05785123966942149,0.028925619834710745,0.04132231404958678,0.045454545454545456,0.024793388429752067,0.01652892561983471,0.09090909090909091
E2F Q6,0.05084745762711865,0.038135593220338986,0.08050847457627118,0.025423728813559324,0.0211864406779661,0.0211864406779661,0.00847457627118644,0.012711864406779662,0.5169491525423728,0.6101694915254238,0.6016949152542372,0.4745762711864407,0.5508474576271186,0.847457627118644,0.6101694915254238,0.8135593220338984,0.809322033898305,0.809322033898305,0.809322033898305,0.8135593220338984,1.0,0.9830508474576272,0.8135593220338984,0.7076271186440678,0.6440677966101694,0.03389830508474576,0.01694915254237288,0.01694915254237288,0.0,0.046610169491525424,0.05508474576271186,0.0423728813559322,0.0211864406779661,0.0423728813559322,0.029661016949152543,0.046610169491525424,0.0423728813559322,0.029661016949152543,0.03389830508474576,0.08898305084745763
E2F Q4,0.0546218487394958,0.037815126050420166,0.07983193277310924,0.025210084033613446,0.02100840336134454,0.02100840336134454,0.008403361344537815,0.012605042016806723,0.5126050420168067,0.6050420168067226,0.5966386554621849,0.47058823529411764,0.5462184873949579,0.8235294117647058,0.592436974789916,0.7899159663865546,0.7857142857142857,0.7857142857142857,0.7857142857142857,0.7899159663865546,0.9747899159663865,1.0,0.8067226890756303,0.7016806722689075,0.6386554621848739,0.037815126050420166,0.025210084033613446,0.02100840336134454,0.0,0.046218487394957986,0.0546218487394958,0.04201680672268908,0.02100840336134454,0.046218487394957986,0.029411764705882353,0.046218487394957986,0.04201680672268908,0.029411764705882353,0.03361344537815126,0.09243697478991597
E2F1DP1RB 01,0.055793991416309016,0.03862660944206009,0.06437768240343347,0.030042918454935622,0.017167381974248927,0.02575107296137339,0.012875536480686695,0.017167381974248927,0.48068669527896996,0.5407725321888412,0.5536480686695279,0.45493562231759654,0.592274678111588,0.721030042918455,0.5364806866952789,0.7553648068669528,0.7510729613733905,0.7510729613733905,0.7510729613733905,0.8197424892703863,0.8240343347639485,0.8240343347639485,1.0,0.7167381974248928,0.5493562231759657,0.03862660944206009,0.02575107296137339,0.02145922746781116,0.0,0.060085836909871244,0.06437768240343347,0.05150214592274678,0.02145922746781116,0.05150214592274678,0.03862660944206009,0.04291845493562232,0.04721030042918455,0.030042918454935622,0.030042918454935622,0.0815450643776824
E2F1 Q3,0.05263157894736842,0.03643724696356275,0.06477732793522267,0.05668016194331984,0.02834008097165992,0.02834008097165992,0.008097165991902834,0.020242914979757085,0.47368421052631576,0.48582995951417,0.44534412955465585,0.4331983805668016,0.6072874493927125,0.728744939271255,0.5141700404858299,0.6882591093117408,0.6842105263157895,0.6842105263157895,0.6842105263157895,0.680161943319838,0.6761133603238867,0.6761133603238867,0.6761133603238867,1.0,0.5020242914979757,0.024291497975708502,0.020242914979757085,0.020242914979757085,0.0,0.048582995951417005,0.05263157894736842,0.048582995951417005,0.044534412955465584,0.048582995951417005,0.024291497975708502,0.05668016194331984,0.06072874493927125,0.032388663967611336,0.024291497975708502,0.0728744939271255
E2F1 Q6 01,0.06172839506172839,0.05761316872427984,0.09053497942386832,0.05761316872427984,0.024691358024691357,0.0205761316872428,0.01646090534979424,0.00823045267489712,0.48148148148148145,0.5308641975308642,0.5308641975308642,0.4403292181069959,0.4444444444444444,0.6049382716049383,0.4691358024691358,0.5761316872427984,0.5720164609053497,0.5720164609053497,0.5720164609053497,0.5679012345679012,0.6255144032921811,0.6255144032921811,0.5267489711934157,0.5102880658436214,1.0,0.03292181069958848,0.01646090534979424,0.01646090534979424,0.0,0.04938271604938271,0.05761316872427984,0.04938271604938271,0.024691358024691357,0.04526748971193416,0.037037037037037035,0.02880658436213992,0.04938271604938271,0.03292181069958848,0.03292181069958848,0.09465020576131687
SRF Q4,0.034782608695652174,0.021739130434782608,0.0391304347826087,0.02608695652173913,0.05217391304347826,0.0391304347826087,0.043478260869565216,0.06956521739130435,0.043478260869565216,0.05217391304347826,0.05217391304347826,0.043478260869565216,0.05217391304347826,0.021739130434782608,0.013043478260869565,0.021739130434782608,0.017391304347826087,0.017391304347826087,0.017391304347826087,0.030434782608695653,0.034782608695652174,0.0391304347826087,0.0391304347826087,0.02608695652173913,0.034782608695652174,1.0,0.6869565217391305,0.5652173913043478,0.16956521739130434,0.034782608695652174,0.0391304347826087,0.06521739130434782,0.0391304347826087,0.04782608695652174,0.05217391304347826,0.08260869565217391,0.09565217391304348,0.07391304347826087,0.07391304347826087,0.08260869565217391
SRF Q5 01,0.044444444444444446,0.02666666666666667,0.044444444444444446,0.017777777777777778,0.04,0.035555555555555556,0.044444444444444446,0.06666666666666667,0.03111111111111111,0.035555555555555556,0.03111111111111111,0.03111111111111111,0.02666666666666667,0.017777777777777778,0.013333333333333334,0.022222222222222223,0.022222222222222223,0.022222222222222223,0.022222222222222223,0.02666666666666667,0.017777777777777778,0.02666666666666667,0.02666666666666667,0.022222222222222223,0.017777777777777778,0.7022222222222222,1.0,0.5733333333333334,0.18222222222222223,0.04,0.044444444444444446,0.06666666666666667,0.057777777777777775,0.044444444444444446,0.06666666666666667,0.08888888888888889,0.07555555555555556,0.06666666666666667,0.06666666666666667,0.06666666666666667
SRF C,0.03255813953488372,0.027906976744186046,0.05581395348837209,0.023255813953488372,0.03255813953488372,0.027906976744186046,0.037209302325581395,0.05116279069767442,0.018604651162790697,0.023255813953488372,0.023255813953488372,0.03255813953488372,0.023255813953488372,0.023255813953488372,0.013953488372093023,0.023255813953488372,0.023255813953488372,0.023255813953488372,0.023255813953488372,0.027906976744186046,0.018604651162790697,0.023255813953488372,0.023255813953488372,0.023255813953488372,0.018604651162790697,0.6046511627906976,0.6,1.0,0.2186046511627907,0.04186046511627907,0.046511627906976744,0.06976744186046512,0.05116279069767442,0.06976744186046512,0.046511627906976744,0.05581395348837209,0.10232558139534884,0.07441860465116279,0.07441860465116279,0.06976744186046512
SRF 01,0.0392156862745098,0.0392156862745098,0.0196078431372549,0.0196078431372549,0.0196078431372549,0.0,0.0392156862745098,0.0196078431372549,0.0,0.0196078431372549,0.0196078431372549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7647058823529411,0.803921568627451,0.9215686274509803,1.0,0.11764705882352941,0.09803921568627451,0.13725490196078433,0.058823529411764705,0.09803921568627451,0.0392156862745098,0.058823529411764705,0.058823529411764705,0.0196078431372549,0.0392156862745098,0.058823529411764705
CREB Q2,0.04460966542750929,0.03345724907063197,0.04460966542750929,0.011152416356877323,0.040892193308550186,0.01486988847583643,0.026022304832713755,0.02973977695167286,0.03717472118959108,0.04460966542750929,0.04460966542750929,0.03345724907063197,0.03717472118959108,0.04460966542750929,0.03717472118959108,0.05947955390334572,0.05947955390334572,0.05947955390334572,0.05947955390334572,0.04460966542750929,0.040892193308550186,0.040892193308550186,0.05204460966542751,0.04460966542750929,0.04460966542750929,0.02973977695167286,0.03345724907063197,0.03345724907063197,0.022304832713754646,1.0,0.8252788104089219,0.46096654275092935,0.35687732342007433,0.4646840148698885,0.022304832713754646,0.04460966542750929,0.048327137546468404,0.02973977695167286,0.05204460966542751,0.07063197026022305
CREB Q4,0.03308823529411765,0.022058823529411766,0.04411764705882353,0.011029411764705883,0.022058823529411766,0.022058823529411766,0.022058823529411766,0.022058823529411766,0.04044117647058824,0.04779411764705882,0.04779411764705882,0.04411764705882353,0.04044117647058824,0.04779411764705882,0.03676470588235294,0.0625,0.0625,0.0625,0.0625,0.04779411764705882,0.04779411764705882,0.04779411764705882,0.05514705882352941,0.04779411764705882,0.051470588235294115,0.03308823529411765,0.03676470588235294,0.03676470588235294,0.01838235294117647,0.8161764705882353,1.0,0.4852941176470588,0.3897058823529412,0.4338235294117647,0.01838235294117647,0.03676470588235294,0.05514705882352941,0.03308823529411765,0.04779411764705882,0.0625
ATF 01,0.033707865168539325,0.018726591760299626,0.052434456928838954,0.0299625468164794,0.033707865168539325,0.0299625468164794,0.033707865168539325,0.03745318352059925,0.04868913857677903,0.04119850187265917,0.04119850187265917,0.04868913857677903,0.03745318352059925,0.026217228464419477,0.026217228464419477,0.0449438202247191,0.0449438202247191,0.0449438202247191,0.0449438202247191,0.03745318352059925,0.03745318352059925,0.03745318352059925,0.0449438202247191,0.0449438202247191,0.0449438202247191,0.056179775280898875,0.056179775280898875,0.056179775280898875,0.026217228464419477,0.46441947565543074,0.4943820224719101,1.0,0.4232209737827715,0.33707865168539325,0.026217228464419477,0.0599250936329588,0.0449438202247191,0.0299625468164794,0.026217228464419477,0.04868913857677903
ATF3 Q6,0.019762845849802372,0.015810276679841896,0.039525691699604744,0.019762845849802372,0.043478260869565216,0.05138339920948617,0.039525691699604744,0.039525691699604744,0.02766798418972332,0.02766798418972332,0.02766798418972332,0.02766798418972332,0.03557312252964427,0.015810276679841896,0.019762845849802372,0.023715415019762844,0.023715415019762844,0.023715415019762844,0.023715415019762844,0.015810276679841896,0.019762845849802372,0.019762845849802372,0.019762845849802372,0.043478260869565216,0.023715415019762844,0.03557312252964427,0.05138339920948617,0.043478260869565216,0.011857707509881422,0.3794466403162055,0.4189723320158103,0.44664031620553357,1.0,0.22924901185770752,0.03162055335968379,0.05928853754940711,0.06719367588932806,0.05138339920948617,0.05533596837944664,0.06324110671936758
E4F1 Q6,0.030821917808219176,0.023972602739726026,0.04452054794520548,0.017123287671232876,0.03767123287671233,0.03767123287671233,0.02054794520547945,0.02054794520547945,0.0410958904109589,0.03424657534246575,0.03424657534246575,0.04794520547945205,0.017123287671232876,0.0410958904109589,0.03767123287671233,0.05821917808219178,0.05821917808219178,0.05821917808219178,0.05821917808219178,0.04794520547945205,0.03424657534246575,0.03767123287671233,0.0410958904109589,0.0410958904109589,0.03767123287671233,0.03767123287671233,0.03424657534246575,0.05136986301369863,0.017123287671232876,0.4280821917808219,0.4041095890410959,0.3082191780821918,0.19863013698630136,1.0,0.0410958904109589,0.05136986301369863,0.04794520547945205,0.023972602739726026,0.0410958904109589,0.07191780821917808
TEF Q6,0.019083969465648856,0.019083969465648856,0.019083969465648856,0.019083969465648856,0.019083969465648856,0.026717557251908396,0.03816793893129771,0.03816793893129771,0.026717557251908396,0.03816793893129771,0.03816793893129771,0.026717557251908396,0.015267175572519083,0.022900763358778626,0.011450381679389313,0.022900763358778626,0.022900763358778626,0.022900763358778626,0.022900763358778626,0.026717557251908396,0.026717557251908396,0.026717557251908396,0.03435114503816794,0.022900763358778626,0.03435114503816794,0.04580152671755725,0.05725190839694656,0.03816793893129771,0.007633587786259542,0.022900763358778626,0.019083969465648856,0.026717557251908396,0.030534351145038167,0.04580152671755725,1.0,0.09541984732824428,0.05725190839694656,0.07633587786259542,0.08396946564885496,0.05343511450381679
PAX2 02,0.03018867924528302,0.022641509433962263,0.05660377358490566,0.03018867924528302,0.04150943396226415,0.03773584905660377,0.052830188679245285,0.06415094339622641,0.045283018867924525,0.045283018867924525,0.04150943396226415,0.03018867924528302,0.03018867924528302,0.04150943396226415,0.01509433962264151,0.04150943396226415,0.04150943396226415,0.04150943396226415,0.04150943396226415,0.03773584905660377,0.04150943396226415,0.04150943396226415,0.03773584905660377,0.052830188679245285,0.026415094339622643,0.07169811320754717,0.07547169811320754,0.045283018867924525,0.011320754716981131,0.045283018867924525,0.03773584905660377,0.06037735849056604,0.05660377358490566,0.05660377358490566,0.09433962264150944,1.0,0.06792452830188679,0.09056603773584905,0.06415094339622641,0.04150943396226415
WGGAATGY TEF1 Q6,0.03617571059431524,0.023255813953488372,0.04392764857881137,0.020671834625323,0.06976744186046512,0.06459948320413436,0.06459948320413436,0.046511627906976744,0.025839793281653745,0.025839793281653745,0.023255813953488372,0.031007751937984496,0.028423772609819122,0.028423772609819122,0.012919896640826873,0.028423772609819122,0.028423772609819122,0.028423772609819122,0.028423772609819122,0.028423772609819122,0.025839793281653745,0.025839793281653745,0.028423772609819122,0.03875968992248062,0.031007751937984496,0.056847545219638244,0.04392764857881137,0.056847545219638244,0.007751937984496124,0.03359173126614987,0.03875968992248062,0.031007751937984496,0.04392764857881137,0.03617571059431524,0.03875968992248062,0.046511627906976744,1.0,0.06201550387596899,0.05167958656330749,0.03359173126614987
