"Consensus_Rank","TF","Required_Methods","Source_Method_Count","Source_Methods","Mean_Selected_Rank","Best_Selected_Rank","CheA3_Library_Count","CheA3_Libraries","CheA3_Integrated_TopRank","DoRothEA","TRRUST","CollecTRI"
"1","E2F4","DoRothEA;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","1.666666666666667","1","6","ENCODE--ChIP-seq(rank=1); Literature--ChIP-seq(rank=3); ReMap--ChIP-seq(rank=21); ARCHS4--Coexpression(rank=1336); Enrichr--Queries(rank=1369); GTEx--Coexpression(rank=1525)","35","rank=1; score=3.4892; p=0.00032422","rank=3; score=2.3382; p=0.0045902","rank=1; score=6.8052; p=1.0093e-11; direction=Repressed"
"2","SP3","DoRothEA;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","22.333333333333332","8","3","GTEx--Coexpression(rank=1068); Enrichr--Queries(rank=1199); ARCHS4--Coexpression(rank=1309)","1494","rank=21; score=1.0818; p=0.082837","rank=8; score=1.6761; p=0.021083","rank=38; score=2.3873; p=0.016974; direction=Activated"
"3","SMAD3","DoRothEA;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","28.666666666666664","5","5","Literature--ChIP-seq(rank=58); ReMap--ChIP-seq(rank=107); ARCHS4--Coexpression(rank=286); Enrichr--Queries(rank=428); GTEx--Coexpression(rank=712)","650","rank=5; score=1.7761; p=0.016744","rank=67; score=0.62017; p=0.23979","rank=14; score=2.6335; p=0.0084515; direction=Activated"
"4","RFX5","DoRothEA;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","29.333333333333332","4","5","ENCODE--ChIP-seq(rank=52); GTEx--Coexpression(rank=189); ReMap--ChIP-seq(rank=206); Enrichr--Queries(rank=383); ARCHS4--Coexpression(rank=1129)","467","rank=4; score=1.9434; p=0.011393","rank=30; score=0.99533; p=0.10108","rank=54; score=2.0574; p=0.03965; direction=Activated"
"5","IRF9","DoRothEA;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","32.666666666666664","9","4","Enrichr--Queries(rank=35); GTEx--Coexpression(rank=97); ARCHS4--Coexpression(rank=100); ReMap--ChIP-seq(rank=237)","108","rank=77; score=0.51213; p=0.30752","rank=9; score=1.6474; p=0.022523","rank=12; score=2.7167; p=0.0065937; direction=Activated"
"6","FOXM1","DoRothEA;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","42.000000000000000","6","6","GTEx--Coexpression(rank=2); ENCODE--ChIP-seq(rank=7); Enrichr--Queries(rank=11); Literature--ChIP-seq(rank=59); ReMap--ChIP-seq(rank=223); ARCHS4--Coexpression(rank=1448)","5","rank=6; score=1.732; p=0.018536","rank=109; score=0.39162; p=0.40586","rank=11; score=2.7391; p=0.00616; direction=Repressed"
"7","STAT6","DoRothEA;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","48.666666666666664","27","4","Literature--ChIP-seq(rank=39); ARCHS4--Coexpression(rank=78); Enrichr--Queries(rank=138); GTEx--Coexpression(rank=1127)","203","rank=68; score=0.57878; p=0.26377","rank=27; score=1.0284; p=0.093669","rank=51; score=2.1182; p=0.034156; direction=Activated"
"8","RARA","DoRothEA;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","50.000000000000000","28","5","Literature--ChIP-seq(rank=49); ReMap--ChIP-seq(rank=92); ARCHS4--Coexpression(rank=178); Enrichr--Queries(rank=624); GTEx--Coexpression(rank=1005)","438","rank=28; score=0.97465; p=0.10601","rank=55; score=0.73484; p=0.18415","rank=67; score=1.9445; p=0.051832; direction=Activated"
"9","MYB","DoRothEA;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","50.333333333333336","14","6","Enrichr--Queries(rank=61); ENCODE--ChIP-seq(rank=81); ReMap--ChIP-seq(rank=82); Literature--ChIP-seq(rank=99); GTEx--Coexpression(rank=351); ARCHS4--Coexpression(rank=1213)","184","rank=14; score=1.4164; p=0.038336","rank=28; score=1.001; p=0.099762","rank=109; score=1.693; p=0.09045; direction=Repressed"
"10","REST","DoRothEA;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","53.333333333333336","9","6","ENCODE--ChIP-seq(rank=43); Literature--ChIP-seq(rank=88); ReMap--ChIP-seq(rank=127); GTEx--Coexpression(rank=359); Enrichr--Queries(rank=1256); ARCHS4--Coexpression(rank=1392)","777","rank=78; score=0.51213; p=0.30752","rank=73; score=0.60025; p=0.25105","rank=9; score=2.7483; p=0.0059899; direction=Activated"
