"Feature","AUC","Direction"
"AZ_IPS","0.6451180947029256","<"
"IPS_IPS","0.6273157142771744","<"
"CP_IPS","0.6073757131214340","<"
"MHC_IPS","0.5826262045160361","<"
"SC_IPS","0.5666498873387980","<"
"EC_IPS","0.5384426386691596",">"
