"statistic","source","condition","score","p_value","TF","Rank","Method","Method_Rank","Method_Score","Method_P_Value","Method_Adjusted_P_Value","Method_Direction","CheA3_Library_Count","CheA3_Libraries","CheA3_Integrated_TopRank","CheA3_Integrated_Score","CheA3_Integrated_Library"
"ora","SP3","HT55","5.1262661659036137","0.000007477111106182498","SP3","1","trrust","1","5.1262661659036137","0.000007477111106182498",NA,"","3","GTEx--Coexpression(rank=638); Enrichr--Queries(rank=1173); ARCHS4--Coexpression(rank=1230)","1099","0.39700000000000002","GTEx Coexpression,0.397"
"ora","TFAP2A","HT55","4.3346723557762852","0.000046272998653271027","TFAP2A","2","trrust","2","4.3346723557762852","0.000046272998653271027",NA,"","6","ENCODE--ChIP-seq(rank=47); GTEx--Coexpression(rank=78); Literature--ChIP-seq(rank=127); ReMap--ChIP-seq(rank=135); ARCHS4--Coexpression(rank=278); Enrichr--Queries(rank=321)","193","0.04854000000000000","GTEx Coexpression,0.04854"
"ora","HIPK2","HT55","3.3240446891995448","0.000474193187945934618","HIPK2","3","trrust","3","3.3240446891995448","0.000474193187945934618",NA,"","0","",NA,NA,NA
"ora","SMAD7","HT55","3.3240446891995448","0.000474193187945934618","SMAD7","4","trrust","4","3.3240446891995448","0.000474193187945934618",NA,"","0","",NA,NA,NA
"ora","PAX5","HT55","3.2828857177112467","0.000521331878774777542","PAX5","5","trrust","5","3.2828857177112467","0.000521331878774777542",NA,"","5","ENCODE--ChIP-seq(rank=59); ReMap--ChIP-seq(rank=200); Enrichr--Queries(rank=890); GTEx--Coexpression(rank=1010); ARCHS4--Coexpression(rank=1098)","1271","0.50000000000000000","ENCODE ChIP-seq,0.5"
"ora","WT1","HT55","3.2187703484265362","0.000604268077208264449","WT1","6","trrust","6","3.2187703484265362","0.000604268077208264449",NA,"","4","Literature--ChIP-seq(rank=31); Enrichr--Queries(rank=254); ARCHS4--Coexpression(rank=749); GTEx--Coexpression(rank=940)","602","0.18090000000000001","Enrichr Queries,0.1809"
"ora","ETS1","HT55","3.2094077953130768","0.000617436365356404272","ETS1","7","trrust","7","3.2094077953130768","0.000617436365356404272",NA,"","6","ENCODE--ChIP-seq(rank=26); GTEx--Coexpression(rank=111); ReMap--ChIP-seq(rank=157); Literature--ChIP-seq(rank=158); Enrichr--Queries(rank=160); ARCHS4--Coexpression(rank=352)","264","0.06907000000000001","GTEx Coexpression,0.06907"
"ora","E2F1","HT55","3.0788452687091623","0.000833978263107903713","E2F1","8","trrust","8","3.0788452687091623","0.000833978263107903713",NA,"","6","ENCODE--ChIP-seq(rank=111); Literature--ChIP-seq(rank=132); ReMap--ChIP-seq(rank=211); Enrichr--Queries(rank=1273); GTEx--Coexpression(rank=1427); ARCHS4--Coexpression(rank=1463)","1519","0.71040000000000003","ReMap ChIP-seq,0.7104"
"ora","STAT1","HT55","3.0494512253451096","0.000892377834945641568","STAT1","9","trrust","9","3.0494512253451096","0.000892377834945641568",NA,"","6","ReMap--ChIP-seq(rank=12); ENCODE--ChIP-seq(rank=13); ARCHS4--Coexpression(rank=52); Literature--ChIP-seq(rank=131); Enrichr--Queries(rank=215); GTEx--Coexpression(rank=1003)","126","0.03194000000000000","ARCHS4 Coexpression,0.03194"
"ora","VDR","HT55","3.0061799159521239","0.000985870982485404033","VDR","10","trrust","10","3.0061799159521239","0.000985870982485404033",NA,"","5","ARCHS4--Coexpression(rank=20); Literature--ChIP-seq(rank=35); ReMap--ChIP-seq(rank=51); GTEx--Coexpression(rank=133); Enrichr--Queries(rank=195)","48","0.01229000000000000","ARCHS4 Coexpression,0.01229"
