"Analysis_Name","GeneSet_Name","Source","Ranked_Genes","GSEA_Terms","Positive_NES","Negative_NES","Single_Pathway_Plots","CSV_File","PDF_File","PNG_File"
"HMVL_CRC29","TFT_TFT_LEGACY","computed","12604","124","67","57","10","results/ngs/GSE310664/tables/HMVL_CRC29/GSEA/TFT_TFT_LEGACY/gsea_result.csv","results/ngs/GSE310664/plots/GSEA/HMVL_CRC29/TFT_TFT_LEGACY/pdf/dotplot.pdf","results/ngs/GSE310664/plots/GSEA/HMVL_CRC29/TFT_TFT_LEGACY/png/dotplot.png"
"HMVL_HUB098","TFT_TFT_LEGACY","computed","12321","166","102","64","10","results/ngs/GSE310664/tables/HMVL_HUB098/GSEA/TFT_TFT_LEGACY/gsea_result.csv","results/ngs/GSE310664/plots/GSEA/HMVL_HUB098/TFT_TFT_LEGACY/pdf/dotplot.pdf","results/ngs/GSE310664/plots/GSEA/HMVL_HUB098/TFT_TFT_LEGACY/png/dotplot.png"
"HMVL_TOR10","TFT_TFT_LEGACY","computed","12937","179","10","169","10","results/ngs/GSE310664/tables/HMVL_TOR10/GSEA/TFT_TFT_LEGACY/gsea_result.csv","results/ngs/GSE310664/plots/GSEA/HMVL_TOR10/TFT_TFT_LEGACY/pdf/dotplot.pdf","results/ngs/GSE310664/plots/GSEA/HMVL_TOR10/TFT_TFT_LEGACY/png/dotplot.png"
"HVL_ALL","TFT_TFT_LEGACY","computed","12683","108","23","85","10","results/ngs/GSE310664/tables/HVL_ALL/GSEA/TFT_TFT_LEGACY/gsea_result.csv","results/ngs/GSE310664/plots/GSEA/HVL_ALL/TFT_TFT_LEGACY/pdf/dotplot.pdf","results/ngs/GSE310664/plots/GSEA/HVL_ALL/TFT_TFT_LEGACY/png/dotplot.png"
"HVL_CRC29","TFT_TFT_LEGACY","computed","12508","120","31","89","10","results/ngs/GSE310664/tables/HVL_CRC29/GSEA/TFT_TFT_LEGACY/gsea_result.csv","results/ngs/GSE310664/plots/GSEA/HVL_CRC29/TFT_TFT_LEGACY/pdf/dotplot.pdf","results/ngs/GSE310664/plots/GSEA/HVL_CRC29/TFT_TFT_LEGACY/png/dotplot.png"
"HVL_HUB098","TFT_TFT_LEGACY","computed","12356","220","150","70","10","results/ngs/GSE310664/tables/HVL_HUB098/GSEA/TFT_TFT_LEGACY/gsea_result.csv","results/ngs/GSE310664/plots/GSEA/HVL_HUB098/TFT_TFT_LEGACY/pdf/dotplot.pdf","results/ngs/GSE310664/plots/GSEA/HVL_HUB098/TFT_TFT_LEGACY/png/dotplot.png"
"HVL_TOR10","TFT_TFT_LEGACY","computed","13165","125","37","88","10","results/ngs/GSE310664/tables/HVL_TOR10/GSEA/TFT_TFT_LEGACY/gsea_result.csv","results/ngs/GSE310664/plots/GSEA/HVL_TOR10/TFT_TFT_LEGACY/pdf/dotplot.pdf","results/ngs/GSE310664/plots/GSEA/HVL_TOR10/TFT_TFT_LEGACY/png/dotplot.png"
"MVL_ALL","TFT_TFT_LEGACY","computed","12385","63","9","54","10","results/ngs/GSE310664/tables/MVL_ALL/GSEA/TFT_TFT_LEGACY/gsea_result.csv","results/ngs/GSE310664/plots/GSEA/MVL_ALL/TFT_TFT_LEGACY/pdf/dotplot.pdf","results/ngs/GSE310664/plots/GSEA/MVL_ALL/TFT_TFT_LEGACY/png/dotplot.png"
"MVL_CRC29","TFT_TFT_LEGACY","computed","12388","114","88","26","10","results/ngs/GSE310664/tables/MVL_CRC29/GSEA/TFT_TFT_LEGACY/gsea_result.csv","results/ngs/GSE310664/plots/GSEA/MVL_CRC29/TFT_TFT_LEGACY/pdf/dotplot.pdf","results/ngs/GSE310664/plots/GSEA/MVL_CRC29/TFT_TFT_LEGACY/png/dotplot.png"
"MVL_HUB098","TFT_TFT_LEGACY","computed","12214","168","97","71","10","results/ngs/GSE310664/tables/MVL_HUB098/GSEA/TFT_TFT_LEGACY/gsea_result.csv","results/ngs/GSE310664/plots/GSEA/MVL_HUB098/TFT_TFT_LEGACY/pdf/dotplot.pdf","results/ngs/GSE310664/plots/GSEA/MVL_HUB098/TFT_TFT_LEGACY/png/dotplot.png"
"MVL_TOR10","TFT_TFT_LEGACY","computed","12702","123","6","117","10","results/ngs/GSE310664/tables/MVL_TOR10/GSEA/TFT_TFT_LEGACY/gsea_result.csv","results/ngs/GSE310664/plots/GSEA/MVL_TOR10/TFT_TFT_LEGACY/pdf/dotplot.pdf","results/ngs/GSE310664/plots/GSEA/MVL_TOR10/TFT_TFT_LEGACY/png/dotplot.png"
"HMVL_ALL","TFT_GTRD","computed","12867","75","16","56","10","results/ngs/GSE310664/tables/HMVL_ALL/GSEA/TFT_GTRD/gsea_result.csv","results/ngs/GSE310664/plots/GSEA/HMVL_ALL/TFT_GTRD/pdf/dotplot.pdf","results/ngs/GSE310664/plots/GSEA/HMVL_ALL/TFT_GTRD/png/dotplot.png"
"HMVL_CRC29","TFT_GTRD","computed","12604","81","36","42","10","results/ngs/GSE310664/tables/HMVL_CRC29/GSEA/TFT_GTRD/gsea_result.csv","results/ngs/GSE310664/plots/GSEA/HMVL_CRC29/TFT_GTRD/pdf/dotplot.pdf","results/ngs/GSE310664/plots/GSEA/HMVL_CRC29/TFT_GTRD/png/dotplot.png"
"HMVL_HUB098","TFT_GTRD","computed","12321","65","15","47","10","results/ngs/GSE310664/tables/HMVL_HUB098/GSEA/TFT_GTRD/gsea_result.csv","results/ngs/GSE310664/plots/GSEA/HMVL_HUB098/TFT_GTRD/pdf/dotplot.pdf","results/ngs/GSE310664/plots/GSEA/HMVL_HUB098/TFT_GTRD/png/dotplot.png"
"HMVL_TOR10","TFT_GTRD","computed","12937","66","5","58","10","results/ngs/GSE310664/tables/HMVL_TOR10/GSEA/TFT_GTRD/gsea_result.csv","results/ngs/GSE310664/plots/GSEA/HMVL_TOR10/TFT_GTRD/pdf/dotplot.pdf","results/ngs/GSE310664/plots/GSEA/HMVL_TOR10/TFT_GTRD/png/dotplot.png"
"HVL_ALL","TFT_GTRD","computed","12683","56","8","45","10","results/ngs/GSE310664/tables/HVL_ALL/GSEA/TFT_GTRD/gsea_result.csv","results/ngs/GSE310664/plots/GSEA/HVL_ALL/TFT_GTRD/pdf/dotplot.pdf","results/ngs/GSE310664/plots/GSEA/HVL_ALL/TFT_GTRD/png/dotplot.png"
"HVL_CRC29","TFT_GTRD","computed","12508","66","20","43","10","results/ngs/GSE310664/tables/HVL_CRC29/GSEA/TFT_GTRD/gsea_result.csv","results/ngs/GSE310664/plots/GSEA/HVL_CRC29/TFT_GTRD/pdf/dotplot.pdf","results/ngs/GSE310664/plots/GSEA/HVL_CRC29/TFT_GTRD/png/dotplot.png"
"HVL_HUB098","TFT_GTRD","computed","12356","62","14","45","10","results/ngs/GSE310664/tables/HVL_HUB098/GSEA/TFT_GTRD/gsea_result.csv","results/ngs/GSE310664/plots/GSEA/HVL_HUB098/TFT_GTRD/pdf/dotplot.pdf","results/ngs/GSE310664/plots/GSEA/HVL_HUB098/TFT_GTRD/png/dotplot.png"
"HVL_TOR10","TFT_GTRD","computed","13165","65","11","51","10","results/ngs/GSE310664/tables/HVL_TOR10/GSEA/TFT_GTRD/gsea_result.csv","results/ngs/GSE310664/plots/GSEA/HVL_TOR10/TFT_GTRD/pdf/dotplot.pdf","results/ngs/GSE310664/plots/GSEA/HVL_TOR10/TFT_GTRD/png/dotplot.png"
"MVL_ALL","TFT_GTRD","computed","12385","56","14","39","10","results/ngs/GSE310664/tables/MVL_ALL/GSEA/TFT_GTRD/gsea_result.csv","results/ngs/GSE310664/plots/GSEA/MVL_ALL/TFT_GTRD/pdf/dotplot.pdf","results/ngs/GSE310664/plots/GSEA/MVL_ALL/TFT_GTRD/png/dotplot.png"
"MVL_CRC29","TFT_GTRD","computed","12388","83","47","33","10","results/ngs/GSE310664/tables/MVL_CRC29/GSEA/TFT_GTRD/gsea_result.csv","results/ngs/GSE310664/plots/GSEA/MVL_CRC29/TFT_GTRD/pdf/dotplot.pdf","results/ngs/GSE310664/plots/GSEA/MVL_CRC29/TFT_GTRD/png/dotplot.png"
"MVL_HUB098","TFT_GTRD","computed","12214","72","26","43","10","results/ngs/GSE310664/tables/MVL_HUB098/GSEA/TFT_GTRD/gsea_result.csv","results/ngs/GSE310664/plots/GSEA/MVL_HUB098/TFT_GTRD/pdf/dotplot.pdf","results/ngs/GSE310664/plots/GSEA/MVL_HUB098/TFT_GTRD/png/dotplot.png"
"MVL_TOR10","TFT_GTRD","computed","12702","49","4","42","10","results/ngs/GSE310664/tables/MVL_TOR10/GSEA/TFT_GTRD/gsea_result.csv","results/ngs/GSE310664/plots/GSEA/MVL_TOR10/TFT_GTRD/pdf/dotplot.pdf","results/ngs/GSE310664/plots/GSEA/MVL_TOR10/TFT_GTRD/png/dotplot.png"
"HMVL_ALL","GO_BP","computed","12867","1058","368","660","10","results/ngs/GSE310664/tables/HMVL_ALL/GSEA/GO_BP/gsea_result.csv","results/ngs/GSE310664/plots/GSEA/HMVL_ALL/GO_BP/pdf/dotplot.pdf","results/ngs/GSE310664/plots/GSEA/HMVL_ALL/GO_BP/png/dotplot.png"
"HMVL_CRC29","GO_BP","computed","12604","1041","439","573","10","results/ngs/GSE310664/tables/HMVL_CRC29/GSEA/GO_BP/gsea_result.csv","results/ngs/GSE310664/plots/GSEA/HMVL_CRC29/GO_BP/pdf/dotplot.pdf","results/ngs/GSE310664/plots/GSEA/HMVL_CRC29/GO_BP/png/dotplot.png"
"HMVL_HUB098","GO_BP","computed","12321","729","304","388","10","results/ngs/GSE310664/tables/HMVL_HUB098/GSEA/GO_BP/gsea_result.csv","results/ngs/GSE310664/plots/GSEA/HMVL_HUB098/GO_BP/pdf/dotplot.pdf","results/ngs/GSE310664/plots/GSEA/HMVL_HUB098/GO_BP/png/dotplot.png"
"HMVL_TOR10","GO_BP","computed","12937","1253","414","816","10","results/ngs/GSE310664/tables/HMVL_TOR10/GSEA/GO_BP/gsea_result.csv","results/ngs/GSE310664/plots/GSEA/HMVL_TOR10/GO_BP/pdf/dotplot.pdf","results/ngs/GSE310664/plots/GSEA/HMVL_TOR10/GO_BP/png/dotplot.png"
"HVL_ALL","GO_BP","computed","12683","1195","529","634","10","results/ngs/GSE310664/tables/HVL_ALL/GSEA/GO_BP/gsea_result.csv","results/ngs/GSE310664/plots/GSEA/HVL_ALL/GO_BP/pdf/dotplot.pdf","results/ngs/GSE310664/plots/GSEA/HVL_ALL/GO_BP/png/dotplot.png"
"HVL_CRC29","GO_BP","computed","12508","1405","695","680","10","results/ngs/GSE310664/tables/HVL_CRC29/GSEA/GO_BP/gsea_result.csv","results/ngs/GSE310664/plots/GSEA/HVL_CRC29/GO_BP/pdf/dotplot.pdf","results/ngs/GSE310664/plots/GSEA/HVL_CRC29/GO_BP/png/dotplot.png"
"HVL_HUB098","GO_BP","computed","12356","1514","1016","462","10","results/ngs/GSE310664/tables/HVL_HUB098/GSEA/GO_BP/gsea_result.csv","results/ngs/GSE310664/plots/GSEA/HVL_HUB098/GO_BP/pdf/dotplot.pdf","results/ngs/GSE310664/plots/GSEA/HVL_HUB098/GO_BP/png/dotplot.png"
"HVL_TOR10","GO_BP","computed","13165","1362","637","708","10","results/ngs/GSE310664/tables/HVL_TOR10/GSEA/GO_BP/gsea_result.csv","results/ngs/GSE310664/plots/GSEA/HVL_TOR10/GO_BP/pdf/dotplot.pdf","results/ngs/GSE310664/plots/GSEA/HVL_TOR10/GO_BP/png/dotplot.png"
"MVL_ALL","GO_BP","computed","12385","706","120","550","10","results/ngs/GSE310664/tables/MVL_ALL/GSEA/GO_BP/gsea_result.csv","results/ngs/GSE310664/plots/GSEA/MVL_ALL/GO_BP/pdf/dotplot.pdf","results/ngs/GSE310664/plots/GSEA/MVL_ALL/GO_BP/png/dotplot.png"
"MVL_CRC29","GO_BP","computed","12388","835","484","315","10","results/ngs/GSE310664/tables/MVL_CRC29/GSEA/GO_BP/gsea_result.csv","results/ngs/GSE310664/plots/GSEA/MVL_CRC29/GO_BP/pdf/dotplot.pdf","results/ngs/GSE310664/plots/GSEA/MVL_CRC29/GO_BP/png/dotplot.png"
"MVL_HUB098","GO_BP","computed","12214","1003","340","621","10","results/ngs/GSE310664/tables/MVL_HUB098/GSEA/GO_BP/gsea_result.csv","results/ngs/GSE310664/plots/GSEA/MVL_HUB098/GO_BP/pdf/dotplot.pdf","results/ngs/GSE310664/plots/GSEA/MVL_HUB098/GO_BP/png/dotplot.png"
"MVL_TOR10","GO_BP","computed","12702","1036","388","623","10","results/ngs/GSE310664/tables/MVL_TOR10/GSEA/GO_BP/gsea_result.csv","results/ngs/GSE310664/plots/GSEA/MVL_TOR10/GO_BP/pdf/dotplot.pdf","results/ngs/GSE310664/plots/GSEA/MVL_TOR10/GO_BP/png/dotplot.png"
"HMVL_ALL","GO_CC","computed","12867","347","103","230","10","results/ngs/GSE310664/tables/HMVL_ALL/GSEA/GO_CC/gsea_result.csv","results/ngs/GSE310664/plots/GSEA/HMVL_ALL/GO_CC/pdf/dotplot.pdf","results/ngs/GSE310664/plots/GSEA/HMVL_ALL/GO_CC/png/dotplot.png"
"HMVL_CRC29","GO_CC","computed","12604","310","110","190","10","results/ngs/GSE310664/tables/HMVL_CRC29/GSEA/GO_CC/gsea_result.csv","results/ngs/GSE310664/plots/GSEA/HMVL_CRC29/GO_CC/pdf/dotplot.pdf","results/ngs/GSE310664/plots/GSEA/HMVL_CRC29/GO_CC/png/dotplot.png"
"HMVL_HUB098","GO_CC","computed","12321","181","39","129","10","results/ngs/GSE310664/tables/HMVL_HUB098/GSEA/GO_CC/gsea_result.csv","results/ngs/GSE310664/plots/GSEA/HMVL_HUB098/GO_CC/pdf/dotplot.pdf","results/ngs/GSE310664/plots/GSEA/HMVL_HUB098/GO_CC/png/dotplot.png"
"HMVL_TOR10","GO_CC","computed","12937","284","83","188","10","results/ngs/GSE310664/tables/HMVL_TOR10/GSEA/GO_CC/gsea_result.csv","results/ngs/GSE310664/plots/GSEA/HMVL_TOR10/GO_CC/pdf/dotplot.pdf","results/ngs/GSE310664/plots/GSEA/HMVL_TOR10/GO_CC/png/dotplot.png"
"HVL_ALL","GO_CC","computed","12683","357","114","229","10","results/ngs/GSE310664/tables/HVL_ALL/GSEA/GO_CC/gsea_result.csv","results/ngs/GSE310664/plots/GSEA/HVL_ALL/GO_CC/pdf/dotplot.pdf","results/ngs/GSE310664/plots/GSEA/HVL_ALL/GO_CC/png/dotplot.png"
"HVL_CRC29","GO_CC","computed","12508","359","131","218","10","results/ngs/GSE310664/tables/HVL_CRC29/GSEA/GO_CC/gsea_result.csv","results/ngs/GSE310664/plots/GSEA/HVL_CRC29/GO_CC/pdf/dotplot.pdf","results/ngs/GSE310664/plots/GSEA/HVL_CRC29/GO_CC/png/dotplot.png"
"HVL_HUB098","GO_CC","computed","12356","245","72","160","10","results/ngs/GSE310664/tables/HVL_HUB098/GSEA/GO_CC/gsea_result.csv","results/ngs/GSE310664/plots/GSEA/HVL_HUB098/GO_CC/pdf/dotplot.pdf","results/ngs/GSE310664/plots/GSEA/HVL_HUB098/GO_CC/png/dotplot.png"
"HVL_TOR10","GO_CC","computed","13165","327","106","209","10","results/ngs/GSE310664/tables/HVL_TOR10/GSEA/GO_CC/gsea_result.csv","results/ngs/GSE310664/plots/GSEA/HVL_TOR10/GO_CC/pdf/dotplot.pdf","results/ngs/GSE310664/plots/GSEA/HVL_TOR10/GO_CC/png/dotplot.png"
"MVL_ALL","GO_CC","computed","12385","218","53","149","10","results/ngs/GSE310664/tables/MVL_ALL/GSEA/GO_CC/gsea_result.csv","results/ngs/GSE310664/plots/GSEA/MVL_ALL/GO_CC/pdf/dotplot.pdf","results/ngs/GSE310664/plots/GSEA/MVL_ALL/GO_CC/png/dotplot.png"
"MVL_CRC29","GO_CC","computed","12388","196","86","96","10","results/ngs/GSE310664/tables/MVL_CRC29/GSEA/GO_CC/gsea_result.csv","results/ngs/GSE310664/plots/GSEA/MVL_CRC29/GO_CC/pdf/dotplot.pdf","results/ngs/GSE310664/plots/GSEA/MVL_CRC29/GO_CC/png/dotplot.png"
"MVL_HUB098","GO_CC","computed","12214","203","57","133","10","results/ngs/GSE310664/tables/MVL_HUB098/GSEA/GO_CC/gsea_result.csv","results/ngs/GSE310664/plots/GSEA/MVL_HUB098/GO_CC/pdf/dotplot.pdf","results/ngs/GSE310664/plots/GSEA/MVL_HUB098/GO_CC/png/dotplot.png"
"MVL_TOR10","GO_CC","computed","12702","234","73","146","10","results/ngs/GSE310664/tables/MVL_TOR10/GSEA/GO_CC/gsea_result.csv","results/ngs/GSE310664/plots/GSEA/MVL_TOR10/GO_CC/pdf/dotplot.pdf","results/ngs/GSE310664/plots/GSEA/MVL_TOR10/GO_CC/png/dotplot.png"
"HMVL_ALL","GO_MF","computed","12867","340","125","190","10","results/ngs/GSE310664/tables/HMVL_ALL/GSEA/GO_MF/gsea_result.csv","results/ngs/GSE310664/plots/GSEA/HMVL_ALL/GO_MF/pdf/dotplot.pdf","results/ngs/GSE310664/plots/GSEA/HMVL_ALL/GO_MF/png/dotplot.png"
"HMVL_CRC29","GO_MF","computed","12604","328","129","171","10","results/ngs/GSE310664/tables/HMVL_CRC29/GSEA/GO_MF/gsea_result.csv","results/ngs/GSE310664/plots/GSEA/HMVL_CRC29/GO_MF/pdf/dotplot.pdf","results/ngs/GSE310664/plots/GSEA/HMVL_CRC29/GO_MF/png/dotplot.png"
"HMVL_HUB098","GO_MF","computed","12321","191","60","96","10","results/ngs/GSE310664/tables/HMVL_HUB098/GSEA/GO_MF/gsea_result.csv","results/ngs/GSE310664/plots/GSEA/HMVL_HUB098/GO_MF/pdf/dotplot.pdf","results/ngs/GSE310664/plots/GSEA/HMVL_HUB098/GO_MF/png/dotplot.png"
"HMVL_TOR10","GO_MF","computed","12937","378","171","184","10","results/ngs/GSE310664/tables/HMVL_TOR10/GSEA/GO_MF/gsea_result.csv","results/ngs/GSE310664/plots/GSEA/HMVL_TOR10/GO_MF/pdf/dotplot.pdf","results/ngs/GSE310664/plots/GSEA/HMVL_TOR10/GO_MF/png/dotplot.png"
"HVL_ALL","GO_MF","computed","12683","351","153","171","10","results/ngs/GSE310664/tables/HVL_ALL/GSEA/GO_MF/gsea_result.csv","results/ngs/GSE310664/plots/GSEA/HVL_ALL/GO_MF/pdf/dotplot.pdf","results/ngs/GSE310664/plots/GSEA/HVL_ALL/GO_MF/png/dotplot.png"
"HVL_CRC29","GO_MF","computed","12508","387","174","185","10","results/ngs/GSE310664/tables/HVL_CRC29/GSEA/GO_MF/gsea_result.csv","results/ngs/GSE310664/plots/GSEA/HVL_CRC29/GO_MF/pdf/dotplot.pdf","results/ngs/GSE310664/plots/GSEA/HVL_CRC29/GO_MF/png/dotplot.png"
"HVL_HUB098","GO_MF","computed","12356","331","190","107","10","results/ngs/GSE310664/tables/HVL_HUB098/GSEA/GO_MF/gsea_result.csv","results/ngs/GSE310664/plots/GSEA/HVL_HUB098/GO_MF/pdf/dotplot.pdf","results/ngs/GSE310664/plots/GSEA/HVL_HUB098/GO_MF/png/dotplot.png"
"HVL_TOR10","GO_MF","computed","13165","412","199","194","10","results/ngs/GSE310664/tables/HVL_TOR10/GSEA/GO_MF/gsea_result.csv","results/ngs/GSE310664/plots/GSEA/HVL_TOR10/GO_MF/pdf/dotplot.pdf","results/ngs/GSE310664/plots/GSEA/HVL_TOR10/GO_MF/png/dotplot.png"
"MVL_ALL","GO_MF","computed","12385","216","49","138","10","results/ngs/GSE310664/tables/MVL_ALL/GSEA/GO_MF/gsea_result.csv","results/ngs/GSE310664/plots/GSEA/MVL_ALL/GO_MF/pdf/dotplot.pdf","results/ngs/GSE310664/plots/GSEA/MVL_ALL/GO_MF/png/dotplot.png"
"MVL_CRC29","GO_MF","computed","12388","260","110","120","10","results/ngs/GSE310664/tables/MVL_CRC29/GSEA/GO_MF/gsea_result.csv","results/ngs/GSE310664/plots/GSEA/MVL_CRC29/GO_MF/pdf/dotplot.pdf","results/ngs/GSE310664/plots/GSEA/MVL_CRC29/GO_MF/png/dotplot.png"
"MVL_HUB098","GO_MF","computed","12214","216","69","110","10","results/ngs/GSE310664/tables/MVL_HUB098/GSEA/GO_MF/gsea_result.csv","results/ngs/GSE310664/plots/GSEA/MVL_HUB098/GO_MF/pdf/dotplot.pdf","results/ngs/GSE310664/plots/GSEA/MVL_HUB098/GO_MF/png/dotplot.png"
"MVL_TOR10","GO_MF","computed","12702","334","174","136","10","results/ngs/GSE310664/tables/MVL_TOR10/GSEA/GO_MF/gsea_result.csv","results/ngs/GSE310664/plots/GSEA/MVL_TOR10/GO_MF/pdf/dotplot.pdf","results/ngs/GSE310664/plots/GSEA/MVL_TOR10/GO_MF/png/dotplot.png"
"HMVL_ALL","HPO","computed","12867","814","374","436","10","results/ngs/GSE310664/tables/HMVL_ALL/GSEA/HPO/gsea_result.csv","results/ngs/GSE310664/plots/GSEA/HMVL_ALL/HPO/pdf/dotplot.pdf","results/ngs/GSE310664/plots/GSEA/HMVL_ALL/HPO/png/dotplot.png"
"HMVL_CRC29","HPO","computed","12604","707","507","189","10","results/ngs/GSE310664/tables/HMVL_CRC29/GSEA/HPO/gsea_result.csv","results/ngs/GSE310664/plots/GSEA/HMVL_CRC29/HPO/pdf/dotplot.pdf","results/ngs/GSE310664/plots/GSEA/HMVL_CRC29/HPO/png/dotplot.png"
"HMVL_HUB098","HPO","computed","12321","507","365","132","10","results/ngs/GSE310664/tables/HMVL_HUB098/GSEA/HPO/gsea_result.csv","results/ngs/GSE310664/plots/GSEA/HMVL_HUB098/HPO/pdf/dotplot.pdf","results/ngs/GSE310664/plots/GSEA/HMVL_HUB098/HPO/png/dotplot.png"
"HMVL_TOR10","HPO","computed","12937","938","156","773","10","results/ngs/GSE310664/tables/HMVL_TOR10/GSEA/HPO/gsea_result.csv","results/ngs/GSE310664/plots/GSEA/HMVL_TOR10/HPO/pdf/dotplot.pdf","results/ngs/GSE310664/plots/GSEA/HMVL_TOR10/HPO/png/dotplot.png"
"HVL_ALL","HPO","computed","12683","808","338","456","10","results/ngs/GSE310664/tables/HVL_ALL/GSEA/HPO/gsea_result.csv","results/ngs/GSE310664/plots/GSEA/HVL_ALL/HPO/pdf/dotplot.pdf","results/ngs/GSE310664/plots/GSEA/HVL_ALL/HPO/png/dotplot.png"
"HVL_CRC29","HPO","computed","12508","1114","573","530","10","results/ngs/GSE310664/tables/HVL_CRC29/GSEA/HPO/gsea_result.csv","results/ngs/GSE310664/plots/GSEA/HVL_CRC29/HPO/pdf/dotplot.pdf","results/ngs/GSE310664/plots/GSEA/HVL_CRC29/HPO/png/dotplot.png"
"HVL_HUB098","HPO","computed","12356","745","361","374","10","results/ngs/GSE310664/tables/HVL_HUB098/GSEA/HPO/gsea_result.csv","results/ngs/GSE310664/plots/GSEA/HVL_HUB098/HPO/pdf/dotplot.pdf","results/ngs/GSE310664/plots/GSEA/HVL_HUB098/HPO/png/dotplot.png"
"HVL_TOR10","HPO","computed","13165","908","147","753","10","results/ngs/GSE310664/tables/HVL_TOR10/GSEA/HPO/gsea_result.csv","results/ngs/GSE310664/plots/GSEA/HVL_TOR10/HPO/pdf/dotplot.pdf","results/ngs/GSE310664/plots/GSEA/HVL_TOR10/HPO/png/dotplot.png"
"MVL_ALL","HPO","computed","12385","599","307","276","10","results/ngs/GSE310664/tables/MVL_ALL/GSEA/HPO/gsea_result.csv","results/ngs/GSE310664/plots/GSEA/MVL_ALL/HPO/pdf/dotplot.pdf","results/ngs/GSE310664/plots/GSEA/MVL_ALL/HPO/png/dotplot.png"
"MVL_CRC29","HPO","computed","12388","818","702","102","10","results/ngs/GSE310664/tables/MVL_CRC29/GSEA/HPO/gsea_result.csv","results/ngs/GSE310664/plots/GSEA/MVL_CRC29/HPO/pdf/dotplot.pdf","results/ngs/GSE310664/plots/GSEA/MVL_CRC29/HPO/png/dotplot.png"
"MVL_HUB098","HPO","computed","12214","825","390","425","10","results/ngs/GSE310664/tables/MVL_HUB098/GSEA/HPO/gsea_result.csv","results/ngs/GSE310664/plots/GSEA/MVL_HUB098/HPO/pdf/dotplot.pdf","results/ngs/GSE310664/plots/GSEA/MVL_HUB098/HPO/png/dotplot.png"
"MVL_TOR10","HPO","computed","12702","833","110","714","10","results/ngs/GSE310664/tables/MVL_TOR10/GSEA/HPO/gsea_result.csv","results/ngs/GSE310664/plots/GSEA/MVL_TOR10/HPO/pdf/dotplot.pdf","results/ngs/GSE310664/plots/GSEA/MVL_TOR10/HPO/png/dotplot.png"
"HMVL_ALL","C6","computed","12867","81","48","33","10","results/ngs/GSE310664/tables/HMVL_ALL/GSEA/C6/gsea_result.csv","results/ngs/GSE310664/plots/GSEA/HMVL_ALL/C6/pdf/dotplot.pdf","results/ngs/GSE310664/plots/GSEA/HMVL_ALL/C6/png/dotplot.png"
"HMVL_CRC29","C6","computed","12604","83","57","26","10","results/ngs/GSE310664/tables/HMVL_CRC29/GSEA/C6/gsea_result.csv","results/ngs/GSE310664/plots/GSEA/HMVL_CRC29/C6/pdf/dotplot.pdf","results/ngs/GSE310664/plots/GSEA/HMVL_CRC29/C6/png/dotplot.png"
"HMVL_HUB098","C6","computed","12321","72","43","29","10","results/ngs/GSE310664/tables/HMVL_HUB098/GSEA/C6/gsea_result.csv","results/ngs/GSE310664/plots/GSEA/HMVL_HUB098/C6/pdf/dotplot.pdf","results/ngs/GSE310664/plots/GSEA/HMVL_HUB098/C6/png/dotplot.png"
"HMVL_TOR10","C6","computed","12937","86","62","24","10","results/ngs/GSE310664/tables/HMVL_TOR10/GSEA/C6/gsea_result.csv","results/ngs/GSE310664/plots/GSEA/HMVL_TOR10/C6/pdf/dotplot.pdf","results/ngs/GSE310664/plots/GSEA/HMVL_TOR10/C6/png/dotplot.png"
"HVL_ALL","C6","computed","12683","79","50","29","10","results/ngs/GSE310664/tables/HVL_ALL/GSEA/C6/gsea_result.csv","results/ngs/GSE310664/plots/GSEA/HVL_ALL/C6/pdf/dotplot.pdf","results/ngs/GSE310664/plots/GSEA/HVL_ALL/C6/png/dotplot.png"
"HVL_CRC29","C6","computed","12508","105","77","28","10","results/ngs/GSE310664/tables/HVL_CRC29/GSEA/C6/gsea_result.csv","results/ngs/GSE310664/plots/GSEA/HVL_CRC29/C6/pdf/dotplot.pdf","results/ngs/GSE310664/plots/GSEA/HVL_CRC29/C6/png/dotplot.png"
"HVL_HUB098","C6","computed","12356","108","91","17","10","results/ngs/GSE310664/tables/HVL_HUB098/GSEA/C6/gsea_result.csv","results/ngs/GSE310664/plots/GSEA/HVL_HUB098/C6/pdf/dotplot.pdf","results/ngs/GSE310664/plots/GSEA/HVL_HUB098/C6/png/dotplot.png"
"HVL_TOR10","C6","computed","13165","107","85","22","10","results/ngs/GSE310664/tables/HVL_TOR10/GSEA/C6/gsea_result.csv","results/ngs/GSE310664/plots/GSEA/HVL_TOR10/C6/pdf/dotplot.pdf","results/ngs/GSE310664/plots/GSEA/HVL_TOR10/C6/png/dotplot.png"
"MVL_ALL","C6","computed","12385","49","25","24","10","results/ngs/GSE310664/tables/MVL_ALL/GSEA/C6/gsea_result.csv","results/ngs/GSE310664/plots/GSEA/MVL_ALL/C6/pdf/dotplot.pdf","results/ngs/GSE310664/plots/GSEA/MVL_ALL/C6/png/dotplot.png"
"MVL_CRC29","C6","computed","12388","83","61","22","10","results/ngs/GSE310664/tables/MVL_CRC29/GSEA/C6/gsea_result.csv","results/ngs/GSE310664/plots/GSEA/MVL_CRC29/C6/pdf/dotplot.pdf","results/ngs/GSE310664/plots/GSEA/MVL_CRC29/C6/png/dotplot.png"
