Data_Type,Dataset_ID,Plot_Category,Analysis_Name,GeneSet_Name,GSEA_Result_File,GMT_File,PathwayDenester_Input_File,PathwayDenester_Official_File,PathwayDenester_Result_File,Stdout_File,Stderr_File,PValue_Threshold,To_Test_Threshold,Top_N,Input_GSEA_Terms,Prepared_Terms,Evaluated_Terms,Kept_Terms,Excluded_Terms,Reciprocal_Terms,Excluded_Percent,Status,Error_Message
ngs,GSE282081,ATF3_correlation,2D_J2,IMMUNESIGDB,results/ngs/GSE282081/tables/ATF3_function/2D_J2/GSEA/IMMUNESIGDB/gsea_result.csv,data/reference/pathway_denester/msigdb_symbol_gmt/IMMUNESIGDB.gmt,results/ngs/GSE282081/tables/PathwayDenester/ATF3_correlation/2D_J2/IMMUNESIGDB/pathway_denester_input.tsv,results/ngs/GSE282081/tables/PathwayDenester/ATF3_correlation/2D_J2/IMMUNESIGDB/pathway_denester_official.tsv,results/ngs/GSE282081/tables/PathwayDenester/ATF3_correlation/2D_J2/IMMUNESIGDB/pathway_denester_result.csv,results/ngs/GSE282081/tables/PathwayDenester/ATF3_correlation/2D_J2/IMMUNESIGDB/pathway_denester_stdout.log,results/ngs/GSE282081/tables/PathwayDenester/ATF3_correlation/2D_J2/IMMUNESIGDB/pathway_denester_stderr.log,0.05,0.5,20,829,829,829,825,4,793,0.4825,OK,
ngs,GSE282081,ATF3_correlation,2D_J2,TFT_GTRD,results/ngs/GSE282081/tables/ATF3_function/2D_J2/GSEA/TFT_GTRD/gsea_result.csv,data/reference/pathway_denester/msigdb_symbol_gmt/TFT_GTRD.gmt,results/ngs/GSE282081/tables/PathwayDenester/ATF3_correlation/2D_J2/TFT_GTRD/pathway_denester_input.tsv,results/ngs/GSE282081/tables/PathwayDenester/ATF3_correlation/2D_J2/TFT_GTRD/pathway_denester_official.tsv,results/ngs/GSE282081/tables/PathwayDenester/ATF3_correlation/2D_J2/TFT_GTRD/pathway_denester_result.csv,results/ngs/GSE282081/tables/PathwayDenester/ATF3_correlation/2D_J2/TFT_GTRD/pathway_denester_stdout.log,results/ngs/GSE282081/tables/PathwayDenester/ATF3_correlation/2D_J2/TFT_GTRD/pathway_denester_stderr.log,0.05,0.5,20,46,41,41,41,0,41,0.0,OK,
ngs,GSE282081,ATF3_correlation,2D_J2,TFT_TFT_LEGACY,results/ngs/GSE282081/tables/ATF3_function/2D_J2/GSEA/TFT_TFT_LEGACY/gsea_result.csv,data/reference/pathway_denester/msigdb_symbol_gmt/TFT_TFT_LEGACY.gmt,results/ngs/GSE282081/tables/PathwayDenester/ATF3_correlation/2D_J2/TFT_TFT_LEGACY/pathway_denester_input.tsv,results/ngs/GSE282081/tables/PathwayDenester/ATF3_correlation/2D_J2/TFT_TFT_LEGACY/pathway_denester_official.tsv,results/ngs/GSE282081/tables/PathwayDenester/ATF3_correlation/2D_J2/TFT_TFT_LEGACY/pathway_denester_result.csv,results/ngs/GSE282081/tables/PathwayDenester/ATF3_correlation/2D_J2/TFT_TFT_LEGACY/pathway_denester_stdout.log,results/ngs/GSE282081/tables/PathwayDenester/ATF3_correlation/2D_J2/TFT_TFT_LEGACY/pathway_denester_stderr.log,0.05,0.5,20,65,65,65,65,0,62,0.0,OK,
ngs,GSE282081,ATF3_correlation,2D_J2,hallmark,results/ngs/GSE282081/tables/ATF3_function/2D_J2/GSEA/hallmark/gsea_result.csv,data/reference/pathway_denester/msigdb_symbol_gmt/hallmark.gmt,results/ngs/GSE282081/tables/PathwayDenester/ATF3_correlation/2D_J2/hallmark/pathway_denester_input.tsv,results/ngs/GSE282081/tables/PathwayDenester/ATF3_correlation/2D_J2/hallmark/pathway_denester_official.tsv,results/ngs/GSE282081/tables/PathwayDenester/ATF3_correlation/2D_J2/hallmark/pathway_denester_result.csv,results/ngs/GSE282081/tables/PathwayDenester/ATF3_correlation/2D_J2/hallmark/pathway_denester_stdout.log,results/ngs/GSE282081/tables/PathwayDenester/ATF3_correlation/2D_J2/hallmark/pathway_denester_stderr.log,0.05,0.5,20,4,4,4,4,0,4,0.0,OK,
ngs,GSE282081,ATF3_correlation,2D_J2_hepatocyte,C6,results/ngs/GSE282081/tables/ATF3_function/2D_J2_hepatocyte/GSEA/C6/gsea_result.csv,data/reference/pathway_denester/msigdb_symbol_gmt/C6.gmt,results/ngs/GSE282081/tables/PathwayDenester/ATF3_correlation/2D_J2_hepatocyte/C6/pathway_denester_input.tsv,results/ngs/GSE282081/tables/PathwayDenester/ATF3_correlation/2D_J2_hepatocyte/C6/pathway_denester_official.tsv,results/ngs/GSE282081/tables/PathwayDenester/ATF3_correlation/2D_J2_hepatocyte/C6/pathway_denester_result.csv,results/ngs/GSE282081/tables/PathwayDenester/ATF3_correlation/2D_J2_hepatocyte/C6/pathway_denester_stdout.log,results/ngs/GSE282081/tables/PathwayDenester/ATF3_correlation/2D_J2_hepatocyte/C6/pathway_denester_stderr.log,0.05,0.5,20,31,31,31,31,0,28,0.0,OK,
ngs,GSE282081,ATF3_correlation,2D_J2_hepatocyte,CP_BIOCARTA,results/ngs/GSE282081/tables/ATF3_function/2D_J2_hepatocyte/GSEA/CP_BIOCARTA/gsea_result.csv,data/reference/pathway_denester/msigdb_symbol_gmt/CP_BIOCARTA.gmt,results/ngs/GSE282081/tables/PathwayDenester/ATF3_correlation/2D_J2_hepatocyte/CP_BIOCARTA/pathway_denester_input.tsv,results/ngs/GSE282081/tables/PathwayDenester/ATF3_correlation/2D_J2_hepatocyte/CP_BIOCARTA/pathway_denester_official.tsv,results/ngs/GSE282081/tables/PathwayDenester/ATF3_correlation/2D_J2_hepatocyte/CP_BIOCARTA/pathway_denester_result.csv,results/ngs/GSE282081/tables/PathwayDenester/ATF3_correlation/2D_J2_hepatocyte/CP_BIOCARTA/pathway_denester_stdout.log,results/ngs/GSE282081/tables/PathwayDenester/ATF3_correlation/2D_J2_hepatocyte/CP_BIOCARTA/pathway_denester_stderr.log,0.05,0.5,20,45,45,45,40,5,29,11.1111,OK,
ngs,GSE282081,ATF3_correlation,2D_J2_hepatocyte,CP_KEGG_LEGACY,results/ngs/GSE282081/tables/ATF3_function/2D_J2_hepatocyte/GSEA/CP_KEGG_LEGACY/gsea_result.csv,data/reference/pathway_denester/msigdb_symbol_gmt/CP_KEGG_LEGACY.gmt,results/ngs/GSE282081/tables/PathwayDenester/ATF3_correlation/2D_J2_hepatocyte/CP_KEGG_LEGACY/pathway_denester_input.tsv,results/ngs/GSE282081/tables/PathwayDenester/ATF3_correlation/2D_J2_hepatocyte/CP_KEGG_LEGACY/pathway_denester_official.tsv,results/ngs/GSE282081/tables/PathwayDenester/ATF3_correlation/2D_J2_hepatocyte/CP_KEGG_LEGACY/pathway_denester_result.csv,results/ngs/GSE282081/tables/PathwayDenester/ATF3_correlation/2D_J2_hepatocyte/CP_KEGG_LEGACY/pathway_denester_stdout.log,results/ngs/GSE282081/tables/PathwayDenester/ATF3_correlation/2D_J2_hepatocyte/CP_KEGG_LEGACY/pathway_denester_stderr.log,0.05,0.5,20,51,51,51,46,5,35,9.8039,OK,
ngs,GSE282081,ATF3_correlation,2D_J2_hepatocyte,CP_KEGG_MEDICUS,results/ngs/GSE282081/tables/ATF3_function/2D_J2_hepatocyte/GSEA/CP_KEGG_MEDICUS/gsea_result.csv,data/reference/pathway_denester/msigdb_symbol_gmt/CP_KEGG_MEDICUS.gmt,results/ngs/GSE282081/tables/PathwayDenester/ATF3_correlation/2D_J2_hepatocyte/CP_KEGG_MEDICUS/pathway_denester_input.tsv,results/ngs/GSE282081/tables/PathwayDenester/ATF3_correlation/2D_J2_hepatocyte/CP_KEGG_MEDICUS/pathway_denester_official.tsv,results/ngs/GSE282081/tables/PathwayDenester/ATF3_correlation/2D_J2_hepatocyte/CP_KEGG_MEDICUS/pathway_denester_result.csv,results/ngs/GSE282081/tables/PathwayDenester/ATF3_correlation/2D_J2_hepatocyte/CP_KEGG_MEDICUS/pathway_denester_stdout.log,results/ngs/GSE282081/tables/PathwayDenester/ATF3_correlation/2D_J2_hepatocyte/CP_KEGG_MEDICUS/pathway_denester_stderr.log,0.05,0.5,20,104,104,104,95,9,39,8.6538,OK,
ngs,GSE282081,ATF3_correlation,2D_J2_hepatocyte,CP_REACTOME,results/ngs/GSE282081/tables/ATF3_function/2D_J2_hepatocyte/GSEA/CP_REACTOME/gsea_result.csv,data/reference/pathway_denester/msigdb_symbol_gmt/CP_REACTOME.gmt,results/ngs/GSE282081/tables/PathwayDenester/ATF3_correlation/2D_J2_hepatocyte/CP_REACTOME/pathway_denester_input.tsv,results/ngs/GSE282081/tables/PathwayDenester/ATF3_correlation/2D_J2_hepatocyte/CP_REACTOME/pathway_denester_official.tsv,results/ngs/GSE282081/tables/PathwayDenester/ATF3_correlation/2D_J2_hepatocyte/CP_REACTOME/pathway_denester_result.csv,results/ngs/GSE282081/tables/PathwayDenester/ATF3_correlation/2D_J2_hepatocyte/CP_REACTOME/pathway_denester_stdout.log,results/ngs/GSE282081/tables/PathwayDenester/ATF3_correlation/2D_J2_hepatocyte/CP_REACTOME/pathway_denester_stderr.log,0.05,0.5,20,351,350,350,227,123,149,35.1429,OK,
ngs,GSE282081,ATF3_correlation,2D_J2_hepatocyte,CP_WIKIPATHWAYS,results/ngs/GSE282081/tables/ATF3_function/2D_J2_hepatocyte/GSEA/CP_WIKIPATHWAYS/gsea_result.csv,data/reference/pathway_denester/msigdb_symbol_gmt/CP_WIKIPATHWAYS.gmt,results/ngs/GSE282081/tables/PathwayDenester/ATF3_correlation/2D_J2_hepatocyte/CP_WIKIPATHWAYS/pathway_denester_input.tsv,results/ngs/GSE282081/tables/PathwayDenester/ATF3_correlation/2D_J2_hepatocyte/CP_WIKIPATHWAYS/pathway_denester_official.tsv,results/ngs/GSE282081/tables/PathwayDenester/ATF3_correlation/2D_J2_hepatocyte/CP_WIKIPATHWAYS/pathway_denester_result.csv,results/ngs/GSE282081/tables/PathwayDenester/ATF3_correlation/2D_J2_hepatocyte/CP_WIKIPATHWAYS/pathway_denester_stdout.log,results/ngs/GSE282081/tables/PathwayDenester/ATF3_correlation/2D_J2_hepatocyte/CP_WIKIPATHWAYS/pathway_denester_stderr.log,0.05,0.5,20,189,189,189,163,26,131,13.7566,OK,
ngs,GSE282081,ATF3_correlation,2D_J2_hepatocyte,GO_BP,results/ngs/GSE282081/tables/ATF3_function/2D_J2_hepatocyte/GSEA/GO_BP/gsea_result.csv,data/reference/pathway_denester/msigdb_symbol_gmt/GO_BP.gmt,results/ngs/GSE282081/tables/PathwayDenester/ATF3_correlation/2D_J2_hepatocyte/GO_BP/pathway_denester_input.tsv,results/ngs/GSE282081/tables/PathwayDenester/ATF3_correlation/2D_J2_hepatocyte/GO_BP/pathway_denester_official.tsv,results/ngs/GSE282081/tables/PathwayDenester/ATF3_correlation/2D_J2_hepatocyte/GO_BP/pathway_denester_result.csv,results/ngs/GSE282081/tables/PathwayDenester/ATF3_correlation/2D_J2_hepatocyte/GO_BP/pathway_denester_stdout.log,results/ngs/GSE282081/tables/PathwayDenester/ATF3_correlation/2D_J2_hepatocyte/GO_BP/pathway_denester_stderr.log,0.05,0.5,20,763,758,757,628,129,434,17.041,OK,
ngs,GSE282081,ATF3_correlation,2D_J2_hepatocyte,GO_CC,results/ngs/GSE282081/tables/ATF3_function/2D_J2_hepatocyte/GSEA/GO_CC/gsea_result.csv,data/reference/pathway_denester/msigdb_symbol_gmt/GO_CC.gmt,results/ngs/GSE282081/tables/PathwayDenester/ATF3_correlation/2D_J2_hepatocyte/GO_CC/pathway_denester_input.tsv,results/ngs/GSE282081/tables/PathwayDenester/ATF3_correlation/2D_J2_hepatocyte/GO_CC/pathway_denester_official.tsv,results/ngs/GSE282081/tables/PathwayDenester/ATF3_correlation/2D_J2_hepatocyte/GO_CC/pathway_denester_result.csv,results/ngs/GSE282081/tables/PathwayDenester/ATF3_correlation/2D_J2_hepatocyte/GO_CC/pathway_denester_stdout.log,results/ngs/GSE282081/tables/PathwayDenester/ATF3_correlation/2D_J2_hepatocyte/GO_CC/pathway_denester_stderr.log,0.05,0.5,20,183,181,178,159,19,128,10.6742,OK,
ngs,GSE282081,ATF3_correlation,2D_J2_hepatocyte,GO_MF,results/ngs/GSE282081/tables/ATF3_function/2D_J2_hepatocyte/GSEA/GO_MF/gsea_result.csv,data/reference/pathway_denester/msigdb_symbol_gmt/GO_MF.gmt,results/ngs/GSE282081/tables/PathwayDenester/ATF3_correlation/2D_J2_hepatocyte/GO_MF/pathway_denester_input.tsv,results/ngs/GSE282081/tables/PathwayDenester/ATF3_correlation/2D_J2_hepatocyte/GO_MF/pathway_denester_official.tsv,results/ngs/GSE282081/tables/PathwayDenester/ATF3_correlation/2D_J2_hepatocyte/GO_MF/pathway_denester_result.csv,results/ngs/GSE282081/tables/PathwayDenester/ATF3_correlation/2D_J2_hepatocyte/GO_MF/pathway_denester_stdout.log,results/ngs/GSE282081/tables/PathwayDenester/ATF3_correlation/2D_J2_hepatocyte/GO_MF/pathway_denester_stderr.log,0.05,0.5,20,266,262,261,245,16,191,6.1303,OK,
ngs,GSE282081,ATF3_correlation,2D_J2_hepatocyte,HPO,results/ngs/GSE282081/tables/ATF3_function/2D_J2_hepatocyte/GSEA/HPO/gsea_result.csv,data/reference/pathway_denester/msigdb_symbol_gmt/HPO.gmt,results/ngs/GSE282081/tables/PathwayDenester/ATF3_correlation/2D_J2_hepatocyte/HPO/pathway_denester_input.tsv,results/ngs/GSE282081/tables/PathwayDenester/ATF3_correlation/2D_J2_hepatocyte/HPO/pathway_denester_official.tsv,results/ngs/GSE282081/tables/PathwayDenester/ATF3_correlation/2D_J2_hepatocyte/HPO/pathway_denester_result.csv,results/ngs/GSE282081/tables/PathwayDenester/ATF3_correlation/2D_J2_hepatocyte/HPO/pathway_denester_stdout.log,results/ngs/GSE282081/tables/PathwayDenester/ATF3_correlation/2D_J2_hepatocyte/HPO/pathway_denester_stderr.log,0.05,0.5,20,1283,1282,1282,834,448,540,34.9454,OK,
ngs,GSE282081,ATF3_correlation,2D_J2_hepatocyte,IMMUNESIGDB,results/ngs/GSE282081/tables/ATF3_function/2D_J2_hepatocyte/GSEA/IMMUNESIGDB/gsea_result.csv,data/reference/pathway_denester/msigdb_symbol_gmt/IMMUNESIGDB.gmt,results/ngs/GSE282081/tables/PathwayDenester/ATF3_correlation/2D_J2_hepatocyte/IMMUNESIGDB/pathway_denester_input.tsv,results/ngs/GSE282081/tables/PathwayDenester/ATF3_correlation/2D_J2_hepatocyte/IMMUNESIGDB/pathway_denester_official.tsv,results/ngs/GSE282081/tables/PathwayDenester/ATF3_correlation/2D_J2_hepatocyte/IMMUNESIGDB/pathway_denester_result.csv,results/ngs/GSE282081/tables/PathwayDenester/ATF3_correlation/2D_J2_hepatocyte/IMMUNESIGDB/pathway_denester_stdout.log,results/ngs/GSE282081/tables/PathwayDenester/ATF3_correlation/2D_J2_hepatocyte/IMMUNESIGDB/pathway_denester_stderr.log,0.05,0.5,20,920,920,920,914,6,885,0.6522,OK,
ngs,GSE282081,ATF3_correlation,2D_J2_hepatocyte,TFT_GTRD,results/ngs/GSE282081/tables/ATF3_function/2D_J2_hepatocyte/GSEA/TFT_GTRD/gsea_result.csv,data/reference/pathway_denester/msigdb_symbol_gmt/TFT_GTRD.gmt,results/ngs/GSE282081/tables/PathwayDenester/ATF3_correlation/2D_J2_hepatocyte/TFT_GTRD/pathway_denester_input.tsv,results/ngs/GSE282081/tables/PathwayDenester/ATF3_correlation/2D_J2_hepatocyte/TFT_GTRD/pathway_denester_official.tsv,results/ngs/GSE282081/tables/PathwayDenester/ATF3_correlation/2D_J2_hepatocyte/TFT_GTRD/pathway_denester_result.csv,results/ngs/GSE282081/tables/PathwayDenester/ATF3_correlation/2D_J2_hepatocyte/TFT_GTRD/pathway_denester_stdout.log,results/ngs/GSE282081/tables/PathwayDenester/ATF3_correlation/2D_J2_hepatocyte/TFT_GTRD/pathway_denester_stderr.log,0.05,0.5,20,40,35,35,35,0,35,0.0,OK,
ngs,GSE282081,ATF3_correlation,2D_J2_hepatocyte,TFT_TFT_LEGACY,results/ngs/GSE282081/tables/ATF3_function/2D_J2_hepatocyte/GSEA/TFT_TFT_LEGACY/gsea_result.csv,data/reference/pathway_denester/msigdb_symbol_gmt/TFT_TFT_LEGACY.gmt,results/ngs/GSE282081/tables/PathwayDenester/ATF3_correlation/2D_J2_hepatocyte/TFT_TFT_LEGACY/pathway_denester_input.tsv,results/ngs/GSE282081/tables/PathwayDenester/ATF3_correlation/2D_J2_hepatocyte/TFT_TFT_LEGACY/pathway_denester_official.tsv,results/ngs/GSE282081/tables/PathwayDenester/ATF3_correlation/2D_J2_hepatocyte/TFT_TFT_LEGACY/pathway_denester_result.csv,results/ngs/GSE282081/tables/PathwayDenester/ATF3_correlation/2D_J2_hepatocyte/TFT_TFT_LEGACY/pathway_denester_stdout.log,results/ngs/GSE282081/tables/PathwayDenester/ATF3_correlation/2D_J2_hepatocyte/TFT_TFT_LEGACY/pathway_denester_stderr.log,0.05,0.5,20,149,149,149,148,1,135,0.6711,OK,
ngs,GSE282081,ATF3_correlation,2D_J2_hepatocyte,hallmark,results/ngs/GSE282081/tables/ATF3_function/2D_J2_hepatocyte/GSEA/hallmark/gsea_result.csv,data/reference/pathway_denester/msigdb_symbol_gmt/hallmark.gmt,results/ngs/GSE282081/tables/PathwayDenester/ATF3_correlation/2D_J2_hepatocyte/hallmark/pathway_denester_input.tsv,results/ngs/GSE282081/tables/PathwayDenester/ATF3_correlation/2D_J2_hepatocyte/hallmark/pathway_denester_official.tsv,results/ngs/GSE282081/tables/PathwayDenester/ATF3_correlation/2D_J2_hepatocyte/hallmark/pathway_denester_result.csv,results/ngs/GSE282081/tables/PathwayDenester/ATF3_correlation/2D_J2_hepatocyte/hallmark/pathway_denester_stdout.log,results/ngs/GSE282081/tables/PathwayDenester/ATF3_correlation/2D_J2_hepatocyte/hallmark/pathway_denester_stderr.log,0.05,0.5,20,13,13,13,13,0,13,0.0,OK,
