"TF","Best_Rank","Mean_Rank","Library_Count","Best_P_Value","Best_Adjusted_P_Value","Best_Combined_Score","Library","Top_Terms","Rank","Score","Method","Method_Rank","Method_Score","Method_P_Value","Method_Adjusted_P_Value","Method_Direction","CheA3_Library_Count","CheA3_Libraries","CheA3_Integrated_TopRank","CheA3_Integrated_Score","CheA3_Integrated_Library"
"E2F4","1","2.00000000000000","5","0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001192685121783338","0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001240392526654671","8794.989337266608345089480","ENCODE_and_ChEA_Consensus_TFs_from_ChIP-X(rank=1, adjP=1.24e-200); ENCODE_TF_ChIP-seq_2015(rank=1, adjP=7.68e-169); TRRUST_Transcription_Factors_2019(rank=2, adjP=2.07e-08); ChEA_2022(rank=3, adjP=5.36e-73); Transcription_Factor_PPIs(rank=3, adjP=2.7e-05)","E2F4 ENCODE; E2F4 HeLa-S3 hg19; E2F4 human; E2F4 17652178 ChIP-ChIP JURKAT Human; E2F4","1","8794.989337266608345089480","enrichr","1","8794.989337266608345089480","0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001192685121783338","0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001240392526654671","","6","ENCODE--ChIP-seq(rank=1); Literature--ChIP-seq(rank=2); ReMap--ChIP-seq(rank=2); Enrichr--Queries(rank=61); ARCHS4--Coexpression(rank=178); GTEx--Coexpression(rank=540)","19","0.00673400000000000","ReMap ChIP-seq,0.006734"
"E2F1","1","8.60000000000000","5","0.0000000000000000000000000000000000000000000000000000000000000035594458594106252010747253722504487371953150761565683268127398172550007160997819757194429691598554850940212178790999234325653744035900178643677713119871818","0.00000000000000000000000000000000000000000000000000000000000066650623717463969034736263196952407053539581864093638801444065566620586098551422419928792794681344230817974062691464667044418747480187517784644411799385016","517.272033585428516744287","TRRUST_Transcription_Factors_2019(rank=1, adjP=7.68e-16); ChEA_2022(rank=4, adjP=6.67e-61); ENCODE_and_ChEA_Consensus_TFs_from_ChIP-X(rank=7, adjP=7.72e-30); ENCODE_TF_ChIP-seq_2015(rank=13, adjP=1.66e-23); Transcription_Factor_PPIs(rank=18, adjP=0.00539)","E2F1 human; E2F1 26619117 ChIP-Seq Hepatocytes Mouse Liver; E2F1 CHEA; E2F1 HeLa-S3 hg19; E2F1","2","517.272033585428516744287","enrichr","2","517.272033585428516744287","0.0000000000000000000000000000000000000000000000000000000000000035594458594106252010747253722504487371953150761565683268127398172550007160997819757194429691598554850940212178790999234325653744035900178643677713119871818","0.00000000000000000000000000000000000000000000000000000000000066650623717463969034736263196952407053539581864093638801444065566620586098551422419928792794681344230817974062691464667044418747480187517784644411799385016","","6","Literature--ChIP-seq(rank=3); Enrichr--Queries(rank=6); ENCODE--ChIP-seq(rank=7); GTEx--Coexpression(rank=7); ReMap--ChIP-seq(rank=8); ARCHS4--Coexpression(rank=11)","12","0.00427400000000000","Enrichr Queries,0.004274"
"FOXM1","1","13.20000000000000","5","0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000003813849425603824530940488703404307901090964454748649225065337366658202868270189953197410403767026970556941096","0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000028565732197772628765790922608893042281795867835887777254959470314796298002546653137077156572295337359777615453","7497.421091637028439436108","ChEA_2022(rank=1, adjP=2.86e-106); ENCODE_and_ChEA_Consensus_TFs_from_ChIP-X(rank=2, adjP=2.38e-64); ENCODE_TF_ChIP-seq_2015(rank=3, adjP=2.85e-85); TRRUST_Transcription_Factors_2019(rank=21, adjP=0.111); Transcription_Factor_PPIs(rank=39, adjP=0.0932)","FOXM1 25889361 ChIP-Seq OE33 AND U2OS Human; FOXM1 ENCODE; FOXM1 ECC-1 hg19; FOXM1 human; FOXM1","3","7497.421091637028439436108","enrichr","3","7497.421091637028439436108","0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000003813849425603824530940488703404307901090964454748649225065337366658202868270189953197410403767026970556941096","0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000028565732197772628765790922608893042281795867835887777254959470314796298002546653137077156572295337359777615453","","6","Enrichr--Queries(rank=1); GTEx--Coexpression(rank=1); Literature--ChIP-seq(rank=1); ReMap--ChIP-seq(rank=1); ENCODE--ChIP-seq(rank=2); ARCHS4--Coexpression(rank=5)","2","0.00062230000000000","GTEx Coexpression,6.223E-4"
"MYC","1","14.60000000000000","5","0.0000000000000000000001217731567806872722382247885930373637839064323614080423382511914748294046262344636488705873489379882812500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000","0.00000000000000000001013423271430386017625356110490134042528454511905808038858822772709800119628198444843292236328125000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000","110.962592407872207900255","Transcription_Factor_PPIs(rank=1, adjP=3.07e-09); ChEA_2022(rank=9, adjP=1.01e-20); TRRUST_Transcription_Factors_2019(rank=15, adjP=0.0223); ENCODE_and_ChEA_Consensus_TFs_from_ChIP-X(rank=19, adjP=0.000246); ENCODE_TF_ChIP-seq_2015(rank=29, adjP=1.05e-11)","MYC; MYC 19030024 ChIP-ChIP MESCs Mouse; MYC human; MYC ENCODE; MYC K562 hg19","4","110.962592407872207900255","enrichr","4","110.962592407872207900255","0.0000000000000000000001217731567806872722382247885930373637839064323614080423382511914748294046262344636488705873489379882812500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000","0.00000000000000000001013423271430386017625356110490134042528454511905808038858822772709800119628198444843292236328125000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000","","6","Literature--ChIP-seq(rank=5); ENCODE--ChIP-seq(rank=14); ReMap--ChIP-seq(rank=31); Enrichr--Queries(rank=111); ARCHS4--Coexpression(rank=118); GTEx--Coexpression(rank=271)","111","0.03049000000000000","Literature ChIP-seq,0.03049"
"POU5F1","2","40.33333333333334","3","0.0000002324700038303409726430997454121873957433308532927185297012329101562500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000","0.00002580417042516784293412594741834453770934487693011760711669921875000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000","40.880924344806309989053","Transcription_Factor_PPIs(rank=2, adjP=2.58e-05); ChEA_2022(rank=48, adjP=0.000114); ENCODE_and_ChEA_Consensus_TFs_from_ChIP-X(rank=71, adjP=0.437)","POU5F1; POU5F1 18692474 ChIP-Seq MESCs Mouse; POU5F1 CHEA","5","40.880924344806309989053","enrichr","5","40.880924344806309989053","0.0000002324700038303409726430997454121873957433308532927185297012329101562500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000","0.00002580417042516784293412594741834453770934487693011760711669921875000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000","","5","Literature--ChIP-seq(rank=17); ARCHS4--Coexpression(rank=99); Enrichr--Queries(rank=133); ReMap--ChIP-seq(rank=145); GTEx--Coexpression(rank=1420)","227","0.06081000000000000","ARCHS4 Coexpression,0.06081"
"RBL2","3","3.00000000000000","1","0.0000000013212326181839347715103502359213459571574134088223217986524105072021484375000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000","0.00000011630533501262037313413340560569464443574361212085932493209838867187500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000","1601.803350227980445197318","TRRUST_Transcription_Factors_2019(rank=3, adjP=1.16e-07)","RBL2 mouse","6","1601.803350227980445197318","enrichr","6","1601.803350227980445197318","0.0000000013212326181839347715103502359213459571574134088223217986524105072021484375000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000","0.00000011630533501262037313413340560569464443574361212085932493209838867187500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000","","0","",NA,NA,NA
"NFYB","3","120.20000000000000","5","0.0000000000000000000000000000000000000000000131661024238564554797681556521530031956162478656864848086477976938237950284949391011879476005534544157138629900125406657629412165988469496369361877441406250000000000000000000","0.00000000000000000000000000000000000000000045642488402702386298200865617870014127171482369725589629208243304758592270759283570698183616768546296969984166214118204152327962219715118408203125000000000000000000000000000","278.324131802689180403831","ENCODE_and_ChEA_Consensus_TFs_from_ChIP-X(rank=3, adjP=4.56e-43); ENCODE_TF_ChIP-seq_2015(rank=17, adjP=5.6e-19); Transcription_Factor_PPIs(rank=187, adjP=0.844); TRRUST_Transcription_Factors_2019(rank=196, adjP=0.723); ChEA_2022(rank=198, adjP=0.0963)","NFYB ENCODE; NFYB HeLa-S3 hg19; NFYB; NFYB human; NFYB 21822215 ChIP-Seq K562 Human","7","278.324131802689180403831","enrichr","7","278.324131802689180403831","0.0000000000000000000000000000000000000000000131661024238564554797681556521530031956162478656864848086477976938237950284949391011879476005534544157138629900125406657629412165988469496369361877441406250000000000000000000","0.00000000000000000000000000000000000000000045642488402702386298200865617870014127171482369725589629208243304758592270759283570698183616768546296969984166214118204152327962219715118408203125000000000000000000000000000","","5","ReMap--ChIP-seq(rank=5); ENCODE--ChIP-seq(rank=8); ARCHS4--Coexpression(rank=37); Enrichr--Queries(rank=52); GTEx--Coexpression(rank=523)","62","0.01684000000000000","ReMap ChIP-seq,0.01684"
"BRCA1","4","35.50000000000000","4","0.0000000000347161753753125875977480090787578382097167128961245907703414559364318847656250000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000","0.00000000032822565809386388177418596892966681094483405445316748227924108505249023437500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000","40.899422143027422293926","Transcription_Factor_PPIs(rank=4, adjP=8.62e-05); ENCODE_and_ChEA_Consensus_TFs_from_ChIP-X(rank=11, adjP=3.28e-10); TRRUST_Transcription_Factors_2019(rank=16, adjP=0.03); ENCODE_TF_ChIP-seq_2015(rank=111, adjP=0.000465)","BRCA1; BRCA1 ENCODE; BRCA1 human; BRCA1 GM12878 hg19","8","40.899422143027422293926","enrichr","8","40.899422143027422293926","0.0000000000347161753753125875977480090787578382097167128961245907703414559364318847656250000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000","0.00000000032822565809386388177418596892966681094483405445316748227924108505249023437500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000","","0","",NA,NA,NA
"TP53","4","77.25000000000000","4","0.0000000016323555791244962132582999419215009917483172330321394838392734527587890625000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000","0.00000011630533501262037313413340560569464443574361212085932493209838867187500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000","86.406433475297234281243","TRRUST_Transcription_Factors_2019(rank=4, adjP=1.16e-07); Transcription_Factor_PPIs(rank=7, adjP=0.000321); ENCODE_and_ChEA_Consensus_TFs_from_ChIP-X(rank=63, adjP=0.255); ChEA_2022(rank=235, adjP=0.146)","TP53 human; TP53; TP53 CHEA; TP53 32428506 ChIP-Seq Human Liver Heptoma","9","86.406433475297234281243","enrichr","9","86.406433475297234281243","0.0000000016323555791244962132582999419215009917483172330321394838392734527587890625000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000","0.00000011630533501262037313413340560569464443574361212085932493209838867187500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000","","5","ARCHS4--Coexpression(rank=10); GTEx--Coexpression(rank=83); Literature--ChIP-seq(rank=93); Enrichr--Queries(rank=110); ReMap--ChIP-seq(rank=195)","17","0.00614300000000000","ARCHS4 Coexpression,0.006143"
"NFYA","4","86.80000000000000","5","0.0000000000000000000000000000000000000000004605114932004841983103650976504956758421265930553602604363031788459405664455386350387221387057811383666442025738851917537886038189753890037536621093750000000000000000000000000","0.00000000000000000000000000000000000000001197329882321262388547315522637252680148796275555672865742318584908399113829560832935802859101821815689201816690356849903764668852090835571289062500000000000000000000000000000","303.445171290429414057144","ENCODE_and_ChEA_Consensus_TFs_from_ChIP-X(rank=4, adjP=1.2e-41); ENCODE_TF_ChIP-seq_2015(rank=8, adjP=1.99e-32); Transcription_Factor_PPIs(rank=37, adjP=0.0932); TRRUST_Transcription_Factors_2019(rank=61, adjP=0.668); ChEA_2022(rank=324, adjP=0.305)","NFYA ENCODE; NFYA GM12878 hg19; NFYA; NFYA mouse; NFYA 21822215 ChIP-Seq K562 Human","10","303.445171290429414057144","enrichr","10","303.445171290429414057144","0.0000000000000000000000000000000000000000004605114932004841983103650976504956758421265930553602604363031788459405664455386350387221387057811383666442025738851917537886038189753890037536621093750000000000000000000000000","0.00000000000000000000000000000000000000001197329882321262388547315522637252680148796275555672865742318584908399113829560832935802859101821815689201816690356849903764668852090835571289062500000000000000000000000000000","","5","ENCODE--ChIP-seq(rank=3); ReMap--ChIP-seq(rank=14); GTEx--Coexpression(rank=105); Enrichr--Queries(rank=169); ARCHS4--Coexpression(rank=280)","91","0.02542000000000000","ENCODE ChIP-seq,0.02542"
