"Dataset","Data_Type","Analysis_Name","Analysis_Column","Contrast","Samples_Used","Patients_Used","Experiment_Group","Control_Group","Paired_Design_Used","Up","Down","Total_Significant_Genes","P_Value_Column","P_Value_Cutoff","LogFC_Cutoff","Genes_Filtered_By_EdgeR","Gene_Biotype_Filter","Target_Gene","Target_Gene_LogFC","Target_Gene_P_Value","Target_Gene_adj_P_Val","Target_Gene_Significant","Target_Gene_Status"
"GSE50760","ngs","Liver_metastasis_vs_normal","analysis_Liver_metastasis_vs_normal","Liver_metastasis_vs_normal_vs_Normal_colon","36","18","Liver_metastasis_vs_normal","Normal_colon",TRUE,"3859","3815","7674","P.Value","0.05","0.5","2833","coding","ATF3","0.1482636551318338","0.6008622106179348776","0.667676959175293350",FALSE,"OK"
"GSE50760","ngs","Liver_metastasis_vs_primary","analysis_Liver_metastasis_vs_primary","Liver_metastasis_vs_primary_vs_Primary_tumor","36","18","Liver_metastasis_vs_primary","Primary_tumor",TRUE,"1445","1370","2815","P.Value","0.05","0.5","2799","coding","ATF3","0.7657815811984132","0.0004343395035209736","0.008667486092485206",TRUE,"OK"
"GSE50760","ngs","Primary_tumor_vs_normal","analysis_Primary_tumor_vs_normal","Primary_tumor_vs_normal_vs_Normal_colon","36","18","Primary_tumor_vs_normal","Normal_colon",TRUE,"2841","3003","5844","P.Value","0.05","0.5","2899","coding","ATF3","-0.5812361802583842","0.0611831899450325165","0.107132163502388925",FALSE,"OK"
