"Input_Type","TF_Analysis_Name","Method","Method_Label","Final_TF_Count","Final_Result_File"
"DEG","HVL_ALL","dorothea","DoRothEA","271","results/ngs/GSE310664/TF_summary/deg/HVL_ALL/method_final/dorothea/dorothea_deg_final_result.csv"
"DEG","HVL_ALL","chea3","ChEA3","1632","results/ngs/GSE310664/TF_summary/deg/HVL_ALL/method_final/chea3/chea3_deg_Integrated--topRank.csv"
"DEG","HVL_ALL","viper","VIPER","264","results/ngs/GSE310664/TF_summary/deg/HVL_ALL/method_final/viper/viper_deg_final_result.csv"
"DEG","HVL_ALL","enrichr","ENRICHR","551","results/ngs/GSE310664/TF_summary/deg/HVL_ALL/method_final/enrichr/enrichr_deg_Integrated--topRank.csv"
"DEG","HVL_ALL","trrust","TRRUST","329","results/ngs/GSE310664/TF_summary/deg/HVL_ALL/method_final/trrust/trrust_deg_final_result.csv"
"DEG","HVL_ALL","collectri","CollecTRI","650","results/ngs/GSE310664/TF_summary/deg/HVL_ALL/method_final/collectri/collectri_deg_final_result.csv"
