term_id	term_name	p_value	term_size	intersection_size	intersection
GOMF_PEPTIDE_ANTIGEN_BINDING	GOMF_PEPTIDE_ANTIGEN_BINDING	1e-10	43	32	HLA-DQB1,HLA-DRB1,TRAV12-3,HLA-DQA1,TRAV8-4,TRAV12-1,HLA-A,TRAV29DV5,B2M,TAP1,HLA-C,TRGV9,TRBV12-3,TRBV28,HLA-F,HLA-DMB,TRAV12-2,HLA-DRA,HLA-B,TAPBP,CLEC4M,TRGV3,TRAV19,TRAV23DV6,HLA-G,HLA-DOB,HLA-DPA1,SLC7A5,DHCR24,HLA-E,CD209,FCGRT
GOMF_ANTIGEN_BINDING	GOMF_ANTIGEN_BINDING	1e-10	166	85	IGKV2D-28,HLA-DQB1,KLRC2,IGHV4-28,HLA-DRB1,KLRD1,TRAV12-3,HLA-DQA1,TRAV8-4,TRAV12-1,IGHV1-3,IGHV3-33,HLA-A,IGKV5-2,IGHV3-7,IGHV3-72,IGKV2-30,TRAV29DV5,IGHV3-16,KLRC1,IGHV3-30,LAG3,B2M,TAP1,HLA-C,IGHV3-74,TRGV9,IGHG2,IGHV3-64D,IGHG3,TRBV12-3,IGHV1-45,IGHV3-23,SLAMF1,IGKV3-20,IGLV2-8,IGHV4-4,IGKC,IGHV3-35,IGHV3-73,TRBV28,IGHV5-10-1,IGHD,HLA-F,IGKV3-15,IGHV4-34,HLA-DMB,IGKV1-17,TRAV12-2,HLA-DRA,IGHV7-4-1,ITGA4,IGKV1D-12,IGHV1-18,IGHA2,HLA-B,TAPBP,CLEC4M,IGLV3-1,TRGV3,IGKV1D-33,IGHA1,TRAV19,PLG,IGHV2-70,IGHV3-66,IGHV2-70D,FCN2,JCHAIN,LCK,IGLV3-27,IGHV3-15,IGLV2-14,IGHV3-53,TRAV23DV6,IGKV1-16,IGLV2-23,HLA-G,HLA-DOB,IGHV2-26,IGLC2,LILRA1,HLA-DPA1,IGHV4-59,SLC7A5
GOMF_MHC_PROTEIN_BINDING	GOMF_MHC_PROTEIN_BINDING	2.969783065e-07	40	21	CD8B,KLRK1,KLRD1,CD8A,TRAV8-4,CD244,TRAV29DV5,LAG3,TAP1,TRGV9,TRBV12-3,CYRIB,MARCHF8,LILRB1,CD8B2,CLEC7A,DERL1,TAPBP,CD4,TRGV3,TRAV19
GOMF_MHC_CLASS_IB_RECEPTOR_ACTIVITY	GOMF_MHC_CLASS_IB_RECEPTOR_ACTIVITY	1.5246290335e-06	9	9	KLRC2,KLRK1,KLRD1,KLRC4,KLRC1,CD160,KIR2DL4,KLRC3,LILRB1
GOMF_MAP_KINASE_TYROSINE_SERINE_THREONINE_PHOSPHATASE_ACTIVITY	GOMF_MAP_KINASE_TYROSINE_SERINE_THREONINE_PHOSPHATASE_ACTIVITY	1.50024269175e-05	13	9	DUSP1,DUSP5,DUSP9,DUSP8,DUSP21,DUSP2,DUSP10,DUSP14,DUSP16
GOMF_MHC_PROTEIN_COMPLEX_BINDING	GOMF_MHC_PROTEIN_COMPLEX_BINDING	5.845244913e-07	34	18	HLA-DQB1,KLRC2,HLA-DRB1,KLRD1,CD8A,HLA-DQA1,ATP1B1,KLRC1,B2M,CD160,MS4A1,CYRIB,LILRB1,HLA-DMB,HLA-DRA,HSP90AA1,TAPBP,CD4
GOMF_MHC_CLASS_II_RECEPTOR_ACTIVITY	GOMF_MHC_CLASS_II_RECEPTOR_ACTIVITY	8.45220487765e-05	11	7	HLA-DQB1,HLA-DQA1,CD3E,TRAC,CD3G,CD3D,CD247
GOMF_STRUCTURAL_CONSTITUENT_OF_CHROMATIN	GOMF_STRUCTURAL_CONSTITUENT_OF_CHROMATIN	3.73817274e-08	87	44	H4C2,H2BC9,H2AC18,H2AC19,H2BC5,H1-8,H2AC11,H3C12,H2AC6,H1-2,H2AC20,HMGA1,H2AC12,H2BC13,H3C7,CENPA,H3C13,H3C8,H3-3B,H2AC16,H3-5,H2BC4,H2AC13,H3C10,H4C9,H3C4,H2AC8,H2BC8,H3C3,H2BC12,H3-4,H2AC21,H4C8,H2AC7,H3C15,H2BC3,H4C13,MACROH2A1,H2AC4,H4C5,H2BC21,H1-6,H2BC18,H4C3
GOMF_MAP_KINASE_PHOSPHATASE_ACTIVITY	GOMF_MAP_KINASE_PHOSPHATASE_ACTIVITY	0.0002138801486005	18	9	DUSP1,DUSP5,DUSP9,DUSP8,DUSP21,DUSP2,DUSP10,DUSP14,DUSP16
GOMF_ARACHIDONATE_MONOOXYGENASE_ACTIVITY	GOMF_ARACHIDONATE_MONOOXYGENASE_ACTIVITY	0.0001928249917445	17	5	CYP2B6,CYP2C9,CYP2C18,CYP4F12,CYP2C8
