"Consensus_Rank","TF","Required_Methods","Source_Method_Count","Source_Methods","Mean_Selected_Rank","Best_Selected_Rank","CheA3_Library_Count","CheA3_Libraries","CheA3_Integrated_TopRank","DoRothEA","TRRUST","CollecTRI"
"1","ATF4","DoRothEA;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","7.000000000000000","1","4","ReMap--ChIP-seq(rank=84); GTEx--Coexpression(rank=739); Enrichr--Queries(rank=1006); ARCHS4--Coexpression(rank=1492)","893","rank=12; score=3.7913; p=0.00016171","rank=1; score=8.0554; p=8.8023e-09","rank=8; score=3.9121; p=9.149e-05; direction=Activated"
"2","FOXO3","DoRothEA;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","7.333333333333334","1","4","Literature--ChIP-seq(rank=70); ARCHS4--Coexpression(rank=143); GTEx--Coexpression(rank=208); Enrichr--Queries(rank=419)","333","rank=2; score=6.4887; p=3.2459e-07","rank=19; score=2.4066; p=0.0039212","rank=1; score=6.357; p=2.0571e-10; direction=Activated"
"3","HIF1A","DoRothEA;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","10.333333333333334","1","5","Literature--ChIP-seq(rank=4); ReMap--ChIP-seq(rank=58); ARCHS4--Coexpression(rank=86); Enrichr--Queries(rank=504); GTEx--Coexpression(rank=883)","94","rank=1; score=8.7884; p=1.6277e-09","rank=20; score=2.4031; p=0.0039526","rank=10; score=3.7569; p=0.00017205; direction=Activated"
"4","FOXO1","DoRothEA;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","25.333333333333332","3","5","ReMap--ChIP-seq(rank=70); Literature--ChIP-seq(rank=71); ARCHS4--Coexpression(rank=174); Enrichr--Queries(rank=187); GTEx--Coexpression(rank=604)","393","rank=3; score=6.0509; p=8.8945e-07","rank=33; score=2.0468; p=0.0089779","rank=40; score=2.656; p=0.0079069; direction=Activated"
"5","CLOCK","DoRothEA;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","26.000000000000000","17","5","Literature--ChIP-seq(rank=47); ReMap--ChIP-seq(rank=171); ARCHS4--Coexpression(rank=903); Enrichr--Queries(rank=1321); GTEx--Coexpression(rank=1445)","901","rank=28; score=2.6117; p=0.002445","rank=17; score=2.7339; p=0.0018455","rank=33; score=2.8487; p=0.0043898; direction=Activated"
"6","SMAD4","DoRothEA;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","36.666666666666664","22","5","Literature--ChIP-seq(rank=11); ReMap--ChIP-seq(rank=144); GTEx--Coexpression(rank=1010); Enrichr--Queries(rank=1294); ARCHS4--Coexpression(rank=1394)","253","rank=22; score=2.8753; p=0.0013327","rank=36; score=1.9496; p=0.01123","rank=52; score=2.5399; p=0.011088; direction=Activated"
"7","CREB1","DoRothEA;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","39.000000000000000","28","6","ENCODE--ChIP-seq(rank=76); Literature--ChIP-seq(rank=92); ReMap--ChIP-seq(rank=124); ARCHS4--Coexpression(rank=688); GTEx--Coexpression(rank=868); Enrichr--Queries(rank=1287)","1160","rank=40; score=1.9355; p=0.011602","rank=49; score=1.6238; p=0.023779","rank=28; score=2.8932; p=0.0038128; direction=Activated"
"8","STAT1","DoRothEA;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","43.666666666666664","29","6","ReMap--ChIP-seq(rank=8); ENCODE--ChIP-seq(rank=79); Literature--ChIP-seq(rank=133); ARCHS4--Coexpression(rank=154); Enrichr--Queries(rank=490); GTEx--Coexpression(rank=1534)","103","rank=29; score=2.5955; p=0.0025379","rank=70; score=1.1798; p=0.066094","rank=32; score=2.8585; p=0.0042569; direction=Activated"
"9","SP3","DoRothEA;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","44.333333333333329","5","3","GTEx--Coexpression(rank=368); ARCHS4--Coexpression(rank=935); Enrichr--Queries(rank=1202)","756","rank=5; score=4.987; p=1.0304e-05","rank=7; score=3.6662; p=0.00021567","rank=121; score=1.8519; p=0.064047; direction=Activated"
"10","NR1H3","DoRothEA;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","47.000000000000000","4","5","Literature--ChIP-seq(rank=33); GTEx--Coexpression(rank=152); ReMap--ChIP-seq(rank=223); Enrichr--Queries(rank=250); ARCHS4--Coexpression(rank=486)","352","rank=9; score=4.3318; p=4.6581e-05","rank=4; score=4.2423; p=5.7243e-05","rank=128; score=1.814; p=0.069677; direction=Activated"
