"sig_names","p.value","statistic","p.adj","log10pvalue","stars","Method_Source","p.value.label","p.adj.label","Significance","Adjusted_Significance"
"Cytokines_Li_et_al","0.00000000000000000000000000000000000000013199218641599097175319378542600977978307026385655647627252954936037393906613131966170473428099735947781681599799696869013132527470588684082031250000000000000000000000000000000000000000000000000000","0.442829006549817050","0.00000000000000000000000000000000000000132934987747533754795401980145512109395819622640082355650439558807774106665041050940499630967064952297498892086480282159755006432533264160156250000000000000000000000000000000000000000000000000000","39.87945177710367517","****","IOBR::batch_cor","<0.001","<0.001","***","***"
"CAF_S1","0.00000000000000000000000000000000000000042172952650094676736357023629944442753915824248666317608596644225923629281973216639613347471111190099216786686397995254083070904016494750976562500000000000000000000000000000000000000000000000000000","0.440246390170526747","0.00000000000000000000000000000000000000410095608528506831226066483234838744886075005060769018939423263412128511540339512138865481711591553289769640500139757932629436254501342773437500000000000000000000000000000000000000000000000000000","39.37496599171094402","****","IOBR::batch_cor","<0.001","<0.001","***","***"
"TIP_Killing_of_cancer_cells_2","0.00000000000000000000000000000000000000090722227135334556548241901566711345247008076864272621864460248460924543112001866123578963269164036333988554439144991192733868956565856933593750000000000000000000000000000000000000000000000000000000","0.438531047757958814","0.00000000000000000000000000000000000000852788935072144851129387278722660225452758250293805312629419109739590348528726907970811988522600623208180792289567762054502964019775390625000000000000000000000000000000000000000000000000000000000","39.04228629684718044","****","IOBR::batch_cor","<0.001","<0.001","***","***"
"Caffiene_Metabolism","0.00000000000000000000000000000000000000190723219445244936407533277249902354890173880702245123024469776664707400117423882005607858896839270019044065840319035487482324242591857910156250000000000000000000000000000000000000000000000000000000","-0.436857777713613171","0.00000000000000000000000000000000000001734966060759970249804492623973832332805964819717080585577851017401560754294427451104536742216828768686776029994689451996237039566040039062500000000000000000000000000000000000000000000000000000000","38.71959643090219316","****","IOBR::batch_cor","<0.001","<0.001","***","***"
"Neu_06_PTGS2","0.00000000000000000000000000000000000000468441569263485076362994415232561424427556300327089979719503324663125369894179228328598491347171896195117346550773618218954652547836303710937500000000000000000000000000000000000000000000000000000000","0.434821597866670073","0.00000000000000000000000000000000000004128141329134462353720031766710204599391920626907404893361725226093811000317740205034508013326390203634463915705055114813148975372314453125000000000000000000000000000000000000000000000000000000000","38.32934457282105711","****","IOBR::batch_cor","<0.001","<0.001","***","***"
"Butanoate_Metabolism","0.00000000000000000000000000000000000001113183779809780306282313732016171475152581760403279044647412776907841119492418373848104558697193525694524307567689902498386800289154052734375000000000000000000000000000000000000000000000000000000000","-0.432847046694595561","0.00000000000000000000000000000000000009512661391101757913180858946561451871437571710556602721341921500472479933340155208747271658369180219461114234036358539015054702758789062500000000000000000000000000000000000000000000000000000000000","37.95343313039263933","****","IOBR::batch_cor","<0.001","<0.001","***","***"
"Neutrophils_Bindea_et_al","0.00000000000000000000000000000000000001229475349393312161504949700034550469285362597352447601691522899782519384162788568705567675405328827847872830147935019340366125106811523437500000000000000000000000000000000000000000000000000000000000","0.432619540199002284","0.00000000000000000000000000000000000010197413192026883375430570288487142756079633525253772595233554829230697192376927669139667063008579742100501164259185316041111946105957031250000000000000000000000000000000000000000000000000000000000","37.91028017431020203","****","IOBR::batch_cor","<0.001","<0.001","***","***"
"EMT2","0.00000000000000000000000000000000000003002392349331433301459115360541046117898020519466324991644045636062023108752811368988234130231879115413562431058380752801895141601562500000000000000000000000000000000000000000000000000000000000000000","0.430567487295991869","0.00000000000000000000000000000000000024190704071756121175023109882892667725208587016565396440816067752547245812989165258918758378116689589099053137033479288220405578613281250000000000000000000000000000000000000000000000000000000000000","37.52253255525877051","****","IOBR::batch_cor","<0.001","<0.001","***","***"
"wound_myCAF","0.00000000000000000000000000000000000006570317660074145430965960407646094035220679609148549862419860129485660592388468016875284687068137570720161022563843289390206336975097656250000000000000000000000000000000000000000000000000000000000000","0.428755810341491128","0.00000000000000000000000000000000000051467488337247468714388068634093347605856112841155741244272539613843966621976278923285426551508490999875533589147380553185939788818359375000000000000000000000000000000000000000000000000000000000000","37.18241363277168432","****","IOBR::batch_cor","<0.001","<0.001","***","***"
"Glycosaminoglycan_Biosynthesis","0.00000000000000000000000000000000000009545865241099627633723238328827124606649166409963645860181455967428866559020594768865551308934793914295902084177214419469237327575683593750000000000000000000000000000000000000000000000000000000000000","0.427887790955008673","0.00000000000000000000000000000000000072754972918651217712239894635542826905240226391151477494658039466946465625046424252146719385283234193817492041489458642899990081787109375000000000000000000000000000000000000000000000000000000000000","37.02018470085809554","****","IOBR::batch_cor","<0.001","<0.001","***","***"
"ecm_myCAF","0.00000000000000000000000000000000000040027027248305469569253251007458635067874715590761317137854348743842317343933595255707437367970191743893337843474000692367553710937500000000000000000000000000000000000000000000000000000000000000000000","0.424533182793620345","0.00000000000000000000000000000000000297042675895319553155302014601246196598983550149424057007742746563144487695400252584189251575576967701053376913478132337331771850585937500000000000000000000000000000000000000000000000000000000000000","36.39764666314491137","****","IOBR::batch_cor","<0.001","<0.001","***","***"
"Chemokine_Receptors_Li_et_al","0.00000000000000000000000000000000000165976118299993316528979155901712497545378372416304398327892992510740202224165502332698315392754684349796434617019258439540863037109375000000000000000000000000000000000000000000000000000000000000000000","0.421166889081287577","0.00000000000000000000000000000000001200135009246105488677641087763971372937315148800794740041723790788636485752379491939526576834568194485086678469087928533554077148437500000000000000000000000000000000000000000000000000000000000000000","35.77995439651818543","****","IOBR::batch_cor","<0.001","<0.001","***","***"
"Tryptophan_Metabolism","0.00000000000000000000000000000000004665488223946572322998467194865976562630519131252346033221919481706634371331199928748507499247366592243224658886902034282684326171875000000000000000000000000000000000000000000000000000000000000000000000","-0.413117824588019378","0.00000000000000000000000000000000032891691978823335652240959650541872147300735349258784390621627576495894726846832224192583755961738489759227377362549304962158203125000000000000000000000000000000000000000000000000000000000000000000000","34.33110290242737506","****","IOBR::batch_cor","<0.001","<0.001","***","***"
"Porphyrin_and_Chlorophyll_Metabolism","0.00000000000000000000000000000000038252377058252335746919602731117765129366835903145795571446867424364972652728981325240633672157830602600370184518396854400634765625000000000000000000000000000000000000000000000000000000000000000000000000","-0.407926436365504741","0.00000000000000000000000000000000263101715376272154389380439172661975435196664253968093916931364485086173547887164933501390196024516399120329879224300384521484375000000000000000000000000000000000000000000000000000000000000000000000000","33.41734157198210653","****","IOBR::batch_cor","<0.001","<0.001","***","***"
"Polyamine_Biosynthesis","0.00000000000000000000000000000000046351310028019184318686282333414319731408425531207427744480879522135060662998449345582321554082305681276920950040221214294433593750000000000000000000000000000000000000000000000000000000000000000000000000","0.407448008424207919","0.00000000000000000000000000000000311215938759557364541606189976447735418554138066443277896915875024331716563475349338540806853892206618183990940451622009277343750000000000000000000000000000000000000000000000000000000000000000000000000","33.33393798687223608","****","IOBR::batch_cor","<0.001","<0.001","***","***"
"Epinephrine_Biosynthesis","0.00000000000000000000000000000000059274011915463137783357310864665790541788724710630262869977321457795409406500256652811867846830651274103729519993066787719726562500000000000000000000000000000000000000000000000000000000000000000000000000","-0.406834221024128029","0.00000000000000000000000000000000388727240933967576246842917946478331138461009673252824368968521288445010890201620156435280417639432926080189645290374755859375000000000000000000000000000000000000000000000000000000000000000000000000000","33.22713567688142433","****","IOBR::batch_cor","<0.001","<0.001","***","***"
"Phenylalanine__Tyrosine_and_Tryptophan_Biosynthesis","0.00000000000000000000000000000000124407371561746812264547513455324426020908651067701604189595101558468798857277692913121582701796441483566013630479574203491210937500000000000000000000000000000000000000000000000000000000000000000000000000","-0.404976021106955131","0.00000000000000000000000000000000797338154100286428904681320930613965446276793560389976583985956880755408525697820070789190172177995918900705873966217041015625000000000000000000000000000000000000000000000000000000000000000000000000000","32.90515388545114916","****","IOBR::batch_cor","<0.001","<0.001","***","***"
"Macrophages_Bindea_et_al","0.00000000000000000000000000000000136272414433220275889013917426002709952247216909452686336988231320340158529734732816528219867535653975210152566432952880859375000000000000000000000000000000000000000000000000000000000000000000000000000000","0.404746892227178190","0.00000000000000000000000000000000853973797114847007499599286514783482742562378703554622909894145056067659192524486205279343753460352672846056520938873291015625000000000000000000000000000000000000000000000000000000000000000000000000000","32.86559204931521805","****","IOBR::batch_cor","<0.001","<0.001","***","***"
"Glycosphosphatidylinositol","0.00000000000000000000000000000000498627292399458101906332162267907580706818097449566228913566488403241684400958481042766615165540144971600966528058052062988281250000000000000000000000000000000000000000000000000000000000000000000000000000","-0.401464502086073649","0.00000000000000000000000000000003056802096883634257448363360276583204426463930448825736014142016089393221385702559657684962424184504925506189465522766113281250000000000000000000000000000000000000000000000000000000000000000000000000000","32.30222395404305047","****","IOBR::batch_cor","<0.001","<0.001","***","***"
"Ketone_Biosynthesis_and_Metabolism","0.00000000000000000000000000000002239023037258089874480257122446460335960163241801839484117065927310433966550755568959349406377157265524147078394889831542968750000000000000000000000000000000000000000000000000000000000000000000000000000000","-0.397617566097274500","0.00000000000000000000000000000013434138223548538152117117480915425356597242505564059341997753472834657114094936624856813089934348681708797812461853027343750000000000000000000000000000000000000000000000000000000000000000000000000000000","31.64994143795174253","****","IOBR::batch_cor","<0.001","<0.001","***","***"
"Exosomal_secretion","0.00000000000000000000000000000002955560193679011600713634453722882115907667211601271632010096521021640798969347976822216739201110158319352194666862487792968750000000000000000000000000000000000000000000000000000000000000000000000000000000","-0.396900844997974178","0.00000000000000000000000000000017320531444086392631466569670635378587054170304585029763008427445217030728653076184289649752656714554177597165107727050781250000000000000000000000000000000000000000000000000000000000000000000000000000000","31.52936019127485068","****","IOBR::batch_cor","<0.001","<0.001","***","***"
"Extracellular_vesicle_biogenesis","0.00000000000000000000000000000003009595889220685380349704956534930261831152971660676145681118503551817871228144044828609060537871755514061078429222106933593750000000000000000000000000000000000000000000000000000000000000000000000000000000","-0.396854015097753754","0.00000000000000000000000000000017320531444086392631466569670635378587054170304585029763008427445217030728653076184289649752656714554177597165107727050781250000000000000000000000000000000000000000000000000000000000000000000000000000000","31.52149181499212460","****","IOBR::batch_cor","<0.001","<0.001","***","***"
"TMEscoreB_plus","0.00000000000000000000000000000005045557458831908453694159696792158539801739453673900311448945648275687597579259712626820189029785979073494672775268554687500000000000000000000000000000000000000000000000000000000000000000000000000000000000","0.395515285056902255","0.00000000000000000000000000000028456944067811961927211980283886435509819831406325633656244626110630163354011669916976412508802241063676774501800537109375000000000000000000000000000000000000000000000000000000000000000000000000000000000","31.29709084371452477","****","IOBR::batch_cor","<0.001","<0.001","***","***"
"TMEscoreB_CIR","0.00000000000000000000000000000005751447034168383208249361520227250596511447890683936332326626532397375006157453356577663461379756881797220557928085327148437500000000000000000000000000000000000000000000000000000000000000000000000000000000","0.395175044784654761","0.00000000000000000000000000000031802118894813414193011743380535389172766080396396212433375673628462134759563138689322792096447756193811073899269104003906250000000000000000000000000000000000000000000000000000000000000000000000000000000","31.24022287532918085","****","IOBR::batch_cor","<0.001","<0.001","***","***"
"Gluconeogenesis","0.00000000000000000000000000000006586860065151162319664351348814491809492881196293565807037162780069882952704005997512926029457958065904676914215087890625000000000000000000000000000000000000000000000000000000000000000000000000000000000000","-0.394822220072928554","0.00000000000000000000000000000035721048814858228110125021166668338904040220249510456973093293678114283220755719892511304003335226298077031970024108886718750000000000000000000000000000000000000000000000000000000000000000000000000000000","31.18132156284939427","****","IOBR::batch_cor","<0.001","<0.001","***","***"
"CD4_c0_Tcm","0.00000000000000000000000000000012611678044821272089702968115262049473098456314124378635491222968585788252795715290270617270351749539258889853954315185546875000000000000000000000000000000000000000000000000000000000000000000000000000000000","0.393126499739338775","0.00000000000000000000000000000067103645446030168421770444418515066982325232655236428990478499123136277181624889318078963640346046304330229759216308593750000000000000000000000000000000000000000000000000000000000000000000000000000000000","30.89922712459890874","****","IOBR::batch_cor","<0.001","<0.001","***","***"
"Terpenoid_Backbone_Biosynthesis","0.00000000000000000000000000000038532952213419926580332807119234959470976207330674451084200196554217416025265273427091727853621705435216426849365234375000000000000000000000000000000000000000000000000000000000000000000000000000000000000000","-0.390187419245964284","0.00000000000000000000000000000201227639336748501582575591831512924671404684699310657661206743459480473251195639314281571330411679809913039207458496093750000000000000000000000000000000000000000000000000000000000000000000000000000000000","30.41416771611336856","****","IOBR::batch_cor","<0.001","<0.001","***","***"
"Metabolism_of_Xenobiotics_by_Cytochrome_P450","0.00000000000000000000000000000130841449608402194422297002033542862452124625754271544096848812555967734205293216340204587311291106743738055229187011718750000000000000000000000000000000000000000000000000000000000000000000000000000000000000","-0.386936029797234127","0.00000000000000000000000000000670859796173989327485438684099422597782206796537320556767714660968044513710169252096449099553865380585193634033203125000000000000000000000000000000000000000000000000000000000000000000000000000000000000000","29.88325465291879013","****","IOBR::batch_cor","<0.001","<0.001","***","***"
"Ubiquinone_and_other_Terpenoid_Quinone_Biosynthesis","0.00000000000000000000000000000255806562625497648711541723660149440354479497648712642652171594431602841357382754558513759945981291821226477622985839843750000000000000000000000000000000000000000000000000000000000000000000000000000000000000","-0.385137266143870893","0.00000000000000000000000000001288168761792684639452082463179234599528729715736875613436595901367309524370927120706653568049659952521324157714843750000000000000000000000000000000000000000000000000000000000000000000000000000000000000000","29.59208831804547657","****","IOBR::batch_cor","<0.001","<0.001","***","***"
"Cysteine_and_Methionine_Metabolism","0.00000000000000000000000000000405372448113152187704313962139504101819288233354761510787242337348337406809962741444097744647478975821286439895629882812500000000000000000000000000000000000000000000000000000000000000000000000000000000000000","-0.383895550292380483","0.00000000000000000000000000002005526848559805626598638438602565758019458889277478956117711968400416359026208062976692758638819213956594467163085937500000000000000000000000000000000000000000000000000000000000000000000000000000000000000","29.39214577226621827","****","IOBR::batch_cor","<0.001","<0.001","***","***"
"Pantothenate_and_CoA_Biosynthesis","0.00000000000000000000000000000447358774122420968700473522056917058060477307806652797556348753947392781209375922646387380154919810593128204345703125000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000","-0.383629040804047472","0.00000000000000000000000000002175089212112460349682545886754026859909352319555994502284146264641718347172686179313849663685687119141221046447753906250000000000000000000000000000000000000000000000000000000000000000000000000000000000000","29.34934404034687461","****","IOBR::batch_cor","<0.001","<0.001","***","***"
"Normal_Fibroblast","0.00000000000000000000000000000517348084644483213989074412382677245932423592743165051441513013965861890115815243523789135338120104279369115829467773437500000000000000000000000000000000000000000000000000000000000000000000000000000000000000","0.383235524943066119","0.00000000000000000000000000002470448855123042945566562426288161196471176119022865424006970249265844401481521941388308505338500253856182098388671875000000000000000000000000000000000000000000000000000000000000000000000000000000000000000","29.28621715444369400","****","IOBR::batch_cor","<0.001","<0.001","***","***"
"Mucin_Type_O_Glycan_Biosynthesis","0.00000000000000000000000000000525627415983626149686725212030563631650912472409655635233853615525610903993504983977569366970783448778092861175537109375000000000000000000000000000000000000000000000000000000000000000000000000000000000000000","-0.383192509838088391","0.00000000000000000000000000002470448855123042945566562426288161196471176119022865424006970249265844401481521941388308505338500253856182098388671875000000000000000000000000000000000000000000000000000000000000000000000000000000000000000","29.27932199067072006","****","IOBR::batch_cor","<0.001","<0.001","***","***"
"Pentose_and_Glucuronate_Interconversions","0.00000000000000000000000000000750338025711862952947724304468715729118294820244397037848609557670597692744483830917801014948054216802120208740234375000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000","-0.382226489677268244","0.00000000000000000000000000003468775790995825730276062717343978470428100635867435082564773734119636236701046672070702925338991917669773101806640625000000000000000000000000000000000000000000000000000000000000000000000000000000000000000","29.12474304376925716","****","IOBR::batch_cor","<0.001","<0.001","***","***"
