"Dataset","Analysis_Name","Scope_Group_Column","Scope_Group_Value","Target_Gene","Feature_ID","GeneID","Symbol","Ensembl","Entrez","Biotype","Expression_Mean_Log2_TPM_Plus_1","Expression_SD_Log2_TPM_Plus_1","Correlation","Abs_Correlation","P.Value","adj.P.Val","Samples_Used","Correlation_Method"
"GSE282081","2D_none","liver_niche_model","2D_none","ATF3","ENSG00000121410","ENSG00000121410","A1BG","ENSG00000121410","1","protein_coding","0.1043662155420821552","0.1040826538691588948","-1","1","0.0000000284591215417198","0.00000009886746381122835","3","spearman"
"GSE282081","2D_none","liver_niche_model","2D_none","ATF3","ENSG00000148584","ENSG00000148584","A1CF","ENSG00000148584","29974","protein_coding","0.2116599833695369526","0.0255669487949179083","1","1","0.0000000284591215417198","0.00000009886746381122835","3","spearman"
"GSE282081","2D_none","liver_niche_model","2D_none","ATF3","ENSG00000166535","ENSG00000166535","A2ML1","ENSG00000166535","144568","protein_coding","0.0487757057802832850","0.0487029670589596772","-1","1","0.0000000284591215417198","0.00000009886746381122835","3","spearman"
"GSE282081","2D_none","liver_niche_model","2D_none","ATF3","ENSG00000118017","ENSG00000118017","A4GNT","ENSG00000118017","51146","protein_coding","0.0919694428198250397","0.0918481543732345002","-1","1","0.0000000284591215417198","0.00000009886746381122835","3","spearman"
"GSE282081","2D_none","liver_niche_model","2D_none","ATF3","ENSG00000094914","ENSG00000094914","AAAS","ENSG00000094914","8086","protein_coding","6.3964148611960398583","0.0724311160685088273","-1","1","0.0000000284591215417198","0.00000009886746381122835","3","spearman"
"GSE282081","2D_none","liver_niche_model","2D_none","ATF3","ENSG00000115977","ENSG00000115977","AAK1","ENSG00000115977","22848","protein_coding","2.4062176368171868113","0.0285726382072077588","-1","1","0.0000000284591215417198","0.00000009886746381122835","3","spearman"
"GSE282081","2D_none","liver_niche_model","2D_none","ATF3","ENSG00000087884","ENSG00000087884","AAMDC","ENSG00000087884","28971","protein_coding","0.9057610204895268913","0.0288722717167200736","-1","1","0.0000000284591215417198","0.00000009886746381122835","3","spearman"
"GSE282081","2D_none","liver_niche_model","2D_none","ATF3","ENSG00000129673","ENSG00000129673","AANAT","ENSG00000129673","15","protein_coding","1.1648037717396395596","0.1780069257753924272","1","1","0.0000000284591215417198","0.00000009886746381122835","3","spearman"
"GSE282081","2D_none","liver_niche_model","2D_none","ATF3","ENSG00000090861","ENSG00000090861","AARS1","ENSG00000090861","16","protein_coding","6.3856772879669803089","0.0237977132806022271","1","1","0.0000000284591215417198","0.00000009886746381122835","3","spearman"
"GSE282081","2D_none","liver_niche_model","2D_none","ATF3","ENSG00000124608","ENSG00000124608","AARS2","ENSG00000124608","57505","protein_coding","5.2755727761722654989","0.0708049591256538768","1","1","0.0000000284591215417198","0.00000009886746381122835","3","spearman"
