"Consensus_Rank","TF","Required_Methods","Source_Method_Count","Source_Methods","Mean_Selected_Rank","Best_Selected_Rank","CheA3_Library_Count","CheA3_Libraries","CheA3_Integrated_TopRank","DoRothEA","VIPER","CollecTRI"
"1","SMAD3","DoRothEA;VIPER;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","7.333333333333333","4","5","Literature--ChIP-seq(rank=2); ReMap--ChIP-seq(rank=7); GTEx--Coexpression(rank=209); Enrichr--Queries(rank=271); ARCHS4--Coexpression(rank=853)","45","rank=4; score=4.0863; p=8.1977e-05","rank=12; score=4.3358; direction=Activated","rank=6; score=4.6666; p=3.0624e-06; direction=Activated"
"2","FOXO3","DoRothEA;VIPER;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","12.333333333333334","2","4","Literature--ChIP-seq(rank=33); ARCHS4--Coexpression(rank=385); GTEx--Coexpression(rank=550); Enrichr--Queries(rank=585)","656","rank=17; score=2.8182; p=0.0015199","rank=18; score=3.9322; direction=Activated","rank=2; score=5.483; p=4.1818e-08; direction=Activated"
"3","SMAD4","DoRothEA;VIPER;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","16.000000000000000","8","5","Literature--ChIP-seq(rank=17); ReMap--ChIP-seq(rank=153); Enrichr--Queries(rank=1271); ARCHS4--Coexpression(rank=1468); GTEx--Coexpression(rank=1505)","370","rank=9; score=3.5239; p=0.00029932","rank=31; score=3.3275; direction=Activated","rank=8; score=4.1219; p=3.7584e-05; direction=Activated"
"4","STAT1","DoRothEA;VIPER;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","21.000000000000000","5","6","ENCODE--ChIP-seq(rank=26); ReMap--ChIP-seq(rank=56); Literature--ChIP-seq(rank=100); ARCHS4--Coexpression(rank=193); GTEx--Coexpression(rank=253); Enrichr--Queries(rank=876)","412","rank=5; score=3.9727; p=0.00010648","rank=15; score=4.1212; direction=Activated","rank=43; score=2.6551; p=0.0079287; direction=Activated"
"5","TP53","DoRothEA;VIPER;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","28.666666666666664","1","5","Literature--ChIP-seq(rank=3); ReMap--ChIP-seq(rank=20); GTEx--Coexpression(rank=492); ARCHS4--Coexpression(rank=614); Enrichr--Queries(rank=1020)","65","rank=1; score=8.6716; p=2.1303e-09","rank=3; score=6.1658; direction=Activated","rank=82; score=2.1209; p=0.033932; direction=Activated"
"6","GATA3","DoRothEA;VIPER;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","33.000000000000000","16","6","ENCODE--ChIP-seq(rank=5); ReMap--ChIP-seq(rank=9); Literature--ChIP-seq(rank=35); Enrichr--Queries(rank=50); GTEx--Coexpression(rank=70); ARCHS4--Coexpression(rank=88)","116","rank=16; score=2.9039; p=0.0012476","rank=38; score=2.9904; direction=Activated","rank=45; score=2.6188; p=0.0088231; direction=Activated"
"7","MYC","DoRothEA;VIPER;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","39.666666666666664","6","6","ENCODE--ChIP-seq(rank=59); Literature--ChIP-seq(rank=79); GTEx--Coexpression(rank=120); Enrichr--Queries(rank=200); ReMap--ChIP-seq(rank=203); ARCHS4--Coexpression(rank=811)","276","rank=89; score=0.79218; p=0.16137","rank=6; score=5.2912; direction=Repressed","rank=24; score=3.0515; p=0.0022772; direction=Repressed"
"8","E2F4","DoRothEA;VIPER;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","40.333333333333329","1","6","ENCODE--ChIP-seq(rank=28); Literature--ChIP-seq(rank=87); ReMap--ChIP-seq(rank=113); GTEx--Coexpression(rank=751); ARCHS4--Coexpression(rank=1269); Enrichr--Queries(rank=1300)","752","rank=118; score=0.5464; p=0.28419","rank=2; score=7.0313; direction=Repressed","rank=1; score=7.048; p=1.8147e-12; direction=Repressed"
"9","GATA6","DoRothEA;VIPER;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","42.666666666666664","36","5","ReMap--ChIP-seq(rank=15); Literature--ChIP-seq(rank=27); Enrichr--Queries(rank=76); ARCHS4--Coexpression(rank=231); GTEx--Coexpression(rank=1360)","193","rank=47; score=1.5094; p=0.030943","rank=45; score=2.6993; direction=Activated","rank=36; score=2.7905; p=0.0052631; direction=Activated"
"10","ETS1","DoRothEA;VIPER;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","48.333333333333336","2","6","ENCODE--ChIP-seq(rank=69); Enrichr--Queries(rank=153); Literature--ChIP-seq(rank=160); ARCHS4--Coexpression(rank=174); ReMap--ChIP-seq(rank=222); GTEx--Coexpression(rank=312)","376","rank=2; score=4.6133; p=2.4363e-05","rank=99; score=1.8982; direction=Activated","rank=44; score=2.6369; p=0.0083676; direction=Activated"
