"TF","Score","Activity_Score_Mean","Method_P_Value","Condition_Scores","Method_Direction","Rank","Method","Method_Rank","Method_Score","Method_Adjusted_P_Value","CheA3_Library_Count","CheA3_Libraries","CheA3_Integrated_TopRank","CheA3_Integrated_Score","CheA3_Integrated_Library"
"FOXO3","4.42622489697332711","4.426224896973327105","0.0000000001739421034362493","HT55=2.47; SW948=6.383","Activated","1","collectri","1","4.42622489697332711",NA,"4","Literature--ChIP-seq(rank=74); Enrichr--Queries(rank=522); GTEx--Coexpression(rank=658); ARCHS4--Coexpression(rank=749)","1111","0.371800000000000019","Enrichr Queries,0.3718"
"NR3C1","4.89871382165025704","4.898713821650257039","0.0000000089279197774601057","HT55=5.75; SW948=4.047","Activated","2","collectri","2","4.89871382165025704",NA,"6","ENCODE--ChIP-seq(rank=34); Literature--ChIP-seq(rank=53); ReMap--ChIP-seq(rank=98); ARCHS4--Coexpression(rank=151); Enrichr--Queries(rank=463); GTEx--Coexpression(rank=1142)","343","0.092750000000000013","ARCHS4 Coexpression,0.09275"
"ATF3","4.18431530802865748","4.184315308028657476","0.0000000191834451187466242","HT55=2.749; SW948=5.619","Activated","3","collectri","3","4.18431530802865748",NA,"6","GTEx--Coexpression(rank=2); ReMap--ChIP-seq(rank=5); ARCHS4--Coexpression(rank=6); Enrichr--Queries(rank=7); Literature--ChIP-seq(rank=12); ENCODE--ChIP-seq(rank=50)","5","0.001245000000000000","GTEx Coexpression,0.001245"
"PPARG","3.58642154115962120","3.586421541159621196","0.0000000699410772127121734","HT55=5.391; SW948=1.782","Activated","4","collectri","4","3.58642154115962120",NA,"5","Literature--ChIP-seq(rank=32); GTEx--Coexpression(rank=79); ARCHS4--Coexpression(rank=102); ReMap--ChIP-seq(rank=113); Enrichr--Queries(rank=131)","177","0.049160000000000002","GTEx Coexpression,0.04916"
"HIF1A","4.34816985257041022","4.348169852570410221","0.0000005683633249348083008","HT55=5.002; SW948=3.695","Activated","5","collectri","5","4.34816985257041022",NA,"5","Literature--ChIP-seq(rank=1); ReMap--ChIP-seq(rank=45); ARCHS4--Coexpression(rank=281); GTEx--Coexpression(rank=367); Enrichr--Queries(rank=686)","23","0.006098000000000000","Literature ChIP-seq,0.006098"
"CTNNB1","3.62864791013916133","3.628647910139161326","0.0000014290000539569133217","HT55=4.821; SW948=2.436","Activated","6","collectri","6","3.62864791013916133",NA,"0","",NA,NA,NA
"GLI2","4.17036679241998343","4.170366792419983426","0.0000024219560447227660799","HT55=4.715; SW948=3.626","Activated","7","collectri","7","4.17036679241998343",NA,"3","GTEx--Coexpression(rank=337); Enrichr--Queries(rank=591); ARCHS4--Coexpression(rank=624)","725","0.209699999999999998","GTEx Coexpression,0.2097"
"NR1I3","2.94550443332648548","2.945504433326485483","0.0000047025218289463173433","HT55=4.578; SW948=1.313","Activated","8","collectri","8","2.94550443332648548",NA,"3","GTEx--Coexpression(rank=545); ARCHS4--Coexpression(rank=872); Enrichr--Queries(rank=989)","1044","0.339100000000000013","GTEx Coexpression,0.3391"
"BMAL2","3.17714235569258152","3.177142355692581521","0.0000283579898264301736752","HT55=2.168; SW948=4.186","Activated","9","collectri","9","3.17714235569258152",NA,"0","",NA,NA,NA
"DNMT1","3.02292809154405351","3.022928091544053508","0.0000331782063834293010763","HT55=4.15; SW948=1.895","Activated","10","collectri","10","3.02292809154405351",NA,"2","ARCHS4--Coexpression(rank=742); GTEx--Coexpression(rank=1030)","1259","0.455799999999999983","ARCHS4 Coexpression,0.4558"
"SMAD7","3.21716211172644817","3.217162111726448170","0.0000422730599999152331149","HT55=2.34; SW948=4.095","Activated","11","collectri","11","3.21716211172644817",NA,"0","",NA,NA,NA
"NR2F2","2.67421337957158922","2.674213379571589222","0.0000608266121862764000210","HT55=4.01; SW948=1.339","Activated","12","collectri","12","2.67421337957158922",NA,"5","ENCODE--ChIP-seq(rank=86); ReMap--ChIP-seq(rank=136); Enrichr--Queries(rank=223); GTEx--Coexpression(rank=498); ARCHS4--Coexpression(rank=1525)","578","0.158799999999999997","Enrichr Queries,0.1588"
"SMAD3","3.16559123222797734","3.165591232227977336","0.0000665386536130185455521","HT55=3.988; SW948=2.343","Activated","13","collectri","13","3.16559123222797734",NA,"5","ReMap--ChIP-seq(rank=54); Literature--ChIP-seq(rank=62); GTEx--Coexpression(rank=513); Enrichr--Queries(rank=650); ARCHS4--Coexpression(rank=1023)","648","0.181799999999999989","ReMap ChIP-seq,0.1818"
"PGR","3.78632571905807325","3.786325719058073247","0.0000879248899853953648021","HT55=3.651; SW948=3.922","Activated","14","collectri","14","3.78632571905807325",NA,"4","ReMap--ChIP-seq(rank=95); ARCHS4--Coexpression(rank=264); GTEx--Coexpression(rank=381); Enrichr--Queries(rank=1108)","590","0.162200000000000011","ARCHS4 Coexpression,0.1622"
