"TF","Score","Activity_Score_Mean","Method_P_Value","Condition_Scores","Method_Direction","Rank","Method","Method_Rank","Method_Score","Method_Adjusted_P_Value","CheA3_Library_Count","CheA3_Libraries","CheA3_Integrated_TopRank","CheA3_Integrated_Score","CheA3_Integrated_Library"
"TBPL1","3.707823221705877970","3.707823221705877970","0.000209048503029942036148","HT55=3.708","Activated","17","collectri","17","3.707823221705877970",NA,"2","GTEx--Coexpression(rank=880); ARCHS4--Coexpression(rank=1110)","1341","0.547599999999999976","GTEx Coexpression,0.5476"
"SMAD4","3.702115988572446614","3.702115988572446614","0.000213808826646289136791","HT55=3.702","Activated","18","collectri","18","3.702115988572446614",NA,"5","Literature--ChIP-seq(rank=21); ReMap--ChIP-seq(rank=43); Enrichr--Queries(rank=1227); ARCHS4--Coexpression(rank=1407); GTEx--Coexpression(rank=1446)","449","0.128000000000000003","Literature ChIP-seq,0.128"
"RORC","3.630706592469858940","3.630706592469858940","0.000282646357146482097265","HT55=3.631","Activated","19","collectri","19","3.630706592469858940",NA,"3","Enrichr--Queries(rank=68); ARCHS4--Coexpression(rank=409); GTEx--Coexpression(rank=1027)","191","0.048430000000000001","Enrichr Queries,0.04843"
"NCOR2","3.627264131889993859","3.627264131889993859","0.000286440236441798650596","HT55=3.627","Activated","20","collectri","20","3.627264131889993859",NA,"0","",NA,NA,NA
"TCF4","3.615421260012601667","3.615421260012601667","0.000299859609521022335132","HT55=3.615","Activated","21","collectri","21","3.615421260012601667",NA,"5","ReMap--ChIP-seq(rank=6); Literature--ChIP-seq(rank=19); GTEx--Coexpression(rank=528); Enrichr--Queries(rank=671); ARCHS4--Coexpression(rank=953)","81","0.020199999999999999","ReMap ChIP-seq,0.0202"
"ASCL1","3.558246903746516310","3.558246903746516310","0.000373338294373948850844","HT55=3.558","Activated","22","collectri","22","3.558246903746516310",NA,"4","ReMap--ChIP-seq(rank=199); ARCHS4--Coexpression(rank=612); Enrichr--Queries(rank=649); GTEx--Coexpression(rank=1323)","1063","0.375900000000000012","ARCHS4 Coexpression,0.3759"
"KLF4","3.521770311011023225","3.521770311011023225","0.000428675384797208309379","HT55=3.522","Activated","23","collectri","23","3.521770311011023225",NA,"5","ARCHS4--Coexpression(rank=4); Enrichr--Queries(rank=9); GTEx--Coexpression(rank=32); Literature--ChIP-seq(rank=38); ReMap--ChIP-seq(rank=82)","9","0.002457000000000000","ARCHS4 Coexpression,0.002457"
"CEBPB","3.517999542168220639","3.517999542168220639","0.000434813112812335576286","HT55=3.518","Activated","24","collectri","24","3.517999542168220639",NA,"6","ENCODE--ChIP-seq(rank=1); ReMap--ChIP-seq(rank=9); Enrichr--Queries(rank=40); Literature--ChIP-seq(rank=96); GTEx--Coexpression(rank=100); ARCHS4--Coexpression(rank=175)","33","0.008475000000000000","ENCODE ChIP-seq,0.008475"
"BMAL1","3.505086033530004030","3.505086033530004030","0.000456459752337511938391","HT55=3.505","Activated","25","collectri","25","3.505086033530004030",NA,"0","",NA,NA,NA
"IRF5","3.490858764433144135","3.490858764433144135","0.000481470702012474908223","HT55=3.491","Activated","26","collectri","26","3.490858764433144135",NA,"3","ARCHS4--Coexpression(rank=220); Enrichr--Queries(rank=495); GTEx--Coexpression(rank=583)","467","0.135099999999999998","ARCHS4 Coexpression,0.1351"
"RUNX2","3.474479513041506706","3.474479513041506706","0.000511845447869397522991","HT55=3.474","Activated","27","collectri","27","3.474479513041506706",NA,"5","Literature--ChIP-seq(rank=5); ReMap--ChIP-seq(rank=65); GTEx--Coexpression(rank=119); Enrichr--Queries(rank=186); ARCHS4--Coexpression(rank=229)","119","0.030490000000000000","Literature ChIP-seq,0.03049"
"NCOR1","3.462687553678410968","3.462687553678410968","0.000534809036576684953927","HT55=3.463","Activated","28","collectri","28","3.462687553678410968",NA,"0","",NA,NA,NA
"PPARD","3.394907570221239457","3.394907570221239457","0.000686517732156002261773","HT55=3.395","Activated","29","collectri","29","3.394907570221239457",NA,"4","Literature--ChIP-seq(rank=26); GTEx--Coexpression(rank=417); Enrichr--Queries(rank=523); ARCHS4--Coexpression(rank=756)","537","0.158500000000000002","Literature ChIP-seq,0.1585"
"ATF6","3.385047341640224250","3.385047341640224250","0.000711659793737316553018","HT55=3.385","Activated","30","collectri","30","3.385047341640224250",NA,"3","ARCHS4--Coexpression(rank=361); GTEx--Coexpression(rank=415); Enrichr--Queries(rank=805)","711","0.221700000000000008","ARCHS4 Coexpression,0.2217"
"KDM5A","3.331196516289377740","3.331196516289377740","0.000864735326693425181317","HT55=3.331","Activated","31","collectri","31","3.331196516289377740",NA,"0","",NA,NA,NA
"ZBTB7A","3.317519728386937761","3.317519728386937761","0.000908205015379453389768","HT55=3.318","Activated","32","collectri","32","3.317519728386937761",NA,"5","ENCODE--ChIP-seq(rank=41); ReMap--ChIP-seq(rank=118); ARCHS4--Coexpression(rank=414); GTEx--Coexpression(rank=472); Enrichr--Queries(rank=1052)","792","0.254300000000000026","ARCHS4 Coexpression,0.2543"
"IRF9","3.317187525112892388","3.317187525112892388","0.000909285638894919518924","HT55=3.317","Activated","33","collectri","33","3.317187525112892388",NA,"4","Enrichr--Queries(rank=5); ReMap--ChIP-seq(rank=149); ARCHS4--Coexpression(rank=279); GTEx--Coexpression(rank=385)","14","0.003561000000000000","Enrichr Queries,0.003561"
"ESR2","3.306136715619345967","3.306136715619345967","0.000945919219568466199816","HT55=3.306","Activated","34","collectri","34","3.306136715619345967",NA,"5","Literature--ChIP-seq(rank=13); ReMap--ChIP-seq(rank=133); Enrichr--Queries(rank=525); ARCHS4--Coexpression(rank=666); GTEx--Coexpression(rank=1062)","300","0.079269999999999993","Literature ChIP-seq,0.07927"
"KLF5","3.270954381429784785","3.270954381429784785","0.001071851990427595590141","HT55=3.271","Activated","35","collectri","35","3.270954381429784785",NA,"5","ARCHS4--Coexpression(rank=33); Literature--ChIP-seq(rank=39); GTEx--Coexpression(rank=129); ReMap--ChIP-seq(rank=175); Enrichr--Queries(rank=192)","82","0.020270000000000000","ARCHS4 Coexpression,0.02027"
"STAT2","3.234383798521810238","3.234383798521810238","0.001219055160135288631493","HT55=3.234","Activated","36","collectri","36","3.234383798521810238",NA,"5","ENCODE--ChIP-seq(rank=4); Enrichr--Queries(rank=30); ARCHS4--Coexpression(rank=40); ReMap--ChIP-seq(rank=63); GTEx--Coexpression(rank=1575)","86","0.021370000000000000","Enrichr Queries,0.02137"
"NFKB2","3.233460908894336683","3.233460908894336683","0.001223000723446397101229","HT55=3.233","Activated","37","collectri","37","3.233460908894336683",NA,"4","ReMap--ChIP-seq(rank=26); Enrichr--Queries(rank=102); ARCHS4--Coexpression(rank=224); GTEx--Coexpression(rank=564)","278","0.072650000000000006","Enrichr Queries,0.07265"
"SP3","3.197026056696701257","3.197026056696701257","0.001388523829801993842228","HT55=3.197","Activated","38","collectri","38","3.197026056696701257",NA,"3","GTEx--Coexpression(rank=638); Enrichr--Queries(rank=1173); ARCHS4--Coexpression(rank=1230)","1099","0.397000000000000020","GTEx Coexpression,0.397"
"STAT6","3.194091578451663693","3.194091578451663693","0.001402716119251601030807","HT55=3.194","Activated","39","collectri","39","3.194091578451663693",NA,"4","Literature--ChIP-seq(rank=107); Enrichr--Queries(rank=334); ARCHS4--Coexpression(rank=459); GTEx--Coexpression(rank=1200)","753","0.237900000000000000","Enrichr Queries,0.2379"
"RUNX1","3.184881081673510028","3.184881081673510028","0.001448135032619955048228","HT55=3.185","Activated","40","collectri","40","3.184881081673510028",NA,"5","Literature--ChIP-seq(rank=82); ReMap--ChIP-seq(rank=182); Enrichr--Queries(rank=278); GTEx--Coexpression(rank=324); ARCHS4--Coexpression(rank=596)","653","0.198000000000000009","Enrichr Queries,0.198"
"HHEX","3.183760675908874127","3.183760675908874127","0.001453751515154311224620","HT55=3.184","Activated","41","collectri","41","3.183760675908874127",NA,"4","Enrichr--Queries(rank=18); ReMap--ChIP-seq(rank=73); ARCHS4--Coexpression(rank=718); GTEx--Coexpression(rank=957)","50","0.012820000000000000","Enrichr Queries,0.01282"
"STAT5B","3.114017452653466300","3.114017452653466300","0.001845585725567500676517","HT55=3.114","Activated","42","collectri","42","3.114017452653466300",NA,"4","GTEx--Coexpression(rank=98); ReMap--ChIP-seq(rank=179); ARCHS4--Coexpression(rank=449); Enrichr--Queries(rank=801)","238","0.060979999999999999","GTEx Coexpression,0.06098"
"MSX1","3.113505723322859353","3.113505723322859353","0.001848789241587656334911","HT55=3.114","Activated","43","collectri","43","3.113505723322859353",NA,"3","Enrichr--Queries(rank=127); GTEx--Coexpression(rank=351); ARCHS4--Coexpression(rank=841)","334","0.090460000000000013","Enrichr Queries,0.09046"
"MED1","3.106788093939363726","3.106788093939363726","0.001891319196929510271926","HT55=3.107","Activated","44","collectri","44","3.106788093939363726",NA,"0","",NA,NA,NA
"DDIT3","3.099989082671822160","3.099989082671822160","0.001935277757515225030560","HT55=3.1","Activated","45","collectri","45","3.099989082671822160",NA,"3","Enrichr--Queries(rank=27); GTEx--Coexpression(rank=33); ARCHS4--Coexpression(rank=199)","77","0.019230000000000001","Enrichr Queries,0.01923"
"EPAS1","3.098415629739158739","3.098415629739158739","0.001945583587120395131081","HT55=3.098","Activated","46","collectri","46","3.098415629739158739",NA,"4","ReMap--ChIP-seq(rank=32); ARCHS4--Coexpression(rank=59); Enrichr--Queries(rank=60); GTEx--Coexpression(rank=85)","144","0.036240000000000001","ARCHS4 Coexpression,0.03624"
"ABL1","3.088660722159809691","3.088660722159809691","0.002010609066405147013490","HT55=3.089","Activated","47","collectri","47","3.088660722159809691",NA,"0","",NA,NA,NA
"NFKB1_NFKB2","3.071377290998041687","3.071377290998041687","0.002130737243603803530989","HT55=3.071","Activated","48","collectri","48","3.071377290998041687",NA,"0","",NA,NA,NA
"NFKB1_REL","3.071377290998041687","3.071377290998041687","0.002130737243603803530989","HT55=3.071","Activated","49","collectri","49","3.071377290998041687",NA,"0","",NA,NA,NA
"NFKB1_RELA","3.071377290998041687","3.071377290998041687","0.002130737243603803530989","HT55=3.071","Activated","50","collectri","50","3.071377290998041687",NA,"0","",NA,NA,NA
"NFKB1_RELB","3.071377290998041687","3.071377290998041687","0.002130737243603803530989","HT55=3.071","Activated","51","collectri","51","3.071377290998041687",NA,"0","",NA,NA,NA
"NFKB2_REL","3.071377290998041687","3.071377290998041687","0.002130737243603803530989","HT55=3.071","Activated","52","collectri","52","3.071377290998041687",NA,"0","",NA,NA,NA
"NFKB2_RELA","3.071377290998041687","3.071377290998041687","0.002130737243603803530989","HT55=3.071","Activated","53","collectri","53","3.071377290998041687",NA,"0","",NA,NA,NA
"NFKB2_RELB","3.071377290998041687","3.071377290998041687","0.002130737243603803530989","HT55=3.071","Activated","54","collectri","54","3.071377290998041687",NA,"0","",NA,NA,NA
"REL_RELA","3.071377290998041687","3.071377290998041687","0.002130737243603803530989","HT55=3.071","Activated","55","collectri","55","3.071377290998041687",NA,"0","",NA,NA,NA
"REL_RELB","3.071377290998041687","3.071377290998041687","0.002130737243603803530989","HT55=3.071","Activated","56","collectri","56","3.071377290998041687",NA,"0","",NA,NA,NA
"RELA_RELB","3.071377290998041687","3.071377290998041687","0.002130737243603803530989","HT55=3.071","Activated","57","collectri","57","3.071377290998041687",NA,"0","",NA,NA,NA
"ZEB1","3.067304260286408013","3.067304260286408013","0.002159988739599387214813","HT55=3.067","Activated","58","collectri","58","3.067304260286408013",NA,"5","ENCODE--ChIP-seq(rank=78); ReMap--ChIP-seq(rank=81); GTEx--Coexpression(rank=266); ARCHS4--Coexpression(rank=390); Enrichr--Queries(rank=469)","560","0.165500000000000008","GTEx Coexpression,0.1655"
"RELB","3.065014669290031968","3.065014669290031968","0.002176593211107760283268","HT55=3.065","Activated","59","collectri","59","3.065014669290031968",NA,"4","Enrichr--Queries(rank=19); ReMap--ChIP-seq(rank=115); ARCHS4--Coexpression(rank=131); GTEx--Coexpression(rank=342)","54","0.013530000000000000","Enrichr Queries,0.01353"
"STAT4","3.060978716569476177","3.060978716569476177","0.002206147758874223759745","HT55=3.061","Activated","60","collectri","60","3.060978716569476177",NA,"4","Literature--ChIP-seq(rank=60); ARCHS4--Coexpression(rank=107); Enrichr--Queries(rank=227); GTEx--Coexpression(rank=840)","252","0.065720000000000001","ARCHS4 Coexpression,0.06572"
"AIRE","3.036177967024795699","3.036177967024795699","0.002395978984208930063354","HT55=3.036","Activated","61","collectri","61","3.036177967024795699",NA,"3","Enrichr--Queries(rank=393); ARCHS4--Coexpression(rank=774); GTEx--Coexpression(rank=1079)","859","0.279899999999999982","Enrichr Queries,0.2799"
"REL","3.028470243370899428","3.028470243370899428","0.002457952824823394707976","HT55=3.028","Activated","62","collectri","62","3.028470243370899428",NA,"3","ARCHS4--Coexpression(rank=95); Enrichr--Queries(rank=172); GTEx--Coexpression(rank=406)","227","0.058349999999999999","ARCHS4 Coexpression,0.05835"
"POU2F1","3.025452461155745620","3.025452461155745620","0.002482614284927138047915","HT55=3.025","Activated","63","collectri","63","3.025452461155745620",NA,"4","ReMap--ChIP-seq(rank=224); GTEx--Coexpression(rank=980); ARCHS4--Coexpression(rank=1124); Enrichr--Queries(rank=1303)","1418","0.609800000000000009","GTEx Coexpression,0.6098"
"BACH2","2.986443056680276875","2.986443056680276875","0.002822433968862294705743","HT55=2.986","Activated","64","collectri","64","2.986443056680276875",NA,"4","ReMap--ChIP-seq(rank=170); GTEx--Coexpression(rank=438); Enrichr--Queries(rank=511); ARCHS4--Coexpression(rank=597)","844","0.272600000000000009","GTEx Coexpression,0.2726"
"EGR1","2.973081525745070675","2.973081525745070675","0.002948261306564201305463","HT55=2.973","Activated","65","collectri","65","2.973081525745070675",NA,"6","GTEx--Coexpression(rank=29); Enrichr--Queries(rank=32); Literature--ChIP-seq(rank=75); ENCODE--ChIP-seq(rank=77); ARCHS4--Coexpression(rank=122); ReMap--ChIP-seq(rank=217)","72","0.018050000000000000","GTEx Coexpression,0.01805"
"THRA","2.927765887426933222","2.927765887426933222","0.003414070080796290616865","HT55=2.928","Activated","66","collectri","66","2.927765887426933222",NA,"4","Literature--ChIP-seq(rank=106); ARCHS4--Coexpression(rank=230); Enrichr--Queries(rank=514); GTEx--Coexpression(rank=604)","481","0.141300000000000009","ARCHS4 Coexpression,0.1413"
"HR","2.902417858907808235","2.902417858907808235","0.003702942542524421520173","HT55=2.902","Activated","67","collectri","67","2.902417858907808235",NA,"0","",NA,NA,NA
"E2F1","2.896039560818948200","2.896039560818948200","0.003779047562481823059610","HT55=2.896","Activated","68","collectri","68","2.896039560818948200",NA,"6","ENCODE--ChIP-seq(rank=111); Literature--ChIP-seq(rank=132); ReMap--ChIP-seq(rank=211); Enrichr--Queries(rank=1273); GTEx--Coexpression(rank=1427); ARCHS4--Coexpression(rank=1463)","1519","0.710400000000000031","ReMap ChIP-seq,0.7104"
"ATF3","2.889892026477694831","2.889892026477694831","0.003853741659772729876571","HT55=2.89","Activated","69","collectri","69","2.889892026477694831",NA,"6","ARCHS4--Coexpression(rank=2); Enrichr--Queries(rank=3); GTEx--Coexpression(rank=6); Literature--ChIP-seq(rank=29); ReMap--ChIP-seq(rank=29); ENCODE--ChIP-seq(rank=106)","4","0.001229000000000000","ARCHS4 Coexpression,0.001229"
"SP4","2.846048192134801091","2.846048192134801091","0.004426549517786286178089","HT55=2.846","Activated","70","collectri","70","2.846048192134801091",NA,"5","ENCODE--ChIP-seq(rank=107); ReMap--ChIP-seq(rank=262); Enrichr--Queries(rank=1051); GTEx--Coexpression(rank=1442); ARCHS4--Coexpression(rank=1578)","1551","0.748600000000000043","Enrichr Queries,0.7486"
"ZBTB16","2.845651470538113958","2.845651470538113958","0.004432067503184284641693","HT55=2.846","Activated","71","collectri","71","2.845651470538113958",NA,"4","Enrichr--Queries(rank=72); ARCHS4--Coexpression(rank=128); ReMap--ChIP-seq(rank=293); GTEx--Coexpression(rank=517)","205","0.051279999999999999","Enrichr Queries,0.05128"
"ESR1","2.844957035198775852","2.844957035198775852","0.004441741385392354232731","HT55=2.845","Activated","72","collectri","72","2.844957035198775852",NA,"6","ENCODE--ChIP-seq(rank=2); ReMap--ChIP-seq(rank=2); Literature--ChIP-seq(rank=12); ARCHS4--Coexpression(rank=254); Enrichr--Queries(rank=617); GTEx--Coexpression(rank=709)","26","0.006734000000000000","ReMap ChIP-seq,0.006734"
"DNMT3B","2.838948445058637748","2.838948445058637748","0.004526246918987450636174","HT55=2.839","Activated","73","collectri","73","2.838948445058637748",NA,"0","",NA,NA,NA
"DLX1","2.811517034739833942","2.811517034739833942","0.004930847967903661220601","HT55=2.812","Activated","74","collectri","74","2.811517034739833942",NA,"3","ARCHS4--Coexpression(rank=324); Enrichr--Queries(rank=667); GTEx--Coexpression(rank=1073)","655","0.199000000000000010","ARCHS4 Coexpression,0.199"
"GATA4","2.801291768641803959","2.801291768641803959","0.005089847740788948186885","HT55=2.801","Activated","75","collectri","75","2.801291768641803959",NA,"5","ReMap--ChIP-seq(rank=5); Literature--ChIP-seq(rank=27); ARCHS4--Coexpression(rank=41); Enrichr--Queries(rank=457); GTEx--Coexpression(rank=925)","66","0.016840000000000001","ReMap ChIP-seq,0.01684"
"SSRP1","2.797032548592742529","2.797032548592742529","0.005157433733575555664941","HT55=2.797","Activated","76","collectri","76","2.797032548592742529",NA,"0","",NA,NA,NA
"DNMT3A","2.795396176183658987","2.795396176183658987","0.005183614869618920727168","HT55=2.795","Activated","77","collectri","77","2.795396176183658987",NA,"0","",NA,NA,NA
"SREBF2","2.791237609284937360","-2.791237609284937360","0.005250691098416239606383","HT55=-2.791","Repressed","78","collectri","78","2.791237609284937360",NA,"6","ENCODE--ChIP-seq(rank=80); Literature--ChIP-seq(rank=124); ReMap--ChIP-seq(rank=218); GTEx--Coexpression(rank=549); Enrichr--Queries(rank=1102); ARCHS4--Coexpression(rank=1154)","991","0.341600000000000015","GTEx Coexpression,0.3416"
"HLF","2.762908744114414450","2.762908744114414450","0.005728878109065485557672","HT55=2.763","Activated","79","collectri","79","2.762908744114414450",NA,"3","Enrichr--Queries(rank=122); ARCHS4--Coexpression(rank=257); GTEx--Coexpression(rank=280)","324","0.086889999999999995","Enrichr Queries,0.08689"
"MSX2","2.758999638085927852","2.758999638085927852","0.005797859917996616048452","HT55=2.759","Activated","80","collectri","80","2.758999638085927852",NA,"3","ARCHS4--Coexpression(rank=68); GTEx--Coexpression(rank=155); Enrichr--Queries(rank=194)","166","0.041770000000000002","ARCHS4 Coexpression,0.04177"
"SOX9","2.736781745560163515","2.736781745560163515","0.006204344079704321793245","HT55=2.737","Activated","81","collectri","81","2.736781745560163515",NA,"5","Literature--ChIP-seq(rank=52); Enrichr--Queries(rank=129); ARCHS4--Coexpression(rank=156); ReMap--ChIP-seq(rank=187); GTEx--Coexpression(rank=504)","339","0.091880000000000003","Enrichr Queries,0.09188"
"HIPK2","2.734643406139380950","2.734643406139380950","0.006244788676979682630341","HT55=2.735","Activated","82","collectri","82","2.734643406139380950",NA,"0","",NA,NA,NA
"EN1","2.702161616205036143","-2.702161616205036143","0.006889026732772634588342","HT55=-2.702","Repressed","83","collectri","83","2.702161616205036143",NA,"3","GTEx--Coexpression(rank=247); Enrichr--Queries(rank=756); ARCHS4--Coexpression(rank=1116)","526","0.153700000000000003","GTEx Coexpression,0.1537"
"NCOA1","2.682333342613003602","2.682333342613003602","0.007311056947854085823202","HT55=2.682","Activated","84","collectri","84","2.682333342613003602",NA,"4","ReMap--ChIP-seq(rank=205); ARCHS4--Coexpression(rank=587); GTEx--Coexpression(rank=923); Enrichr--Queries(rank=983)","1033","0.360599999999999976","ARCHS4 Coexpression,0.3606"
"TP73","2.679006917144906907","2.679006917144906907","0.007384086844484849879167","HT55=2.679","Activated","85","collectri","85","2.679006917144906907",NA,"3","GTEx--Coexpression(rank=158); ARCHS4--Coexpression(rank=282); Enrichr--Queries(rank=921)","361","0.098320000000000005","GTEx Coexpression,0.09832"
"FOXO1","2.674222918900910795","2.674222918900910795","0.007490264399970534940632","HT55=2.674","Activated","86","collectri","86","2.674222918900910795",NA,"5","Literature--ChIP-seq(rank=86); ReMap--ChIP-seq(rank=89); Enrichr--Queries(rank=98); ARCHS4--Coexpression(rank=190); GTEx--Coexpression(rank=313)","267","0.069800000000000001","Enrichr Queries,0.0698"
"STAT3","2.661239034886869081","2.661239034886869081","0.007785366531759539340807","HT55=2.661","Activated","87","collectri","87","2.661239034886869081",NA,"6","ENCODE--ChIP-seq(rank=17); Literature--ChIP-seq(rank=43); ReMap--ChIP-seq(rank=77); ARCHS4--Coexpression(rank=397); Enrichr--Queries(rank=662); GTEx--Coexpression(rank=1017)","491","0.144100000000000006","ENCODE ChIP-seq,0.1441"
"DLX2","2.659088382098423242","2.659088382098423242","0.007835240592262484107811","HT55=2.659","Activated","88","collectri","88","2.659088382098423242",NA,"3","Enrichr--Queries(rank=63); ARCHS4--Coexpression(rank=323); GTEx--Coexpression(rank=1004)","180","0.044870000000000000","Enrichr Queries,0.04487"
"CREBZF","2.656107328126855016","-2.656107328126855016","0.007904845140346523219010","HT55=-2.656","Repressed","89","collectri","89","2.656107328126855016",NA,"3","ARCHS4--Coexpression(rank=1312); Enrichr--Queries(rank=1331); GTEx--Coexpression(rank=1486)","1583","0.805899999999999950","ARCHS4 Coexpression,0.8059"
"SP1","2.654472440546223666","2.654472440546223666","0.007943252782692372324092","HT55=2.654","Activated","90","collectri","90","2.654472440546223666",NA,"5","ENCODE--ChIP-seq(rank=81); ReMap--ChIP-seq(rank=131); GTEx--Coexpression(rank=819); Enrichr--Queries(rank=1180); ARCHS4--Coexpression(rank=1334)","1171","0.441099999999999992","ReMap ChIP-seq,0.4411"
"MAFK","2.635641617059809594","2.635641617059809594","0.008397837480631081819027","HT55=2.636","Activated","91","collectri","91","2.635641617059809594",NA,"5","ENCODE--ChIP-seq(rank=5); ReMap--ChIP-seq(rank=66); Enrichr--Queries(rank=166); GTEx--Coexpression(rank=229); ARCHS4--Coexpression(rank=1548)","168","0.042369999999999998","ENCODE ChIP-seq,0.04237"
