"TF","HMVL_ALL","HMVL_CRC29","HMVL_HUB098","HMVL_TOR10","HVL_ALL","HVL_CRC29","HVL_HUB098","HVL_TOR10","MVL_ALL","MVL_CRC29","MVL_HUB098","MVL_TOR10"
"AHR","1.00917922871349286","-0.659688915899307116","2.028308917569250358","2.212062463314000915","1.07680073513033547","1.10826304056740743","2.86470507962713627","0.427166427716400232","0.697910670262848476","-2.630146458017770250","1.537787088228875776","2.20595792554744285"
"AR","1.17320462690135785","0.775633753509917923","0.431893772643342999","0.603840831368954389","1.30227691048522742","0.90560575948748601","1.35153522129074743","1.048228386199907547","0.457349715542181179","0.798013446343106891","-1.117312661111913741","0.67291545901709737"
"ARID2","-0.08219487958221000","-1.567747291483773786","4.605127829773562276","-2.187009553725123734","-0.49251201338481693","-0.80414794523839384","3.32158135966784940","-2.494075972059270008","1.334734420613694628","-1.315910328414576336","4.597303728805536949","-1.75785130443815807"
"ARID3A","1.24297394668142669","2.343272846602852511","-1.126106311637308233","0.399667352882993876","1.79357062407210810","1.01124322923822363","0.90487406287074656","1.861611382498888245","-0.884041060730212824","2.353314702392718338","-2.289703747732524608","-0.94663177389610287"
"ARNT","1.89806340966244758","-0.210628747331317534","2.754428274990291303","2.175428265025724173","2.15039165015385025","0.29496737407783152","5.97529011371132235","1.164248478818227017","0.952912422481922428","-0.874808975966627878","0.151795131149332491","2.17085206068727343"
"ARNTL","0.41488382642462679","0.383419550791366248","0.430026454326746244","-0.488706188322770352","0.01200619983224535","-0.98477298911777544","-0.53891812471903977","-0.242003864199264729","1.088817961270346579","1.794623331946525902","0.648513564128918585","-0.66980114065355612"
"ASCL1","1.51537384110641415","2.892036707867400303","0.514305426753703943","1.891092506801637319","1.51997389568688068","1.23167446050405371","2.42447328855467426","2.780436244040753735","1.341071115201758479","3.441796108146023325","-1.975003643107707152","1.59909185484795779"
"ATF1","-0.82851639043104330","-1.595375192441982337","0.233306549711947087","0.127359761940706806","-1.01707860314461129","-2.53907651350204855","0.63086205698176689","-0.901074153046834914","-1.019354487637297968","-0.297593310495335328","-0.215950933674469436","-0.08393567088588118"
"ATF2","1.48352564494053807","1.361704910304253779","0.863391364294371688","1.343755378742843343","1.07243212216197459","1.59271482109581886","1.16502134998636553","2.186491646679243672","1.542222050829046509","0.972121930592748651","0.372571303087282590","1.13820074451984787"
"ATF3","-0.43692248260852329","-0.873032052851766549","1.715552438762334653","-0.921104550093996388","-1.48649439998359667","-1.72938251004041788","-0.64187748015914015","-1.297881875265374685","1.753276490483461014","-0.491148498008873002","3.798657616152634198","-0.74235269001298065"
"ATF4","0.39047709056701829","-0.327969361893803268","1.053051131140132268","0.733950157539326575","-0.01459111762685138","-1.64056204514715764","1.56552783111044280","1.575943230728315436","0.793853195895380503","0.564855015281118034","0.982491658664174761","0.08183148457710775"
"ATF6","-1.46204269353493577","-2.897088784847903220","0.134622903007768135","-1.767295556817933599","-1.13651479172589953","-2.66199546136469722","-1.21146096374820678","-0.703583440471998278","-1.535575447620820100","-3.089040840431265700","1.007127160629385232","-2.35767168120884074"
"ATF7","1.62954888979796708","-0.184281480926806129","1.836224613081950396","1.174093846798543561","2.01250881420702310","0.58085932335547941","5.29121770344789510","0.742642376501270296","0.505408295959953291","-1.296595667984147937","-0.022278138496487673","1.70851747634273110"
"BACH1","0.42535653340679841","-0.162175390786611084","-0.250419449500053903","1.432799207056394630","0.58846538663642178","0.39690210408829207","1.83802416365527366","1.158441354717172134","-0.106224757024597841","-0.258965090560689226","-1.444653631215038203","2.06119965668774574"
"BACH2","-0.01594662174737782","-1.458108408635681030","-0.056101359690493346","1.514029536332488934","0.54655724340123790","-0.79468078762395833","2.45251773127281147","1.400330867015787462","-1.303240883786345838","-0.619088918574558944","-2.201618858902524067","1.23724479279847310"
"BATF","0.73429439238621741","-2.596243864378474875","1.254261266107434603","2.000104951111741247","1.42289740858196057","-0.20880016979784127","3.20281041438954350","1.651971607017208798","-0.594096744692945045","-2.664512841988686098","-0.307251784800958494","1.52219278813226677"
"BCL11A","1.24682117305733953","-0.194656689129544092","1.680293026637757592","1.233092395663010432","1.43477950646519758","-0.56817149271916134","4.72314640210317638","0.537031424530482693","0.737795824467058270","0.605886316691183979","-0.142605737654022235","1.15201799068558985"
"BCL6","-1.82697030184710663","-1.231670706530643367","-1.245830294821110629","-0.450598187102461190","-2.48452824600079980","-1.87043455470133924","-3.87313864480231995","-0.528706796885795249","-0.304407605668522485","-0.883109763758565536","0.127651920363029719","-0.56516060762247566"
"BHLHE22","-0.09584299660920606","-0.155446013570755381","-0.600571030260793393","0.140520359190562161","-0.58758599133534428","0.21798408671884639","-1.85071337288630211","-0.696237596330039787","0.755842944489807933","-0.542182229229022705","0.252603090914577333","0.24530750533517401"
"BHLHE40","-0.82718887084850312","-1.695105720650514902","0.449880160787450856","0.553787758605188141","-1.50970065212874460","-0.62953925573723890","-1.74830944698611823","0.028993110061173236","0.678920656887400442","-2.674692784792549460","3.397728458310235400","0.93355135256852373"
"CDX2","0.58206140861256861","0.571055161992049420",NA,"3.791899983074028757","0.58672217114120229","1.37342840287141654","-0.79829082415381991","4.739903579943351986","0.276613915178465009","0.324498528196309755",NA,"4.28675464422125785"
"CEBPA","-0.47807387679035640","-0.154404199821686794","0.075585525315441812","-0.398736342917758557","-0.68066715913482612","-0.69484685644217214","2.00400568517181643","-0.935690927314458909","-0.424244998902966797","1.335165829204781662","-0.457792638399574903","-0.43020443087793586"
"CEBPB","0.89546247368389187","0.761176939800006447","0.304015309366561570","0.982350277649680970","1.18798000083251210","1.84263341714537043","2.35840953301421674","1.937510205123263107","-0.168025110582053022","0.165217009022626149","0.542012354244643224","0.62458498369969084"
"CEBPD","0.18561087820728023","0.596751243640997742","0.894919262204068033","0.824332777360485602","-0.07598592241014986","-0.09088736808109869","2.96360578688085985","1.242697777435914031","0.732492620685986751","1.960016744041547465","0.157687749881577743","0.78278228914588088"
"CEBPG","0.58919617906157995","-1.149586171980393923","1.485081362287683948","0.646687377646784745","1.25101695754550235","-0.83234309689078056","4.92462103031372944","1.198624396307186757","-1.358057354034364561","-2.000365914332145945","-1.703586832538253937","0.56051992389364513"
"CLOCK","2.33555758150176995","0.569878181429632202","1.382137990983380416","0.881326734143308976","2.49287792867854296","1.50585391245111433","2.99508079950597272","1.572205002783462646","0.928211755500049529","-0.374411582060345860","0.023410665968542570","0.16479236259228219"
