Pathway,SOX9 B1,SOX5 01,SRY 02,TCCATTKW UNKNOWN,STAT5A 03,TCF1P Q6,NKX22 01,YNGTTNNNATT UNKNOWN,YATTNATC UNKNOWN,PAX4 02,POU3F2 02,CDC5 01,CART1 01,FOXO4 02,FOXO3 01,FOXO1 02,FOXO1 01,FOXO4 01,HLF 01,DR4 Q2,TCF4 Q5,LEF1 Q6,ACAWYAAAG UNKNOWN,WGGAATGY TEF1 Q6,MAF Q6,SRY 01,LEF1 Q2,OCT Q6,OCT1 Q5 01,OCT1 B,YATGNWAAT OCT C,IRF1 01,NF1 Q6 01,SRF Q6,SRF 01,SRF C,SRF Q4,SRF Q5 01,SP1 Q6,SP1 Q4 01
YATGNWAAT OCT C,0.04904632152588556,0.08446866485013624,0.0681198910081744,0.04904632152588556,0.09536784741144415,0.04087193460490463,0.04904632152588556,0.07356948228882834,0.09264305177111716,0.08446866485013624,0.30517711171662126,0.08719346049046321,0.09809264305177112,0.07084468664850137,0.07629427792915532,0.08719346049046321,0.09809264305177112,0.1008174386920981,0.051771117166212535,0.05449591280653951,0.04904632152588556,0.0681198910081744,0.035422343324250684,0.07084468664850137,0.051771117166212535,0.04632152588555858,0.035422343324250684,0.46321525885558584,0.4359673024523161,0.4141689373297003,1.0,0.0653950953678474,0.051771117166212535,0.0681198910081744,0.010899182561307902,0.051771117166212535,0.06267029972752043,0.05449591280653951,0.043596730245231606,0.04087193460490463
IRF1 01,0.050980392156862744,0.058823529411764705,0.08235294117647059,0.058823529411764705,0.054901960784313725,0.09803921568627451,0.043137254901960784,0.09411764705882353,0.07450980392156863,0.07450980392156863,0.06666666666666667,0.07450980392156863,0.08627450980392157,0.0784313725490196,0.07450980392156863,0.058823529411764705,0.07450980392156863,0.058823529411764705,0.050980392156862744,0.047058823529411764,0.06274509803921569,0.047058823529411764,0.011764705882352941,0.043137254901960784,0.054901960784313725,0.08235294117647059,0.054901960784313725,0.07450980392156863,0.0784313725490196,0.0784313725490196,0.09411764705882353,1.0,0.050980392156862744,0.03529411764705882,0.00784313725490196,0.03529411764705882,0.03529411764705882,0.050980392156862744,0.023529411764705882,0.023529411764705882
NF1 Q6 01,0.028985507246376812,0.06521739130434782,0.05434782608695652,0.036231884057971016,0.050724637681159424,0.025362318840579712,0.03260869565217391,0.06521739130434782,0.06159420289855073,0.06521739130434782,0.043478260869565216,0.06159420289855073,0.050724637681159424,0.057971014492753624,0.03985507246376811,0.03260869565217391,0.043478260869565216,0.050724637681159424,0.03260869565217391,0.06159420289855073,0.04710144927536232,0.06159420289855073,0.014492753623188406,0.07971014492753623,0.050724637681159424,0.04710144927536232,0.03985507246376811,0.03985507246376811,0.043478260869565216,0.043478260869565216,0.06884057971014493,0.04710144927536232,1.0,0.050724637681159424,0.0,0.06521739130434782,0.050724637681159424,0.06159420289855073,0.03260869565217391,0.036231884057971016
SRF Q6,0.04435483870967742,0.06854838709677419,0.056451612903225805,0.12096774193548387,0.06048387096774194,0.036290322580645164,0.05241935483870968,0.0967741935483871,0.06854838709677419,0.05241935483870968,0.05241935483870968,0.06048387096774194,0.04435483870967742,0.07661290322580645,0.10080645161290322,0.06854838709677419,0.05241935483870968,0.056451612903225805,0.04838709677419355,0.07661290322580645,0.056451612903225805,0.04838709677419355,0.028225806451612902,0.0846774193548387,0.05241935483870968,0.03225806451612903,0.04032258064516129,0.06048387096774194,0.06854838709677419,0.06451612903225806,0.10080645161290322,0.036290322580645164,0.056451612903225805,1.0,0.1693548387096774,0.5887096774193549,0.6169354838709677,0.6169354838709677,0.036290322580645164,0.04032258064516129
SRF 01,0.0,0.0,0.0,0.09803921568627451,0.0392156862745098,0.0392156862745098,0.0392156862745098,0.058823529411764705,0.0784313725490196,0.058823529411764705,0.0392156862745098,0.0784313725490196,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.0392156862745098,0.0392156862745098,0.0,0.0196078431372549,0.0392156862745098,0.0392156862745098,0.0,0.058823529411764705,0.0392156862745098,0.0196078431372549,0.0392156862745098,0.058823529411764705,0.0784313725490196,0.0392156862745098,0.0784313725490196,0.0392156862745098,0.0,0.8235294117647058,1.0,0.9215686274509803,0.7647058823529411,0.803921568627451,0.0196078431372549,0.0196078431372549
SRF C,0.046511627906976744,0.06511627906976744,0.08372093023255814,0.10697674418604651,0.05116279069767442,0.037209302325581395,0.05581395348837209,0.10232558139534884,0.06046511627906977,0.046511627906976744,0.07441860465116279,0.05116279069767442,0.05581395348837209,0.06046511627906977,0.08837209302325581,0.06511627906976744,0.046511627906976744,0.04186046511627907,0.037209302325581395,0.07441860465116279,0.04186046511627907,0.037209302325581395,0.009302325581395349,0.10232558139534884,0.07441860465116279,0.03255813953488372,0.05581395348837209,0.06511627906976744,0.06511627906976744,0.05116279069767442,0.08837209302325581,0.04186046511627907,0.08372093023255814,0.6790697674418604,0.2186046511627907,1.0,0.6046511627906976,0.6,0.046511627906976744,0.046511627906976744
SRF Q4,0.0391304347826087,0.08695652173913043,0.0782608695652174,0.10869565217391304,0.0782608695652174,0.06086956521739131,0.06521739130434782,0.09130434782608696,0.0782608695652174,0.04782608695652174,0.06086956521739131,0.08260869565217391,0.06521739130434782,0.09130434782608696,0.09565217391304348,0.08260869565217391,0.06086956521739131,0.04782608695652174,0.05652173913043478,0.1,0.07391304347826087,0.06086956521739131,0.034782608695652174,0.09565217391304348,0.06956521739130435,0.043478260869565216,0.034782608695652174,0.0782608695652174,0.08695652173913043,0.0782608695652174,0.1,0.0391304347826087,0.06086956521739131,0.6652173913043479,0.16956521739130434,0.5652173913043478,1.0,0.6869565217391305,0.02608695652173913,0.02608695652173913
SRF Q5 01,0.03111111111111111,0.08444444444444445,0.07555555555555556,0.10222222222222223,0.07555555555555556,0.05333333333333334,0.044444444444444446,0.10666666666666667,0.08,0.044444444444444446,0.07111111111111111,0.06222222222222222,0.06666666666666667,0.10666666666666667,0.10666666666666667,0.09777777777777778,0.05333333333333334,0.044444444444444446,0.06222222222222222,0.06666666666666667,0.07555555555555556,0.057777777777777775,0.03111111111111111,0.07555555555555556,0.08888888888888889,0.04888888888888889,0.035555555555555556,0.06666666666666667,0.06666666666666667,0.06222222222222222,0.08888888888888889,0.057777777777777775,0.07555555555555556,0.68,0.18222222222222223,0.5733333333333334,0.7022222222222222,1.0,0.035555555555555556,0.035555555555555556
SP1 Q6,0.038461538461538464,0.03076923076923077,0.038461538461538464,0.04230769230769231,0.03076923076923077,0.038461538461538464,0.019230769230769232,0.057692307692307696,0.04230769230769231,0.019230769230769232,0.026923076923076925,0.046153846153846156,0.023076923076923078,0.03461538461538462,0.038461538461538464,0.038461538461538464,0.04230769230769231,0.019230769230769232,0.007692307692307693,0.057692307692307696,0.019230769230769232,0.023076923076923078,0.019230769230769232,0.03076923076923077,0.08076923076923077,0.03461538461538462,0.011538461538461539,0.03461538461538462,0.03076923076923077,0.04230769230769231,0.06153846153846154,0.023076923076923078,0.03461538461538462,0.03461538461538462,0.0038461538461538464,0.038461538461538464,0.023076923076923078,0.03076923076923077,1.0,0.8307692307692308
SP1 Q4 01,0.03861003861003861,0.023166023166023165,0.03474903474903475,0.04633204633204633,0.02702702702702703,0.03474903474903475,0.023166023166023165,0.05791505791505792,0.03474903474903475,0.023166023166023165,0.03088803088803089,0.05019305019305019,0.019305019305019305,0.03474903474903475,0.03861003861003861,0.03088803088803089,0.03474903474903475,0.019305019305019305,0.019305019305019305,0.06563706563706563,0.023166023166023165,0.03088803088803089,0.015444015444015444,0.02702702702702703,0.07335907335907337,0.03088803088803089,0.019305019305019305,0.02702702702702703,0.023166023166023165,0.03474903474903475,0.05791505791505792,0.023166023166023165,0.03861003861003861,0.03861003861003861,0.003861003861003861,0.03861003861003861,0.023166023166023165,0.03088803088803089,0.833976833976834,1.0
