"TF","Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes"
"TCF12","TCF12 SK-N-SH hg19","14/857","0.0001130721275997410","0.08977926931419439","0","0","3.59605844926129636","32.6791259421055428902037","DMGDH;DUSP5;LAMB3;PRDM1;CLU;DHRS3;MRC2;GABRR2;GPNMB;MDK;BHLHE40;BDKRB1;UPP1;DDR2"
"EP300","EP300 HeLa-S3 hg19","20/1770","0.0005520100700766016","0.18370457572653168","0","0","2.52933797909407687","18.9749525565306704777413","SLC22A4;DUSP5;STEAP4;LAMB3;TMPRSS3;ARRDC3;IFRD1;GREB1;PRDM1;CLDN1;CLU;SLPI;SESN2;BHLHE40;LCN2;BDKRB1;CHAC1;UPP1;ABCG1;ATF3"
"CEBPB","CEBPB A549 hg19","27/2860","0.0008938893768707372","0.18370457572653168","0","0","2.16851394281680188","15.2228128948072463089147","DLX1;STEAP4;GOLT1A;IRS2;SLC3A2;PRDM1;CLU;HERPUD1;RND1;MRC2;SESN2;BDKRB1;CHAC1;UPP1;ARRDC3;GREB1;PLA2G4C;OSGIN1;DHRS3;SLPI;AXL;DDIT3;LCN2;RPL22L1;NUPR1;CD68;ABCG1"
"JUN","JUN HeLa-S3 hg19","9/506","0.0011292816615420854","0.18370457572653168","0","0","3.77769844875705818","25.6361172782860649022041","SLPI;LAMB3;GLYCTK;IFRD1;GREB1;OSGIN1;CLU;ABCG1;ATF3"
"FOSL1","FOSL1 K562 hg19","12/849","0.0012831476190958160","0.18370457572653168","0","0","3.03639984070091584","20.2176835507391956525680","SLC22A4;LAMB3;MDK;DDIT3;SPHK1;BHLHE40;OSGIN1;UPP1;CLU;ATF3;DHRS3;HBEGF"
"JUND","JUND HeLa-S3 hg19","17/1492","0.0013881957863465869","0.18370457572653168","0","0","2.49803389830508493","16.4364394676430940478440","SLC22A4;LAMB3;NOS3;TMPRSS3;GLYCTK;ARRDC3;IFRD1;GREB1;OSGIN1;PRSS36;CLU;DHRS3;SLPI;CHAC1;UPP1;ABCG1;ATF3"
"NFIC","NFIC SK-N-SH hg19","10/663","0.0020599619566190942","0.23365854193650867","0","0","3.20344230641187844","19.8135077432597519475621","SLC22A4;SELPLG;LAMB3;BHLHE40;OSGIN1;CIB2;BDKRB1;UPP1;CLU;DDR2"
"CEBPB","CEBPB MCF-7 hg19","14/1173","0.0024932752176699525","0.24745756535374280","0","0","2.57222135069417179","15.4183014040182495563158","DLX1;STEAP4;GOLT1A;GREB1;PRSS22;HERPUD1;MRC2;SLPI;CEACAM6;DDIT3;BHLHE40;LCN2;CHAC1;ABCG1"
"CEBPB","CEBPB HCT116 hg19","6/303","0.0045969865048689209","0.40555636498510261","0","0","4.12478956228956228","22.2010788281141344668868","STEAP4;SLPI;SESN2;LCN2;CHAC1;ABCG1"
"CEBPB","CEBPB IMR-90 hg19","19/2000","0.0055984074083743592","0.44451354822492417","0","0","2.07040985750168760","10.7356405670964516474442","DLX1;STEAP4;GOLT1A;GREB1;OSGIN1;IRS2;PRDM1;HERPUD1;RND1;AXL;DDIT3;SESN2;LCN2;RPL22L1;NUPR1;UPP1;CD68;ABCG1;DDR2"
"FOSL2","FOSL2 MCF-7 hg19","6/329","0.0068070625214881521","0.49134614927832665","0","0","3.78773219814241502","18.9000056673138523422040","SLC22A4;GPNMB;LAMB3;GREB1;UPP1;PRSS22"
"JUND","JUND MCF-7 hg19","5/241","0.0078789642131468478","0.51768794278201957","0","0","4.29451336711514919","20.8007281346220480600095","GPNMB;IFRD1;GREB1;PRSS22;CLU"
"JUND","JUND HCT116 hg19","6/348","0.0088506328547370196","0.51768794278201957","0","0","3.57383040935672502","16.8944481043465337677389","LAMB3;NOS3;KRT15;IFRD1;CLU;ATF3"
"FOSL2","FOSL2 HepG2 hg19","7/459","0.0091279989911187322","0.51768794278201957","0","0","3.17005123428039104","14.8878564400504203035780","NOS3;DDIT3;SPHK1;IFRD1;OSGIN1;UPP1;CLU"
"FOSL2","FOSL2 SK-N-SH hg19","7/469","0.0101986193960030367","0.53984692002842738","0","0","3.09984051036682606","14.2143277154978964205156","SLC22A4;DDIT3;IFRD1;UPP1;ATF3;DHRS3;DDR2"
"CEBPB","CEBPB ECC-1 hg19","13/1273","0.0126318979939742358","0.62685793795097144","0","0","2.16063848760477972","9.4452961346698742772787","DLX1;STEAP4;GOLT1A;HERPUD1;MRC2;SLPI;DDIT3;SESN2;BHLHE40;LCN2;CHAC1;CD68;ABCG1"
"ESR1","ESR1 ECC-1 hg19","8/637","0.0162110814607119604","0.73350404154599769","0","0","2.60717789128302257","10.7469442976934015376855","AOC3;LAMB3;MYB;GREB1;BHLHE40;PRSS22;ABCG1;DHRS3"
"CEBPB","CEBPB myocyte mm9","8/640","0.0166285550980200987","0.73350404154599769","0","0","2.59439806086722324","10.6282989809119001733961","DLX1;SLPI;DDIT3;BHLHE40;CHAC1;NUPR1;ATF3;HERPUD1"
"BCL11A","BCL11A H1-hESC hg19","3/117","0.0220384832084573774","0.91803671611026383","0","0","5.25890483785220653","20.0625385100738036214807","AXL;CD68;DHRS3"
"eGFP-FOS","eGFP-FOS K562 hg19","17/2000","0.0242805680583319146","0.91803671611026383","0","0","1.80685829551185040","6.7180417344088718678563","SLC22A4;LAMB3;SPHK1;IFRD1;OSGIN1;PRSS36;CLU;DHRS3;RND1;MDK;DDIT3;SESN2;BHLHE40;LCN2;APOE;UPP1;CD68"
"SMARCC1","SMARCC1 HeLa-S3 hg19","17/2000","0.0242805680583319146","0.91803671611026383","0","0","1.80685829551185040","6.7180417344088718678563","SLC22A4;SELPLG;LAMB3;IFRD1;OSGIN1;CIB2;PRSS36;PRSS22;CLDN1;CLU;DHRS3;SLPI;SESN2;LCN2;CHAC1;UPP1;ABCG1"
"RXRA","RXRA SK-N-SH hg19","3/139","0.0342694381507418419","0.99999609081840324","0","0","4.40329768270944744","14.8545306242956822728729","BHLHE40;BDKRB1;DHRS3"
"BCL3","BCL3 GM12878 hg19","6/503","0.0438910239416580514","0.99999609081840324","0","0","2.43976358148893357","7.6268118328116987214571","PHF1;BHLHE40;PLA2G4C;DCHS1;CD68;DDR2"
"IKZF1","IKZF1 GM12878 hg19","16/2000","0.0461807727446929342","0.99999609081840324","0","0","1.67985746436609151","5.1658838019479027536818","SELPLG;TTYH2;LAMB3;PLA2G4C;SLCO5A1;PRDM1;CLDN1;IL23A;LAMP3;MYB;BHLHE40;ESAM;UPP1;CD68;ATF3;DDR2"
"RELA","RELA GM12878 hg19","8/785","0.0473398470991135203","0.99999609081840324","0","0","2.09436183904269013","6.3886474374071449133794","SELPLG;IL23A;MYB;BHLHE40;SLC3A2;ATF3;RND1;DDR2"
"ZMIZ1","ZMIZ1 MEL cell line mm9","12/1392","0.0508777012522231217","0.99999609081840324","0","0","1.78917874396135290","5.3287656960225060487346","DLX1;TTYH2;DDIT3;SESN2;ARRDC3;IRS2;SLC3A2;CHAC1;CD68;HERPUD1;RND1;HBEGF"
"SPI1","SPI1 HL-60 hg19","11/1245","0.0523709995479925694","0.99999609081840324","0","0","1.82827221400965323","5.3923102448748982951088","MRC2;DUSP5;SELPLG;TTYH2;GPX3;ZFAND2A;PRDM1;UPP1;ABCG1;HOPX;HERPUD1"
"JUND","JUND SK-N-SH hg19","13/1565","0.0547453863114378964","0.99999609081840324","0","0","1.72664485115255406","5.0160106590364295087170","DUSP5;LAMB3;GLYCTK;IFRD1;PLA2G4C;CLU;GPNMB;DDIT3;BDKRB1;UPP1;CD68;ATF3;DDR2"
"RELA","RELA GM12892 hg19","11/1302","0.0676980394326980872","0.99999609081840324","0","0","1.74221363454516043","4.6912552723094176343466","DUSP5;ZFAND2A;MYB;BHLHE40;PLA2G4C;SLCO5A1;SLC3A2;CORO1A;HERPUD1;RND1;DDR2"
