"statistic","source","condition","score","p_value","TF","Rank","Method","Method_Rank","Method_Score","Method_P_Value","Method_Adjusted_P_Value","Method_Direction","CheA3_Library_Count","CheA3_Libraries","CheA3_Integrated_TopRank","CheA3_Integrated_Score","CheA3_Integrated_Library"
"ora","E2F4","DLD1","17.98229863722800914","0.000000000000000001041600939078128","E2F4","1","dorothea","1","17.98229863722800914","0.000000000000000001041600939078128",NA,"","6","ENCODE--ChIP-seq(rank=1); Literature--ChIP-seq(rank=1); ReMap--ChIP-seq(rank=6); Enrichr--Queries(rank=368); GTEx--Coexpression(rank=1305); ARCHS4--Coexpression(rank=1318)","17","0.00609800000000000","Literature ChIP-seq,0.006098"
"ora","E2F1","DLD1","12.20262696774913458","0.000000000000627152318661690426104","E2F1","2","dorothea","2","12.20262696774913458","0.000000000000627152318661690426104",NA,"","6","GTEx--Coexpression(rank=6); Enrichr--Queries(rank=7); Literature--ChIP-seq(rank=12); ARCHS4--Coexpression(rank=33); ENCODE--ChIP-seq(rank=33); ReMap--ChIP-seq(rank=194)","13","0.00373400000000000","GTEx Coexpression,0.003734"
"ora","TP53","DLD1","8.32595587032040285","0.000000004721110111320975094983728","TP53","3","dorothea","3","8.32595587032040285","0.000000004721110111320975094983728",NA,"","5","ARCHS4--Coexpression(rank=14); Literature--ChIP-seq(rank=24); ReMap--ChIP-seq(rank=128); GTEx--Coexpression(rank=139); Enrichr--Queries(rank=493)","28","0.00860000000000000","ARCHS4 Coexpression,0.0086"
"ora","E2F2","DLD1","8.02412881490069729","0.000000009459565421633986222129005","E2F2","4","dorothea","4","8.02412881490069729","0.000000009459565421633986222129005",NA,"","3","ARCHS4--Coexpression(rank=4); Enrichr--Queries(rank=6); GTEx--Coexpression(rank=285)","9","0.00245700000000000","ARCHS4 Coexpression,0.002457"
"ora","FOXM1","DLD1","5.49159494833032902","0.000003224074373808461897391881151","FOXM1","5","dorothea","5","5.49159494833032902","0.000003224074373808461897391881151",NA,"","6","ReMap--ChIP-seq(rank=1); ENCODE--ChIP-seq(rank=2); Literature--ChIP-seq(rank=2); GTEx--Coexpression(rank=3); ARCHS4--Coexpression(rank=7); Enrichr--Queries(rank=8)","7","0.00186700000000000","GTEx Coexpression,0.001867"
"ora","MYCN","DLD1","5.42133032712848006","0.000003790265852913532821906548304","MYCN","6","dorothea","6","5.42133032712848006","0.000003790265852913532821906548304",NA,"","5","Literature--ChIP-seq(rank=17); ARCHS4--Coexpression(rank=37); Enrichr--Queries(rank=71); ReMap--ChIP-seq(rank=102); GTEx--Coexpression(rank=519)","84","0.02273000000000000","ARCHS4 Coexpression,0.02273"
"ora","SP1","DLD1","4.46418730489205728","0.000034340980830244768450681958072","SP1","7","dorothea","7","4.46418730489205728","0.000034340980830244768450681958072",NA,"","5","ENCODE--ChIP-seq(rank=16); ReMap--ChIP-seq(rank=92); GTEx--Coexpression(rank=904); Enrichr--Queries(rank=1238); ARCHS4--Coexpression(rank=1503)","521","0.13560000000000000","ENCODE ChIP-seq,0.1356"
"ora","HIF1A","DLD1","4.36962821571573024","0.000042694485492977025801238782909","HIF1A","8","dorothea","8","4.36962821571573024","0.000042694485492977025801238782909",NA,"","5","ReMap--ChIP-seq(rank=12); Literature--ChIP-seq(rank=18); GTEx--Coexpression(rank=169); ARCHS4--Coexpression(rank=476); Enrichr--Queries(rank=822)","156","0.04040000000000000","ReMap ChIP-seq,0.0404"
"ora","TFDP1","DLD1","4.32679581915744826","0.000047119880550953381387509211198","TFDP1","9","dorothea","9","4.32679581915744826","0.000047119880550953381387509211198",NA,"","4","GTEx--Coexpression(rank=1); ARCHS4--Coexpression(rank=28); Enrichr--Queries(rank=29); ReMap--ChIP-seq(rank=59)","2","0.00062230000000000","GTEx Coexpression,6.223E-4"
"ora","MYC","DLD1","3.82072055262964749","0.000151105212995285211486501397715","MYC","10","dorothea","10","3.82072055262964749","0.000151105212995285211486501397715",NA,"","6","Literature--ChIP-seq(rank=64); ENCODE--ChIP-seq(rank=65); Enrichr--Queries(rank=173); ReMap--ChIP-seq(rank=204); ARCHS4--Coexpression(rank=220); GTEx--Coexpression(rank=1000)","480","0.12320000000000000","Enrichr Queries,0.1232"
"ora","ATF4","DLD1","3.63975485870381377","0.000229216111795130358854549745828","ATF4","11","dorothea","11","3.63975485870381377","0.000229216111795130358854549745828",NA,"","4","ReMap--ChIP-seq(rank=125); GTEx--Coexpression(rank=868); Enrichr--Queries(rank=1115); ARCHS4--Coexpression(rank=1209)","1172","0.42090000000000000","ReMap ChIP-seq,0.4209"
"ora","NR1H3","DLD1","3.11307148950587464","0.000770776580571358818118332667524","NR1H3","12","dorothea","12","3.11307148950587464","0.000770776580571358818118332667524",NA,"","5","Literature--ChIP-seq(rank=9); ReMap--ChIP-seq(rank=87); Enrichr--Queries(rank=140); ARCHS4--Coexpression(rank=295); GTEx--Coexpression(rank=388)","225","0.05488000000000000","Literature ChIP-seq,0.05488"
"ora","E2F3","DLD1","2.96642918171675962","0.001080365776497636603678542677187","E2F3","13","dorothea","13","2.96642918171675962","0.001080365776497636603678542677187",NA,"","3","ARCHS4--Coexpression(rank=27); Enrichr--Queries(rank=31); GTEx--Coexpression(rank=1432)","61","0.01658000000000000","ARCHS4 Coexpression,0.01658"
"ora","NFKB1","DLD1","2.86651240443788913","0.001359839322626816594807852567328","NFKB1","14","dorothea","14","2.86651240443788913","0.001359839322626816594807852567328",NA,"","4","ReMap--ChIP-seq(rank=202); GTEx--Coexpression(rank=246); ARCHS4--Coexpression(rank=901); Enrichr--Queries(rank=1053)","582","0.15310000000000001","GTEx Coexpression,0.1531"
"ora","MYBL2","DLD1","2.52182655882119100","0.003007277058250399336125635585404","MYBL2","15","dorothea","15","2.52182655882119100","0.003007277058250399336125635585404",NA,"","6","Literature--ChIP-seq(rank=7); ARCHS4--Coexpression(rank=9); Enrichr--Queries(rank=9); GTEx--Coexpression(rank=14); ReMap--ChIP-seq(rank=37); ENCODE--ChIP-seq(rank=70)","16","0.00552800000000000","ARCHS4 Coexpression,0.005528"
"ora","PBX3","DLD1","2.49899827815308750","0.003169580029449459331047922461266","PBX3","16","dorothea","16","2.49899827815308750","0.003169580029449459331047922461266",NA,"","5","ENCODE--ChIP-seq(rank=59); ReMap--ChIP-seq(rank=176); Enrichr--Queries(rank=390); GTEx--Coexpression(rank=393); ARCHS4--Coexpression(rank=557)","849","0.24460000000000001","GTEx Coexpression,0.2446"
"ora","GATA6","DLD1","2.45150275448503985","0.003535877784853514414764585893636","GATA6","17","dorothea","17","2.45150275448503985","0.003535877784853514414764585893636",NA,"","5","Literature--ChIP-seq(rank=111); Enrichr--Queries(rank=132); ReMap--ChIP-seq(rank=269); ARCHS4--Coexpression(rank=306); GTEx--Coexpression(rank=464)","386","0.09402000000000001","Enrichr Queries,0.09402"
"ora","ONECUT1","DLD1","2.36010161829200982","0.004364137061344633937431947146024","ONECUT1","18","dorothea","18","2.36010161829200982","0.004364137061344633937431947146024",NA,"","4","ReMap--ChIP-seq(rank=137); GTEx--Coexpression(rank=674); ARCHS4--Coexpression(rank=794); Enrichr--Queries(rank=937)","1168","0.41940000000000000","GTEx Coexpression,0.4194"
"ora","FOXO1","DLD1","2.28778248519208915","0.005154867596025636440615347311223","FOXO1","19","dorothea","19","2.28778248519208915","0.005154867596025636440615347311223",NA,"","5","Literature--ChIP-seq(rank=86); ReMap--ChIP-seq(rank=98); Enrichr--Queries(rank=347); ARCHS4--Coexpression(rank=671); GTEx--Coexpression(rank=799)","858","0.24720000000000000","Enrichr Queries,0.2472"
"ora","FOXA1","DLD1","2.25234193923203341","0.005593170530606439601328805366620","FOXA1","20","dorothea","20","2.25234193923203341","0.005593170530606439601328805366620",NA,"","6","Literature--ChIP-seq(rank=29); ENCODE--ChIP-seq(rank=68); ReMap--ChIP-seq(rank=255); Enrichr--Queries(rank=394); GTEx--Coexpression(rank=633); ARCHS4--Coexpression(rank=798)","655","0.17680000000000001","Literature ChIP-seq,0.1768"
"ora","USF1","DLD1","2.19041382357263403","0.006450393013878875057842687823495","USF1","21","dorothea","21","2.19041382357263403","0.006450393013878875057842687823495",NA,"","5","ENCODE--ChIP-seq(rank=76); ReMap--ChIP-seq(rank=162); GTEx--Coexpression(rank=344); ARCHS4--Coexpression(rank=779); Enrichr--Queries(rank=1090)","764","0.21410000000000001","GTEx Coexpression,0.2141"
"ora","EGR1","DLD1","2.14780669388286372","0.007115301479416092853003128482214","EGR1","22","dorothea","22","2.14780669388286372","0.007115301479416092853003128482214",NA,"","6","ReMap--ChIP-seq(rank=20); Literature--ChIP-seq(rank=39); ENCODE--ChIP-seq(rank=98); Enrichr--Queries(rank=153); ARCHS4--Coexpression(rank=413); GTEx--Coexpression(rank=467)","276","0.06734000000000000","ReMap ChIP-seq,0.06734"
"ora","ERG","DLD1","2.04418958994351607","0.009032550743688146088761214969054","ERG","23","dorothea","23","2.04418958994351607","0.009032550743688146088761214969054",NA,"","5","Literature--ChIP-seq(rank=138); GTEx--Coexpression(rank=201); ReMap--ChIP-seq(rank=239); Enrichr--Queries(rank=594); ARCHS4--Coexpression(rank=597)","484","0.12509999999999999","GTEx Coexpression,0.1251"
"ora","KLF4","DLD1","2.04418958994351607","0.009032550743688146088761214969054","KLF4","24","dorothea","24","2.04418958994351607","0.009032550743688146088761214969054",NA,"","5","Literature--ChIP-seq(rank=20); ReMap--ChIP-seq(rank=105); Enrichr--Queries(rank=179); ARCHS4--Coexpression(rank=491); GTEx--Coexpression(rank=533)","474","0.12200000000000000","Literature ChIP-seq,0.122"
"ora","NANOG","DLD1","2.00943317998581161","0.009785134960847987131704606156291","NANOG","25","dorothea","25","2.00943317998581161","0.009785134960847987131704606156291",NA,"","6","Literature--ChIP-seq(rank=59); ReMap--ChIP-seq(rank=64); ENCODE--ChIP-seq(rank=77); ARCHS4--Coexpression(rank=416); GTEx--Coexpression(rank=489); Enrichr--Queries(rank=675)","769","0.21550000000000000","ReMap ChIP-seq,0.2155"
"ora","MAFK","DLD1","1.96757352188857793","0.010775228239780682698567559896219","MAFK","26","dorothea","26","1.96757352188857793","0.010775228239780682698567559896219",NA,"","5","ENCODE--ChIP-seq(rank=23); ReMap--ChIP-seq(rank=215); GTEx--Coexpression(rank=217); Enrichr--Queries(rank=314); ARCHS4--Coexpression(rank=1480)","519","0.13500000000000001","GTEx Coexpression,0.135"
"ora","EPAS1","DLD1","1.94240211709986244","0.011418206233845306155072485410074","EPAS1","27","dorothea","27","1.94240211709986244","0.011418206233845306155072485410074",NA,"","4","ReMap--ChIP-seq(rank=43); GTEx--Coexpression(rank=79); Enrichr--Queries(rank=174); ARCHS4--Coexpression(rank=343)","197","0.04916000000000000","GTEx Coexpression,0.04916"
"ora","NR1H2","DLD1","1.94240211709986244","0.011418206233845306155072485410074","NR1H2","28","dorothea","28","1.94240211709986244","0.011418206233845306155072485410074",NA,"","4","ReMap--ChIP-seq(rank=21); ARCHS4--Coexpression(rank=662); Enrichr--Queries(rank=1059); GTEx--Coexpression(rank=1096)","294","0.07071000000000000","ReMap ChIP-seq,0.07071"
"ora","FOXO3","DLD1","1.87532814805091941","0.013325142188583022351267004523834","FOXO3","29","dorothea","29","1.87532814805091941","0.013325142188583022351267004523834",NA,"","4","Literature--ChIP-seq(rank=122); Enrichr--Queries(rank=827); ARCHS4--Coexpression(rank=1217); GTEx--Coexpression(rank=1277)","1392","0.58899999999999997","Enrichr Queries,0.589"
"ora","USF2","DLD1","1.87532814805091941","0.013325142188583022351267004523834","USF2","30","dorothea","30","1.87532814805091941","0.013325142188583022351267004523834",NA,"","5","ENCODE--ChIP-seq(rank=55); ReMap--ChIP-seq(rank=89); GTEx--Coexpression(rank=475); Enrichr--Queries(rank=1163); ARCHS4--Coexpression(rank=1284)","953","0.29559999999999992","GTEx Coexpression,0.2956"
"ora","AR","DLD1","1.81894746772649762","0.015172338810157729588334873938038","AR","31","dorothea","31","1.81894746772649762","0.015172338810157729588334873938038",NA,"","5","Literature--ChIP-seq(rank=4); ReMap--ChIP-seq(rank=100); Enrichr--Queries(rank=191); ARCHS4--Coexpression(rank=528); GTEx--Coexpression(rank=593)","93","0.02439000000000000","Literature ChIP-seq,0.02439"
"ora","JUN","DLD1","1.79728781753414091","0.015948218696249870374170853892792","JUN","32","dorothea","32","1.79728781753414091","0.015948218696249870374170853892792",NA,"","6","ENCODE--ChIP-seq(rank=4); ReMap--ChIP-seq(rank=38); Literature--ChIP-seq(rank=40); ARCHS4--Coexpression(rank=182); GTEx--Coexpression(rank=204); Enrichr--Queries(rank=300)","130","0.03390000000000000","ENCODE ChIP-seq,0.0339"
"ora","HNF1B","DLD1","1.78430676892022877","0.016432106123980196044076507178033","HNF1B","33","dorothea","33","1.78430676892022877","0.016432106123980196044076507178033",NA,"","3","ReMap--ChIP-seq(rank=111); ARCHS4--Coexpression(rank=290); Enrichr--Queries(rank=546)","659","0.17810000000000001","ARCHS4 Coexpression,0.1781"
"ora","SMAD4","DLD1","1.75737459355614889","0.017483380378932600329733304533875","SMAD4","34","dorothea","34","1.75737459355614889","0.017483380378932600329733304533875",NA,"","5","Literature--ChIP-seq(rank=23); ReMap--ChIP-seq(rank=207); Enrichr--Queries(rank=1296); ARCHS4--Coexpression(rank=1422); GTEx--Coexpression(rank=1449)","536","0.14019999999999999","Literature ChIP-seq,0.1402"
"ora","FOS","DLD1","1.70021746856167333","0.019942634576847532296151044306498","FOS","35","dorothea","35","1.70021746856167333","0.019942634576847532296151044306498",NA,"","5","ENCODE--ChIP-seq(rank=8); ReMap--ChIP-seq(rank=88); Enrichr--Queries(rank=123); GTEx--Coexpression(rank=508); ARCHS4--Coexpression(rank=725)","279","0.06780000000000000","ENCODE ChIP-seq,0.0678"
"ora","GLI2","DLD1","1.68689656096903295","0.020563803205079278502154238594812","GLI2","36","dorothea","36","1.68689656096903295","0.020563803205079278502154238594812",NA,"","3","ARCHS4--Coexpression(rank=202); GTEx--Coexpression(rank=203); Enrichr--Queries(rank=329)","482","0.12410000000000000","ARCHS4 Coexpression,0.1241"
"ora","SOX11","DLD1","1.65151404268003965","0.022309300703838099572129394232434","SOX11","37","dorothea","37","1.65151404268003965","0.022309300703838099572129394232434",NA,"","5","Literature--ChIP-seq(rank=94); Enrichr--Queries(rank=130); ReMap--ChIP-seq(rank=143); ARCHS4--Coexpression(rank=186); GTEx--Coexpression(rank=834)","381","0.09259000000000001","Enrichr Queries,0.09259"
"ora","NFYB","DLD1","1.61948614905644672","0.024016728631596092474742576428071","NFYB","38","dorothea","38","1.61948614905644672","0.024016728631596092474742576428071",NA,"","5","ENCODE--ChIP-seq(rank=6); ARCHS4--Coexpression(rank=45); ReMap--ChIP-seq(rank=65); Enrichr--Queries(rank=139); GTEx--Coexpression(rank=1135)","106","0.02764000000000000","ARCHS4 Coexpression,0.02764"
"ora","SPIB","DLD1","1.57363317781953316","0.026691121496728757028771283899005","SPIB","39","dorothea","39","1.57363317781953316","0.026691121496728757028771283899005",NA,"","4","GTEx--Coexpression(rank=59); ReMap--ChIP-seq(rank=196); ARCHS4--Coexpression(rank=473); Enrichr--Queries(rank=637)","143","0.03671000000000000","GTEx Coexpression,0.03671"
"ora","WT1","DLD1","1.55483424116984836","0.027871847610748338996966566583069","WT1","40","dorothea","40","1.55483424116984836","0.027871847610748338996966566583069",NA,"","4","Literature--ChIP-seq(rank=13); Enrichr--Queries(rank=175); ARCHS4--Coexpression(rank=678); GTEx--Coexpression(rank=880)","330","0.07926999999999999","Literature ChIP-seq,0.07927"
"ora","PPARA","DLD1","1.50954567934955031","0.030935299190392590018561236320238","PPARA","41","dorothea","41","1.50954567934955031","0.030935299190392590018561236320238",NA,"","3","Enrichr--Queries(rank=427); GTEx--Coexpression(rank=1083); ARCHS4--Coexpression(rank=1183)","971","0.30409999999999998","Enrichr Queries,0.3041"
"ora","ATF3","DLD1","1.40830250471855734","0.039056875314930634968124678607637","ATF3","42","dorothea","42","1.40830250471855734","0.039056875314930634968124678607637",NA,"","6","Literature--ChIP-seq(rank=62); Enrichr--Queries(rank=83); ENCODE--ChIP-seq(rank=89); ARCHS4--Coexpression(rank=102); ReMap--ChIP-seq(rank=121); GTEx--Coexpression(rank=613)","244","0.05912000000000000","Enrichr Queries,0.05912"
"ora","RUNX1","DLD1","1.37124701250717029","0.042535641549297162344878131534642","RUNX1","43","dorothea","43","1.37124701250717029","0.042535641549297162344878131534642",NA,"","5","ReMap--ChIP-seq(rank=81); Literature--ChIP-seq(rank=93); GTEx--Coexpression(rank=290); Enrichr--Queries(rank=466); ARCHS4--Coexpression(rank=559)","665","0.18049999999999999","GTEx Coexpression,0.1805"
"ora","MAFG","DLD1","1.30874104421238857","0.049120067596551394983883653821977","MAFG","44","dorothea","44","1.30874104421238857","0.049120067596551394983883653821977",NA,"","4","ReMap--ChIP-seq(rank=253); GTEx--Coexpression(rank=523); Enrichr--Queries(rank=614); ARCHS4--Coexpression(rank=1522)","1013","0.32550000000000001","GTEx Coexpression,0.3255"
"ora","CEBPA","DLD1","1.29196551939891324","0.051054553288287070345052853781453","CEBPA","45","dorothea","45","1.29196551939891324","0.051054553288287070345052853781453",NA,"","5","Literature--ChIP-seq(rank=120); ReMap--ChIP-seq(rank=132); ARCHS4--Coexpression(rank=410); Enrichr--Queries(rank=410); GTEx--Coexpression(rank=442)","868","0.25180000000000002","ARCHS4 Coexpression,0.2518"
"ora","FOSL2","DLD1","1.28394200060074315","0.052006544588329421674455232960099","FOSL2","46","dorothea","46","1.28394200060074315","0.052006544588329421674455232960099",NA,"","5","ENCODE--ChIP-seq(rank=19); ReMap--ChIP-seq(rank=36); Enrichr--Queries(rank=363); GTEx--Coexpression(rank=783); ARCHS4--Coexpression(rank=1210)","471","0.12120000000000000","ReMap ChIP-seq,0.1212"
"ora","LHX2","DLD1","1.28394200060074315","0.052006544588329421674455232960099","LHX2","47","dorothea","47","1.28394200060074315","0.052006544588329421674455232960099",NA,"","4","ReMap--ChIP-seq(rank=246); GTEx--Coexpression(rank=306); Enrichr--Queries(rank=491); ARCHS4--Coexpression(rank=762)","695","0.19040000000000001","GTEx Coexpression,0.1904"
"ora","FOXL2","DLD1","1.27070244217623807","0.053616388556616170757429529203364","FOXL2","48","dorothea","48","1.27070244217623807","0.053616388556616170757429529203364",NA,"","3","GTEx--Coexpression(rank=725); Enrichr--Queries(rank=841); ARCHS4--Coexpression(rank=871)","1222","0.45119999999999999","GTEx Coexpression,0.4512"
"ora","SREBF1","DLD1","1.27070244217623807","0.053616388556616170757429529203364","SREBF1","49","dorothea","49","1.27070244217623807","0.053616388556616170757429529203364",NA,"","6","ENCODE--ChIP-seq(rank=110); Literature--ChIP-seq(rank=119); ReMap--ChIP-seq(rank=133); GTEx--Coexpression(rank=205); Enrichr--Queries(rank=742); ARCHS4--Coexpression(rank=1352)","490","0.12759999999999999","GTEx Coexpression,0.1276"
"ora","ATF2","DLD1","1.22458178148554775","0.059623603275269727863605595530316","ATF2","50","dorothea","50","1.22458178148554775","0.059623603275269727863605595530316",NA,"","5","ENCODE--ChIP-seq(rank=87); ReMap--ChIP-seq(rank=200); ARCHS4--Coexpression(rank=1065); GTEx--Coexpression(rank=1269); Enrichr--Queries(rank=1322)","1460","0.65420000000000000","ARCHS4 Coexpression,0.6542"
"ora","FOSL1","DLD1","1.20750109186493559","0.062015308451756068208737815439235","FOSL1","51","dorothea","51","1.20750109186493559","0.062015308451756068208737815439235",NA,"","5","ENCODE--ChIP-seq(rank=18); ReMap--ChIP-seq(rank=46); Enrichr--Queries(rank=55); ARCHS4--Coexpression(rank=607); GTEx--Coexpression(rank=872)","150","0.03917000000000000","Enrichr Queries,0.03917"
"ora","SMAD5","DLD1","1.20750109186493559","0.062015308451756068208737815439235","SMAD5","52","dorothea","52","1.20750109186493559","0.062015308451756068208737815439235",NA,"","4","ReMap--ChIP-seq(rank=185); ARCHS4--Coexpression(rank=328); GTEx--Coexpression(rank=1239); Enrichr--Queries(rank=1358)","731","0.20150000000000001","ARCHS4 Coexpression,0.2015"
"ora","GATA2","DLD1","1.20536615479381770","0.062320918465955922604937455844265","GATA2","53","dorothea","53","1.20536615479381770","0.062320918465955922604937455844265",NA,"","6","ENCODE--ChIP-seq(rank=36); Literature--ChIP-seq(rank=66); GTEx--Coexpression(rank=95); ReMap--ChIP-seq(rank=286); Enrichr--Queries(rank=404); ARCHS4--Coexpression(rank=860)","243","0.05912000000000000","GTEx Coexpression,0.05912"
"ora","ESR1","DLD1","1.15270334437583144","0.070355273494178749427163666041452","ESR1","54","dorothea","54","1.15270334437583144","0.070355273494178749427163666041452",NA,"","6","Literature--ChIP-seq(rank=6); ENCODE--ChIP-seq(rank=20); ReMap--ChIP-seq(rank=82); GTEx--Coexpression(rank=376); Enrichr--Queries(rank=562); ARCHS4--Coexpression(rank=1062)","142","0.03659000000000000","Literature ChIP-seq,0.03659"
"ora","MAFF","DLD1","1.14233650086469596","0.072054896573608570586877419827943","MAFF","55","dorothea","55","1.14233650086469596","0.072054896573608570586877419827943",NA,"","5","ENCODE--ChIP-seq(rank=38); ReMap--ChIP-seq(rank=93); Enrichr--Queries(rank=121); GTEx--Coexpression(rank=310); ARCHS4--Coexpression(rank=1359)","359","0.08618000000000001","Enrichr Queries,0.08618"
"ora","HSF1","DLD1","1.13899243840447828","0.072611859993369762267256817267480","HSF1","56","dorothea","56","1.13899243840447828","0.072611859993369762267256817267480",NA,"","5","Literature--ChIP-seq(rank=34); ENCODE--ChIP-seq(rank=99); ReMap--ChIP-seq(rank=212); GTEx--Coexpression(rank=548); ARCHS4--Coexpression(rank=1556)","753","0.20730000000000001","Literature ChIP-seq,0.2073"
"ora","POU4F2","DLD1","1.06266405977149581","0.086563725708583311169164176135382","POU4F2","57","dorothea","57","1.06266405977149581","0.086563725708583311169164176135382",NA,"","4","ARCHS4--Coexpression(rank=198); ReMap--ChIP-seq(rank=235); GTEx--Coexpression(rank=822); Enrichr--Queries(rank=1280)","472","0.12160000000000000","ARCHS4 Coexpression,0.1216"
