"Consensus_Rank","TF","Required_Methods","Source_Method_Count","Source_Methods","Mean_Selected_Rank","Best_Selected_Rank","CheA3_Library_Count","CheA3_Libraries","CheA3_Integrated_TopRank","DoRothEA","ChEA3","VIPER","ENRICHR","TRRUST","CollecTRI"
"1","E2F1","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","2.666666666666667","1","6","GTEx--Coexpression(rank=2); Enrichr--Queries(rank=7); Literature--ChIP-seq(rank=9); ReMap--ChIP-seq(rank=14); ARCHS4--Coexpression(rank=15); ENCODE--ChIP-seq(rank=21)","4","rank=3; score=8.1156; p=7.6633e-09","rank=4; score=0.001245","rank=2; score=6.457; direction=Repressed","rank=4; score=229.78; p=7.0575e-21; adjP=1.0092e-18","rank=1; score=9.722; p=1.8968e-10","rank=2; score=4; p=6.334e-05; direction=Repressed"
"2","E2F4","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","6.500000000000000","1","6","ENCODE--ChIP-seq(rank=2); Literature--ChIP-seq(rank=2); ReMap--ChIP-seq(rank=3); Enrichr--Queries(rank=76); ARCHS4--Coexpression(rank=209); GTEx--Coexpression(rank=1015)","33","rank=1; score=29.935; p=1.1618e-30","rank=33; score=0.0101","rank=1; score=11.641; direction=Repressed","rank=1; score=5524.7; p=2.123e-95; adjP=2.1018e-93","rank=2; score=7.9716; p=1.0675e-08","rank=1; score=12.111; p=9.224e-34; direction=Repressed"
"3","E2F3","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","15.500000000000000","3","3","ARCHS4--Coexpression(rank=27); Enrichr--Queries(rank=28); GTEx--Coexpression(rank=1226)","56","rank=10; score=1.9356; p=0.011599","rank=56; score=0.01658","rank=8; score=4.0385; direction=Repressed","rank=6; score=725.08; p=3.9105e-07; adjP=1.9683e-05","rank=3; score=6.4077; p=3.9109e-07","rank=10; score=3.1072; p=0.0018886; direction=Repressed"
"4","FOXM1","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","31.166666666666664","2","6","ENCODE--ChIP-seq(rank=1); Enrichr--Queries(rank=1); GTEx--Coexpression(rank=1); Literature--ChIP-seq(rank=1); ReMap--ChIP-seq(rank=1); ARCHS4--Coexpression(rank=5)","2","rank=2; score=11.004; p=9.9145e-12","rank=2; score=0.0006223","rank=4; score=4.6652; direction=Repressed","rank=3; score=18370; p=7.7682e-103; adjP=5.5543e-100","rank=64; score=0.70608; p=0.19675","rank=112; score=1.4753; p=0.14014; direction=Repressed"
"5","MYC","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","32.166666666666671","2","6","Literature--ChIP-seq(rank=7); ENCODE--ChIP-seq(rank=15); ReMap--ChIP-seq(rank=47); Enrichr--Queries(rank=85); ARCHS4--Coexpression(rank=116); GTEx--Coexpression(rank=471)","156","rank=15; score=1.5606; p=0.027502","rank=156; score=0.04268","rank=6; score=4.3959; direction=Repressed","rank=2; score=39.407; p=5.7306e-08; adjP=3.1518e-06","rank=9; score=2.7416; p=0.0018132","rank=5; score=3.3494; p=0.00080993; direction=Repressed"
"6","TP53","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","37.000000000000000","4","5","ARCHS4--Coexpression(rank=22); Literature--ChIP-seq(rank=84); GTEx--Coexpression(rank=96); Enrichr--Queries(rank=105); ReMap--ChIP-seq(rank=125)","45","rank=4; score=4.0473; p=8.9682e-05","rank=45; score=0.01351","rank=54; score=2.1163; direction=Activated","rank=8; score=85.44; p=1.4011e-06; adjP=5.2893e-05","rank=4; score=5.8535; p=1.4013e-06","rank=107; score=1.4968; p=0.13445; direction=Repressed"
"7","MYBL2","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","60.500000000000000","5","6","Enrichr--Queries(rank=2); Literature--ChIP-seq(rank=3); ReMap--ChIP-seq(rank=5); ARCHS4--Coexpression(rank=6); ENCODE--ChIP-seq(rank=10); GTEx--Coexpression(rank=12)","5","rank=5; score=3.4378; p=0.00036496","rank=5; score=0.001425","rank=80; score=1.7071; direction=Repressed","rank=16; score=172.83; p=4.6429e-18; adjP=5.5328e-16","rank=219; score=0; p=1","rank=38; score=1.8673; p=0.061866; direction=Repressed"
"8","TFDP1","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","73.833333333333343","6","4","GTEx--Coexpression(rank=4); ReMap--ChIP-seq(rank=9); ARCHS4--Coexpression(rank=11); Enrichr--Queries(rank=19)","10","rank=6; score=3.3782; p=0.00041864","rank=10; score=0.002489","rank=7; score=4.0579; direction=Repressed","rank=41; score=96.769; p=0.006863; adjP=0.064769","rank=12; score=2.1635; p=0.0068631","rank=367; score=0.67674; p=0.49857; direction=Repressed"
"9","NFYA","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","74.500000000000000","10","5","ENCODE--ChIP-seq(rank=3); ReMap--ChIP-seq(rank=10); GTEx--Coexpression(rank=88); Enrichr--Queries(rank=187); ARCHS4--Coexpression(rank=224)","91","rank=192; score=0; p=1","rank=91; score=0.02542","rank=42; score=2.2015; direction=Repressed","rank=10; score=337.59; p=1.2136e-29; adjP=3.0036e-28","rank=67; score=0.64353; p=0.22723","rank=45; score=1.8411; p=0.065612; direction=Repressed"
"10","MYB","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","91.833333333333329","46","6","Enrichr--Queries(rank=21); ENCODE--ChIP-seq(rank=29); Literature--ChIP-seq(rank=92); GTEx--Coexpression(rank=97); ARCHS4--Coexpression(rank=152); ReMap--ChIP-seq(rank=164)","50","rank=46; score=0.55989; p=0.27549","rank=50; score=0.01496","rank=121; score=1.2216; direction=Repressed","rank=95; score=16.703; p=0.00022529; adjP=0.0048814","rank=89; score=0.42089; p=0.37941","rank=150; score=1.309; p=0.19055; direction=Repressed"
