"TF","Score","Activity_Score_Mean","Method_P_Value","Condition_Scores","Method_Direction","Rank","Method","Method_Rank","Method_Score","Method_Adjusted_P_Value","CheA3_Library_Count","CheA3_Libraries","CheA3_Integrated_TopRank","CheA3_Integrated_Score","CheA3_Integrated_Library"
"E2F4","14.0033845700101906573","-14.0033845700101906573","0.00000000000000000000000000000000000000000001486207891579143","HVL_ALL=-14","Repressed","1","collectri","1","14.0033845700101906573",NA,"6","ENCODE--ChIP-seq(rank=1); Literature--ChIP-seq(rank=2); ReMap--ChIP-seq(rank=2); Enrichr--Queries(rank=61); ARCHS4--Coexpression(rank=178); GTEx--Coexpression(rank=540)","19","0.00673400000000000","ReMap ChIP-seq,0.006734"
"E2F1","5.5778808583001575627","-5.5778808583001575627","0.00000002434663073652254129211805055033740474712544710200746","HVL_ALL=-5.578","Repressed","2","collectri","2","5.5778808583001575627",NA,"6","Literature--ChIP-seq(rank=3); Enrichr--Queries(rank=6); ENCODE--ChIP-seq(rank=7); GTEx--Coexpression(rank=7); ReMap--ChIP-seq(rank=8); ARCHS4--Coexpression(rank=11)","12","0.00427400000000000","Enrichr Queries,0.004274"
"E2F3","4.9645316195702005047","-4.9645316195702005047","0.00000068867066253355108717605116697146883097957470454275608","HVL_ALL=-4.965","Repressed","3","collectri","3","4.9645316195702005047",NA,"3","ARCHS4--Coexpression(rank=18); Enrichr--Queries(rank=29); GTEx--Coexpression(rank=839)","36","0.01106000000000000","ARCHS4 Coexpression,0.01106"
"SRSF2","4.9190970470396635505","-4.9190970470396635505","0.00000086944357188631470113214993675199160350075544556602836","HVL_ALL=-4.919","Repressed","4","collectri","4","4.9190970470396635505",NA,"0","",NA,NA,NA
"FOXO3","3.6660539475488893579","3.6660539475488893579","0.00024632198352877396905005746852168613258982077240943908691","HVL_ALL=3.666","Activated","5","collectri","5","3.6660539475488893579",NA,"4","Literature--ChIP-seq(rank=19); ARCHS4--Coexpression(rank=417); Enrichr--Queries(rank=627); GTEx--Coexpression(rank=743)","423","0.11590000000000000","Literature ChIP-seq,0.1159"
"HCFC1","3.5096779970395135528","-3.5096779970395135528","0.00044864965624342165780719104972718014323618263006210327148","HVL_ALL=-3.51","Repressed","6","collectri","6","3.5096779970395135528",NA,"0","",NA,NA,NA
"ARID3B","3.4806395283178108713","-3.4806395283178108713","0.00050021820795998991372732778160070665762759745121002197266","HVL_ALL=-3.481","Repressed","7","collectri","7","3.4806395283178108713",NA,"2","ARCHS4--Coexpression(rank=129); GTEx--Coexpression(rank=165)","296","0.07924000000000000","ARCHS4 Coexpression,0.07924"
"MYC","3.3817114473881395575","-3.3817114473881395575","0.00072035769264669469429812620475672702013980597257614135742","HVL_ALL=-3.382","Repressed","8","collectri","8","3.3817114473881395575",NA,"6","Literature--ChIP-seq(rank=5); ENCODE--ChIP-seq(rank=14); ReMap--ChIP-seq(rank=31); Enrichr--Queries(rank=111); ARCHS4--Coexpression(rank=118); GTEx--Coexpression(rank=271)","111","0.03049000000000000","Literature ChIP-seq,0.03049"
"HOXB3","3.1175514348983388579","-3.1175514348983388579","0.00182360123000860569267289612582771951565518975257873535156","HVL_ALL=-3.118","Repressed","9","collectri","9","3.1175514348983388579",NA,"3","ARCHS4--Coexpression(rank=342); GTEx--Coexpression(rank=611); Enrichr--Queries(rank=792)","733","0.21010000000000001","ARCHS4 Coexpression,0.2101"
"MSC","3.0943776650825989272","-3.0943776650825989272","0.00197226252548239350953496185070434876251965761184692382812","HVL_ALL=-3.094","Repressed","10","collectri","10","3.0943776650825989272",NA,"3","GTEx--Coexpression(rank=86); Enrichr--Queries(rank=1217); ARCHS4--Coexpression(rank=1459)","202","0.05352000000000000","GTEx Coexpression,0.05352"
