"Dataset","Analysis_Name","Scope_Group_Column","Scope_Group_Value","Target_Gene","Feature_ID","GeneID","Symbol","Ensembl","Entrez","Biotype","Expression_Mean_Log2_TPM_Plus_1","Expression_SD_Log2_TPM_Plus_1","Correlation","Abs_Correlation","P.Value","adj.P.Val","Samples_Used","Correlation_Method"
"GSE282081","2D_J2_hepatocyte","liver_niche_model","2D_J2_hepatocyte","ATF3","ENSG00000175899","ENSG00000175899","A2M","ENSG00000175899","2","protein_coding","0.343326946237840380","0.0793815331700727100","-1","1","0.0000000284591215417198","0.00000007894453796585123","3","spearman"
"GSE282081","2D_J2_hepatocyte","liver_niche_model","2D_J2_hepatocyte","ATF3","ENSG00000166535","ENSG00000166535","A2ML1","ENSG00000166535","144568","protein_coding","0.016642414649923613","0.0162724146277159129","-1","1","0.0000000284591215417198","0.00000007894453796585123","3","spearman"
"GSE282081","2D_J2_hepatocyte","liver_niche_model","2D_J2_hepatocyte","ATF3","ENSG00000109576","ENSG00000109576","AADAT","ENSG00000109576","51166","protein_coding","3.126878363484095313","0.0765554072177219574","1","1","0.0000000284591215417198","0.00000007894453796585123","3","spearman"
"GSE282081","2D_J2_hepatocyte","liver_niche_model","2D_J2_hepatocyte","ATF3","ENSG00000087884","ENSG00000087884","AAMDC","ENSG00000087884","28971","protein_coding","0.732093559298511276","0.0806120793755514958","-1","1","0.0000000284591215417198","0.00000007894453796585123","3","spearman"
"GSE282081","2D_J2_hepatocyte","liver_niche_model","2D_J2_hepatocyte","ATF3","ENSG00000131043","ENSG00000131043","AAR2","ENSG00000131043","25980","protein_coding","5.662032104921954634","0.0466936765394307812","-1","1","0.0000000284591215417198","0.00000007894453796585123","3","spearman"
"GSE282081","2D_J2_hepatocyte","liver_niche_model","2D_J2_hepatocyte","ATF3","ENSG00000090861","ENSG00000090861","AARS1","ENSG00000090861","16","protein_coding","5.710315905393791525","0.0872330198973017557","-1","1","0.0000000284591215417198","0.00000007894453796585123","3","spearman"
"GSE282081","2D_J2_hepatocyte","liver_niche_model","2D_J2_hepatocyte","ATF3","ENSG00000266967","ENSG00000266967","AARSD1","ENSG00000266967","80755","protein_coding","2.012424600769556537","0.1475914901479609687","-1","1","0.0000000284591215417198","0.00000007894453796585123","3","spearman"
"GSE282081","2D_J2_hepatocyte","liver_niche_model","2D_J2_hepatocyte","ATF3","ENSG00000157426","ENSG00000157426","AASDH","ENSG00000157426","132949","protein_coding","1.912767941050005582","0.0448977329709468395","-1","1","0.0000000284591215417198","0.00000007894453796585123","3","spearman"
"GSE282081","2D_J2_hepatocyte","liver_niche_model","2D_J2_hepatocyte","ATF3","ENSG00000149313","ENSG00000149313","AASDHPPT","ENSG00000149313","60496","protein_coding","5.629922263003869887","0.0141402222324471701","-1","1","0.0000000284591215417198","0.00000007894453796585123","3","spearman"
"GSE282081","2D_J2_hepatocyte","liver_niche_model","2D_J2_hepatocyte","ATF3","ENSG00000183044","ENSG00000183044","ABAT","ENSG00000183044","18","protein_coding","2.212924049885227173","0.0840623126901079987","-1","1","0.0000000284591215417198","0.00000007894453796585123","3","spearman"
"GSE282081","2D_J2_hepatocyte","liver_niche_model","2D_J2_hepatocyte","ATF3","ENSG00000165029","ENSG00000165029","ABCA1","ENSG00000165029","19","protein_coding","0.145612951413390312","0.0419743885330366509","-1","1","0.0000000284591215417198","0.00000007894453796585123","3","spearman"
"GSE282081","2D_J2_hepatocyte","liver_niche_model","2D_J2_hepatocyte","ATF3","ENSG00000167972","ENSG00000167972","ABCA3","ENSG00000167972","21","protein_coding","3.492831937371565942","0.1938373746269725917","-1","1","0.0000000284591215417198","0.00000007894453796585123","3","spearman"
"GSE282081","2D_J2_hepatocyte","liver_niche_model","2D_J2_hepatocyte","ATF3","ENSG00000064687","ENSG00000064687","ABCA7","ENSG00000064687","10347","protein_coding","3.445750685886455500","0.2073192772353577573","-1","1","0.0000000284591215417198","0.00000007894453796585123","3","spearman"
"GSE282081","2D_J2_hepatocyte","liver_niche_model","2D_J2_hepatocyte","ATF3","ENSG00000154258","ENSG00000154258","ABCA9","ENSG00000154258","10350","protein_coding","0.012431993052994668","0.0121608080596973880","-1","1","0.0000000284591215417198","0.00000007894453796585123","3","spearman"
"GSE282081","2D_J2_hepatocyte","liver_niche_model","2D_J2_hepatocyte","ATF3","ENSG00000005471","ENSG00000005471","ABCB4","ENSG00000005471","5244","protein_coding","1.673438987980616188","0.0186903788508490619","1","1","0.0000000284591215417198","0.00000007894453796585123","3","spearman"
"GSE282081","2D_J2_hepatocyte","liver_niche_model","2D_J2_hepatocyte","ATF3","ENSG00000131269","ENSG00000131269","ABCB7","ENSG00000131269","22","protein_coding","3.099363926680516190","0.0375539945916631215","-1","1","0.0000000284591215417198","0.00000007894453796585123","3","spearman"
"GSE282081","2D_J2_hepatocyte","liver_niche_model","2D_J2_hepatocyte","ATF3","ENSG00000103222","ENSG00000103222","ABCC1","ENSG00000103222","4363","protein_coding","3.133604565774410933","0.0990930008886968111","-1","1","0.0000000284591215417198","0.00000007894453796585123","3","spearman"
"GSE282081","2D_J2_hepatocyte","liver_niche_model","2D_J2_hepatocyte","ATF3","ENSG00000124574","ENSG00000124574","ABCC10","ENSG00000124574","89845","protein_coding","4.584354050209399567","0.0477329832090752568","-1","1","0.0000000284591215417198","0.00000007894453796585123","3","spearman"
"GSE282081","2D_J2_hepatocyte","liver_niche_model","2D_J2_hepatocyte","ATF3","ENSG00000114770","ENSG00000114770","ABCC5","ENSG00000114770","10057","protein_coding","3.803515091596293640","0.0638909756728304190","-1","1","0.0000000284591215417198","0.00000007894453796585123","3","spearman"
"GSE282081","2D_J2_hepatocyte","liver_niche_model","2D_J2_hepatocyte","ATF3","ENSG00000069431","ENSG00000069431","ABCC9","ENSG00000069431","10060","protein_coding","0.066554691708507446","0.0444673981039728078","1","1","0.0000000284591215417198","0.00000007894453796585123","3","spearman"
"GSE282081","2D_J2_hepatocyte","liver_niche_model","2D_J2_hepatocyte","ATF3","ENSG00000101986","ENSG00000101986","ABCD1","ENSG00000101986","215","protein_coding","4.756202893408602250","0.1216670766709005286","-1","1","0.0000000284591215417198","0.00000007894453796585123","3","spearman"
"GSE282081","2D_J2_hepatocyte","liver_niche_model","2D_J2_hepatocyte","ATF3","ENSG00000164163","ENSG00000164163","ABCE1","ENSG00000164163","6059","protein_coding","6.364540862759395345","0.0181729531495898322","-1","1","0.0000000284591215417198","0.00000007894453796585123","3","spearman"
"GSE282081","2D_J2_hepatocyte","liver_niche_model","2D_J2_hepatocyte","ATF3","ENSG00000204574","ENSG00000204574","ABCF1","ENSG00000204574","23","protein_coding","6.660844092122883531","0.0501799254137177339","-1","1","0.0000000284591215417198","0.00000007894453796585123","3","spearman"
"GSE282081","2D_J2_hepatocyte","liver_niche_model","2D_J2_hepatocyte","ATF3","ENSG00000161204","ENSG00000161204","ABCF3","ENSG00000161204","55324","protein_coding","7.277988232476086061","0.0222067707847220172","1","1","0.0000000284591215417198","0.00000007894453796585123","3","spearman"
"GSE282081","2D_J2_hepatocyte","liver_niche_model","2D_J2_hepatocyte","ATF3","ENSG00000160179","ENSG00000160179","ABCG1","ENSG00000160179","9619","protein_coding","0.180322294448295922","0.0104885235368844740","-1","1","0.0000000284591215417198","0.00000007894453796585123","3","spearman"
"GSE282081","2D_J2_hepatocyte","liver_niche_model","2D_J2_hepatocyte","ATF3","ENSG00000172350","ENSG00000172350","ABCG4","ENSG00000172350","64137","protein_coding","0.835137962995624150","0.1923259679279979151","-1","1","0.0000000284591215417198","0.00000007894453796585123","3","spearman"
"GSE282081","2D_J2_hepatocyte","liver_niche_model","2D_J2_hepatocyte","ATF3","ENSG00000143921","ENSG00000143921","ABCG8","ENSG00000143921","64241","protein_coding","0.077300041344491491","0.0286296705283487010","-1","1","0.0000000284591215417198","0.00000007894453796585123","3","spearman"
"GSE282081","2D_J2_hepatocyte","liver_niche_model","2D_J2_hepatocyte","ATF3","ENSG00000144827","ENSG00000144827","ABHD10","ENSG00000144827","55347","protein_coding","5.510648505320957291","0.0446320091830163454","1","1","0.0000000284591215417198","0.00000007894453796585123","3","spearman"
"GSE282081","2D_J2_hepatocyte","liver_niche_model","2D_J2_hepatocyte","ATF3","ENSG00000100997","ENSG00000100997","ABHD12","ENSG00000100997","26090","protein_coding","3.643343258311847688","0.0315038839619873681","-1","1","0.0000000284591215417198","0.00000007894453796585123","3","spearman"
"GSE282081","2D_J2_hepatocyte","liver_niche_model","2D_J2_hepatocyte","ATF3","ENSG00000139826","ENSG00000139826","ABHD13","ENSG00000139826","84945","protein_coding","4.980888078652372819","0.0533341778974082137","-1","1","0.0000000284591215417198","0.00000007894453796585123","3","spearman"
"GSE282081","2D_J2_hepatocyte","liver_niche_model","2D_J2_hepatocyte","ATF3","ENSG00000129968","ENSG00000129968","ABHD17A","ENSG00000129968","81926","protein_coding","5.903143896691877224","0.0633957726873188160","-1","1","0.0000000284591215417198","0.00000007894453796585123","3","spearman"
"GSE282081","2D_J2_hepatocyte","liver_niche_model","2D_J2_hepatocyte","ATF3","ENSG00000107362","ENSG00000107362","ABHD17B","ENSG00000107362","51104","protein_coding","3.490554090000925758","0.1115163173908531591","1","1","0.0000000284591215417198","0.00000007894453796585123","3","spearman"
"GSE282081","2D_J2_hepatocyte","liver_niche_model","2D_J2_hepatocyte","ATF3","ENSG00000140526","ENSG00000140526","ABHD2","ENSG00000140526","11057","protein_coding","4.527634151018381736","0.2420867219691648087","-1","1","0.0000000284591215417198","0.00000007894453796585123","3","spearman"
"GSE282081","2D_J2_hepatocyte","liver_niche_model","2D_J2_hepatocyte","ATF3","ENSG00000158201","ENSG00000158201","ABHD3","ENSG00000158201","171586","protein_coding","3.148862087592776859","0.0423172171559435956","1","1","0.0000000284591215417198","0.00000007894453796585123","3","spearman"
"GSE282081","2D_J2_hepatocyte","liver_niche_model","2D_J2_hepatocyte","ATF3","ENSG00000163686","ENSG00000163686","ABHD6","ENSG00000163686","57406","protein_coding","3.557061345958264287","0.0043671093594897636","-1","1","0.0000000284591215417198","0.00000007894453796585123","3","spearman"
"GSE282081","2D_J2_hepatocyte","liver_niche_model","2D_J2_hepatocyte","ATF3","ENSG00000119328","ENSG00000119328","ABITRAM","ENSG00000119328","54942","protein_coding","5.155386789410951742","0.0982482349490942236","1","1","0.0000000284591215417198","0.00000007894453796585123","3","spearman"
"GSE282081","2D_J2_hepatocyte","liver_niche_model","2D_J2_hepatocyte","ATF3","ENSG00000097007","ENSG00000097007","ABL1","ENSG00000097007","25","protein_coding","3.282027259553144560","0.0793058337026237431","-1","1","0.0000000284591215417198","0.00000007894453796585123","3","spearman"
"GSE282081","2D_J2_hepatocyte","liver_niche_model","2D_J2_hepatocyte","ATF3","ENSG00000143322","ENSG00000143322","ABL2","ENSG00000143322","27","protein_coding","2.463227352971770756","0.0954240023716644847","-1","1","0.0000000284591215417198","0.00000007894453796585123","3","spearman"
"GSE282081","2D_J2_hepatocyte","liver_niche_model","2D_J2_hepatocyte","ATF3","ENSG00000175164","ENSG00000175164","ABO","ENSG00000175164","28","protein_coding","0.977311227688418938","0.0971334645119816265","-1","1","0.0000000284591215417198","0.00000007894453796585123","3","spearman"
"GSE282081","2D_J2_hepatocyte","liver_niche_model","2D_J2_hepatocyte","ATF3","ENSG00000159842","ENSG00000159842","ABR","ENSG00000159842","29","protein_coding","3.518778600591664141","0.0660164842215636566","-1","1","0.0000000284591215417198","0.00000007894453796585123","3","spearman"
"GSE282081","2D_J2_hepatocyte","liver_niche_model","2D_J2_hepatocyte","ATF3","ENSG00000174429","ENSG00000174429","ABRA","ENSG00000174429","137735","protein_coding","0.848304483204458393","0.2092093994472769281","1","1","0.0000000284591215417198","0.00000007894453796585123","3","spearman"
"GSE282081","2D_J2_hepatocyte","liver_niche_model","2D_J2_hepatocyte","ATF3","ENSG00000146386","ENSG00000146386","ABRACL","ENSG00000146386","58527","protein_coding","3.488813511110485877","0.1715784777733154187","1","1","0.0000000284591215417198","0.00000007894453796585123","3","spearman"
"GSE282081","2D_J2_hepatocyte","liver_niche_model","2D_J2_hepatocyte","ATF3","ENSG00000163322","ENSG00000163322","ABRAXAS1","ENSG00000163322","84142","protein_coding","0.873620153796955345","0.0913203571751240450","-1","1","0.0000000284591215417198","0.00000007894453796585123","3","spearman"
"GSE282081","2D_J2_hepatocyte","liver_niche_model","2D_J2_hepatocyte","ATF3","ENSG00000165660","ENSG00000165660","ABRAXAS2","ENSG00000165660","23172","protein_coding","3.831827470015451098","0.0247520158018647331","1","1","0.0000000284591215417198","0.00000007894453796585123","3","spearman"
"GSE282081","2D_J2_hepatocyte","liver_niche_model","2D_J2_hepatocyte","ATF3","ENSG00000146109","ENSG00000146109","ABT1","ENSG00000146109","29777","protein_coding","7.303418781320899278","0.0791163555920703504","-1","1","0.0000000284591215417198","0.00000007894453796585123","3","spearman"
"GSE282081","2D_J2_hepatocyte","liver_niche_model","2D_J2_hepatocyte","ATF3","ENSG00000166016","ENSG00000166016","ABTB2","ENSG00000166016","25841","protein_coding","1.553360935301496548","0.1293746353866704057","-1","1","0.0000000284591215417198","0.00000007894453796585123","3","spearman"
"GSE282081","2D_J2_hepatocyte","liver_niche_model","2D_J2_hepatocyte","ATF3","ENSG00000167315","ENSG00000167315","ACAA2","ENSG00000167315","10449","protein_coding","5.323007198489840164","0.0181781173572252222","-1","1","0.0000000284591215417198","0.00000007894453796585123","3","spearman"
