"Dataset","Analysis_Name","Scope_Group_Column","Scope_Group_Value","Target_Gene","Feature_ID","GeneID","Symbol","Ensembl","Entrez","Biotype","Expression_Mean_Log2_TPM_Plus_1","Expression_SD_Log2_TPM_Plus_1","Correlation","Abs_Correlation","P.Value","adj.P.Val","Samples_Used","Correlation_Method"
"GSE282081","2D_J2_hepatocyte","liver_niche_model","2D_J2_hepatocyte","ATF3","ENSG00000175899","ENSG00000175899","A2M","ENSG00000175899","2","protein_coding","0.3433269462378403802","0.0793815331700727100","-1.0000000000000000","1.0000000000000000","0.0000000284591215417198","0.00000007894453796585123","3","spearman"
"GSE282081","2D_J2_hepatocyte","liver_niche_model","2D_J2_hepatocyte","ATF3","ENSG00000166535","ENSG00000166535","A2ML1","ENSG00000166535","144568","protein_coding","0.0166424146499236127","0.0162724146277159129","-1.0000000000000000","1.0000000000000000","0.0000000284591215417198","0.00000007894453796585123","3","spearman"
"GSE282081","2D_J2_hepatocyte","liver_niche_model","2D_J2_hepatocyte","ATF3","ENSG00000109576","ENSG00000109576","AADAT","ENSG00000109576","51166","protein_coding","3.1268783634840953134","0.0765554072177219574","1.0000000000000000","1.0000000000000000","0.0000000284591215417198","0.00000007894453796585123","3","spearman"
"GSE282081","2D_J2_hepatocyte","liver_niche_model","2D_J2_hepatocyte","ATF3","ENSG00000087884","ENSG00000087884","AAMDC","ENSG00000087884","28971","protein_coding","0.7320935592985112761","0.0806120793755514958","-1.0000000000000000","1.0000000000000000","0.0000000284591215417198","0.00000007894453796585123","3","spearman"
"GSE282081","2D_J2_hepatocyte","liver_niche_model","2D_J2_hepatocyte","ATF3","ENSG00000131043","ENSG00000131043","AAR2","ENSG00000131043","25980","protein_coding","5.6620321049219546339","0.0466936765394307812","-1.0000000000000000","1.0000000000000000","0.0000000284591215417198","0.00000007894453796585123","3","spearman"
"GSE282081","2D_J2_hepatocyte","liver_niche_model","2D_J2_hepatocyte","ATF3","ENSG00000090861","ENSG00000090861","AARS1","ENSG00000090861","16","protein_coding","5.7103159053937915246","0.0872330198973017557","-1.0000000000000000","1.0000000000000000","0.0000000284591215417198","0.00000007894453796585123","3","spearman"
"GSE282081","2D_J2_hepatocyte","liver_niche_model","2D_J2_hepatocyte","ATF3","ENSG00000266967","ENSG00000266967","AARSD1","ENSG00000266967","80755","protein_coding","2.0124246007695565375","0.1475914901479609687","-1.0000000000000000","1.0000000000000000","0.0000000284591215417198","0.00000007894453796585123","3","spearman"
"GSE282081","2D_J2_hepatocyte","liver_niche_model","2D_J2_hepatocyte","ATF3","ENSG00000157426","ENSG00000157426","AASDH","ENSG00000157426","132949","protein_coding","1.9127679410500055823","0.0448977329709468395","-1.0000000000000000","1.0000000000000000","0.0000000284591215417198","0.00000007894453796585123","3","spearman"
"GSE282081","2D_J2_hepatocyte","liver_niche_model","2D_J2_hepatocyte","ATF3","ENSG00000149313","ENSG00000149313","AASDHPPT","ENSG00000149313","60496","protein_coding","5.6299222630038698867","0.0141402222324471701","-1.0000000000000000","1.0000000000000000","0.0000000284591215417198","0.00000007894453796585123","3","spearman"
"GSE282081","2D_J2_hepatocyte","liver_niche_model","2D_J2_hepatocyte","ATF3","ENSG00000183044","ENSG00000183044","ABAT","ENSG00000183044","18","protein_coding","2.2129240498852271735","0.0840623126901079987","-1.0000000000000000","1.0000000000000000","0.0000000284591215417198","0.00000007894453796585123","3","spearman"
"GSE282081","2D_J2_hepatocyte","liver_niche_model","2D_J2_hepatocyte","ATF3","ENSG00000165029","ENSG00000165029","ABCA1","ENSG00000165029","19","protein_coding","0.1456129514133903124","0.0419743885330366509","-1.0000000000000000","1.0000000000000000","0.0000000284591215417198","0.00000007894453796585123","3","spearman"
"GSE282081","2D_J2_hepatocyte","liver_niche_model","2D_J2_hepatocyte","ATF3","ENSG00000167972","ENSG00000167972","ABCA3","ENSG00000167972","21","protein_coding","3.4928319373715659424","0.1938373746269725917","-1.0000000000000000","1.0000000000000000","0.0000000284591215417198","0.00000007894453796585123","3","spearman"
"GSE282081","2D_J2_hepatocyte","liver_niche_model","2D_J2_hepatocyte","ATF3","ENSG00000064687","ENSG00000064687","ABCA7","ENSG00000064687","10347","protein_coding","3.4457506858864554999","0.2073192772353577573","-1.0000000000000000","1.0000000000000000","0.0000000284591215417198","0.00000007894453796585123","3","spearman"
"GSE282081","2D_J2_hepatocyte","liver_niche_model","2D_J2_hepatocyte","ATF3","ENSG00000154258","ENSG00000154258","ABCA9","ENSG00000154258","10350","protein_coding","0.0124319930529946682","0.0121608080596973880","-1.0000000000000000","1.0000000000000000","0.0000000284591215417198","0.00000007894453796585123","3","spearman"
"GSE282081","2D_J2_hepatocyte","liver_niche_model","2D_J2_hepatocyte","ATF3","ENSG00000005471","ENSG00000005471","ABCB4","ENSG00000005471","5244","protein_coding","1.6734389879806161883","0.0186903788508490619","1.0000000000000000","1.0000000000000000","0.0000000284591215417198","0.00000007894453796585123","3","spearman"
"GSE282081","2D_J2_hepatocyte","liver_niche_model","2D_J2_hepatocyte","ATF3","ENSG00000131269","ENSG00000131269","ABCB7","ENSG00000131269","22","protein_coding","3.0993639266805161903","0.0375539945916631215","-1.0000000000000000","1.0000000000000000","0.0000000284591215417198","0.00000007894453796585123","3","spearman"
"GSE282081","2D_J2_hepatocyte","liver_niche_model","2D_J2_hepatocyte","ATF3","ENSG00000103222","ENSG00000103222","ABCC1","ENSG00000103222","4363","protein_coding","3.1336045657744109327","0.0990930008886968111","-1.0000000000000000","1.0000000000000000","0.0000000284591215417198","0.00000007894453796585123","3","spearman"
"GSE282081","2D_J2_hepatocyte","liver_niche_model","2D_J2_hepatocyte","ATF3","ENSG00000124574","ENSG00000124574","ABCC10","ENSG00000124574","89845","protein_coding","4.5843540502093995670","0.0477329832090752568","-1.0000000000000000","1.0000000000000000","0.0000000284591215417198","0.00000007894453796585123","3","spearman"
"GSE282081","2D_J2_hepatocyte","liver_niche_model","2D_J2_hepatocyte","ATF3","ENSG00000114770","ENSG00000114770","ABCC5","ENSG00000114770","10057","protein_coding","3.8035150915962936402","0.0638909756728304190","-1.0000000000000000","1.0000000000000000","0.0000000284591215417198","0.00000007894453796585123","3","spearman"
"GSE282081","2D_J2_hepatocyte","liver_niche_model","2D_J2_hepatocyte","ATF3","ENSG00000069431","ENSG00000069431","ABCC9","ENSG00000069431","10060","protein_coding","0.0665546917085074463","0.0444673981039728078","1.0000000000000000","1.0000000000000000","0.0000000284591215417198","0.00000007894453796585123","3","spearman"
"GSE282081","2D_J2_hepatocyte","liver_niche_model","2D_J2_hepatocyte","ATF3","ENSG00000101986","ENSG00000101986","ABCD1","ENSG00000101986","215","protein_coding","4.7562028934086022502","0.1216670766709005286","-1.0000000000000000","1.0000000000000000","0.0000000284591215417198","0.00000007894453796585123","3","spearman"
"GSE282081","2D_J2_hepatocyte","liver_niche_model","2D_J2_hepatocyte","ATF3","ENSG00000164163","ENSG00000164163","ABCE1","ENSG00000164163","6059","protein_coding","6.3645408627593953454","0.0181729531495898322","-1.0000000000000000","1.0000000000000000","0.0000000284591215417198","0.00000007894453796585123","3","spearman"
"GSE282081","2D_J2_hepatocyte","liver_niche_model","2D_J2_hepatocyte","ATF3","ENSG00000204574","ENSG00000204574","ABCF1","ENSG00000204574","23","protein_coding","6.6608440921228835307","0.0501799254137177339","-1.0000000000000000","1.0000000000000000","0.0000000284591215417198","0.00000007894453796585123","3","spearman"
