"TF","Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes"
"FOXM1","FOXM1 25889361 ChIP-Seq OE33 AND U2OS Human","122/784","0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000007768216162083078","0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000005554274555889401","0","0","26.2434504216079709","6170.2609683985619994928129","CCNF;RTKN2;HJURP;BUB1B;MKI67;SMC4;CDC20;RDM1;RGS3;PTTG1;NEK2;OIP5;KPNA2;GTSE1;TMPO;GAS2L3;BORA;CDC25C;KNSTRN;DEPDC1B;DDX39A;KIF20A;KIF20B;PRR11;PIF1;BLM;CDCA2;PARPBP;CDCA3;CDCA5;TROAP;CDCA8;NCAPG;HMMR;SKA3;IQGAP3;NCAPH;CCNB2;CCNB1;RACGAP1;RAD21;ECT2;FAM83D;PLK4;ODF2;UBE2C;ARHGEF39;PLK1;TPX2;KIF18B;UBE2S;KIF4A;UBE2T;ANP32E;CDK1;NABP1;MXD3;TOP2A;GPSM2;CDKN1B;KIF14;HMGB2;KIF11;FOXM1;KIF15;CKS1B;TUBA1C;TUBA1B;MIS18BP1;NUF2;PBK;TNFAIP8L1;DNMT3B;TK1;CEP55;DLGAP5;SUN2;CKAP2L;CKAP2;KIF23;CIT;CCNA2;ASPM;DBF4;PSRC1;ESPL1;SAPCD2;INCENP;KIFC1;CKS2;DEPDC1;BIRC5;KIF2C;MTFR2;RNFT2;DTYMK;TTK;CENPA;AURKB;AURKA;RECQL4;NEURL1B;BUB1;CDKN2C;RRM2;SPAG5;NDE1;RNF26;SCLT1;TUBB4B;MZT1;CENPE;CENPF;PRC1;CENPL;TACC3;CENPN;NCAPD2;CENPO;TAF5;CDKN3;MAD2L1"
"FOXM1","FOXM1 23109430 ChIP-Seq U2OS Human","76/226","0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000438397003911712000598472713071","0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000156726928898437039900023131839","0","0","55.1534814814814780","11221.0926534217742300825194","TOP2A;ARHGAP11A;ARHGAP11B;GPSM2;CCNF;KIF14;HJURP;HMGB2;KIF11;MKI67;LMNB2;CDC20;TUBA1C;PTTG1;MIS18BP1;NUF2;TNFAIP8L1;NEK2;KPNA2;CEP55;DLGAP5;TMPO;SUN2;GAS2L3;CKAP2L;CKAP2;KIF23;CIT;CCNA2;ASPM;DEPDC1B;ESPL1;INCENP;KIFC1;DEPDC1;KIF2C;KIF20A;KIF20B;RNFT2;PIF1;DTYMK;CDCA2;TROAP;CDCA8;TTK;HMMR;CENPA;NCAPH;AURKB;AURKA;NEURL1B;CCNB2;CCNB1;RACGAP1;ECT2;FAM83D;RRM2;SPAG5;ODF2;UBE2C;RNF26;PLK1;SCLT1;MZT1;TPX2;CENPF;KIF18B;UBE2S;PRC1;ANP32E;CDK1;NCAPD2;TAF5;MXD3;CDKN3;SPC25"
"FOXM1","FOXM1 26456572 ChIP-Seq MCF-7 Human BreastCancer","82/478","0.0000000000000000000000000000000000000000000000000000000000000000000006818727373028434742256215769764004745967430981698","0.0000000000000000000000000000000000000000000000000000000000000000001625130023905110655151509191381860668909254351826","0","0","23.0253105770347162","3667.0405191073718924599234","H2AX;TOP2A;ARHGAP11B;GPSM2;CCNF;KIF14;HJURP;HMGB2;KIF11;MKI67;SMC4;CDC20;TUBA1C;RGS3;PTTG1;MIS18BP1;CNTRL;NUF2;TNFAIP8L1;NEK2;KPNA2;GTSE1;H4C3;CEP55;H4C5;H3C8;SUN2;GAS2L3;CKAP2L;CKAP2;KIF23;CIP2A;PIMREG;CDC25C;KNSTRN;CCNA2;ASPM;DEPDC1B;ESPL1;INCENP;KIFC1;CKS2;KIF2C;KIF20A;KIF20B;RNFT2;PIF1;TEDC1;CDCA2;PARPBP;TROAP;HMMR;CENPA;NCAPH;NEURL1B;CCNB2;CCNB1;RACGAP1;H3C2;ECT2;FAM83D;RRM2;UBE2C;NDE1;RNF26;PLK1;SCLT1;TUBB4B;MZT1;NDC80;TPX2;CENPF;KIF18B;UBE2S;PRC1;KIF4A;UBE2T;CDK1;NCAPD2;TAF5;MXD3;CDKN3"
"E2F4","E2F4 17652178 ChIP-ChIP JURKAT Human","63/608","0.0000000000000000000000000000000000000033186385143790805978334247395185218281420541227573120283045375822225749115936912","0.0000000000000000000000000000000000005932066344452606658350183156869070010070465746706224141485369476671142686154974","0","0","11.4991396111612865","1018.8383046220940286730183","TOP2A;FEN1;SUV39H1;HMGB2;BUB1B;KIF11;HMGB1;MKI67;FOXM1;KIF15;EXO1;PBK;NEK2;GTSE1;TMPO;VRK1;ESCO2;CDC25C;CIT;TRAIP;CCNA2;ASPM;DEPDC1B;ESPL1;INCENP;KIFC1;FANCD2;BIRC5;KIF2C;KIF20A;PRR11;ITGB3BP;BLM;CDCA2;CDCA3;CDCA5;TROAP;CDCA8;TTK;HMMR;IQGAP3;CENPA;AURKB;CCNB2;CCNB1;RACGAP1;BUB1;PLK4;RRM1;RRM2;SPAG5;PLK1;FBXL13;SHCBP1;ZWINT;TPX2;CENPF;UBE2S;KIF4A;ANP32E;TRIP13;RAD9B;MAD2L1"
"E2F1","E2F1 26619117 ChIP-Seq Hepatocytes Mouse Liver","94/2717","0.0000000000000000000070575401115030328132879605712226184966210776072116972793511757711115706115378998219966888427734375","0.0000000000000000010092282359449334966979183848561931190190543040495919219212694883935910183936357498168945312500000","0","0","3.7874218099151382","175.7370930605478633879102","TOP2A;ARHGAP11A;FEN1;SUV39H1;KIF14;HMGB2;BUB1B;HMGB1;SMC4;LMNB2;SMC2;RDM1;TUBA1B;MIS18BP1;EXO1;NUF2;PBK;TNFAIP8L1;TK1;GTSE1;DLGAP5;GAS2L3;IZUMO4;LIG1;CKAP2L;KIF23;VRK1;ESCO2;KIF22;CDC25C;MIF4GD;TRAIP;CCNA2;ASPM;NEIL3;MELK;DBF4;ESPL1;INCENP;KIFC1;FANCD2;BIRC5;KIF2C;KIF20A;KIF20B;PIF1;BLM;CDCA3;CDCA5;TROAP;CDNF;CENPA;NCAPH;AURKB;BCL2L12;CDC45;HIRIP3;RACGAP1;TCOF1;MED30;RAD21;POC1A;FAM83D;RRM1;CENPW;PNPLA7;ANKRD24;SPAG5;UBE2C;NDE1;RNF26;PLK1;SCLT1;SHCBP1;ZWINT;TPX2;CENPE;CENPF;KIF18B;RAD51;CENPI;PRC1;UBE2T;ANP32E;CENPL;TACC3;CDK1;CENPN;CENPO;TRIP13;RAD9B;MXD3;CDKN3;MAD2L1"
"MYBL2","MYBL2 22936984 ChIP-ChIP MESCs Mouse","62/1419","0.0000000000000000046429405837520099468442053093855398771852168120341432938635861660259251948446035385131835937500000000","0.0000000000000005532837528971146546362552064406280611166144165966040979753870487911626696586608886718750000000000000","0","0","4.3303299424898771","172.8285940843232140196051","TOP2A;ARHGAP11A;HMGB2;BUB1B;KIF11;FOXM1;SMC4;LMNB2;SMC2;KIF15;CKS1B;CDC20;RDM1;TUBA1B;NUF2;OIP5;TK1;KPNA2;GTSE1;TMPO;CKAP2L;KIF23;KIF22;CDC25C;CIT;DBF4;PSRC1;INCENP;FANCD2;CKS2;KIF2C;KIF20A;PRR11;PIF1;CDCA2;CDCA3;TROAP;CDCA8;HMMR;NRF1;AURKB;AURKA;CCNB2;CCNB1;RACGAP1;ECT2;RRM1;RRM2;PNPLA7;UBE2C;NDE1;RNF26;PLK1;NDC80;EPOR;TPX2;CENPE;PRC1;ANP32E;CENPL;NCAPD2;SPC25"
"AR","AR 21909140 ChIP-Seq LNCAP Human","22/238","0.0000000000005005736917228966388160018895841252306068425159679691205383278429508209228515625000000000000000000000000000","0.0000000000511300270831244378350850652390234335128993414798515004804357886314392089843750000000000000000000000000000","0","0","8.4998417220639446","240.7412004422670293024566","FEN1;CDCA2;CKAP2L;CDCA8;KIF23;IQGAP3;ZWINT;NDC80;CIT;CCNA2;TPX2;DEPDC1B;MELK;RAD21;PBK;DEPDC1;CENPL;TACC3;CENPN;NEK2;KIF20A;TMPO"
"KDM5B","KDM5B 21448134 ChIP-Seq MESCs Mouse","82/3030","0.0000000000074004993290598765963995999632255311153489207853795051050838083028793334960937500000000000000000000000000000","0.0000000006614196275347264092089547670566800768865434179133444558829069137573242187500000000000000000000000000000000","0","0","2.6849919680593897","68.8149308719296612935068","TOP2A;ARHGAP11A;GPSM2;CCNF;NCAPG2;KIF14;HJURP;BUB1B;KIF11;MKI67;SMC4;SMC2;KIF15;PBK;DNMT3B;KPNA2;DLGAP5;TMPO;GEN1;LIG1;CKAP2L;CKAP2;KIF23;ESCO2;KIF22;CCNA2;ASPM;MELK;DBF4;ESPL1;INCENP;FANCD2;BIRC5;KIF2C;KIF20A;KIF20B;PRR11;FAM72A;BLM;CDCA2;CDCA5;CDCA8;NCAPG;PKD1L2;TTK;HMMR;NRF1;PLD1;NCAPH;AURKB;AURKA;CCNB2;CCNB1;CDC45;RACGAP1;RAD21;ECT2;BUB1;PLK4;RRM1;CDKN2C;ABCA5;SPAG5;ODF2;NDE1;FBXL13;ZWINT;NDC80;TPX2;CENPE;CENPF;KIF18B;RAD51;CENPI;PRC1;UBE2T;TACC3;CDK1;CENPN;NCAPD2;TRIP13;TAF5"
"E2F4","E2F4 21247883 ChIP-Seq LYMPHOBLASTOID Human","70/2422","0.0000000000250313462347382396365283432724204337911644291381207949598319828510284423828125000000000000000000000000000000","0.0000000019886013953153155095100153369313406015450595987203996628522872924804687500000000000000000000000000000000000","0","0","2.7828981054787505","67.9330257317966470509418","ARHGAP11A;ARHGAP11B;GPSM2;FEN1;CDKN1B;CCNF;RTKN2;KIF14;BUB1B;KIF11;HMGB1;MKI67;FOXM1;CKS1B;CDC20;TUBA1C;TUBA1B;EXO1;NUF2;NEK2;OIP5;CEP55;DLGAP5;TMPO;GAS2L3;CKAP2;KIF23;VRK1;CIT;ASPM;LTB4R2;ESPL1;INCENP;DEPDC1;KIF2C;KIF20B;ITGB3BP;RNFT2;PIF1;BLM;CDCA3;CDCA5;TROAP;CDCA8;IQGAP3;AURKB;PBLD;CCNB2;HIRIP3;RACGAP1;RRM1;CDKN2C;SPAG5;NDE1;RNF26;PLK1;SHCBP1;ZWINT;CENPF;DIAPH3;RAD51;PRC1;UBE2T;ANP32E;CENPL;CENPN;NCAPD2;TAF5;RAD9B;CDKN3"
"FOXA1","FOXA1 27270436 ChIP-Seq VCaP Human Prostate Carcinoma","85/3331","0.0000000000583811484356761578260093435114187060408497131902549881488084793090820312500000000000000000000000000000000000","0.0000000041742521131508449226681500691168297256794517124944832175970077514648437500000000000000000000000000000000000","0","0","2.5264202815521037","59.5326384537597235180328","H2AX;TOP2A;GPSM2;HJURP;HMGB2;HMGB1;FOXM1;SMC4;NUDT3;KIF15;TUBA1C;TUBA1B;RGS3;LURAP1L;MIS18BP1;EXO1;NUF2;NEK2;DLGAP5;TMPO;GEN1;GRAMD2B;GAS2L3;CKAP2L;KNL1;SGO1;CCNA2;SGO2;ASPM;DEPDC1B;NEIL3;TBC1D2;MELK;DBF4;ESPL1;INCENP;KIFC1;DEPDC1;BIRC5;KIF20A;ITGB3BP;ZNF233;PIF1;TEDC1;CDCA2;PARPBP;TXK;DNAH5;CCDC146;SKA3;PLD1;IQGAP3;CENPA;SKA1;PBLD;NEURL1B;RACGAP1;RAD21;POC1A;H3C2;ECT2;BUB1;PLK4;H2BC9;H2AZ1;CENPW;RRM2;ABCA5;PNPLA7;SPAG5;DDIAS;RNF26;NDC80;SGSM1;TPX2;CENPF;DIAPH3;KIF18B;PRC1;UBE2T;ANP32E;CDK1;SPC24;MXD3;MAD2L1"
