"statistic","source","condition","score","p_value"
"viper","ABL1","HMVL_TOR10","0.352848425503333618","0.7242020774182500453264310636"
"viper","AHR","HMVL_TOR10","0.994712024227749181","0.3198763446408686150768119205"
"viper","AIP","HMVL_TOR10","0.841481306299882603","0.4000783532294684419206021175"
"viper","AIRE","HMVL_TOR10","1.692695935842935651","0.0905133592686616084144191063"
"viper","APEX1","HMVL_TOR10","-1.263522014487297840","0.2064016401563729119494894348"
"viper","AR","HMVL_TOR10","-1.068453304429243023","0.2853160832537516289342249820"
"viper","ARID1A","HMVL_TOR10","1.849243071128065852","0.0644227219690867991541693982"
"viper","ARID3A","HMVL_TOR10","0.081774402105048508","0.9348261120448505545610373701"
"viper","ARID3B","HMVL_TOR10","-1.995000029240662220","0.0460428766751404261459157397"
"viper","ARID4A","HMVL_TOR10","-1.380316370740755305","0.1674892566255951620313169315"
"viper","ARID4B","HMVL_TOR10","-0.889840428649715798","0.3735515747615781312340743625"
"viper","ARID5B","HMVL_TOR10","1.878858331882814037","0.0602638396609205054255120615"
"viper","ARNT","HMVL_TOR10","0.805223446052384495","0.4206907489374132613768608735"
"viper","ARX","HMVL_TOR10","0.709734003688239912","0.4778691015393786711840107273"
"viper","ASCL1","HMVL_TOR10","1.444661817072118604","0.1485528999397295879525415785"
"viper","ASCL2","HMVL_TOR10","-1.933400250773704920","0.0531869103954066280159906910"
"viper","ATF1","HMVL_TOR10","-1.556424655905588983","0.1196071459900407557563895011"
"viper","ATF2","HMVL_TOR10","-0.544327599505050164","0.5862160577987791665321992696"
"viper","ATF3","HMVL_TOR10","-1.662794451708547117","0.0963535876389622764071063443"
"viper","ATF4","HMVL_TOR10","-1.380223497304700953","0.1675178413872322191746633280"
"viper","ATF5","HMVL_TOR10","-0.890981723295883654","0.3729389753428377085597844598"
"viper","ATF6","HMVL_TOR10","-1.496847906200572176","0.1344328377181079336999403040"
"viper","ATOH1","HMVL_TOR10","2.504105170083842591","0.0122761537089475496892232442"
"viper","BACH1","HMVL_TOR10","2.165019443638749319","0.0303861962864749486634696751"
"viper","BACH2","HMVL_TOR10","-0.614974763247891132","0.5385713870013728588048707024"
"viper","BARX1","HMVL_TOR10","-0.021469197482397274","0.9828713746454607047553508892"
"viper","BARX2","HMVL_TOR10","0.117831126627845353","0.9062014658600854311032435362"
"viper","BATF","HMVL_TOR10","0.749445765442751211","0.4535885756656495848559984552"
"viper","BCL11A","HMVL_TOR10","-1.970674473605923183","0.0487611221118873644497782038"
"viper","BCL11B","HMVL_TOR10","0.081156067106920526","0.9353178375862054583222970905"
"viper","BCL3","HMVL_TOR10","-0.594808093456423492","0.5519717569319017025364360052"
"viper","BCL6","HMVL_TOR10","-1.437182454814590393","0.1506661569913759213257264946"
"viper","BCLAF1","HMVL_TOR10","-0.476586841978018594","0.6336563548818312519017581508"
"viper","BCOR","HMVL_TOR10","-0.448395565431033927","0.6538677416554878885079915563"
"viper","BHLHA15","HMVL_TOR10","3.055949938981524117","0.0022434871053973767622558011"
"viper","BHLHE40","HMVL_TOR10","-1.563976861861472667","0.1178230023405529847124739717"
"viper","BHLHE41","HMVL_TOR10","-0.329749348461779612","0.7415893625911589293053793881"
"viper","BMAL1","HMVL_TOR10","-0.720205046344343680","0.4713987573269819986165884984"
"viper","BMAL2","HMVL_TOR10","0.077744833819508766","0.9380310297781809802941666021"
"viper","BRCA1","HMVL_TOR10","-0.943264711678594381","0.3455455209037383568215773266"
"viper","BRD4","HMVL_TOR10","-1.522584337873172933","0.1278627306492881865462862834"
"viper","BTG2","HMVL_TOR10","1.563183678009125721","0.1180093980891053495607678769"
"viper","CDX1","HMVL_TOR10","2.752508562340948650","0.0059140599876365438844483258"
"viper","CDX2","HMVL_TOR10","2.792651529487753415","0.0052277975902239957189943098"
"viper","CEBPA","HMVL_TOR10","0.791479799693281305","0.4286640593900973295049539047"
"viper","CEBPB","HMVL_TOR10","1.222828451752560719","0.2213944968136189461738183581"
"viper","CEBPD","HMVL_TOR10","0.348516377050030079","0.7274524167554609066499438086"
"viper","CEBPE","HMVL_TOR10","0.346508725190444788","0.7289604281463497592596922914"
"viper","CEBPG","HMVL_TOR10","1.885550511467444679","0.0593555516262326970933216330"
"viper","CEBPZ","HMVL_TOR10","-1.013164946988509785","0.3109813804893563626841057612"
"viper","CIITA","HMVL_TOR10","1.221136859705099109","0.2220342057622213816081568893"
"viper","CLOCK","HMVL_TOR10","-0.635010722614056888","0.5254214217319822521901073742"
"viper","CREB1","HMVL_TOR10","0.727007331828869785","0.4672214643364693831273370961"
"viper","CREB3","HMVL_TOR10","-0.116985161562710396","0.9068718120942953486718351996"
"viper","CREB3L1","HMVL_TOR10","-0.108762755512440371","0.9133906653150105636740363479"
"viper","CREB5","HMVL_TOR10","0.647390263242586195","0.5173793959714341195166298348"
"viper","CREBBP","HMVL_TOR10","0.714885976556660863","0.4746795029842220126070628794"
"viper","CREBZF","HMVL_TOR10","-0.105592856043587285","0.9159053931136881265828719734"
"viper","CREM","HMVL_TOR10","-1.724312565263619312","0.0846514321443770367814352085"
"viper","CRX","HMVL_TOR10","-1.473678571127137849","0.1405681551482630131655326977"
"viper","CTBP1","HMVL_TOR10","-0.455902387764791139","0.6484601724197452954356890586"
"viper","CTBP2","HMVL_TOR10","-0.336107258779944296","0.7367899848170713639206041989"
"viper","CTCF","HMVL_TOR10","-0.283843828075195370","0.7765300652849050910830897010"
"viper","CTCFL","HMVL_TOR10","1.559855893875594424","0.1187939393972844565050550614"
"viper","CTNNB1","HMVL_TOR10","1.893397239790985953","0.0583050622288178582719453402"
"viper","CUX1","HMVL_TOR10","-1.607893883709636595","0.1078584216293384662188614698"
"viper","CXXC1","HMVL_TOR10","-0.305208385765731283","0.7602074460129910615791004602"
"viper","DACH1","HMVL_TOR10","-1.068370518534338842","0.2853534101571195691349203116"
"viper","DBP","HMVL_TOR10","-0.836736747553603721","0.4027405584899351187466720603"
"viper","DDIT3","HMVL_TOR10","-0.746747250202396406","0.4552161422918356015188123820"
"viper","DEAF1","HMVL_TOR10","-0.564068658557089764","0.5727074067823516578812359512"
"viper","DLX1","HMVL_TOR10","2.233035333238285958","0.0255466144148050432194363424"
"viper","DLX2","HMVL_TOR10","0.544453445066726660","0.5861294765226943148661575833"
"viper","DLX3","HMVL_TOR10","-0.232849383930728404","0.8158783638625006773281711503"
"viper","DLX4","HMVL_TOR10","0.883085709721766143","0.3771899645382239540936097910"
"viper","DLX5","HMVL_TOR10","0.860666383010260327","0.3894218131340363431291962115"
"viper","DMAP1","HMVL_TOR10","1.685079622262429355","0.0919732106397281867771198449"
"viper","DMTF1","HMVL_TOR10","-4.337767153544768384","0.0000143937524977950675775544"
"viper","DNMT1","HMVL_TOR10","-0.227474683423616847","0.8200546529722980704235624216"
"viper","DNMT3A","HMVL_TOR10","-1.437880161425942216","0.1504680595129364584217057654"
"viper","DNMT3B","HMVL_TOR10","-2.529776234508381627","0.0114135290955334704060541995"
"viper","DOT1L","HMVL_TOR10","-0.494900698911370673","0.6206702173168917591183912918"
"viper","E2F1","HMVL_TOR10","-4.801207409449030017","0.0000015771181525537908786128"
"viper","E2F2","HMVL_TOR10","-2.160120999058776192","0.0307633038055113196274081844"
"viper","E2F3","HMVL_TOR10","-2.343146903641904366","0.0191218523890953756572130828"
"viper","E2F4","HMVL_TOR10","-7.244015868295074156","0.0000000000004355904225772743"
"viper","E2F5","HMVL_TOR10","0.422408967220587517","0.6727265337455847760139704405"
"viper","E2F6","HMVL_TOR10","-0.386788213013045390","0.6989130040333619842130019606"
"viper","E2F7","HMVL_TOR10","-0.081646089913510175","0.9349281491634895413511685547"
