"TF","DLD1","HCT15","Activity_Score_Mean","Score","Method_Direction","Rank","Method","Method_Rank","Method_Score","Method_P_Value","Method_Adjusted_P_Value","CheA3_Library_Count","CheA3_Libraries","CheA3_Integrated_TopRank","CheA3_Integrated_Score","CheA3_Integrated_Library"
"ETS1","1.28908232983009019","1.267926256855208988","1.27850429334264959","1.27850429334264959","Activated","143","viper","143","1.27850429334264959",NA,NA,"6","ENCODE--ChIP-seq(rank=31); Literature--ChIP-seq(rank=155); ReMap--ChIP-seq(rank=188); Enrichr--Queries(rank=272); ARCHS4--Coexpression(rank=324); GTEx--Coexpression(rank=358)","670","0.19370000000000001","Enrichr Queries,0.1937"
"TBP","0.99320973965599157","1.530459339817537456","1.26183453973676452","1.26183453973676452","Activated","144","viper","144","1.26183453973676452",NA,NA,"5","ENCODE--ChIP-seq(rank=68); Literature--ChIP-seq(rank=108); ReMap--ChIP-seq(rank=226); GTEx--Coexpression(rank=1152); ARCHS4--Coexpression(rank=1513)","1408","0.57630000000000003","ENCODE ChIP-seq,0.5763"
"EBF1","2.37533069040794187","-0.125507773143876233","1.12491145863203279","1.25041923177590908","Activated","145","viper","145","1.25041923177590908",NA,NA,"5","GTEx--Coexpression(rank=8); ENCODE--ChIP-seq(rank=111); ReMap--ChIP-seq(rank=147); ARCHS4--Coexpression(rank=165); Enrichr--Queries(rank=904)","19","0.00497800000000000","GTEx Coexpression,0.004978"
"SOX9","1.38638461051669282","1.112664387834191082","1.24952449917544195","1.24952449917544195","Activated","146","viper","146","1.24952449917544195",NA,NA,"5","Literature--ChIP-seq(rank=69); ReMap--ChIP-seq(rank=72); Enrichr--Queries(rank=103); ARCHS4--Coexpression(rank=322); GTEx--Coexpression(rank=1515)","276","0.07335999999999999","Enrichr Queries,0.07336"
"ZNF274","0.29975174013634198","-2.195794741647391746","-0.94802150075552483","1.24777324089186692","Repressed","147","viper","147","1.24777324089186692",NA,NA,"6","Enrichr--Queries(rank=33); ENCODE--ChIP-seq(rank=81); ARCHS4--Coexpression(rank=90); Literature--ChIP-seq(rank=136); ReMap--ChIP-seq(rank=242); GTEx--Coexpression(rank=1232)","93","0.02350000000000000","Enrichr Queries,0.0235"
"MEIS1","1.74952111218624795","-0.740603083586082511","0.50445901430008266","1.24506209788616529","Activated","148","viper","148","1.24506209788616529",NA,NA,"5","Literature--ChIP-seq(rank=82); ReMap--ChIP-seq(rank=254); GTEx--Coexpression(rank=459); Enrichr--Queries(rank=555); ARCHS4--Coexpression(rank=714)","900","0.28560000000000002","GTEx Coexpression,0.2856"
"IRF1","1.14744544563597817","1.312225743124057376","1.22983559438001766","1.22983559438001766","Activated","149","viper","149","1.22983559438001766",NA,NA,"6","Literature--ChIP-seq(rank=8); ReMap--ChIP-seq(rank=74); ARCHS4--Coexpression(rank=84); ENCODE--ChIP-seq(rank=97); Enrichr--Queries(rank=402); GTEx--Coexpression(rank=489)","190","0.04878000000000000","Literature ChIP-seq,0.04878"
"ZNF24","-0.22684996589893563","-2.226291450973972186","-1.22657070843645388","1.22657070843645388","Repressed","150","viper","150","1.22657070843645388",NA,NA,"4","ReMap--ChIP-seq(rank=19); GTEx--Coexpression(rank=555); Enrichr--Queries(rank=1304); ARCHS4--Coexpression(rank=1452)","244","0.06397000000000000","ReMap ChIP-seq,0.06397"
"OTX2","0.94984116347194525","1.474391045852182724","1.21211610466206388","1.21211610466206388","Activated","151","viper","151","1.21211610466206388",NA,NA,"4","ReMap--ChIP-seq(rank=239); Enrichr--Queries(rank=1013); GTEx--Coexpression(rank=1194); ARCHS4--Coexpression(rank=1471)","1555","0.72150000000000003","Enrichr Queries,0.7215"
"MYBL2","-2.22244154525245330","-0.189411049240686968","-1.20592629724657008","1.20592629724657008","Repressed","152","viper","152","1.20592629724657008",NA,NA,"6","Literature--ChIP-seq(rank=56); ENCODE--ChIP-seq(rank=80); GTEx--Coexpression(rank=116); ReMap--ChIP-seq(rank=271); Enrichr--Queries(rank=830); ARCHS4--Coexpression(rank=987)","272","0.07217999999999999","GTEx Coexpression,0.07218"
"HNF4A","-0.07116503597344474","-2.337699699774130391","-1.20443236787378760","1.20443236787378760","Repressed","153","viper","153","1.20443236787378760",NA,NA,"6","ENCODE--ChIP-seq(rank=27); Literature--ChIP-seq(rank=102); ReMap--ChIP-seq(rank=103); GTEx--Coexpression(rank=124); ARCHS4--Coexpression(rank=405); Enrichr--Queries(rank=457)","287","0.07716000000000001","GTEx Coexpression,0.07716"
"ARNT","1.70724026021838249","-0.661199515603735133","0.52302037230732368","1.18421988791105881","Activated","154","viper","154","1.18421988791105881",NA,NA,"5","Literature--ChIP-seq(rank=90); ReMap--ChIP-seq(rank=268); GTEx--Coexpression(rank=1044); ARCHS4--Coexpression(rank=1056); Enrichr--Queries(rank=1062)","1380","0.54879999999999995","Literature ChIP-seq,0.5488"
"FOXP1","-1.49291057597364585","0.867177890051292977","-0.31286634296117644","1.18004423301246941","Repressed","155","viper","155","1.18004423301246941",NA,NA,"5","Literature--ChIP-seq(rank=29); ReMap--ChIP-seq(rank=216); GTEx--Coexpression(rank=447); Enrichr--Queries(rank=1093); ARCHS4--Coexpression(rank=1372)","617","0.17680000000000001","Literature ChIP-seq,0.1768"
"NFE2","2.07638917331544670","-0.283067623145466130","0.89666077508499031","1.17972839823045650","Activated","156","viper","156","1.17972839823045650",NA,NA,"5","ENCODE--ChIP-seq(rank=28); ReMap--ChIP-seq(rank=51); Enrichr--Queries(rank=116); GTEx--Coexpression(rank=140); ARCHS4--Coexpression(rank=856)","310","0.08262000000000000","Enrichr Queries,0.08262"
"CEBPA","-1.39898264179101250","0.959288374662367049","-0.21984713356432273","1.17913550822668967","Repressed","157","viper","157","1.17913550822668967",NA,NA,"5","ReMap--ChIP-seq(rank=39); ARCHS4--Coexpression(rank=64); Literature--ChIP-seq(rank=77); Enrichr--Queries(rank=107); GTEx--Coexpression(rank=293)","155","0.03931000000000000","ARCHS4 Coexpression,0.03931"
"AHR","1.56977611742686851","0.771249622124562273","1.17051286977571545","1.17051286977571545","Activated","158","viper","158","1.17051286977571545",NA,NA,"5","ARCHS4--Coexpression(rank=89); Literature--ChIP-seq(rank=100); Enrichr--Queries(rank=104); ReMap--ChIP-seq(rank=256); GTEx--Coexpression(rank=508)","210","0.05467000000000000","ARCHS4 Coexpression,0.05467"
"ATF3","-1.74805428991407741","-0.575689386153159899","-1.16187183803361860","1.16187183803361860","Repressed","159","viper","159","1.16187183803361860",NA,NA,"6","ARCHS4--Coexpression(rank=1); Enrichr--Queries(rank=1); GTEx--Coexpression(rank=5); Literature--ChIP-seq(rank=5); ENCODE--ChIP-seq(rank=48); ReMap--ChIP-seq(rank=48)","1","0.00061430000000000","ARCHS4 Coexpression,6.143E-4"
"PROX1","1.43863768634755140","-0.880054161675270286","0.27929176233614056","1.15934592401141079","Activated","160","viper","160","1.15934592401141079",NA,NA,"4","ReMap--ChIP-seq(rank=36); GTEx--Coexpression(rank=277); ARCHS4--Coexpression(rank=785); Enrichr--Queries(rank=921)","446","0.12120000000000000","ReMap ChIP-seq,0.1212"
"TCF4","1.39809474929839750","-0.888080488354376363","0.25500713047201057","1.14308761882638699","Activated","161","viper","161","1.14308761882638699",NA,NA,"5","Literature--ChIP-seq(rank=68); ReMap--ChIP-seq(rank=158); GTEx--Coexpression(rank=229); ARCHS4--Coexpression(rank=280); Enrichr--Queries(rank=619)","511","0.14249999999999999","GTEx Coexpression,0.1425"
"NFYB","-1.32642440859613386","0.956389433388756371","-0.18501748760368875","1.14140692099244512","Repressed","162","viper","162","1.14140692099244512",NA,NA,"5","ENCODE--ChIP-seq(rank=76); ReMap--ChIP-seq(rank=146); GTEx--Coexpression(rank=327); ARCHS4--Coexpression(rank=696); Enrichr--Queries(rank=815)","698","0.20349999999999999","GTEx Coexpression,0.2035"
"SP1","1.17097799248005141","1.094979434698938769","1.13297871358949509","1.13297871358949509","Activated","163","viper","163","1.13297871358949509",NA,NA,"5","ENCODE--ChIP-seq(rank=50); ReMap--ChIP-seq(rank=227); GTEx--Coexpression(rank=1029); Enrichr--Queries(rank=1098); ARCHS4--Coexpression(rank=1153)","1195","0.42370000000000002","ENCODE ChIP-seq,0.4237"
"MITF","0.44750407146560289","1.810631076242819271","1.12906757385421108","1.12906757385421108","Activated","164","viper","164","1.12906757385421108",NA,NA,"5","Literature--ChIP-seq(rank=60); ARCHS4--Coexpression(rank=129); ReMap--ChIP-seq(rank=131); Enrichr--Queries(rank=169); GTEx--Coexpression(rank=817)","297","0.07924000000000000","ARCHS4 Coexpression,0.07924"
"PBX2","1.87776342104524163","0.357363331898967129","1.11756337647210446","1.11756337647210446","Activated","165","viper","165","1.11756337647210446",NA,NA,"4","ReMap--ChIP-seq(rank=10); GTEx--Coexpression(rank=615); Enrichr--Queries(rank=822); ARCHS4--Coexpression(rank=884)","138","0.03367000000000000","ReMap ChIP-seq,0.03367"
"ELK1","2.01790542944289042","0.215246238200963447","1.11657583382192693","1.11657583382192693","Activated","166","viper","166","1.11657583382192693",NA,NA,"5","Literature--ChIP-seq(rank=55); ENCODE--ChIP-seq(rank=94); ReMap--ChIP-seq(rank=228); GTEx--Coexpression(rank=989); ARCHS4--Coexpression(rank=1492)","1014","0.33539999999999992","Literature ChIP-seq,0.3354"
"MBD1","-0.98770147635851469","1.224129175832511240","0.11821384973699828","1.10591532609551302","Activated","167","viper","167","1.10591532609551302",NA,NA,"3","Enrichr--Queries(rank=489); ARCHS4--Coexpression(rank=642); GTEx--Coexpression(rank=909)","1042","0.34830000000000000","Enrichr Queries,0.3483"
"NR1H3","1.90746772477969206","-0.296160202642887227","0.80565376106840247","1.10181396371128959","Activated","168","viper","168","1.10181396371128959",NA,NA,"5","ARCHS4--Coexpression(rank=7); Literature--ChIP-seq(rank=17); Enrichr--Queries(rank=77); GTEx--Coexpression(rank=80); ReMap--ChIP-seq(rank=208)","16","0.00430000000000000","ARCHS4 Coexpression,0.0043"
"E2F7","-0.72614997984539620","1.465551069361525238","0.36970054475806452","1.09585052460346066","Activated","169","viper","169","1.09585052460346066",NA,NA,"5","ReMap--ChIP-seq(rank=34); GTEx--Coexpression(rank=39); ARCHS4--Coexpression(rank=141); Literature--ChIP-seq(rank=160); Enrichr--Queries(rank=459)","97","0.02427000000000000","GTEx Coexpression,0.02427"
"USF2","1.64896257556984871","0.535699349096738997","1.09233096233329396","1.09233096233329396","Activated","170","viper","170","1.09233096233329396",NA,NA,"5","ENCODE--ChIP-seq(rank=47); ReMap--ChIP-seq(rank=54); Enrichr--Queries(rank=946); ARCHS4--Coexpression(rank=1376); GTEx--Coexpression(rank=1597)","639","0.18179999999999999","ReMap ChIP-seq,0.1818"
"IRF2","0.38678052593209133","1.760096214430392214","1.07343837018124177","1.07343837018124177","Activated","171","viper","171","1.07343837018124177",NA,NA,"4","ReMap--ChIP-seq(rank=78); ARCHS4--Coexpression(rank=217); GTEx--Coexpression(rank=314); Enrichr--Queries(rank=663)","484","0.13330000000000000","ARCHS4 Coexpression,0.1333"
"ZNF740","1.74655984821928123","-0.379058158136071022","0.68375084504160510","1.06280900317767601","Activated","172","viper","172","1.06280900317767601",NA,NA,"4","ReMap--ChIP-seq(rank=161); ARCHS4--Coexpression(rank=730); Enrichr--Queries(rank=1223); GTEx--Coexpression(rank=1526)","1249","0.44840000000000002","ARCHS4 Coexpression,0.4484"
"KDM5B","1.76774600940452742","0.350197658679647861","1.05897183404208772","1.05897183404208772","Activated","173","viper","173","1.05897183404208772",NA,NA,"5","ENCODE--ChIP-seq(rank=100); Literature--ChIP-seq(rank=116); ReMap--ChIP-seq(rank=148); GTEx--Coexpression(rank=728); ARCHS4--Coexpression(rank=981)","1257","0.45300000000000001","GTEx Coexpression,0.453"
"SOX11","1.76018632349766402","0.345617053851314748","1.05290168867448930","1.05290168867448930","Activated","174","viper","174","1.05290168867448930",NA,NA,"5","ReMap--ChIP-seq(rank=93); ARCHS4--Coexpression(rank=131); Literature--ChIP-seq(rank=143); Enrichr--Queries(rank=928); GTEx--Coexpression(rank=1587)","302","0.08047000000000000","ARCHS4 Coexpression,0.08047"
"SIX2","1.93772387189006556","0.160147544778334205","1.04893570833419991","1.04893570833419991","Activated","175","viper","175","1.04893570833419991",NA,NA,"4","ReMap--ChIP-seq(rank=214); GTEx--Coexpression(rank=384); Enrichr--Queries(rank=447); ARCHS4--Coexpression(rank=640)","791","0.23899999999999999","GTEx Coexpression,0.239"
"ETS2","-1.23408822715548872","0.833256074860261098","-0.20041607614761381","1.03367215100787480","Repressed","176","viper","176","1.03367215100787480",NA,NA,"4","ARCHS4--Coexpression(rank=8); Enrichr--Queries(rank=24); GTEx--Coexpression(rank=61); Literature--ChIP-seq(rank=123)","18","0.00491400000000000","ARCHS4 Coexpression,0.004914"
"TCF3","-0.07427857045371701","-1.984284676212543896","-1.02928162333313056","1.02928162333313056","Repressed","177","viper","177","1.02928162333313056",NA,NA,"6","ENCODE--ChIP-seq(rank=22); Literature--ChIP-seq(rank=25); ReMap--ChIP-seq(rank=166); GTEx--Coexpression(rank=846); ARCHS4--Coexpression(rank=923); Enrichr--Queries(rank=1196)","540","0.15240000000000001","Literature ChIP-seq,0.1524"
"CDX2","1.57932482494907522","-0.457367715023146437","0.56097855496296445","1.01834626998611077","Activated","178","viper","178","1.01834626998611077",NA,NA,"5","ReMap--ChIP-seq(rank=80); Literature--ChIP-seq(rank=104); ARCHS4--Coexpression(rank=198); GTEx--Coexpression(rank=436); Enrichr--Queries(rank=1021)","447","0.12160000000000000","ARCHS4 Coexpression,0.1216"
"FOXO4","1.39087543786717149","0.607708376816248785","0.99929190734171014","0.99929190734171014","Activated","179","viper","179","0.99929190734171014",NA,NA,"3","Enrichr--Queries(rank=262); GTEx--Coexpression(rank=558); ARCHS4--Coexpression(rank=716)","649","0.18659999999999999","Enrichr Queries,0.1866"
"RFX2","1.61016798693557317","-0.385291964978239532","0.61243801097866679","0.99772997595690638","Activated","180","viper","180","0.99772997595690638",NA,NA,"4","ReMap--ChIP-seq(rank=236); Enrichr--Queries(rank=277); ARCHS4--Coexpression(rank=362); GTEx--Coexpression(rank=1441)","682","0.19730000000000000","Enrichr Queries,0.1973"
"POU5F1","1.67367422142558042","0.297488937428712241","0.98558157942714630","0.98558157942714630","Activated","181","viper","181","0.98558157942714630",NA,NA,"5","Literature--ChIP-seq(rank=18); ReMap--ChIP-seq(rank=233); Enrichr--Queries(rank=474); ARCHS4--Coexpression(rank=915); GTEx--Coexpression(rank=1246)","408","0.10979999999999999","Literature ChIP-seq,0.1098"
"RUNX3","-0.43618895292463361","-1.409810308265597723","-0.92299963059511569","0.92299963059511569","Repressed","182","viper","182","0.92299963059511569",NA,NA,"5","ENCODE--ChIP-seq(rank=90); ReMap--ChIP-seq(rank=170); ARCHS4--Coexpression(rank=431); Enrichr--Queries(rank=686); GTEx--Coexpression(rank=848)","849","0.26469999999999999","ARCHS4 Coexpression,0.2647"
"HHEX","-1.45191948077071298","0.391413626864313469","-0.53025292695319970","0.92166655381751328","Repressed","183","viper","183","0.92166655381751328",NA,NA,"4","ReMap--ChIP-seq(rank=21); Enrichr--Queries(rank=148); ARCHS4--Coexpression(rank=639); GTEx--Coexpression(rank=732)","266","0.07071000000000000","ReMap ChIP-seq,0.07071"
"BCL11A","0.39683289239071695","-1.437106801371878184","-0.52013695449058062","0.91696984688129757","Repressed","184","viper","184","0.91696984688129757",NA,NA,"5","ENCODE--ChIP-seq(rank=11); GTEx--Coexpression(rank=126); ReMap--ChIP-seq(rank=138); ARCHS4--Coexpression(rank=302); Enrichr--Queries(rank=469)","293","0.07840999999999999","GTEx Coexpression,0.07841"
"VDR","0.67483102793208460","1.152093783513178815","0.91346240572263171","0.91346240572263171","Activated","185","viper","185","0.91346240572263171",NA,NA,"5","Literature--ChIP-seq(rank=15); ReMap--ChIP-seq(rank=60); Enrichr--Queries(rank=74); GTEx--Coexpression(rank=141); ARCHS4--Coexpression(rank=195)","201","0.05271000000000000","Enrichr Queries,0.05271"
"HMBOX1","-0.47475220170168858","-1.325848971896662620","-0.90030058679917557","0.90030058679917557","Repressed","186","viper","186","0.90030058679917557",NA,NA,"4","ReMap--ChIP-seq(rank=65); ARCHS4--Coexpression(rank=303); GTEx--Coexpression(rank=392); Enrichr--Queries(rank=1204)","648","0.18609999999999999","ARCHS4 Coexpression,0.1861"
"SPI1","1.02996091240749754","0.718622150802322279","0.87429153160490991","0.87429153160490991","Activated","187","viper","187","0.87429153160490991",NA,NA,"6","Literature--ChIP-seq(rank=12); ENCODE--ChIP-seq(rank=14); ReMap--ChIP-seq(rank=41); GTEx--Coexpression(rank=106); ARCHS4--Coexpression(rank=190); Enrichr--Queries(rank=531)","249","0.06596000000000000","GTEx Coexpression,0.06596"
"NFIC","-1.27610465091339065","-0.467815629607849948","-0.87196014026062030","0.87196014026062030","Repressed","188","viper","188","0.87196014026062030",NA,NA,"5","ENCODE--ChIP-seq(rank=6); ReMap--ChIP-seq(rank=89); ARCHS4--Coexpression(rank=490); GTEx--Coexpression(rank=644); Enrichr--Queries(rank=1178)","195","0.05085000000000000","ENCODE ChIP-seq,0.05085"
"ONECUT1","0.36878778509086030","-1.366126796914000963","-0.49866950591157033","0.86745729100243063","Repressed","189","viper","189","0.86745729100243063",NA,NA,"4","ReMap--ChIP-seq(rank=224); Enrichr--Queries(rank=559); GTEx--Coexpression(rank=833); ARCHS4--Coexpression(rank=914)","1146","0.39810000000000001","Enrichr Queries,0.3981"
"FOXJ2","0.65498607157034761","1.072116028396645548","0.86355104998349663","0.86355104998349663","Activated","190","viper","190","0.86355104998349663",NA,NA,"4","ReMap--ChIP-seq(rank=109); Enrichr--Queries(rank=522); GTEx--Coexpression(rank=1133); ARCHS4--Coexpression(rank=1461)","1084","0.36699999999999999","ReMap ChIP-seq,0.367"
"PDX1","1.23856072260938088","0.482290527536777203","0.86042562507307907","0.86042562507307907","Activated","191","viper","191","0.86042562507307907",NA,NA,"5","Literature--ChIP-seq(rank=115); ReMap--ChIP-seq(rank=230); ARCHS4--Coexpression(rank=353); GTEx--Coexpression(rank=472); Enrichr--Queries(rank=1005)","735","0.21679999999999999","ARCHS4 Coexpression,0.2168"
"NR2F6","0.47037744707221529","1.203891667233516705","0.83713455715286600","0.83713455715286600","Activated","192","viper","192","0.83713455715286600",NA,NA,"4","ReMap--ChIP-seq(rank=52); Enrichr--Queries(rank=350); GTEx--Coexpression(rank=493); ARCHS4--Coexpression(rank=932)","614","0.17510000000000001","ReMap ChIP-seq,0.1751"
"EGR1","1.48514528213304731","0.187434118533837429","0.83628970033344241","0.83628970033344241","Activated","193","viper","193","0.83628970033344241",NA,NA,"6","Enrichr--Queries(rank=7); Literature--ChIP-seq(rank=19); ENCODE--ChIP-seq(rank=62); ARCHS4--Coexpression(rank=65); GTEx--Coexpression(rank=70); ReMap--ChIP-seq(rank=113)","20","0.00498600000000000","Enrichr Queries,0.004986"
"SP2","0.50216230632331904","1.169791013391144219","0.83597665985723157","0.83597665985723157","Activated","194","viper","194","0.83597665985723157",NA,NA,"5","ENCODE--ChIP-seq(rank=109); ReMap--ChIP-seq(rank=215); GTEx--Coexpression(rank=736); Enrichr--Queries(rank=791); ARCHS4--Coexpression(rank=907)","1266","0.45800000000000002","GTEx Coexpression,0.458"
"CREB3L1","1.08199828752536087","0.585867061993677329","0.83393267475951904","0.83393267475951904","Activated","195","viper","195","0.83393267475951904",NA,NA,"4","ReMap--ChIP-seq(rank=67); Enrichr--Queries(rank=122); ARCHS4--Coexpression(rank=231); GTEx--Coexpression(rank=617)","326","0.08689000000000000","Enrichr Queries,0.08689"
"TWIST1","0.57665510741023707","1.058318459747541684","0.81748678357888938","0.81748678357888938","Activated","196","viper","196","0.81748678357888938",NA,NA,"4","ARCHS4--Coexpression(rank=57); ReMap--ChIP-seq(rank=85); GTEx--Coexpression(rank=186); Enrichr--Queries(rank=471)","143","0.03501000000000000","ARCHS4 Coexpression,0.03501"
"SRF","-1.00575228108274928","-0.601530815516757911","-0.80364154829975365","0.80364154829975365","Repressed","197","viper","197","0.80364154829975365",NA,NA,"6","ENCODE--ChIP-seq(rank=58); Literature--ChIP-seq(rank=109); ReMap--ChIP-seq(rank=212); GTEx--Coexpression(rank=344); Enrichr--Queries(rank=632); ARCHS4--Coexpression(rank=1190)","726","0.21410000000000001","GTEx Coexpression,0.2141"
"NCOA3","0.25280097633422238","1.351603167894926294","0.80220207211457439","0.80220207211457439","Activated","198","viper","198","0.80220207211457439",NA,NA,"4","ReMap--ChIP-seq(rank=249); ARCHS4--Coexpression(rank=709); Enrichr--Queries(rank=738); GTEx--Coexpression(rank=903)","1220","0.43550000000000000","ARCHS4 Coexpression,0.4355"
"STAT4","0.84197178131749806","0.708748330492865675","0.77536005590518187","0.77536005590518187","Activated","199","viper","199","0.77536005590518187",NA,NA,"4","Literature--ChIP-seq(rank=62); Enrichr--Queries(rank=366); ARCHS4--Coexpression(rank=986); GTEx--Coexpression(rank=1121)","839","0.26069999999999999","Enrichr Queries,0.2607"
"STAT6","1.19646215234514131","0.342154961857002948","0.76930855710107215","0.76930855710107215","Activated","200","viper","200","0.76930855710107215",NA,NA,"4","Literature--ChIP-seq(rank=53); Enrichr--Queries(rank=500); ARCHS4--Coexpression(rank=797); GTEx--Coexpression(rank=986)","988","0.32319999999999999","Literature ChIP-seq,0.3232"
"LHX2","1.50403555245684939","0.029668741914356447","0.76685214718560291","0.76685214718560291","Activated","201","viper","201","0.76685214718560291",NA,NA,"4","ReMap--ChIP-seq(rank=241); Enrichr--Queries(rank=313); ARCHS4--Coexpression(rank=1428); GTEx--Coexpression(rank=1436)","750","0.22289999999999999","Enrichr Queries,0.2229"
"STAT2","1.02229155388027459","0.507009553200761021","0.76465055354051781","0.76465055354051781","Activated","202","viper","202","0.76465055354051781",NA,NA,"5","ReMap--ChIP-seq(rank=13); ENCODE--ChIP-seq(rank=57); Enrichr--Queries(rank=403); ARCHS4--Coexpression(rank=453); GTEx--Coexpression(rank=543)","173","0.04377000000000000","ReMap ChIP-seq,0.04377"
"ATF2","-0.80766041750689455","0.716041860073517222","-0.04580927871668866","0.76185113879020583","Repressed","203","viper","203","0.76185113879020583",NA,NA,"5","ENCODE--ChIP-seq(rank=70); ReMap--ChIP-seq(rank=191); GTEx--Coexpression(rank=1010); Enrichr--Queries(rank=1326); ARCHS4--Coexpression(rank=1379)","1431","0.59319999999999984","ENCODE ChIP-seq,0.5932"
"MEF2C","1.29771385227293434","0.217896373570740959","0.75780511292183761","0.75780511292183761","Activated","204","viper","204","0.75780511292183761",NA,NA,"5","ENCODE--ChIP-seq(rank=117); ARCHS4--Coexpression(rank=139); ReMap--ChIP-seq(rank=171); GTEx--Coexpression(rank=205); Enrichr--Queries(rank=550)","321","0.08538000000000000","ARCHS4 Coexpression,0.08538"
"GATA3","1.05119239779634066","0.435069929471369021","0.74313116363385490","0.74313116363385490","Activated","205","viper","205","0.74313116363385490",NA,NA,"6","ENCODE--ChIP-seq(rank=38); Literature--ChIP-seq(rank=80); GTEx--Coexpression(rank=137); ReMap--ChIP-seq(rank=137); Enrichr--Queries(rank=330); ARCHS4--Coexpression(rank=882)","320","0.08525000000000001","GTEx Coexpression,0.08525"
"HNF1B","0.72433210094037925","-0.756489489297246798","-0.01607869417843377","0.74041079511881303","Repressed","206","viper","206","0.74041079511881303",NA,NA,"3","ARCHS4--Coexpression(rank=37); ReMap--ChIP-seq(rank=71); Enrichr--Queries(rank=732)","89","0.02273000000000000","ARCHS4 Coexpression,0.02273"
"ELK4","0.33640062999320652","1.141013904343510355","0.73870726716835844","0.73870726716835844","Activated","207","viper","207","0.73870726716835844",NA,NA,"5","ENCODE--ChIP-seq(rank=93); ReMap--ChIP-seq(rank=244); Enrichr--Queries(rank=1099); GTEx--Coexpression(rank=1165); ARCHS4--Coexpression(rank=1384)","1558","0.72499999999999998","GTEx Coexpression,0.725"
"PAX8","-0.67230439196482839","0.802803564740865450","0.06524958638801853","0.73755397835284686","Activated","208","viper","208","0.73755397835284686",NA,NA,"4","ReMap--ChIP-seq(rank=253); Enrichr--Queries(rank=380); ARCHS4--Coexpression(rank=624); GTEx--Coexpression(rank=1094)","864","0.27070000000000000","Enrichr Queries,0.2707"
"SOX6","-0.27347685544921252","-1.194512957851995072","-0.73399490665060374","0.73399490665060374","Repressed","209","viper","209","0.73399490665060374",NA,NA,"4","ReMap--ChIP-seq(rank=30); GTEx--Coexpression(rank=348); ARCHS4--Coexpression(rank=689); Enrichr--Queries(rank=1288)","378","0.10100000000000001","ReMap ChIP-seq,0.101"
"NR3C1","-0.29973592513112957","-1.132649080792346163","-0.71619250296173786","0.71619250296173786","Repressed","210","viper","210","0.71619250296173786",NA,NA,"6","ENCODE--ChIP-seq(rank=44); Literature--ChIP-seq(rank=98); ReMap--ChIP-seq(rank=102); ARCHS4--Coexpression(rank=170); Enrichr--Queries(rank=433); GTEx--Coexpression(rank=628)","392","0.10440000000000001","ARCHS4 Coexpression,0.1044"
"SPIB","1.01806631665323910","-0.407282523346214897","0.30539189665351207","0.71267441999972703","Activated","211","viper","211","0.71267441999972703",NA,NA,"4","ReMap--ChIP-seq(rank=64); Enrichr--Queries(rank=390); ARCHS4--Coexpression(rank=635); GTEx--Coexpression(rank=870)","731","0.21550000000000000","ReMap ChIP-seq,0.2155"
"NFYA","-0.74553676180079675","0.673134665422672529","-0.03620104818906211","0.70933571361173464","Repressed","212","viper","212","0.70933571361173464",NA,NA,"5","ENCODE--ChIP-seq(rank=66); ReMap--ChIP-seq(rank=117); Enrichr--Queries(rank=645); GTEx--Coexpression(rank=792); ARCHS4--Coexpression(rank=1168)","1139","0.39389999999999997","ReMap ChIP-seq,0.3939"
"NANOG","1.15651530252054546","0.261331501252681953","0.70892340188661374","0.70892340188661374","Activated","213","viper","213","0.70892340188661374",NA,NA,"6","Literature--ChIP-seq(rank=32); ENCODE--ChIP-seq(rank=118); ReMap--ChIP-seq(rank=181); Enrichr--Queries(rank=501); GTEx--Coexpression(rank=591); ARCHS4--Coexpression(rank=1467)","674","0.19510000000000000","Literature ChIP-seq,0.1951"
"CEBPD","0.19525734187948512","1.202539576342685157","0.69889845911108517","0.69889845911108517","Activated","214","viper","214","0.69889845911108517",NA,NA,"5","ENCODE--ChIP-seq(rank=35); ReMap--ChIP-seq(rank=61); ARCHS4--Coexpression(rank=96); Literature--ChIP-seq(rank=126); GTEx--Coexpression(rank=468)","223","0.05897000000000000","ARCHS4 Coexpression,0.05897"
"NCOA2","0.74674703469158676","-0.635062734174556831","0.05584215025851497","0.69090488443307185","Activated","215","viper","215","0.69090488443307185",NA,NA,"4","ReMap--ChIP-seq(rank=177); GTEx--Coexpression(rank=828); Enrichr--Queries(rank=1313); ARCHS4--Coexpression(rank=1332)","1341","0.51519999999999999","GTEx Coexpression,0.5152"
"DUX4","-1.12355968609627288","-0.236294595083822750","-0.67992714059004777","0.67992714059004777","Repressed","216","viper","216","0.67992714059004777",NA,NA,"2","ReMap--ChIP-seq(rank=288); ARCHS4--Coexpression(rank=1077)","1495","0.66149999999999998","ARCHS4 Coexpression,0.6615"
"SMAD1","1.11468080185513818","-0.219046999952715676","0.44781690095121124","0.66686390090392689","Activated","217","viper","217","0.66686390090392689",NA,NA,"5","Literature--ChIP-seq(rank=38); ReMap--ChIP-seq(rank=42); Enrichr--Queries(rank=259); ARCHS4--Coexpression(rank=270); GTEx--Coexpression(rank=1154)","509","0.14140000000000000","ReMap ChIP-seq,0.1414"
