"TF","DLD1","HCT15","Activity_Score_Mean","Score","Method_Direction","Rank","Method","Method_Rank","Method_Score","Method_P_Value","Method_Adjusted_P_Value","CheA3_Library_Count","CheA3_Libraries","CheA3_Integrated_TopRank","CheA3_Integrated_Score","CheA3_Integrated_Library"
"NR1H2","2.85732797134821226","1.098326991475834014","1.97782748141202314","1.97782748141202314","Activated","67","viper","67","1.97782748141202314",NA,NA,"4","ReMap--ChIP-seq(rank=14); ARCHS4--Coexpression(rank=265); Enrichr--Queries(rank=516); GTEx--Coexpression(rank=1400)","184","0.04714000000000000","ReMap ChIP-seq,0.04714"
"FOXO1","2.75597699666636942","1.188827766297198441","1.97240238148178393","1.97240238148178393","Activated","68","viper","68","1.97240238148178393",NA,NA,"5","Literature--ChIP-seq(rank=61); ReMap--ChIP-seq(rank=91); Enrichr--Queries(rank=132); ARCHS4--Coexpression(rank=286); GTEx--Coexpression(rank=451)","349","0.09402000000000001","Enrichr Queries,0.09402"
"FOS","1.88148617922413375","2.009759911954458467","1.94562304558929622","1.94562304558929622","Activated","69","viper","69","1.94562304558929622",NA,NA,"5","GTEx--Coexpression(rank=13); ENCODE--ChIP-seq(rank=16); Enrichr--Queries(rank=20); ReMap--ChIP-seq(rank=24); ARCHS4--Coexpression(rank=456)","33","0.00809000000000000","GTEx Coexpression,0.00809"
"FOXL2","0.73112605425779109","3.139344352881205946","1.93523520356949863","1.93523520356949863","Activated","70","viper","70","1.93523520356949863",NA,NA,"3","GTEx--Coexpression(rank=345); Enrichr--Queries(rank=541); ARCHS4--Coexpression(rank=801)","729","0.21470000000000000","GTEx Coexpression,0.2147"
"MXI1","-2.15012353721386518","1.702935768598892619","-0.22359388430748628","1.92652965290637890","Repressed","71","viper","71","1.92652965290637890",NA,NA,"5","ENCODE--ChIP-seq(rank=46); Enrichr--Queries(rank=128); ReMap--ChIP-seq(rank=149); ARCHS4--Coexpression(rank=752); GTEx--Coexpression(rank=1445)","337","0.09117000000000000","Enrichr Queries,0.09117"
"ERG","2.31059266448214240","1.532162563996692262","1.92137761423941722","1.92137761423941722","Activated","72","viper","72","1.92137761423941722",NA,NA,"5","Literature--ChIP-seq(rank=131); GTEx--Coexpression(rank=192); ARCHS4--Coexpression(rank=244); ReMap--ChIP-seq(rank=270); Enrichr--Queries(rank=707)","441","0.11950000000000000","GTEx Coexpression,0.1195"
"GATA6","3.33945051466475640","-0.502950696741214509","1.41824990896177106","1.92120060570298534","Activated","73","viper","73","1.92120060570298534",NA,NA,"5","Literature--ChIP-seq(rank=88); Enrichr--Queries(rank=99); ReMap--ChIP-seq(rank=204); ARCHS4--Coexpression(rank=412); GTEx--Coexpression(rank=1607)","264","0.07051000000000000","Enrichr Queries,0.07051"
"GRHL2","2.92667389893475471","-0.907408813998972774","1.00963254246789091","1.91704135646686380","Activated","74","viper","74","1.91704135646686380",NA,NA,"5","GTEx--Coexpression(rank=41); Literature--ChIP-seq(rank=125); ReMap--ChIP-seq(rank=136); ARCHS4--Coexpression(rank=372); Enrichr--Queries(rank=634)","102","0.02551000000000000","GTEx Coexpression,0.02551"
"SOX13","1.51994065588935068","-2.283642870746453557","-0.38185110742855144","1.90179176331790201","Repressed","75","viper","75","1.90179176331790201",NA,NA,"4","ReMap--ChIP-seq(rank=3); GTEx--Coexpression(rank=217); Enrichr--Queries(rank=273); ARCHS4--Coexpression(rank=1120)","44","0.01010000000000000","ReMap ChIP-seq,0.0101"
"ZBTB33","-2.06727205670471603","1.720191614524736234","-0.17354022108998990","1.89373183561472613","Repressed","76","viper","76","1.89373183561472613",NA,NA,"5","ENCODE--ChIP-seq(rank=99); GTEx--Coexpression(rank=233); ReMap--ChIP-seq(rank=247); Enrichr--Queries(rank=1073); ARCHS4--Coexpression(rank=1431)","521","0.14499999999999999","GTEx Coexpression,0.145"
"FOSL2","1.23834352794983271","2.541921875544036258","1.89013270174693448","1.89013270174693448","Activated","77","viper","77","1.89013270174693448",NA,NA,"5","ENCODE--ChIP-seq(rank=7); ReMap--ChIP-seq(rank=8); Enrichr--Queries(rank=108); ARCHS4--Coexpression(rank=356); GTEx--Coexpression(rank=934)","108","0.02694000000000000","ReMap ChIP-seq,0.02694"
"ZNF384","2.00822612897194697","1.762768437160170398","1.88549728306605857","1.88549728306605857","Activated","78","viper","78","1.88549728306605857",NA,NA,"5","ENCODE--ChIP-seq(rank=51); ReMap--ChIP-seq(rank=76); Enrichr--Queries(rank=977); GTEx--Coexpression(rank=1392); ARCHS4--Coexpression(rank=1489)","832","0.25590000000000002","ReMap ChIP-seq,0.2559"
"IRF4","1.92790382252746983","1.790248482926084517","1.85907615272677718","1.85907615272677718","Activated","79","viper","79","1.85907615272677718",NA,NA,"5","ReMap--ChIP-seq(rank=46); ENCODE--ChIP-seq(rank=88); ARCHS4--Coexpression(rank=93); Enrichr--Queries(rank=228); GTEx--Coexpression(rank=240)","218","0.05713000000000000","ARCHS4 Coexpression,0.05713"
"MAX","3.60782175951705986","-0.110197695751772670","1.74881203188264367","1.85900972763441619","Activated","80","viper","80","1.85900972763441619",NA,NA,"5","ENCODE--ChIP-seq(rank=43); ReMap--ChIP-seq(rank=223); Enrichr--Queries(rank=507); ARCHS4--Coexpression(rank=559); GTEx--Coexpression(rank=842)","1030","0.34339999999999998","ARCHS4 Coexpression,0.3434"
"BHLHE22","-2.73933341934383190","-0.961113392286762847","-1.85022340581529732","1.85022340581529732","Repressed","81","viper","81","1.85022340581529732",NA,NA,"3","ReMap--ChIP-seq(rank=156); ARCHS4--Coexpression(rank=744); GTEx--Coexpression(rank=770)","1263","0.45700000000000002","ARCHS4 Coexpression,0.457"
"ASCL1","2.59882660212234962","-1.101143710642251472","0.74884144574004907","1.84998515638230066","Activated","82","viper","82","1.84998515638230066",NA,NA,"4","ARCHS4--Coexpression(rank=186); ReMap--ChIP-seq(rank=209); GTEx--Coexpression(rank=648); Enrichr--Queries(rank=1018)","425","0.11430000000000001","ARCHS4 Coexpression,0.1143"
"NR2C2","-3.25267056622026773","-0.381170756058924476","-1.81692066113959605","1.81692066113959605","Repressed","83","viper","83","1.81692066113959605",NA,NA,"5","ENCODE--ChIP-seq(rank=110); ReMap--ChIP-seq(rank=143); GTEx--Coexpression(rank=1053); ARCHS4--Coexpression(rank=1109); Enrichr--Queries(rank=1224)","1307","0.48149999999999998","ReMap ChIP-seq,0.4815"
"ATF6","1.59221994164729952","1.931662806015858713","1.76194137383157923","1.76194137383157923","Activated","84","viper","84","1.76194137383157923",NA,NA,"3","GTEx--Coexpression(rank=254); Enrichr--Queries(rank=535); ARCHS4--Coexpression(rank=1088)","560","0.15809999999999999","GTEx Coexpression,0.1581"
"JUNB","1.41877809370658525","2.002185961829956895","1.71048202776827107","1.71048202776827107","Activated","85","viper","85","1.71048202776827107",NA,NA,"4","ReMap--ChIP-seq(rank=20); Enrichr--Queries(rank=25); ARCHS4--Coexpression(rank=29); GTEx--Coexpression(rank=301)","71","0.01781000000000000","Enrichr Queries,0.01781"
"KLF6","1.89956954821220636","1.472579729382929914","1.68607463879756825","1.68607463879756825","Activated","86","viper","86","1.68607463879756825",NA,NA,"4","Enrichr--Queries(rank=41); ReMap--ChIP-seq(rank=94); ARCHS4--Coexpression(rank=208); GTEx--Coexpression(rank=285)","117","0.02920000000000000","Enrichr Queries,0.0292"
"SMAD4","3.03854905165048939","0.328810589916454898","1.68367982078347223","1.68367982078347223","Activated","87","viper","87","1.68367982078347223",NA,NA,"5","Literature--ChIP-seq(rank=16); ReMap--ChIP-seq(rank=110); ARCHS4--Coexpression(rank=1043); GTEx--Coexpression(rank=1158); Enrichr--Queries(rank=1238)","361","0.09755999999999999","Literature ChIP-seq,0.09756"
"SNAI2","-2.12228734914256956","1.238176812228198420","-0.44205526845718557","1.68023208068538388","Repressed","88","viper","88","1.68023208068538388",NA,NA,"4","Enrichr--Queries(rank=84); ARCHS4--Coexpression(rank=108); ReMap--ChIP-seq(rank=132); GTEx--Coexpression(rank=341)","227","0.05983000000000000","Enrichr Queries,0.05983"
"E2F5","-2.07482950686622125","-1.265675757832855242","-1.67025263234953814","1.67025263234953814","Repressed","89","viper","89","1.67025263234953814",NA,NA,"4","ReMap--ChIP-seq(rank=157); Enrichr--Queries(rank=413); GTEx--Coexpression(rank=902); ARCHS4--Coexpression(rank=1448)","915","0.29420000000000002","Enrichr Queries,0.2942"
"CEBPG","1.80241094079697017","1.532013464448546802","1.66721220262275849","1.66721220262275849","Activated","90","viper","90","1.66721220262275849",NA,NA,"4","Enrichr--Queries(rank=22); ReMap--ChIP-seq(rank=27); ARCHS4--Coexpression(rank=105); GTEx--Coexpression(rank=822)","64","0.01567000000000000","Enrichr Queries,0.01567"
"ESR2","1.87900843177335997","1.428285225712979889","1.65364682874316982","1.65364682874316982","Activated","91","viper","91","1.65364682874316982",NA,NA,"5","Literature--ChIP-seq(rank=39); ReMap--ChIP-seq(rank=155); ARCHS4--Coexpression(rank=484); Enrichr--Queries(rank=939); GTEx--Coexpression(rank=1433)","788","0.23780000000000001","Literature ChIP-seq,0.2378"
"IKZF1","1.22308188963421416","2.079750225600358604","1.65141605761728627","1.65141605761728627","Activated","92","viper","92","1.65141605761728627",NA,NA,"6","ENCODE--ChIP-seq(rank=13); ReMap--ChIP-seq(rank=25); Literature--ChIP-seq(rank=113); ARCHS4--Coexpression(rank=127); GTEx--Coexpression(rank=475); Enrichr--Queries(rank=680)","292","0.07801000000000000","ARCHS4 Coexpression,0.07801"
"TEAD4","2.20149859645432944","-1.097525106719225096","0.55198674486755217","1.64951185158677727","Activated","93","viper","93","1.64951185158677727",NA,NA,"6","ENCODE--ChIP-seq(rank=29); ReMap--ChIP-seq(rank=96); Literature--ChIP-seq(rank=119); Enrichr--Queries(rank=340); GTEx--Coexpression(rank=439); ARCHS4--Coexpression(rank=864)","798","0.24220000000000000","Enrichr Queries,0.2422"
"POU4F2","2.11363369623667596","-1.175228890099024204","0.46920240306882588","1.64443129316784997","Activated","94","viper","94","1.64443129316784997",NA,NA,"4","ReMap--ChIP-seq(rank=281); ARCHS4--Coexpression(rank=795); Enrichr--Queries(rank=1017); GTEx--Coexpression(rank=1168)","1313","0.48830000000000001","ARCHS4 Coexpression,0.4883"
"IRF9","1.17765169429911354","2.042300200590011716","1.60997594744456274","1.60997594744456274","Activated","95","viper","95","1.60997594744456274",NA,NA,"4","ReMap--ChIP-seq(rank=6); Enrichr--Queries(rank=82); ARCHS4--Coexpression(rank=171); GTEx--Coexpression(rank=672)","79","0.02020000000000000","ReMap ChIP-seq,0.0202"
"MAF","2.83079481589929838","-0.376001977312189428","1.22739641929355447","1.60339839660574390","Activated","96","viper","96","1.60339839660574390",NA,NA,"4","GTEx--Coexpression(rank=48); Enrichr--Queries(rank=58); ARCHS4--Coexpression(rank=114); ReMap--ChIP-seq(rank=229)","119","0.02987000000000000","GTEx Coexpression,0.02987"
"GABPA","1.40465507688949254","1.798363290902838862","1.60150918389616570","1.60150918389616570","Activated","97","viper","97","1.60150918389616570",NA,NA,"6","ENCODE--ChIP-seq(rank=108); Literature--ChIP-seq(rank=111); ReMap--ChIP-seq(rank=275); Enrichr--Queries(rank=1086); ARCHS4--Coexpression(rank=1310); GTEx--Coexpression(rank=1603)","1516","0.67679999999999985","Literature ChIP-seq,0.6768"
"CTCFL","1.99734028058641688","-1.175826926635742176","0.41075667697533735","1.58658360361107942","Activated","98","viper","98","1.58658360361107942",NA,NA,"5","ENCODE--ChIP-seq(rank=115); ReMap--ChIP-seq(rank=184); Enrichr--Queries(rank=910); ARCHS4--Coexpression(rank=1325); GTEx--Coexpression(rank=1342)","1461","0.61950000000000016","ReMap ChIP-seq,0.6195"
"SMAD3","2.59509321030769557","0.563848615881690662","1.57947091309469312","1.57947091309469312","Activated","99","viper","99","1.57947091309469312",NA,NA,"5","Literature--ChIP-seq(rank=33); ReMap--ChIP-seq(rank=79); Enrichr--Queries(rank=263); ARCHS4--Coexpression(rank=592); GTEx--Coexpression(rank=910)","652","0.18729999999999999","Enrichr Queries,0.1873"
"LYL1","2.69061130147331440","-0.430119157306433519","1.13024607208344041","1.56036522938987399","Activated","100","viper","100","1.56036522938987399",NA,NA,"5","Literature--ChIP-seq(rank=36); ReMap--ChIP-seq(rank=95); ARCHS4--Coexpression(rank=330); GTEx--Coexpression(rank=457); Enrichr--Queries(rank=684)","694","0.20269999999999999","ARCHS4 Coexpression,0.2027"
"RARA","1.44079140861055754","1.669207590923007745","1.55499949976678264","1.55499949976678264","Activated","101","viper","101","1.55499949976678264",NA,NA,"5","Literature--ChIP-seq(rank=63); ARCHS4--Coexpression(rank=179); GTEx--Coexpression(rank=280); ReMap--ChIP-seq(rank=282); Enrichr--Queries(rank=349)","409","0.11000000000000000","ARCHS4 Coexpression,0.11"
"KLF4","2.37568099381418829","0.728666249955261969","1.55217362188472507","1.55217362188472507","Activated","102","viper","102","1.55217362188472507",NA,NA,"5","ARCHS4--Coexpression(rank=14); Enrichr--Queries(rank=18); Literature--ChIP-seq(rank=22); GTEx--Coexpression(rank=40); ReMap--ChIP-seq(rank=285)","36","0.00860000000000000","ARCHS4 Coexpression,0.0086"
"MAFB","2.77338914968814532","0.319909084258435339","1.54664911697329033","1.54664911697329033","Activated","103","viper","103","1.54664911697329033",NA,NA,"4","ARCHS4--Coexpression(rank=43); ReMap--ChIP-seq(rank=59); Enrichr--Queries(rank=70); GTEx--Coexpression(rank=113)","107","0.02641000000000000","ARCHS4 Coexpression,0.02641"
"BACH2","1.52804424125398408","1.553390020839162888","1.54071713104657348","1.54071713104657348","Activated","104","viper","104","1.54071713104657348",NA,NA,"4","ReMap--ChIP-seq(rank=68); GTEx--Coexpression(rank=469); Enrichr--Queries(rank=587); ARCHS4--Coexpression(rank=1111)","762","0.22900000000000001","ReMap ChIP-seq,0.229"
"YY1","-1.63740273868134656","-1.441192818591340741","-1.53929777863634376","1.53929777863634376","Repressed","105","viper","105","1.53929777863634376",NA,NA,"6","Literature--ChIP-seq(rank=72); ENCODE--ChIP-seq(rank=89); ReMap--ChIP-seq(rank=259); GTEx--Coexpression(rank=681); ARCHS4--Coexpression(rank=1273); Enrichr--Queries(rank=1332)","1196","0.42380000000000001","GTEx Coexpression,0.4238"
"RUNX1","2.06868419844515916","0.956716698151980904","1.51270044829856998","1.51270044829856998","Activated","106","viper","106","1.51270044829856998",NA,NA,"5","Literature--ChIP-seq(rank=27); ReMap--ChIP-seq(rank=150); ARCHS4--Coexpression(rank=369); Enrichr--Queries(rank=435); GTEx--Coexpression(rank=491)","585","0.16460000000000000","Literature ChIP-seq,0.1646"
"PAX6",NA,"1.511747266716258586","1.51174726671625859","1.51174726671625859","Activated","107","viper","107","1.51174726671625859",NA,NA,"5","ReMap--ChIP-seq(rank=17); Literature--ChIP-seq(rank=146); Enrichr--Queries(rank=736); ARCHS4--Coexpression(rank=828); GTEx--Coexpression(rank=1199)","219","0.05724000000000000","ReMap ChIP-seq,0.05724"
"ZKSCAN1","2.95868563170928756","0.054561735244660521","1.50662368347697395","1.50662368347697395","Activated","108","viper","108","1.50662368347697395",NA,NA,"5","ENCODE--ChIP-seq(rank=61); ReMap--ChIP-seq(rank=190); GTEx--Coexpression(rank=837); ARCHS4--Coexpression(rank=1136); Enrichr--Queries(rank=1308)","1344","0.51690000000000003","ENCODE ChIP-seq,0.5169"
"TEAD2","2.94946103515499258","-0.048852388651734614","1.45030432325162906","1.49915671190336353","Activated","109","viper","109","1.49915671190336353",NA,NA,"4","ReMap--ChIP-seq(rank=87); ARCHS4--Coexpression(rank=385); Enrichr--Queries(rank=451); GTEx--Coexpression(rank=480)","784","0.23649999999999999","ARCHS4 Coexpression,0.2365"
"HOXA9","1.61854597397380617","1.373864006755730616","1.49620499036476851","1.49620499036476851","Activated","110","viper","110","1.49620499036476851",NA,NA,"4","GTEx--Coexpression(rank=158); ReMap--ChIP-seq(rank=291); ARCHS4--Coexpression(rank=544); Enrichr--Queries(rank=556)","367","0.09832000000000000","GTEx Coexpression,0.09832"
"ZNF592","1.25097587943701738","1.729571665177144224","1.49027377230708069","1.49027377230708069","Activated","111","viper","111","1.49027377230708069",NA,NA,"4","ReMap--ChIP-seq(rank=200); GTEx--Coexpression(rank=395); ARCHS4--Coexpression(rank=829); Enrichr--Queries(rank=1318)","805","0.24579999999999999","GTEx Coexpression,0.2458"
"MEIS2","1.39873950182127338","-1.580395564025006028","-0.09082803110186632","1.48956753292313970","Repressed","112","viper","112","1.48956753292313970",NA,NA,"4","ReMap--ChIP-seq(rank=28); ARCHS4--Coexpression(rank=327); GTEx--Coexpression(rank=578); Enrichr--Queries(rank=937)","350","0.09428000000000000","ReMap ChIP-seq,0.09428"
"EPAS1","1.84482594541932121","1.131735365201394616","1.48828065531035802","1.48828065531035802","Activated","113","viper","113","1.48828065531035802",NA,NA,"4","Enrichr--Queries(rank=61); GTEx--Coexpression(rank=123); ARCHS4--Coexpression(rank=148); ReMap--ChIP-seq(rank=175)","171","0.04345000000000000","Enrichr Queries,0.04345"
"GFI1B","2.79124073347439206","-0.175293027930062378","1.30797385277216494","1.48326688070222712","Activated","114","viper","114","1.48326688070222712",NA,NA,"5","ReMap--ChIP-seq(rank=44); Literature--ChIP-seq(rank=128); Enrichr--Queries(rank=227); ARCHS4--Coexpression(rank=525); GTEx--Coexpression(rank=777)","528","0.14810000000000001","ReMap ChIP-seq,0.1481"
"TCF12","2.07046754012205358","0.894592927196102838","1.48253023365907821","1.48253023365907821","Activated","115","viper","115","1.48253023365907821",NA,NA,"5","ENCODE--ChIP-seq(rank=1); ReMap--ChIP-seq(rank=130); GTEx--Coexpression(rank=181); ARCHS4--Coexpression(rank=695); Enrichr--Queries(rank=1235)","34","0.00847500000000000","ENCODE ChIP-seq,0.008475"
"GATA4","1.49322881997085366","1.467144618002694356","1.48018671898677390","1.48018671898677390","Activated","116","viper","116","1.48018671898677390",NA,NA,"5","Literature--ChIP-seq(rank=145); ARCHS4--Coexpression(rank=232); ReMap--ChIP-seq(rank=255); Enrichr--Queries(rank=321); GTEx--Coexpression(rank=662)","512","0.14249999999999999","ARCHS4 Coexpression,0.1425"
"ZFX","-0.99395034451443276","1.946297719829846118","0.47617368765770668","1.47012403217213938","Activated","117","viper","117","1.47012403217213938",NA,NA,"5","Literature--ChIP-seq(rank=150); ReMap--ChIP-seq(rank=264); GTEx--Coexpression(rank=1067); Enrichr--Queries(rank=1244); ARCHS4--Coexpression(rank=1615)","1500","0.66400000000000003","GTEx Coexpression,0.664"
"PPARG","0.87590100838198348","2.044516784350655314","1.46020889636631934","1.46020889636631934","Activated","118","viper","118","1.46020889636631934",NA,NA,"5","Literature--ChIP-seq(rank=30); ReMap--ChIP-seq(rank=38); Enrichr--Queries(rank=52); GTEx--Coexpression(rank=72); ARCHS4--Coexpression(rank=247)","148","0.03704000000000000","Enrichr Queries,0.03704"
"EOMES","0.36440365372936018","-2.555618846335354188","-1.09560759630299698","1.46001125003235721","Repressed","119","viper","119","1.46001125003235721",NA,NA,"5","Literature--ChIP-seq(rank=83); ReMap--ChIP-seq(rank=112); Enrichr--Queries(rank=464); GTEx--Coexpression(rank=839); ARCHS4--Coexpression(rank=970)","1005","0.33050000000000002","Enrichr Queries,0.3305"
"RBPJ","1.85308949943551493","1.051098242985723852","1.45209387121061928","1.45209387121061928","Activated","120","viper","120","1.45209387121061928",NA,NA,"5","ReMap--ChIP-seq(rank=101); Literature--ChIP-seq(rank=134); ARCHS4--Coexpression(rank=538); GTEx--Coexpression(rank=597); Enrichr--Queries(rank=649)","1004","0.33050000000000002","ARCHS4 Coexpression,0.3305"
"HBP1","-1.00329721387132054","-1.889795285541058911","-1.44654624970618961","1.44654624970618961","Repressed","121","viper","121","1.44654624970618961",NA,NA,"4","ReMap--ChIP-seq(rank=9); Enrichr--Queries(rank=190); ARCHS4--Coexpression(rank=374); GTEx--Coexpression(rank=1190)","121","0.03030000000000000","ReMap ChIP-seq,0.0303"
"NCOA1","1.39067625448923726","1.494268836736341255","1.44247254561278915","1.44247254561278915","Activated","122","viper","122","1.44247254561278915",NA,NA,"4","ReMap--ChIP-seq(rank=37); ARCHS4--Coexpression(rank=1076); GTEx--Coexpression(rank=1304); Enrichr--Queries(rank=1328)","460","0.12460000000000000","ReMap ChIP-seq,0.1246"
"ARID2","-0.82723994904323139","2.053537619510084511","0.61314883523342656","1.44038878427665784","Activated","123","viper","123","1.44038878427665784",NA,NA,"4","ReMap--ChIP-seq(rank=99); ARCHS4--Coexpression(rank=483); Enrichr--Queries(rank=1116); GTEx--Coexpression(rank=1425)","922","0.29670000000000002","ARCHS4 Coexpression,0.2967"
"KLF13","-2.27491144305971327","0.585175980445374555","-0.84486773130716930","1.43004371175254397","Repressed","124","viper","124","1.43004371175254397",NA,NA,"4","ReMap--ChIP-seq(rank=18); Enrichr--Queries(rank=286); ARCHS4--Coexpression(rank=606); GTEx--Coexpression(rank=1072)","230","0.06061000000000000","ReMap ChIP-seq,0.06061"
"CEBPB","1.26665035230685219","1.591657965619921900","1.42915415896338693","1.42915415896338693","Activated","125","viper","125","1.42915415896338693",NA,NA,"6","ENCODE--ChIP-seq(rank=4); Enrichr--Queries(rank=14); Literature--ChIP-seq(rank=107); ReMap--ChIP-seq(rank=129); ARCHS4--Coexpression(rank=442); GTEx--Coexpression(rank=509)","43","0.00997200000000000","Enrichr Queries,0.009972"
"NR4A1","2.65559072232180915","-0.164937901338121473","1.24532641049184378","1.41026431182996537","Activated","126","viper","126","1.41026431182996537",NA,NA,"4","GTEx--Coexpression(rank=3); ARCHS4--Coexpression(rank=10); Enrichr--Queries(rank=17); ReMap--ChIP-seq(rank=55)","7","0.00186700000000000","GTEx Coexpression,0.001867"
"CREM","1.19770230644635145","1.593284598247522554","1.39549345234693689","1.39549345234693689","Activated","127","viper","127","1.39549345234693689",NA,NA,"5","ARCHS4--Coexpression(rank=46); Enrichr--Queries(rank=125); Literature--ChIP-seq(rank=147); ReMap--ChIP-seq(rank=176); GTEx--Coexpression(rank=1458)","113","0.02826000000000000","ARCHS4 Coexpression,0.02826"
"BHLHE40","-2.46684614249642964","0.312287358530933146","-1.07727939198274836","1.38956675051368128","Repressed","128","viper","128","1.38956675051368128",NA,NA,"4","GTEx--Coexpression(rank=22); ENCODE--ChIP-seq(rank=24); ReMap--ChIP-seq(rank=106); ARCHS4--Coexpression(rank=194)","59","0.01369000000000000","GTEx Coexpression,0.01369"
"MYB","-2.69614963389367279","0.075161443138516679","-1.31049409537757811","1.38565553851609469","Repressed","129","viper","129","1.38565553851609469",NA,NA,"6","ReMap--ChIP-seq(rank=47); ENCODE--ChIP-seq(rank=54); Literature--ChIP-seq(rank=138); Enrichr--Queries(rank=792); GTEx--Coexpression(rank=826); ARCHS4--Coexpression(rank=1058)","561","0.15820000000000001","ReMap ChIP-seq,0.1582"
"TBX21","1.69100680335116960","-1.021067249342959560","0.33496977700410502","1.35603702634706469","Activated","130","viper","130","1.35603702634706469",NA,NA,"4","ReMap--ChIP-seq(rank=189); ARCHS4--Coexpression(rank=307); Enrichr--Queries(rank=859); GTEx--Coexpression(rank=1107)","656","0.18859999999999999","ARCHS4 Coexpression,0.1886"
"THAP11","2.45985357764042645","-0.241796199484710900","1.10902868907785779","1.35082488856256866","Activated","131","viper","131","1.35082488856256866",NA,NA,"5","Literature--ChIP-seq(rank=153); ReMap--ChIP-seq(rank=235); ARCHS4--Coexpression(rank=582); GTEx--Coexpression(rank=1221); Enrichr--Queries(rank=1251)","1063","0.35749999999999998","ARCHS4 Coexpression,0.3575"
"ZNF143","1.82014491726359640","-0.868310471496203551","0.47591722288369642","1.34422769437989986","Activated","132","viper","132","1.34422769437989986",NA,NA,"5","ENCODE--ChIP-seq(rank=85); GTEx--Coexpression(rank=154); Enrichr--Queries(rank=183); ReMap--ChIP-seq(rank=194); ARCHS4--Coexpression(rank=1540)","355","0.09583000000000001","GTEx Coexpression,0.09583"
"PAX5","1.63439512608116355","-1.023633628637053539","0.30538074872205501","1.32901437735910855","Activated","133","viper","133","1.32901437735910855",NA,NA,"5","ENCODE--ChIP-seq(rank=36); ReMap--ChIP-seq(rank=198); ARCHS4--Coexpression(rank=409); Enrichr--Queries(rank=635); GTEx--Coexpression(rank=832)","818","0.25119999999999998","ARCHS4 Coexpression,0.2512"
"FOXK2","0.87508181224041315","1.777895895236714985","1.32648885373856418","1.32648885373856418","Activated","134","viper","134","1.32648885373856418",NA,NA,"4","ReMap--ChIP-seq(rank=53); Enrichr--Queries(rank=1134); GTEx--Coexpression(rank=1229); ARCHS4--Coexpression(rank=1250)","624","0.17849999999999999","ReMap ChIP-seq,0.1785"
"MYOD1","2.23208359360768327","-0.411504833133507109","0.91028938023708805","1.32179421337059511","Activated","135","viper","135","1.32179421337059511",NA,NA,"5","ENCODE--ChIP-seq(rank=26); ARCHS4--Coexpression(rank=71); ReMap--ChIP-seq(rank=125); GTEx--Coexpression(rank=413); Enrichr--Queries(rank=1028)","172","0.04361000000000000","ARCHS4 Coexpression,0.04361"
"ELF3","1.31956323627733974","-1.321746706573238894","-0.00109173514794958","1.32065497142528931","Repressed","136","viper","136","1.32065497142528931",NA,NA,"4","ARCHS4--Coexpression(rank=17); GTEx--Coexpression(rank=17); Enrichr--Queries(rank=50); ReMap--ChIP-seq(rank=178)","45","0.01044000000000000","ARCHS4 Coexpression,0.01044"
"PGR","-1.41999471873252459","1.215390270847634513","-0.10230222394244504","1.31769249479007966","Repressed","137","viper","137","1.31769249479007966",NA,NA,"4","GTEx--Coexpression(rank=202); ReMap--ChIP-seq(rank=219); ARCHS4--Coexpression(rank=272); Enrichr--Queries(rank=916)","465","0.12570000000000001","GTEx Coexpression,0.1257"
"ETV1","2.26541858862429279","-0.363294497571122588","0.95106204552658513","1.31435654309770777","Activated","138","viper","138","1.31435654309770777",NA,NA,"4","ReMap--ChIP-seq(rank=195); ARCHS4--Coexpression(rank=530); Enrichr--Queries(rank=640); GTEx--Coexpression(rank=914)","992","0.32560000000000000","ARCHS4 Coexpression,0.3256"
"EHF","2.21594310394510963","0.399339513694166259","1.30764130881963792","1.30764130881963792","Activated","139","viper","139","1.30764130881963792",NA,NA,"4","ARCHS4--Coexpression(rank=4); GTEx--Coexpression(rank=21); Enrichr--Queries(rank=31); ReMap--ChIP-seq(rank=234)","9","0.00245700000000000","ARCHS4 Coexpression,0.002457"
"PKNOX1","1.15725718132214372","-1.450340243585992006","-0.14654153113192414","1.30379871245406775","Repressed","140","viper","140","1.30379871245406775",NA,NA,"4","ReMap--ChIP-seq(rank=32); Enrichr--Queries(rank=812); GTEx--Coexpression(rank=875); ARCHS4--Coexpression(rank=1019)","402","0.10770000000000000","ReMap ChIP-seq,0.1077"
"NRF1","1.30447503780426710","1.255691629345435656","1.28008333357485138","1.28008333357485138","Activated","141","viper","141","1.28008333357485138",NA,NA,"5","ENCODE--ChIP-seq(rank=91); GTEx--Coexpression(rank=173); ReMap--ChIP-seq(rank=283); ARCHS4--Coexpression(rank=285); Enrichr--Queries(rank=1052)","401","0.10770000000000000","GTEx Coexpression,0.1077"
"REST","-1.27962184538582724",NA,"-1.27962184538582724","1.27962184538582724","Repressed","142","viper","142","1.27962184538582724",NA,NA,"6","ENCODE--ChIP-seq(rank=21); ReMap--ChIP-seq(rank=58); Literature--ChIP-seq(rank=94); ARCHS4--Coexpression(rank=473); GTEx--Coexpression(rank=841); Enrichr--Queries(rank=935)","621","0.17799999999999999","ENCODE ChIP-seq,0.178"
