"Query Name","Rank","TF","Score","Library","Overlapping_Genes"
"DEG_HMVL_CRC29","1","FOXJ1","17.00","ARCHS4 Coexpression,4;Enrichr Queries,28;GTEx Coexpression,19","OSCP1,ITGB4,LRRC10B,EFCAB12,ZDHHC1,DNALI1,WFDC2,LOXL1,HHAT,ALCAM,CA2,CFAP46,CYP1B1,CC2D2A,PACRG,TTC34,IGFBP4,LRRIQ1,EMP1,ANK1,ENKUR,CFAP221,PXDN,EFHC1,CCDC191,S100A4,DENND6B,SAXO2,ZMYND12,CCDC40,LRRC56,CCDC146,DNAH6,ALOX15,CXCR4,CRIP2,MUC1,CYP4X1,DZANK1,ZBBX,NNAT,NPHP1,CCDC30,TSNAXIP1,MDH1B,ZBTB7C,MYH7B,CD74,CFAP74,TGFB2,CFAP73,SPAG8,GSN,RABL2A,MOK,SYT13,MAPK15,BAIAP3,COL1A1,TPPP3,KRT19,LCN2,NES"
"DEG_HMVL_CRC29","2","CENPA","19.50","ARCHS4 Coexpression,35;GTEx Coexpression,4","ERCC6L,DSCC1,ODC1,CDCA7,MCM10,SKA3,SKA1,CEP128,KIF15,EXO1,FIGNL1,EXOSC9,NUF2,CHEK1,PCLAF,ZNF724,USP1,NEK2,ZNF367,GINS2,RFC3,TIPIN,DDIAS,XRCC2,ZFP69B,ESCO2,SHCBP1,WDR76,RAD51,MIS18A,DIAPH3,RBL1,POLE2,SASS6,DNAJC9,MTFR2,FAM72D,CENPQ,ZNF695,SPC25,FAM72A"
"DEG_HMVL_CRC29","3","ZNF695","22.67","ARCHS4 Coexpression,56;Enrichr Queries,4;GTEx Coexpression,8","CNTNAP2,SUV39H2,ERCC6L,MCM8,DSCC1,MCM10,TMEM97,KIF15,EXO1,NUF2,CHEK1,PCLAF,ZNF724,NEK2,ZNF367,RFC3,TIPIN,ZFP69B,ESCO2,WDR76,RBL1,ZNF519,MTFR2,FAM72D,FAM72A,BLM,CHRNA5,CDCA7,LENG8,LIN9,SKA3,CENPA,SKA1,FIGNL1,EXOSC9,E2F2,GINS2,DDIAS,XRCC2,SHCBP1,RAD51,MIS18A,DIAPH3,POLE2,NMU,SASS6,TNFSF9,POLR3G,CENPQ,SPC25"
"DEG_HMVL_CRC29","4","CCDC17","25.00","ARCHS4 Coexpression,2;GTEx Coexpression,48","OSCP1,LRRC56,UNC93B1,LRRC10B,CCDC146,DNAH6,ALOX15,EFCAB12,ZDHHC1,DNALI1,WFDC2,ALCAM,CYP4X1,ALOX5,ZBBX,NPHP1,CFAP46,TSNAXIP1,CC2D2A,PAG1,REM2,SLC16A5,ARMH1,ZBTB7C,MDH1B,CFAP74,TTC34,CFAP73,SPAG8,LRRIQ1,RABL2A,FOXJ1,MAPK15,ENKUR,BAIAP3,TPPP3,CFAP221,EFHC1,SAXO2,CCDC40"
"DEG_HMVL_CRC29","5","AHRR","30.00","ARCHS4 Coexpression,46;GTEx Coexpression,14","FKBP10,HMX3,ERCC6L,MCM10,LOXL1,KIF15,EFEMP2,EXO1,NUF2,CHEK1,PCLAF,ZNF724,CYP1B1,CTSD,RFC3,TIPIN,HEG1,ESCO2,KCNAB2,WDR76,RCN3,PKM,CD109,MXRA8,MTFR2,FAM72D,FAM72A,GRN,SKA3,CENPA,SKA1,EXOSC9,TSPAN4,TNFRSF14,KCNN4,APOBEC3C,GINS2,XRCC2,SHCBP1,VASN,COL1A1,RAD51,MIS18A,DIAPH3,POLE2,SASS6,TNFSF9,ZNF695,SPC25,MYO1G,FBN1"
"DEG_HMVL_CRC29","6","E2F7","50.60","Literature ChIP-seq,26;ARCHS4 Coexpression,72;Enrichr Queries,9;ReMap ChIP-seq,136;GTEx Coexpression,10","SPON2,FKBP10,ERCC6L,NRSN2,COL16A1,MCM8,DSCC1,LRR1,MCM10,ATP2A1,CSAD,KIF15,IPO5,ZCWPW1,EFEMP2,TUBA1A,EXO1,PIP5KL1,FTH1,NUF2,CHEK1,PCLAF,ZNF724,NEK2,SLC25A45,PGPEP1,ZNF367,CTSD,HES7,RFC3,TIPIN,STPG3,S100A2,RMI1,ITGA3,CCDC159,TPM2,RECQL,EMP1,ESCO2,WDR76,RCN3,IQCN,RBL1,PKM,SCNN1D,PXDN,S100A5,S100A4,MTFR2,TLCD1,FAM72D,FAM72A,KANK3,GRN,KRT80,BLM,COL13A1,CDCA7,TULP2,CRIP2,TAPBPL,SKA3,CENPA,SKA1,MUC1,CRACR2B,RNF213,FIGNL1,TSPAN4,USP1,E2F2,CTNNAL1,RHBDL1,GINS2,DDIAS,XRCC2,PLK2,TNFSF13,SHCBP1,COL1A1,RAD51,MIS18A,DIAPH3,GLB1L,POLE2,SASS6,TNFSF9,NES,ZNF695,SPC25,PNPLA2"
"DEG_HMVL_CRC29","7","FOXS1","52.00","ARCHS4 Coexpression,37;Enrichr Queries,41;GTEx Coexpression,78","SLC22A3,SPON2,FKBP10,MEGF6,OLFML2B,COL16A1,FBLIM1,AMIGO2,IER5L,FHL2,LMOD1,CRIP2,LTBP2,CCDC102A,LOXL1,GLIPR1,EFEMP2,CYP4X1,HAUS7,CALD1,ZNF704,CYP1B1,FILIP1L,SLC12A7,TGFB2,ITGA3,IGFBP4,CAVIN2,LAMB2,TPM2,PLK2,EMP1,ISG15,PCDHB10,PLXDC1,VASN,NFATC4,COL1A1,RCN3,COL3A1,PXDN,COL5A2,MXRA8,S100A4,PCDHB9,NES,FBN1"
"DEG_HMVL_CRC29","8","ZNF367","52.33","ARCHS4 Coexpression,148;Enrichr Queries,3;GTEx Coexpression,6","ERCC6L,MCM8,SUV39H1,DSCC1,LRR1,MCM10,TMEM97,KIF15,EXO1,CA2,NUF2,CHEK1,PCLAF,ZNF724,NEK2,RFC3,TIPIN,RMI1,MMD,ESCO2,WDR76,ENKUR,RBL1,PXDN,DNAJC9,MTFR2,FAM72D,FAM72A,BLM,LSMEM1,CDCA7,ALOX12,SKA3,CENPA,SKA1,EXOSC9,FIGNL1,USP1,E2F2,CTNNAL1,GINS2,FANCM,DDIAS,CAVIN2,XRCC2,SHCBP1,RAD51,MIS18A,DIAPH3,POLE2,SASS6,CENPQ,ZNF695,SPC25"
"DEG_HMVL_CRC29","9","STAT1","55.17","Literature ChIP-seq,23;ARCHS4 Coexpression,106;ENCODE ChIP-seq,13;Enrichr Queries,77;ReMap ChIP-seq,86;GTEx Coexpression,26","ERCC6L,ITPRIP,DSCC1,HNRNPR,IFIT1,IFI44L,KRTCAP2,EFEMP2,ALCAM,CCND2,FTH1,CHEK1,DHX58,PCLAF,ZNF724,TBC1D10C,CYP1B1,SMCO4,SH2D6,SLC25A45,HES7,TIPIN,S100A2,ZFP69B,RECQL,ESCO2,FRMD4B,WDR76,TLE6,ENKUR,S100A5,ADAM8,S100A4,NPTXR,ALDH7A1,LY6E,CHRNA5,SKA1,RNF213,THPO,KCNMB3,TNFRSF14,KCNN4,RHBDL1,PDZD7,APOBEC3C,NAPSA,APOBEC3F,CFAP73,XRCC2,ANKRD22,TNFSF13,RAB27A,ISG15,PTK6,COL1A1,ARHGAP30,NMU,LCN2,TNFSF9,FNDC11,TUBGCP4,CDKN1B,KCNC3,ITGB2,MCM10,LSP1,QRFP,CTSS,TMEM187,EXO1,NUF2,TCTN1,RAC2,PGPEP1,CTSD,ARMH1,BATF2,RFC3,VPS9D1,IZUMO4,TRPT1,RCN3,IQCN,PKM,SLC25A19,PXDN,MTFR2,TLCD1,FAM72D,FAM72A,CCDC40,GRN,LIN37,UNC93B1,ADCY4,IFI6,IER5L,NOXO1,CXCR4,LENG8,TULP2,LTC4S,CENPA,DCST2,MUC1,HLA-DMA,TAF1B,EXOSC9,NNAT,SLC17A7,GBP4,GINS2,CD74,MACC1,OSM,REC8,P2RX4,POLE2,SGSM2,ZNF337,RAD1,ZNF695,SPC25,MYO1G,PNPLA2"
"DEG_HMVL_CRC29","10","SCX","70.00","ARCHS4 Coexpression,70","MT-ND6,IRX5,IDUA,IER5L,OPRL1,MAPK15,NRBP2,SLC25A29,PAX8,SCNN1D,LCN12,NOXA1,SGSM2,RHPN1,EPS8L1,D2HGDH,RGL3,MROH6"
