"Data_Type","Dataset_ID","Plot_Type","PDF_File","PNG_File","Plot_Category","Analysis_Name","GeneSet_Name","Terms_Plotted"
"ngs","GSE114012","exclusion_heatmap","results/ngs/GSE114012/plots/PathwayDenester/summary/pdf/pathway_denester_exclusion_heatmap.pdf","results/ngs/GSE114012/plots/PathwayDenester/summary/png/pathway_denester_exclusion_heatmap.png",NA,NA,NA,NA
"ngs","GSE114012","kept_excluded_barplot","results/ngs/GSE114012/plots/PathwayDenester/summary/pdf/pathway_denester_kept_excluded_barplot.pdf","results/ngs/GSE114012/plots/PathwayDenester/summary/png/pathway_denester_kept_excluded_barplot.png",NA,NA,NA,NA
"ngs","GSE282081","exclusion_heatmap","results/ngs/GSE282081/plots/PathwayDenester/summary/pdf/pathway_denester_exclusion_heatmap.pdf","results/ngs/GSE282081/plots/PathwayDenester/summary/png/pathway_denester_exclusion_heatmap.png",NA,NA,NA,NA
"ngs","GSE282081","kept_excluded_barplot","results/ngs/GSE282081/plots/PathwayDenester/summary/pdf/pathway_denester_kept_excluded_barplot.pdf","results/ngs/GSE282081/plots/PathwayDenester/summary/png/pathway_denester_kept_excluded_barplot.png",NA,NA,NA,NA
"ngs","GSE50760","exclusion_heatmap","results/ngs/GSE50760/plots/PathwayDenester/summary/pdf/pathway_denester_exclusion_heatmap.pdf","results/ngs/GSE50760/plots/PathwayDenester/summary/png/pathway_denester_exclusion_heatmap.png",NA,NA,NA,NA
"ngs","GSE50760","kept_excluded_barplot","results/ngs/GSE50760/plots/PathwayDenester/summary/pdf/pathway_denester_kept_excluded_barplot.pdf","results/ngs/GSE50760/plots/PathwayDenester/summary/png/pathway_denester_kept_excluded_barplot.png",NA,NA,NA,NA
"ngs","GSE114012","top_hitchhiker_terms","results/ngs/GSE114012/plots/PathwayDenester/Main_DE/ALL/C6/pdf/top_hitchhiker_terms.pdf","results/ngs/GSE114012/plots/PathwayDenester/Main_DE/ALL/C6/png/top_hitchhiker_terms.png","Main_DE","ALL","C6","1"
"ngs","GSE114012","top_hitchhiker_terms","results/ngs/GSE114012/plots/PathwayDenester/Main_DE/ALL/CP_BIOCARTA/pdf/top_hitchhiker_terms.pdf","results/ngs/GSE114012/plots/PathwayDenester/Main_DE/ALL/CP_BIOCARTA/png/top_hitchhiker_terms.png","Main_DE","ALL","CP_BIOCARTA","1"
"ngs","GSE114012","top_hitchhiker_terms","results/ngs/GSE114012/plots/PathwayDenester/Main_DE/ALL/CP_KEGG_LEGACY/pdf/top_hitchhiker_terms.pdf","results/ngs/GSE114012/plots/PathwayDenester/Main_DE/ALL/CP_KEGG_LEGACY/png/top_hitchhiker_terms.png","Main_DE","ALL","CP_KEGG_LEGACY","6"
"ngs","GSE114012","top_hitchhiker_terms","results/ngs/GSE114012/plots/PathwayDenester/Main_DE/ALL/CP_KEGG_MEDICUS/pdf/top_hitchhiker_terms.pdf","results/ngs/GSE114012/plots/PathwayDenester/Main_DE/ALL/CP_KEGG_MEDICUS/png/top_hitchhiker_terms.png","Main_DE","ALL","CP_KEGG_MEDICUS","14"
"ngs","GSE114012","top_hitchhiker_terms","results/ngs/GSE114012/plots/PathwayDenester/Main_DE/ALL/CP_REACTOME/pdf/top_hitchhiker_terms.pdf","results/ngs/GSE114012/plots/PathwayDenester/Main_DE/ALL/CP_REACTOME/png/top_hitchhiker_terms.png","Main_DE","ALL","CP_REACTOME","20"
"ngs","GSE114012","top_hitchhiker_terms","results/ngs/GSE114012/plots/PathwayDenester/Main_DE/ALL/CP_WIKIPATHWAYS/pdf/top_hitchhiker_terms.pdf","results/ngs/GSE114012/plots/PathwayDenester/Main_DE/ALL/CP_WIKIPATHWAYS/png/top_hitchhiker_terms.png","Main_DE","ALL","CP_WIKIPATHWAYS","20"
