"Analysis_Name","Genes_Plotted","Up","Down","Not_Significant","X_Min","X_Max","Y_Max","PDF_Width","PDF_Height","PDF_File","PNG_File"
"COLON_GTEx_ATF3_median_high_vs_low","18651","2967","3002","12682","-5.5","5.5","168","8.130000000000001","7","/Users/solomon/Projects/CRLM_dormancy/results/quickanalysis/local_tcga/ATF3_deg/plots/DEG/pdf/COLON_GTEx_ATF3_median_high_vs_low_volcano_plot.pdf","/Users/solomon/Projects/CRLM_dormancy/results/quickanalysis/local_tcga/ATF3_deg/plots/DEG/png/COLON_GTEx_ATF3_median_high_vs_low_volcano_plot.png"
