"Tissue","Target_Gene","Target_Feature_ID","Sample_ID","Subject_ID","Target_Expression_Assay","Target_Expression_Log2_Transformed","Target_Expression_Value","Median_Cutoff","Expression_Group"
"COLON","ATF3","ENSG00000162772.16","GTEX-1OKEX-1226-SM-DTXEC","GTEX-1OKEX","tpm",TRUE,"4.0171186375320280","4.017118637532028","High"
"COLON","ATF3","ENSG00000162772.16","GTEX-1PIGE-1526-SM-DTXFC","GTEX-1PIGE","tpm",TRUE,"2.7977334803029663","4.017118637532028","Low"
"COLON","ATF3","ENSG00000162772.16","GTEX-1QCLY-2026-SM-EVR4C","GTEX-1QCLY","tpm",TRUE,"6.8814081453422622","4.017118637532028","High"
"COLON","ATF3","ENSG00000162772.16","GTEX-1QP28-2226-SM-DTX8C","GTEX-1QP28","tpm",TRUE,"3.9352688835571281","4.017118637532028","Low"
"COLON","ATF3","ENSG00000162772.16","GTEX-OXRO-0726-SM-E9U4C","GTEX-OXRO","tpm",TRUE,"4.7296160869915118","4.017118637532028","High"
"COLON","ATF3","ENSG00000162772.16","GTEX-14PJM-2626-SM-686ZD","GTEX-14PJM","tpm",TRUE,"4.2847256068243649","4.017118637532028","High"
"COLON","ATF3","ENSG00000162772.16","GTEX-15DZA-1026-SM-6PAND","GTEX-15DZA","tpm",TRUE,"7.0908903003310186","4.017118637532028","High"
"COLON","ATF3","ENSG00000162772.16","GTEX-15SHU-2526-SM-6M47D","GTEX-15SHU","tpm",TRUE,"4.0704024728318897","4.017118637532028","High"
"COLON","ATF3","ENSG00000162772.16","GTEX-1B8L1-1926-SM-7IGND","GTEX-1B8L1","tpm",TRUE,"3.9145281547563817","4.017118637532028","Low"
"COLON","ATF3","ENSG00000162772.16","GTEX-1B932-2826-SM-73KUD","GTEX-1B932","tpm",TRUE,"3.2587364670200265","4.017118637532028","Low"
"COLON","ATF3","ENSG00000162772.16","GTEX-1CAMR-0926-SM-7MXTD","GTEX-1CAMR","tpm",TRUE,"2.6672997542567831","4.017118637532028","Low"
"COLON","ATF3","ENSG00000162772.16","GTEX-1EU9M-2726-SM-7P8QD","GTEX-1EU9M","tpm",TRUE,"8.0791528493379516","4.017118637532028","High"
"COLON","ATF3","ENSG00000162772.16","GTEX-1H1E6-1926-SM-9OSWD","GTEX-1H1E6","tpm",TRUE,"2.2926845854856275","4.017118637532028","Low"
"COLON","ATF3","ENSG00000162772.16","GTEX-1H3VY-2426-SM-9WPPD","GTEX-1H3VY","tpm",TRUE,"2.8475113194433779","4.017118637532028","Low"
"COLON","ATF3","ENSG00000162772.16","GTEX-1HCU7-2726-SM-A9G3D","GTEX-1HCU7","tpm",TRUE,"3.8963647811380437","4.017118637532028","Low"
"COLON","ATF3","ENSG00000162772.16","GTEX-1HCVE-2326-SM-9WYUD","GTEX-1HCVE","tpm",TRUE,"3.4462421220082495","4.017118637532028","Low"
"COLON","ATF3","ENSG00000162772.16","GTEX-1I1GT-1926-SM-ARU7D","GTEX-1I1GT","tpm",TRUE,"3.1982286668485265","4.017118637532028","Low"
"COLON","ATF3","ENSG00000162772.16","GTEX-1ICLZ-2426-SM-CKZOD","GTEX-1ICLZ","tpm",TRUE,"4.1130938895062901","4.017118637532028","High"
"COLON","ATF3","ENSG00000162772.16","GTEX-1IDJD-2226-SM-A96TD","GTEX-1IDJD","tpm",TRUE,"4.1762997574434024","4.017118637532028","High"
"COLON","ATF3","ENSG00000162772.16","GTEX-1K9T9-2926-SM-E9TKD","GTEX-1K9T9","tpm",TRUE,"4.3028204794875560","4.017118637532028","High"
"COLON","ATF3","ENSG00000162772.16","GTEX-1LSVX-2026-SM-E9TJD","GTEX-1LSVX","tpm",TRUE,"4.0396268002177900","4.017118637532028","High"
"COLON","ATF3","ENSG00000162772.16","GTEX-1PIIG-2126-SM-EXUSD","GTEX-1PIIG","tpm",TRUE,"4.5500339291881948","4.017118637532028","High"
"COLON","ATF3","ENSG00000162772.16","GTEX-1QP67-1326-SM-EAZ4D","GTEX-1QP67","tpm",TRUE,"3.2700705475486354","4.017118637532028","Low"
"COLON","ATF3","ENSG00000162772.16","GTEX-OXRL-1426-SM-3NM9E","GTEX-OXRL","tpm",TRUE,"4.8845559601868302","4.017118637532028","High"
"COLON","ATF3","ENSG00000162772.16","GTEX-14JIY-3326-SM-6871E","GTEX-14JIY","tpm",TRUE,"6.3346844781003062","4.017118637532028","High"
"COLON","ATF3","ENSG00000162772.16","GTEX-15DCE-2026-SM-7KUFE","GTEX-15DCE","tpm",TRUE,"2.4296035088061188","4.017118637532028","Low"
"COLON","ATF3","ENSG00000162772.16","GTEX-17HHE-1826-SM-79OKE","GTEX-17HHE","tpm",TRUE,"2.1985325303898580","4.017118637532028","Low"
"COLON","ATF3","ENSG00000162772.16","GTEX-1AYCT-1926-SM-793AE","GTEX-1AYCT","tpm",TRUE,"6.9789458791338630","4.017118637532028","High"
"COLON","ATF3","ENSG00000162772.16","GTEX-1B8KE-1926-SM-731EE","GTEX-1B8KE","tpm",TRUE,"2.6258135593626801","4.017118637532028","Low"
"COLON","ATF3","ENSG00000162772.16","GTEX-1GZ4H-1326-SM-7P8TE","GTEX-1GZ4H","tpm",TRUE,"4.7626161903631603","4.017118637532028","High"
"COLON","ATF3","ENSG00000162772.16","GTEX-1HCUA-1926-SM-B2LWE","GTEX-1HCUA","tpm",TRUE,"3.6188576316641621","4.017118637532028","Low"
"COLON","ATF3","ENSG00000162772.16","GTEX-1HSMQ-2726-SM-C1YRE","GTEX-1HSMQ","tpm",TRUE,"3.7832367843133090","4.017118637532028","Low"
"COLON","ATF3","ENSG00000162772.16","GTEX-1IDJF-1826-SM-CKZOE","GTEX-1IDJF","tpm",TRUE,"3.0708694202890663","4.017118637532028","Low"
"COLON","ATF3","ENSG00000162772.16","GTEX-1JKYN-2226-SM-ARZNE","GTEX-1JKYN","tpm",TRUE,"4.7628830302412890","4.017118637532028","High"
"COLON","ATF3","ENSG00000162772.16","GTEX-1NHNU-2326-SM-E6CQE","GTEX-1NHNU","tpm",TRUE,"2.1148334831310103","4.017118637532028","Low"
"COLON","ATF3","ENSG00000162772.16","GTEX-O5YW-1426-SM-3MJHF","GTEX-O5YW","tpm",TRUE,"4.1599174483148129","4.017118637532028","High"
"COLON","ATF3","ENSG00000162772.16","GTEX-13PVR-1626-SM-73KVF","GTEX-13PVR","tpm",TRUE,"2.8190340476044171","4.017118637532028","Low"
"COLON","ATF3","ENSG00000162772.16","GTEX-14BIN-2426-SM-5TDCF","GTEX-14BIN","tpm",TRUE,"5.2263614010845210","4.017118637532028","High"
"COLON","ATF3","ENSG00000162772.16","GTEX-15G1A-1926-SM-7KUFF","GTEX-15G1A","tpm",TRUE,"3.3915532517260352","4.017118637532028","Low"
"COLON","ATF3","ENSG00000162772.16","GTEX-1HKZK-2026-SM-9WYUF","GTEX-1HKZK","tpm",TRUE,"5.4081084726994462","4.017118637532028","High"
"COLON","ATF3","ENSG00000162772.16","GTEX-1I1GR-2226-SM-ARL7F","GTEX-1I1GR","tpm",TRUE,"3.8137528792426902","4.017118637532028","Low"
"COLON","ATF3","ENSG00000162772.16","GTEX-1I1GR-2526-SM-CNNQF","GTEX-1I1GR","tpm",TRUE,"3.2503771624543734","4.017118637532028","Low"
"COLON","ATF3","ENSG00000162772.16","GTEX-1K9T9-2826-SM-D4P3F","GTEX-1K9T9","tpm",TRUE,"3.3496517579930889","4.017118637532028","Low"
"COLON","ATF3","ENSG00000162772.16","GTEX-1KANA-1926-SM-DHXKF","GTEX-1KANA","tpm",TRUE,"4.0045136334305385","4.017118637532028","Low"
"COLON","ATF3","ENSG00000162772.16","GTEX-1LH75-2126-SM-EVR5F","GTEX-1LH75","tpm",TRUE,"3.3309324674113658","4.017118637532028","Low"
"COLON","ATF3","ENSG00000162772.16","GTEX-1LVAN-2626-SM-CNPQF","GTEX-1LVAN","tpm",TRUE,"3.6415061902125836","4.017118637532028","Low"
"COLON","ATF3","ENSG00000162772.16","GTEX-1MA7W-0826-SM-DKPPF","GTEX-1MA7W","tpm",TRUE,"3.9942272459579198","4.017118637532028","Low"
"COLON","ATF3","ENSG00000162772.16","GTEX-14PJ3-0926-SM-69LQG","GTEX-14PJ3","tpm",TRUE,"5.0866596090744682","4.017118637532028","High"
"COLON","ATF3","ENSG00000162772.16","GTEX-14PJ4-1926-SM-6LLHG","GTEX-14PJ4","tpm",TRUE,"1.3952723873307826","4.017118637532028","Low"
"COLON","ATF3","ENSG00000162772.16","GTEX-15G19-2726-SM-6LPKG","GTEX-15G19","tpm",TRUE,"4.7003783884513437","4.017118637532028","High"
"COLON","ATF3","ENSG00000162772.16","GTEX-16AAH-1326-SM-7KFRG","GTEX-16AAH","tpm",TRUE,"3.2622720361375959","4.017118637532028","Low"
"COLON","ATF3","ENSG00000162772.16","GTEX-16NGA-0926-SM-718AG","GTEX-16NGA","tpm",TRUE,"3.7191939364159237","4.017118637532028","Low"
"COLON","ATF3","ENSG00000162772.16","GTEX-1AYCT-1826-SM-731EG","GTEX-1AYCT","tpm",TRUE,"7.0088659430124043","4.017118637532028","High"
"COLON","ATF3","ENSG00000162772.16","GTEX-1B996-2726-SM-7DUGG","GTEX-1B996","tpm",TRUE,"2.6538156094568301","4.017118637532028","Low"
"COLON","ATF3","ENSG00000162772.16","GTEX-1GMR3-2826-SM-9WPOG","GTEX-1GMR3","tpm",TRUE,"3.9830572910414621","4.017118637532028","Low"
"COLON","ATF3","ENSG00000162772.16","GTEX-1HCVE-2526-SM-A9G2G","GTEX-1HCVE","tpm",TRUE,"3.3927159693322260","4.017118637532028","Low"
"COLON","ATF3","ENSG00000162772.16","GTEX-1KANA-1726-SM-CY8IG","GTEX-1KANA","tpm",TRUE,"6.8317484747888741","4.017118637532028","High"
"COLON","ATF3","ENSG00000162772.16","GTEX-1KXAM-1926-SM-D3LAG","GTEX-1KXAM","tpm",TRUE,"3.8452947178351340","4.017118637532028","Low"
"COLON","ATF3","ENSG00000162772.16","GTEX-17EVQ-1826-SM-7IGPH","GTEX-17EVQ","tpm",TRUE,"5.4633185065069396","4.017118637532028","High"
"COLON","ATF3","ENSG00000162772.16","GTEX-1GPI7-1926-SM-9KNUH","GTEX-1GPI7","tpm",TRUE,"6.6173347958895707","4.017118637532028","High"
"COLON","ATF3","ENSG00000162772.16","GTEX-1HSEH-1726-SM-B2LXH","GTEX-1HSEH","tpm",TRUE,"3.0142293296410156","4.017118637532028","Low"
"COLON","ATF3","ENSG00000162772.16","GTEX-1IDJC-1326-SM-CL53H","GTEX-1IDJC","tpm",TRUE,"7.1827362038501157","4.017118637532028","High"
"COLON","ATF3","ENSG00000162772.16","GTEX-1LSNM-1426-SM-E6CIH","GTEX-1LSNM","tpm",TRUE,"4.0857367731869312","4.017118637532028","High"
"COLON","ATF3","ENSG00000162772.16","GTEX-1LVAO-2826-SM-E9TJH","GTEX-1LVAO","tpm",TRUE,"5.6023304208879052","4.017118637532028","High"
"COLON","ATF3","ENSG00000162772.16","GTEX-1N5O9-2726-SM-E76QH","GTEX-1N5O9","tpm",TRUE,"2.5962046199818913","4.017118637532028","Low"
"COLON","ATF3","ENSG00000162772.16","GTEX-1PPGY-2826-SM-DTX9H","GTEX-1PPGY","tpm",TRUE,"6.2094359409299216","4.017118637532028","High"
"COLON","ATF3","ENSG00000162772.16","GTEX-14XAO-2026-SM-69LOI","GTEX-14XAO","tpm",TRUE,"3.4597531711423963","4.017118637532028","Low"
"COLON","ATF3","ENSG00000162772.16","GTEX-15TU5-2726-SM-6M47I","GTEX-15TU5","tpm",TRUE,"3.9024664045836110","4.017118637532028","Low"
"COLON","ATF3","ENSG00000162772.16","GTEX-18465-2726-SM-7LT9I","GTEX-18465","tpm",TRUE,"4.6472466506879657","4.017118637532028","High"
"COLON","ATF3","ENSG00000162772.16","GTEX-1CAMR-1026-SM-7P8QI","GTEX-1CAMR","tpm",TRUE,"5.6750678706806514","4.017118637532028","High"
"COLON","ATF3","ENSG00000162772.16","GTEX-1IDJI-2326-SM-A8N9I","GTEX-1IDJI","tpm",TRUE,"3.1721693446211461","4.017118637532028","Low"
"COLON","ATF3","ENSG00000162772.16","GTEX-1J8QM-1226-SM-CY8HI","GTEX-1J8QM","tpm",TRUE,"2.7724218903554321","4.017118637532028","Low"
"COLON","ATF3","ENSG00000162772.16","GTEX-1N2EF-1726-SM-EXUSI","GTEX-1N2EF","tpm",TRUE,"5.6775497936800745","4.017118637532028","High"
"COLON","ATF3","ENSG00000162772.16","GTEX-1S82U-0726-SM-E9TKI","GTEX-1S82U","tpm",TRUE,"3.7317013868258151","4.017118637532028","Low"
"COLON","ATF3","ENSG00000162772.16","GTEX-14PK6-1726-SM-6871J","GTEX-14PK6","tpm",TRUE,"5.7789647759559166","4.017118637532028","High"
"COLON","ATF3","ENSG00000162772.16","GTEX-15DCZ-2826-SM-6EU2J","GTEX-15DCZ","tpm",TRUE,"5.7921544346056715","4.017118637532028","High"
"COLON","ATF3","ENSG00000162772.16","GTEX-16MT8-2726-SM-7IGLJ","GTEX-16MT8","tpm",TRUE,"4.3504316476359453","4.017118637532028","High"
"COLON","ATF3","ENSG00000162772.16","GTEX-18D9A-1126-SM-7KFRJ","GTEX-18D9A","tpm",TRUE,"3.7012066770498411","4.017118637532028","Low"
"COLON","ATF3","ENSG00000162772.16","GTEX-1BAJH-2726-SM-7IGNJ","GTEX-1BAJH","tpm",TRUE,"4.0221648725598795","4.017118637532028","High"
"COLON","ATF3","ENSG00000162772.16","GTEX-1JJ6O-2426-SM-ARU8J","GTEX-1JJ6O","tpm",TRUE,"3.4895132782037486","4.017118637532028","Low"
"COLON","ATF3","ENSG00000162772.16","GTEX-1JJEA-2526-SM-CY8HJ","GTEX-1JJEA","tpm",TRUE,"5.9989786897511124","4.017118637532028","High"
"COLON","ATF3","ENSG00000162772.16","GTEX-NFK9-2026-SM-3LK5K","GTEX-NFK9","tpm",TRUE,"3.6515347125573681","4.017118637532028","Low"
"COLON","ATF3","ENSG00000162772.16","GTEX-144GM-1126-SM-79OJK","GTEX-144GM","tpm",TRUE,"6.4570674294075232","4.017118637532028","High"
"COLON","ATF3","ENSG00000162772.16","GTEX-14PJ5-0926-SM-6LLIK","GTEX-14PJ5","tpm",TRUE,"4.1300204992422884","4.017118637532028","High"
"COLON","ATF3","ENSG00000162772.16","GTEX-15EO6-2326-SM-6LPKK","GTEX-15EO6","tpm",TRUE,"6.5067666767753076","4.017118637532028","High"
"COLON","ATF3","ENSG00000162772.16","GTEX-15ER7-2926-SM-7KUFK","GTEX-15ER7","tpm",TRUE,"2.5948571493915211","4.017118637532028","Low"
"COLON","ATF3","ENSG00000162772.16","GTEX-15TU5-2626-SM-7KUKK","GTEX-15TU5","tpm",TRUE,"6.0178893344379620","4.017118637532028","High"
"COLON","ATF3","ENSG00000162772.16","GTEX-16NFA-1326-SM-6M47K","GTEX-16NFA","tpm",TRUE,"5.2982427315731249","4.017118637532028","High"
"COLON","ATF3","ENSG00000162772.16","GTEX-18A7A-2226-SM-7LT8K","GTEX-18A7A","tpm",TRUE,"5.6839460898143983","4.017118637532028","High"
"COLON","ATF3","ENSG00000162772.16","GTEX-1B97I-1526-SM-73KUK","GTEX-1B97I","tpm",TRUE,"8.5089529088196976","4.017118637532028","High"
"COLON","ATF3","ENSG00000162772.16","GTEX-1HBPH-2526-SM-ACKXK","GTEX-1HBPH","tpm",TRUE,"5.0597797387683006","4.017118637532028","High"
"COLON","ATF3","ENSG00000162772.16","GTEX-1HSMQ-2526-SM-A9SMK","GTEX-1HSMQ","tpm",TRUE,"4.9438051870472313","4.017118637532028","High"
"COLON","ATF3","ENSG00000162772.16","GTEX-1I1GT-2026-SM-CKZPK","GTEX-1I1GT","tpm",TRUE,"7.0903900613222079","4.017118637532028","High"
"COLON","ATF3","ENSG00000162772.16","GTEX-1JJE9-2526-SM-ARU8K","GTEX-1JJE9","tpm",TRUE,"4.1961251350703499","4.017118637532028","High"
"COLON","ATF3","ENSG00000162772.16","GTEX-1K2DA-2026-SM-CGQGK","GTEX-1K2DA","tpm",TRUE,"3.7763977340823787","4.017118637532028","Low"
"COLON","ATF3","ENSG00000162772.16","GTEX-1LG7Y-2226-SM-E9U5K","GTEX-1LG7Y","tpm",TRUE,"5.1499068433656623","4.017118637532028","High"
"COLON","ATF3","ENSG00000162772.16","GTEX-1LGOU-1626-SM-D3LAK","GTEX-1LGOU","tpm",TRUE,"6.9788142532393982","4.017118637532028","High"
"COLON","ATF3","ENSG00000162772.16","GTEX-P4PP-1426-SM-3NM9L","GTEX-P4PP","tpm",TRUE,"2.8783891259285395","4.017118637532028","Low"
"COLON","ATF3","ENSG00000162772.16","GTEX-144GL-2526-SM-5TDDL","GTEX-144GL","tpm",TRUE,"3.6797453966860916","4.017118637532028","Low"
"COLON","ATF3","ENSG00000162772.16","GTEX-145LT-0826-SM-5S2QL","GTEX-145LT","tpm",TRUE,"1.6647232432567018","4.017118637532028","Low"
"COLON","ATF3","ENSG00000162772.16","GTEX-14JG6-1726-SM-69LPL","GTEX-14JG6","tpm",TRUE,"3.2402929541062435","4.017118637532028","Low"
"COLON","ATF3","ENSG00000162772.16","GTEX-1AMEY-1826-SM-72D5L","GTEX-1AMEY","tpm",TRUE,"3.2302927780038995","4.017118637532028","Low"
"COLON","ATF3","ENSG00000162772.16","GTEX-1AMFI-1726-SM-7189L","GTEX-1AMFI","tpm",TRUE,"3.4152086269796542","4.017118637532028","Low"
"COLON","ATF3","ENSG00000162772.16","GTEX-1C6VQ-2726-SM-73KUL","GTEX-1C6VQ","tpm",TRUE,"6.5428879096548203","4.017118637532028","High"
"COLON","ATF3","ENSG00000162772.16","GTEX-1CB4I-2226-SM-7P8SL","GTEX-1CB4I","tpm",TRUE,"6.2666449699001694","4.017118637532028","High"
"COLON","ATF3","ENSG00000162772.16","GTEX-1POEN-2026-SM-E6CRL","GTEX-1POEN","tpm",TRUE,"5.7434233617716677","4.017118637532028","High"
"COLON","ATF3","ENSG00000162772.16","GTEX-14PK6-1826-SM-69LOM","GTEX-14PK6","tpm",TRUE,"4.4731154361215228","4.017118637532028","High"
"COLON","ATF3","ENSG00000162772.16","GTEX-17F96-2126-SM-7KFSM","GTEX-17F96","tpm",TRUE,"2.8605971571851305","4.017118637532028","Low"
"COLON","ATF3","ENSG00000162772.16","GTEX-17HII-2726-SM-7MGVM","GTEX-17HII","tpm",TRUE,"5.7858850984135302","4.017118637532028","High"
"COLON","ATF3","ENSG00000162772.16","GTEX-17MF6-2426-SM-7LTAM","GTEX-17MF6","tpm",TRUE,"3.1061891822430652","4.017118637532028","Low"
"COLON","ATF3","ENSG00000162772.16","GTEX-183FY-1426-SM-7DHLM","GTEX-183FY","tpm",TRUE,"5.7317642191724278","4.017118637532028","High"
"COLON","ATF3","ENSG00000162772.16","GTEX-18D9U-1926-SM-7KFTM","GTEX-18D9U","tpm",TRUE,"2.6234639011627485","4.017118637532028","Low"
"COLON","ATF3","ENSG00000162772.16","GTEX-1EH9U-1926-SM-7P8QM","GTEX-1EH9U","tpm",TRUE,"4.3444621271696473","4.017118637532028","High"
"COLON","ATF3","ENSG00000162772.16","GTEX-1GMRU-2626-SM-9WPPM","GTEX-1GMRU","tpm",TRUE,"4.6603442716495440","4.017118637532028","High"
"COLON","ATF3","ENSG00000162772.16","GTEX-1IDJI-2226-SM-CKZPM","GTEX-1IDJI","tpm",TRUE,"6.3281812553233205","4.017118637532028","High"
"COLON","ATF3","ENSG00000162772.16","GTEX-1IDJU-2026-SM-A9SLM","GTEX-1IDJU","tpm",TRUE,"3.8388635757814562","4.017118637532028","Low"
"COLON","ATF3","ENSG00000162772.16","GTEX-1JN76-1226-SM-C1YRM","GTEX-1JN76","tpm",TRUE,"1.7321574852924155","4.017118637532028","Low"
"COLON","ATF3","ENSG00000162772.16","GTEX-1N2EF-1926-SM-DTX8M","GTEX-1N2EF","tpm",TRUE,"3.4776998507158314","4.017118637532028","Low"
"COLON","ATF3","ENSG00000162772.16","GTEX-1OFPY-1226-SM-E76OM","GTEX-1OFPY","tpm",TRUE,"3.2569446670341562","4.017118637532028","Low"
"COLON","ATF3","ENSG00000162772.16","GTEX-1339X-1626-SM-5IJDN","GTEX-1339X","tpm",TRUE,"3.9058483556212780","4.017118637532028","Low"
"COLON","ATF3","ENSG00000162772.16","GTEX-14H4A-1926-SM-5ZZWN","GTEX-14H4A","tpm",TRUE,"3.9012342236466480","4.017118637532028","Low"
"COLON","ATF3","ENSG00000162772.16","GTEX-16MTA-1626-SM-6M47N","GTEX-16MTA","tpm",TRUE,"1.9545931814140638","4.017118637532028","Low"
"COLON","ATF3","ENSG00000162772.16","GTEX-17HGU-2626-SM-79OKN","GTEX-17HGU","tpm",TRUE,"4.9164781107154267","4.017118637532028","High"
"COLON","ATF3","ENSG00000162772.16","GTEX-17HHE-1626-SM-7DHLN","GTEX-17HHE","tpm",TRUE,"6.7507874026169690","4.017118637532028","High"
"COLON","ATF3","ENSG00000162772.16","GTEX-17KNJ-1826-SM-7LT9N","GTEX-17KNJ","tpm",TRUE,"5.8091183114727327","4.017118637532028","High"
"COLON","ATF3","ENSG00000162772.16","GTEX-18D9B-2526-SM-718BN","GTEX-18D9B","tpm",TRUE,"8.2458647181685922","4.017118637532028","High"
"COLON","ATF3","ENSG00000162772.16","GTEX-1CB4F-1926-SM-7MKFN","GTEX-1CB4F","tpm",TRUE,"4.8431687764892963","4.017118637532028","High"
"COLON","ATF3","ENSG00000162772.16","GTEX-1H23P-2626-SM-9KNVN","GTEX-1H23P","tpm",TRUE,"3.7908373743972184","4.017118637532028","Low"
"COLON","ATF3","ENSG00000162772.16","GTEX-1I6K6-1926-SM-A96SN","GTEX-1I6K6","tpm",TRUE,"4.0124362433445864","4.017118637532028","Low"
"COLON","ATF3","ENSG00000162772.16","GTEX-1IOXB-2626-SM-CJI2N","GTEX-1IOXB","tpm",TRUE,"7.6588863397212164","4.017118637532028","High"
"COLON","ATF3","ENSG00000162772.16","GTEX-1JKYR-2026-SM-CNPON","GTEX-1JKYR","tpm",TRUE,"5.3185603159494796","4.017118637532028","High"
"COLON","ATF3","ENSG00000162772.16","GTEX-1PIEJ-1826-SM-EWRMN","GTEX-1PIEJ","tpm",TRUE,"5.8339522174167771","4.017118637532028","High"
"COLON","ATF3","ENSG00000162772.16","GTEX-OIZH-1426-SM-3NB1O","GTEX-OIZH","tpm",TRUE,"2.4308181038884116","4.017118637532028","Low"
"COLON","ATF3","ENSG00000162772.16","GTEX-147GR-2726-SM-664OO","GTEX-147GR","tpm",TRUE,"4.7022417444905420","4.017118637532028","High"
"COLON","ATF3","ENSG00000162772.16","GTEX-14E1K-1626-SM-664MO","GTEX-14E1K","tpm",TRUE,"1.9086509504359648","4.017118637532028","Low"
"COLON","ATF3","ENSG00000162772.16","GTEX-15G1A-1826-SM-7KUKO","GTEX-15G1A","tpm",TRUE,"3.0286818199120535","4.017118637532028","Low"
"COLON","ATF3","ENSG00000162772.16","GTEX-15RIF-1326-SM-6LPKO","GTEX-15RIF","tpm",TRUE,"2.7139112182724343","4.017118637532028","Low"
"COLON","ATF3","ENSG00000162772.16","GTEX-16XZZ-2726-SM-7EWDO","GTEX-16XZZ","tpm",TRUE,"7.2166108852759763","4.017118637532028","High"
"COLON","ATF3","ENSG00000162772.16","GTEX-1BAJH-2326-SM-7IGMO","GTEX-1BAJH","tpm",TRUE,"4.3741759746722293","4.017118637532028","High"
"COLON","ATF3","ENSG00000162772.16","GTEX-1F5PL-2126-SM-7PC2O","GTEX-1F5PL","tpm",TRUE,"3.0928174848497689","4.017118637532028","Low"
"COLON","ATF3","ENSG00000162772.16","GTEX-1F75B-2726-SM-7P8QO","GTEX-1F75B","tpm",TRUE,"3.3928426543873225","4.017118637532028","Low"
"COLON","ATF3","ENSG00000162772.16","GTEX-1H11D-2326-SM-A8N9O","GTEX-1H11D","tpm",TRUE,"3.9864550426186436","4.017118637532028","Low"
"COLON","ATF3","ENSG00000162772.16","GTEX-1H3NZ-2526-SM-9KNVO","GTEX-1H3NZ","tpm",TRUE,"4.4158732703548358","4.017118637532028","High"
"COLON","ATF3","ENSG00000162772.16","GTEX-1HCU7-2626-SM-C1YQO","GTEX-1HCU7","tpm",TRUE,"4.1679287370039209","4.017118637532028","High"
"COLON","ATF3","ENSG00000162772.16","GTEX-1J1R8-1426-SM-CL55O","GTEX-1J1R8","tpm",TRUE,"7.8774788760592553","4.017118637532028","High"
"COLON","ATF3","ENSG00000162772.16","GTEX-1NV5F-2226-SM-DTX8O","GTEX-1NV5F","tpm",TRUE,"6.7473593978156998","4.017118637532028","High"
"COLON","ATF3","ENSG00000162772.16","GTEX-15FZZ-1826-SM-6LLJP","GTEX-15FZZ","tpm",TRUE,"1.8183601587579044","4.017118637532028","Low"
"COLON","ATF3","ENSG00000162772.16","GTEX-15RIE-1826-SM-6M48P","GTEX-15RIE","tpm",TRUE,"3.0571511099061044","4.017118637532028","Low"
"COLON","ATF3","ENSG00000162772.16","GTEX-15SB6-1226-SM-7KUMP","GTEX-15SB6","tpm",TRUE,"1.6371984014666796","4.017118637532028","Low"
"COLON","ATF3","ENSG00000162772.16","GTEX-17HGU-2426-SM-7EWDP","GTEX-17HGU","tpm",TRUE,"2.1806749913521211","4.017118637532028","Low"
"COLON","ATF3","ENSG00000162772.16","GTEX-183WM-2526-SM-731BP","GTEX-183WM","tpm",TRUE,"4.2255746148188322","4.017118637532028","High"
"COLON","ATF3","ENSG00000162772.16","GTEX-18D9A-1326-SM-7LT8P","GTEX-18D9A","tpm",TRUE,"5.2854659721250545","4.017118637532028","High"
"COLON","ATF3","ENSG00000162772.16","GTEX-1A3MW-2526-SM-72D5P","GTEX-1A3MW","tpm",TRUE,"7.2122227804899879","4.017118637532028","High"
"COLON","ATF3","ENSG00000162772.16","GTEX-1C475-1626-SM-731FP","GTEX-1C475","tpm",TRUE,"4.3190941663068187","4.017118637532028","High"
"COLON","ATF3","ENSG00000162772.16","GTEX-1F5PL-1926-SM-7MXTP","GTEX-1F5PL","tpm",TRUE,"6.0589869321342409","4.017118637532028","High"
"COLON","ATF3","ENSG00000162772.16","GTEX-1GF9X-1526-SM-7P8QP","GTEX-1GF9X","tpm",TRUE,"2.5098423252990987","4.017118637532028","Low"
"COLON","ATF3","ENSG00000162772.16","GTEX-1GMR2-1826-SM-9KNUP","GTEX-1GMR2","tpm",TRUE,"3.5996414780652026","4.017118637532028","Low"
"COLON","ATF3","ENSG00000162772.16","GTEX-1GZ4I-2426-SM-9WPPP","GTEX-1GZ4I","tpm",TRUE,"4.8556938655600179","4.017118637532028","High"
"COLON","ATF3","ENSG00000162772.16","GTEX-1HSMO-2526-SM-A9SKP","GTEX-1HSMO","tpm",TRUE,"6.9031206325354928","4.017118637532028","High"
"COLON","ATF3","ENSG00000162772.16","GTEX-1JMPZ-2426-SM-C1YQP","GTEX-1JMPZ","tpm",TRUE,"5.2169691985765434","4.017118637532028","High"
"COLON","ATF3","ENSG00000162772.16","GTEX-1LGOU-1726-SM-D3L8P","GTEX-1LGOU","tpm",TRUE,"2.7534231509108102","4.017118637532028","Low"
"COLON","ATF3","ENSG00000162772.16","GTEX-1LSVX-1726-SM-DHXJP","GTEX-1LSVX","tpm",TRUE,"3.1682800814138923","4.017118637532028","Low"
"COLON","ATF3","ENSG00000162772.16","GTEX-1PPH8-2026-SM-DTX7P","GTEX-1PPH8","tpm",TRUE,"2.3996412406753014","4.017118637532028","Low"
"COLON","ATF3","ENSG00000162772.16","GTEX-1PWST-2426-SM-EWRMP","GTEX-1PWST","tpm",TRUE,"4.1685452622742831","4.017118637532028","High"
"COLON","ATF3","ENSG00000162772.16","GTEX-11ONC-2026-SM-5HL61","GTEX-11ONC","tpm",TRUE,"7.6667330466985524","4.017118637532028","High"
