"Dataset","Cancer","Analysis_Name","Analysis_Type","Target_Gene","Target_Feature_ID","Target_Symbol","Target_Entrez","Target_Candidate_Features","Sample_Filter","Samples_Used","High_Group","Low_Group","High_Group_N","Low_Group_N","Median_Cutoff","Expression_Assay","Expression_Log2_Transformed","Count_Assay","Gene_Biotype_Filter","Protein_Coding_Genes_Input","Low_Count_Filtered_Genes","Ranked_Genes","Contrast","Up","Down","Total_Significant_Genes","P_Value_Column","P_Value_Cutoff","LogFC_Cutoff","SE_RDS_File","All_Genes_File","Significant_Genes_File","Sample_Group_File"
"TCGA","COAD","COAD_01A_ATF3_median_high_vs_low","target_gene_median_split_differential_expression","ATF3","ENSG00000162772.16","ATF3","467","1","group_detail in tumor_primary_01a","455","High","Low","228","227","4.167970022842355","tpm",TRUE,"counts","protein_coding","22926","4610","18316","High_vs_Low","490","68","558","P.Value","0.05","0.5","/Users/solomon/Projects/CRLM_dormancy/data/TCGA/COAD/data_prepare/COAD_se_raw.rds","/Users/solomon/Projects/CRLM_dormancy/results/quickanalysis/local_tcga/ATF3_deg/tables/DEG/COAD_01A_ATF3_median_high_vs_low_all_genes.csv","/Users/solomon/Projects/CRLM_dormancy/results/quickanalysis/local_tcga/ATF3_deg/tables/DEG/COAD_01A_ATF3_median_high_vs_low_significant_genes.csv","/Users/solomon/Projects/CRLM_dormancy/results/quickanalysis/local_tcga/ATF3_deg/tables/DEG/COAD_01A_ATF3_median_high_vs_low_sample_groups.csv"
