"Dataset","Tissue","Analysis_Name","Analysis_Type","Target_Gene","Target_Feature_ID","Target_Symbol","Target_Entrez","Target_Candidate_Features","Sample_Filter","Samples_Used","High_Group","Low_Group","High_Group_N","Low_Group_N","Median_Cutoff","Expression_Assay","Expression_Log2_Transformed","Count_Assay","Gene_Biotype_Filter","Protein_Coding_Genes_Input","Low_Count_Filtered_Genes","Ranked_Genes","Contrast","Up","Down","Total_Significant_Genes","P_Value_Column","P_Value_Cutoff","LogFC_Cutoff","SE_RDS_File","All_Genes_File","Significant_Genes_File","Sample_Group_File"
"GTEx","COLON","COLON_GTEx_ATF3_median_high_vs_low","target_gene_median_split_differential_expression","ATF3","ENSG00000162772.16","ATF3","467","1","GTEx configured samples","817","High","Low","409","408","4.017118637532028","tpm",TRUE,"counts","protein_coding","22926","4275","18651","High_vs_Low","2967","3002","5969","P.Value","0.05","0.5","/Users/solomon/Projects/CRLM_dormancy/data/GTEx/COLON/data_prepare/COLON_se_raw.rds","/Users/solomon/Projects/CRLM_dormancy/results/quickanalysis/local_tcga/ATF3_deg/tables/DEG/COLON_GTEx_ATF3_median_high_vs_low_all_genes.csv","/Users/solomon/Projects/CRLM_dormancy/results/quickanalysis/local_tcga/ATF3_deg/tables/DEG/COLON_GTEx_ATF3_median_high_vs_low_significant_genes.csv","/Users/solomon/Projects/CRLM_dormancy/results/quickanalysis/local_tcga/ATF3_deg/tables/DEG/COLON_GTEx_ATF3_median_high_vs_low_sample_groups.csv"
