"Consensus_Rank","TF","Required_Methods","Source_Method_Count","Source_Methods","Mean_Selected_Rank","Best_Selected_Rank","CheA3_Library_Count","CheA3_Libraries","CheA3_Integrated_TopRank","ChEA3","ENRICHR","TRRUST"
"1","HOXB7","ChEA3;ENRICHR;TRRUST","4","ChEA3;ENRICHR;TRRUST;CollecTRI","39.00000000000000","5","5","ARCHS4--Coexpression(rank=25); Literature--ChIP-seq(rank=63); ReMap--ChIP-seq(rank=292); GTEx--Coexpression(rank=626); Enrichr--Queries(rank=638)","74","rank=74; score=0.01536","rank=38; score=1307.5; p=0.0049898; adjP=0.015783","rank=5; score=2.3019; p=0.0049899"
"2","ELF3","ChEA3;ENRICHR;TRRUST","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","56.66666666666666","15","4","ReMap--ChIP-seq(rank=1); GTEx--Coexpression(rank=410); ARCHS4--Coexpression(rank=489); Enrichr--Queries(rank=727)","15","rank=15; score=0.003367","rank=81; score=14.477; p=0.045352; adjP=0.61414","rank=74; score=0; p=1"
"3","TP53","ChEA3;ENRICHR;TRRUST","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","62.33333333333333","23","5","Literature--ChIP-seq(rank=13); Enrichr--Queries(rank=38); GTEx--Coexpression(rank=45); ReMap--ChIP-seq(rank=51); ARCHS4--Coexpression(rank=503)","134","rank=134; score=0.02707","rank=30; score=34.296; p=0.079056; adjP=0.082623","rank=23; score=1.1021; p=0.079057"
"4","ATF4","ChEA3;ENRICHR;TRRUST","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","73.66666666666667","39","4","GTEx--Coexpression(rank=44); ARCHS4--Coexpression(rank=211); ReMap--ChIP-seq(rank=264); Enrichr--Queries(rank=557)","135","rank=135; score=0.02738","rank=47; score=932.06; p=0.0064824; adjP=0.015783","rank=39; score=0; p=1"
"5","FOXA1","ChEA3;ENRICHR;TRRUST","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","75.33333333333333","33","6","ReMap--ChIP-seq(rank=6); ENCODE--ChIP-seq(rank=66); Literature--ChIP-seq(rank=82); ARCHS4--Coexpression(rank=607); Enrichr--Queries(rank=961); GTEx--Coexpression(rank=1245)","100","rank=100; score=0.0202","rank=33; score=40.908; p=0.021193; adjP=0.61414","rank=93; score=0; p=1"
"6","ESRRA","ChEA3;ENRICHR;TRRUST","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","77.33333333333333","25","5","ENCODE--ChIP-seq(rank=3); Enrichr--Queries(rank=163); ReMap--ChIP-seq(rank=191); GTEx--Coexpression(rank=726); ARCHS4--Coexpression(rank=1060)","125","rank=125; score=0.02542","rank=25; score=11.207; p=0.089553; adjP=0.82655","rank=82; score=0; p=1"
"7","STAT3","ChEA3;ENRICHR;TRRUST","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","80.66666666666667","22","6","Literature--ChIP-seq(rank=5); ReMap--ChIP-seq(rank=19); ENCODE--ChIP-seq(rank=37); GTEx--Coexpression(rank=633); ARCHS4--Coexpression(rank=684); Enrichr--Queries(rank=931)","148","rank=148; score=0.03049","rank=72; score=92.156; p=0.038814; adjP=0.044694","rank=22; score=1.1625; p=0.068789"
"8","FOSL1","ChEA3;ENRICHR;TRRUST","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","81.00000000000000","28","5","ARCHS4--Coexpression(rank=41); ReMap--ChIP-seq(rank=106); ENCODE--ChIP-seq(rank=107); Enrichr--Queries(rank=658); GTEx--Coexpression(rank=1084)","124","rank=124; score=0.02518","rank=28; score=25.319; p=0.020442; adjP=0.61414","rank=91; score=0; p=1"
"9","FOXO1","ChEA3;ENRICHR;TRRUST","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","84.66666666666667","16","5","Literature--ChIP-seq(rank=6); Enrichr--Queries(rank=72); ReMap--ChIP-seq(rank=223); GTEx--Coexpression(rank=363); ARCHS4--Coexpression(rank=1048)","175","rank=175; score=0.03659","rank=63; score=427.12; p=0.011938; adjP=0.019724","rank=16; score=1.9231; p=0.011938"
"10","ELF1","ChEA3;ENRICHR;TRRUST","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","89.00000000000000","29","5","ENCODE--ChIP-seq(rank=4); Literature--ChIP-seq(rank=119); ReMap--ChIP-seq(rank=159); ARCHS4--Coexpression(rank=328); GTEx--Coexpression(rank=426)","165","rank=165; score=0.0339","rank=29; score=8.9223; p=0.11118; adjP=0.80789","rank=73; score=0; p=1"
