"TF","Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes"
"E2F1","E2F1 human","27/134","0.000000009942200101647262","0.000003758151638422665","0","0","4.1996314802211119","77.38441498940309771","TOP2A;MCM8;CDCA7;FOXM1;TYMS;RASGRP1;AURKB;AURKA;CCNB1;RACGAP1;CHEK2;MYC;MYBL2;ECT2;RRM1;RRM2;PLK1;FANCA;XRCC1;PNRC2;AR;DBF4;CCNE1;CDK1;BIRC5;KIF2C;ASF1B"
"E2F4","E2F4 human","10/23","0.000000223762576891167851","0.000042291127032430723","0","0","12.6751463759337781","194.09046385295971504","PLK4;LIN54;AR;CCNB1;MYC;PLK1;PCLAF;BIRC5;TTK;AURKB"
"TP53","TP53 human","27/164","0.000000757643096114743961","0.000095463030110457737","0","0","3.2747533417173380","46.15127375477326410","MKI67;FOXM1;BRCA2;TYMS;ING1;RECQL4;CCNB2;RASSF1;CCNB1;PTTG1;CHEK2;MYC;FDXR;E2F7;IER3;EGR1;CAV1;PLK1;DKK1;CCNA2;PRC1;BCL3;CDK1;BIRC5;FAS;EPHA2;EZH2"
"TFDP1","TFDP1 human","6/10","0.000006225864251973897301","0.000588344171811533293","0","0","24.6421098517872714","295.38000022333744710","RRM1;CCNE1;CAV1;CDK1;MYBL2;TYMS"
"YBX1","YBX1 human","9/30","0.000032382057632337239380","0.002448083557004695175","0","0","7.0526973026973030","72.91012222253822017","TOP2A;CDC20;AR;CCNB1;CKS2;FAS;TYMS;KPNA2;CDKN3"
"MYC","MYC human","17/100","0.000053950497730870811282","0.003398881357044860989","0","0","3.3831240454776852","33.24746088582656967","CBFB;UBE2C;SHMT1;MST1;CDCA7;CDC25C;FOXM1;DKK1;NDRG1;CCNA2;CCNB1;CCNE1;CHEK2;RCC1;PROM1;JUNB;IER3"
"SP1","SP1 human","48/472","0.000098317934938695256998","0.005309168486689544095","0","0","1.8874413045334244","17.41599488103287996","CD83;CBFB;MAOB;PDGFB;PSIP1;FOXM1;TYMS;CYP3A5;TYMP;RECQL4;RASSF1;PTTG1;MYC;MMP28;TIMP2;DNMT3B;HAS2;TNNI3;PHGDH;MYBL2;TK1;PROM1;MYBL1;TMPO;EGR1;SLC15A1;IGFBP4;CAV1;APOA1;LYZ;DCK;MUC5AC;EPOR;GRIN1;KLF8;CCNA2;AR;NR4A1;DBF4;TCN2;TH;FABP6;BIRC5;FAS;KIF2C;PADI1;HBEGF;ABCG2"
"E2F3","E2F3 human","5/13","0.000550221156868322411673","0.025997949662028233681","0","0","10.2564242160278738","76.97641509946011240","CCNA2;CCNB1;PLK1;CDK1;AURKA"
"SREBF1","SREBF1 human","7/27","0.000665678019840470797282","0.027958476833299772402","0","0","5.7499563699825478","42.05923149292198815","AR;FABP6;CAV1;SCD5;HMOX1;FAS;ACACB"
"GATA6","GATA6 human","4/9","0.001095602987171900421365","0.041413792915097842606","0","0","13.1188859878154922","89.42423556130174234","DAB2;CAV1;APOA1;DKK1"
"NUPR1","NUPR1 mouse","3/6","0.003350321962121515124988","0.115129245607448443822","0","0","16.3860869565217406","93.37937456195663799","CCNA2;TCF19;HMOX1"
"ESR1","ESR1 human","11/76","0.004065259524722162308430","0.128055675028748122690","0","0","2.7832682203960664","15.32266445100106722","CCNA2;AR;BLM;NR5A2;MYC;TFF1;NRF1;AMH;TYMS;JUNB;ABCG2"
"MYC","MYC mouse","8/49","0.006512289443413204689803","0.189357339200783958422","0","0","3.2047715411651931","16.13302569600302050","CCNB1;MYC;CAV1;CDCA7;ACP5;DKK1;NDRG1;EZH2"
"RBMX","RBMX human","3/8","0.008597309898272334147129","0.226524040570316470555","0","0","9.8306086956521739","46.75738240693797110","FOSL1;EGR1;JUNB"
"PTTG1","PTTG1 human","4/15","0.008989049228980812433765","0.226524040570316470555","0","0","5.9612311100561755","28.08781992174489162","CCNB1;MYC;CDK1;TIMP2"
"SMAD7","SMAD7 human","3/9","0.012348175197792729540502","0.255315974875174933612","0","0","8.1917391304347831","35.99652496835752657","MYC;CDK1;HMOX1"
"SP3","SP3 human","13/113","0.013235139666047878240218","0.255315974875174933612","0","0","2.1378157894736840","9.24579651765573551","CD83;MAOB;IGFBP4;CYP3A5;TYMP;RASSF1;TCN2;DNMT3B;TIMP2;BIRC5;TFF1;PADI1;HBEGF"
"CREB1","CREB1 human","11/90","0.014269708459272055153799","0.255315974875174933612","0","0","2.2883238378150703","9.72449823057478469","AR;NR5A2;TH;CRTC1;BDNF;STMN1;HMOX1;NRF1;NMNAT2;MUC5AC;NDC80"
"RELA","RELA human","27/301","0.015413703307221509469782","0.255315974875174933612","0","0","1.6253873280522746","6.78192592828192886","CD83;NRF1;BRCA2;PSMB10;SLC25A27;LIPE;CCNB1;MYC;HMOX1;AMH;JUNB;IER3;EGR1;MUC17;PROX1;MUC5AC;GRIN1;AR;BMP2;BCL3;ALOX5AP;FAS;BIRC5;TFF1;OPTN;HBEGF;ABCG2"
"BRCA1","BRCA1 human","8/57","0.015942395992521223024863","0.255315974875174933612","0","0","2.6804028161482933","11.09357961866061260","MDC1;ASPM;EGR1;CCNB1;MYC;TFF1;BRCA2;MAD2L1"
"TRP53","TRP53 mouse","17/167","0.016309709904278810177480","0.255315974875174933612","0","0","1.8653110328638496","7.67761022976259966","EGR1;CDKN2C;CKAP2;PROX1;FOXM1;TYMS;NDRG1;CKS1B;CCNA2;CCNB2;CCNB1;PSRC1;MYC;HMOX1;BIRC5;FAS;GTSE1"
"NFKB1","NFKB1 human","27/303","0.016668194844195467763104","0.255315974875174933612","0","0","1.6134354004170206","6.60581252803248287","CD83;NRF1;BRCA2;PSMB10;SLC25A27;LIPE;CCNB1;MYC;HMOX1;AMH;JUNB;IER3;EGR1;MUC17;PROX1;MUC5AC;GRIN1;AR;BMP2;BCL3;ALOX5AP;FAS;BIRC5;TFF1;OPTN;HBEGF;ABCG2"
"E2F4","E2F4 mouse","3/10","0.016893299964976304233799","0.255315974875174933612","0","0","7.0211180124223604","28.65204650359803651","PLK4;STMN1;MYBL2"
"RBL2","RBL2 mouse","3/10","0.016893299964976304233799","0.255315974875174933612","0","0","7.0211180124223604","28.65204650359803651","CCNA2;STMN1;BIRC5"
"FOXA2","FOXA2 human","4/18","0.017561416261255419907217","0.255315974875174933612","0","0","4.6830784533134402","18.92924213887535245","NR5A2;SLCO1B3;APOA1;TFF1"
"FOXO3","FOXO3 human","4/18","0.017561416261255419907217","0.255315974875174933612","0","0","4.6830784533134402","18.92924213887535245","AR;GALT;BIRC5;FOXM1"
"EGR1","EGR1 mouse","9/71","0.020401778184395775311843","0.285624894581540833549","0","0","2.3836143695014664","9.27734466174053374","CDKN2D;NR4A1;GADD45B;TH;BIRC5;FAS;TK1;ITGB6;NDRG1"
"GLI1","GLI1 human","4/19","0.021252043235910057089599","0.286902583684785716933","0","0","4.3706411372207716","16.83265998433930477","EGR2;BHLHE41;FAS;MUC5AC"
