"Consensus_Rank","TF","Required_Methods","Source_Method_Count","Source_Methods","Mean_Selected_Rank","Best_Selected_Rank","CheA3_Library_Count","CheA3_Libraries","CheA3_Integrated_TopRank","ChEA3","ENRICHR","CollecTRI"
"1","FOS","ChEA3;ENRICHR;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","12.66666666666667","1","5","ENCODE--ChIP-seq(rank=1); ReMap--ChIP-seq(rank=1); GTEx--Coexpression(rank=6); Enrichr--Queries(rank=30); ARCHS4--Coexpression(rank=223)","11","rank=11; score=0.003367","rank=1; score=16.546; p=0.00021028; adjP=0.16621","rank=26; score=2.9715; p=0.0029637; direction=Activated"
"2","ATF3","ChEA3;ENRICHR;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","13.00000000000000","2","6","GTEx--Coexpression(rank=1); ARCHS4--Coexpression(rank=3); Enrichr--Queries(rank=4); ReMap--ChIP-seq(rank=5); Literature--ChIP-seq(rank=15); ENCODE--ChIP-seq(rank=67)","2","rank=2; score=0.0006223","rank=35; score=28.093; p=1.6936e-06; adjP=0.00015486","rank=2; score=5.6505; p=1.6003e-08; direction=Activated"
"3","DDIT3","ChEA3;ENRICHR;CollecTRI","4","ChEA3;ENRICHR;TRRUST;CollecTRI","22.00000000000000","8","3","Enrichr--Queries(rank=3); ARCHS4--Coexpression(rank=5); GTEx--Coexpression(rank=7)","8","rank=8; score=0.002137","rank=47; score=129.03; p=0.00026421; adjP=0.0062595","rank=11; score=3.712; p=0.00020561; direction=Activated"
"4","NR3C1","ChEA3;ENRICHR;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","27.00000000000000","5","6","ARCHS4--Coexpression(rank=11); Literature--ChIP-seq(rank=16); ENCODE--ChIP-seq(rank=20); ReMap--ChIP-seq(rank=80); Enrichr--Queries(rank=153); GTEx--Coexpression(rank=540)","25","rank=25; score=0.006757","rank=51; score=22.936; p=3.1738e-06; adjP=0.00019572","rank=5; score=4.074; p=4.6217e-05; direction=Activated"
"5","HIF1A","ChEA3;ENRICHR;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","43.66666666666666","10","5","Literature--ChIP-seq(rank=4); ReMap--ChIP-seq(rank=58); ARCHS4--Coexpression(rank=86); Enrichr--Queries(rank=504); GTEx--Coexpression(rank=883)","94","rank=94; score=0.02439","rank=27; score=62.702; p=6.8027e-07; adjP=7.1914e-05","rank=10; score=3.7569; p=0.00017205; direction=Activated"
"6","SMAD3","ChEA3;ENRICHR;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","54.66666666666666","39","5","ReMap--ChIP-seq(rank=3); Literature--ChIP-seq(rank=18); Enrichr--Queries(rank=342); GTEx--Coexpression(rank=400); ARCHS4--Coexpression(rank=553)","39","rank=39; score=0.0101","rank=63; score=21.75; p=2.7942e-05; adjP=0.000667","rank=62; score=2.4023; p=0.016292; direction=Activated"
"7","JUN","ChEA3;ENRICHR;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","59.66666666666667","23","6","ENCODE--ChIP-seq(rank=4); ReMap--ChIP-seq(rank=4); Literature--ChIP-seq(rank=12); GTEx--Coexpression(rank=13); ARCHS4--Coexpression(rank=17); Enrichr--Queries(rank=19)","30","rank=30; score=0.00809","rank=23; score=31.251; p=2.1553e-05; adjP=0.00062891","rank=126; score=1.8288; p=0.067428; direction=Activated"
"8","FOSL1","ChEA3;ENRICHR;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","63.66666666666667","25","5","ENCODE--ChIP-seq(rank=6); ReMap--ChIP-seq(rank=10); ARCHS4--Coexpression(rank=88); Enrichr--Queries(rank=95); GTEx--Coexpression(rank=743)","133","rank=133; score=0.03367","rank=33; score=28.765; p=2.8462e-06; adjP=0.00019147","rank=25; score=2.9971; p=0.0027255; direction=Activated"
"9","KLF10","ChEA3;ENRICHR;CollecTRI","4","ChEA3;ENRICHR;TRRUST;CollecTRI","67.33333333333333","1","3","ARCHS4--Coexpression(rank=1); Enrichr--Queries(rank=77); GTEx--Coexpression(rank=1390)","1","rank=1; score=0.0006143","rank=122; score=109.99; p=0.0064603; adjP=0.04601","rank=79; score=2.1971; p=0.028011; direction=Activated"
"10","PPARD","ChEA3;ENRICHR;CollecTRI","4","ChEA3;ENRICHR;TRRUST;CollecTRI","76.33333333333333","24","4","Literature--ChIP-seq(rank=6); GTEx--Coexpression(rank=73); Enrichr--Queries(rank=348); ARCHS4--Coexpression(rank=1377)","141","rank=141; score=0.03659","rank=64; score=55.617; p=9.4481e-06; adjP=0.00043697","rank=24; score=3.0107; p=0.0026063; direction=Activated"
