term_id	term_name	p_value	term_size	intersection_size	intersection
BIOCARTA_INTRINSIC_PATHWAY	BIOCARTA_INTRINSIC_PATHWAY	1.0552803623e-06	23	18	F2,FGG,FGB,FGA,F5,SERPINC1,F11,PROC,F9,F12,KNG1,F10,KLKB1,COL4A1,F2R,COL4A2,SERPING1,PROS1
BIOCARTA_EXTRINSIC_PATHWAY	BIOCARTA_EXTRINSIC_PATHWAY	2.3051356925e-06	13	12	F2,FGG,F7,FGB,FGA,F5,SERPINC1,PROC,F10,F2R,TFPI,PROS1
BIOCARTA_CLASSIC_PATHWAY	BIOCARTA_CLASSIC_PATHWAY	6.6402815408e-06	14	8	C9,C6,C8A,C5,C2,C4B,C4A,C3
BIOCARTA_NUCLEARRS_PATHWAY	BIOCARTA_NUCLEARRS_PATHWAY	5.0643463348e-06	34	16	CYP2E1,CYP8B1,CYP4A11,ABCC2,NR0B2,CYP1A2,CYP4A22,ABCG5,CYP2C9,CYP3A4,CYP27B1,CYP2B6,CYP26A1,ABCB4,CYP24A1,RARB
BIOCARTA_COMP_PATHWAY	BIOCARTA_COMP_PATHWAY	2.69206741327e-05	19	10	C9,C6,C8A,MBL2,C5,MASP2,C2,CFB,C4B,C4A
BIOCARTA_LECTIN_PATHWAY	BIOCARTA_LECTIN_PATHWAY	7.6253229164e-06	12	10	C9,C6,C8A,MBL2,C5,MASP2,C2,C4B,C4A,C3
BIOCARTA_AMI_PATHWAY	BIOCARTA_AMI_PATHWAY	7.65938941259e-05	19	14	F2,FGG,F7,PLG,FGB,FGA,SERPINC1,PROC,F10,COL4A1,F2R,COL4A2,TFPI,PROS1
BIOCARTA_PROTEASOME_PATHWAY	BIOCARTA_PROTEASOME_PATHWAY	0.0001011882811192	18	12	PSMA7,PSMA1,PSMA2,RPN2,PSMB7,PSMB5,PSMA3,PSMB4,PSMA5,RPN1,PSMB2,PSMB3
BIOCARTA_SM_PATHWAY	BIOCARTA_SM_PATHWAY	0.0001783853967833	14	11	SNRPE,SNRPC,SNRPG,SNRPF,SNRPD2,SNRPD1,SNRPA1,SRSF2,SNRPB2,SNRPB,U2AF1
BIOCARTA_FIBRINOLYSIS_PATHWAY	BIOCARTA_FIBRINOLYSIS_PATHWAY	0.0001838070484753	12	7	F2,FGG,PLG,FGB,FGA,CPB2,SERPINE1
BIOCARTA_EIF_PATHWAY	BIOCARTA_EIF_PATHWAY	0.0005535385034658	16	7	EIF2S2,EIF2S3,EIF1AX,EIF4A1,EIF2S1,EIF4G1,EIF6
BIOCARTA_MCM_PATHWAY	BIOCARTA_MCM_PATHWAY	0.0002319860484725	18	14	CDK2,CDC6,ORC6,MCM6,MCM2,MCM3,CDT1,MCM4,ORC3,MCM7,MCM5,ORC5,CCNE1,ORC1
BIOCARTA_NPC_PATHWAY	BIOCARTA_NPC_PATHWAY	0.0003920741760882	11	8	RAN,NUP210,NUP153,RANGAP1,NUTF2,KPNA2,KPNB1,NUP62
BIOCARTA_ATRBRCA_PATHWAY	BIOCARTA_ATRBRCA_PATHWAY	0.0003951036538619	22	16	BRCA2,ATR,CHEK1,BRCA1,RAD1,NBN,MRE11,FANCA,FANCG,FANCD2,CHEK2,FANCC,FANCE,FANCF,RAD51,RAD50
BIOCARTA_RB_PATHWAY	BIOCARTA_RB_PATHWAY	0.0007871851550237	13	9	CDK2,CDK4,WEE1,CDC25B,CDK1,CHEK1,CDC25A,CDC25C,RB1
