"Consensus_Rank","TF","Required_Methods","Source_Method_Count","Source_Methods","Mean_Selected_Rank","Best_Selected_Rank","CheA3_Library_Count","CheA3_Libraries","CheA3_Integrated_TopRank","DoRothEA","VIPER","ENRICHR","TRRUST","CollecTRI"
"1","FOXO3","DoRothEA;VIPER;ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","43.20000000000000","2","4","Literature--ChIP-seq(rank=87); Enrichr--Queries(rank=882); GTEx--Coexpression(rank=934); ARCHS4--Coexpression(rank=1010)","1313","rank=56; score=1.2558; p=0.055484","rank=103; score=1.5305; direction=Activated","rank=34; score=150.93; p=0.00089848; adjP=0.027681","rank=21; score=2.1254; p=0.0074916","rank=2; score=3.3167; p=0.00091088; direction=Activated"
"2","RFX5","DoRothEA;VIPER;ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","60.60000000000000","14","5","ENCODE--ChIP-seq(rank=56); GTEx--Coexpression(rank=127); ReMap--ChIP-seq(rank=200); Enrichr--Queries(rank=905); ARCHS4--Coexpression(rank=1579)","309","rank=23; score=2.2742; p=0.0053181","rank=14; score=4.0408; direction=Activated","rank=98; score=42.101; p=0.0074915; adjP=0.068632","rank=22; score=2.1254; p=0.0074916","rank=146; score=1.4369; p=0.15076; direction=Activated"
"3","ATF4","DoRothEA;VIPER;ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","65.80000000000000","9","4","GTEx--Coexpression(rank=100); ReMap--ChIP-seq(rank=257); Enrichr--Queries(rank=1350); ARCHS4--Coexpression(rank=1557)","247","rank=54; score=1.2957; p=0.050612","rank=147; score=1.0531; direction=Activated","rank=39; score=48.863; p=0.0011236; adjP=0.02901","rank=9; score=2.9494; p=0.0011237","rank=80; score=1.7748; p=0.075923; direction=Activated"
"4","FOXO4","DoRothEA;VIPER;ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","70.00000000000000","18","3","GTEx--Coexpression(rank=708); Enrichr--Queries(rank=789); ARCHS4--Coexpression(rank=1278)","1169","rank=51; score=1.4029; p=0.039543","rank=176; score=0.74901; direction=Activated","rank=84; score=105.48; p=0.0073528; adjP=0.068632","rank=18; score=2.1335; p=0.0073529","rank=21; score=2.5291; p=0.011437; direction=Activated"
"5","SP1","DoRothEA;VIPER;ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","71.20000000000000","10","5","ENCODE--ChIP-seq(rank=64); ReMap--ChIP-seq(rank=65); ARCHS4--Coexpression(rank=1008); Enrichr--Queries(rank=1325); GTEx--Coexpression(rank=1341)","693","rank=10; score=3.3404; p=0.00045668","rank=51; score=2.4363; direction=Repressed","rank=45; score=16.767; p=0.0014562; adjP=0.032224","rank=38; score=1.6125; p=0.024405","rank=212; score=1.1799; p=0.23805; direction=Repressed"
"6","RELA","DoRothEA;VIPER;ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","89.80000000000000","2","6","Literature--ChIP-seq(rank=21); ENCODE--ChIP-seq(rank=66); ReMap--ChIP-seq(rank=87); Enrichr--Queries(rank=963); GTEx--Coexpression(rank=1064); ARCHS4--Coexpression(rank=1095)","460","rank=16; score=2.751; p=0.0017741","rank=74; score=2.0114; direction=Activated","rank=9; score=28.362; p=6.9624e-05; adjP=0.00094863","rank=2; score=4.1572; p=6.9627e-05","rank=348; score=0.74889; p=0.45392; direction=Repressed"
"7","IRF9","DoRothEA;VIPER;ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","91.00000000000000","25","4","ReMap--ChIP-seq(rank=251); Enrichr--Queries(rank=431); ARCHS4--Coexpression(rank=488); GTEx--Coexpression(rank=738)","890","rank=113; score=0.61566; p=0.24229","rank=169; score=0.85936; direction=Activated","rank=122; score=61.815; p=0.013316; adjP=0.09454","rank=26; score=1.8756; p=0.013316","rank=25; score=2.4523; p=0.014196; direction=Activated"
"8","ESR1","DoRothEA;VIPER;ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","93.80000000000000","28","6","ENCODE--ChIP-seq(rank=4); Literature--ChIP-seq(rank=16); ReMap--ChIP-seq(rank=118); Enrichr--Queries(rank=365); GTEx--Coexpression(rank=437); ARCHS4--Coexpression(rank=560)","145","rank=28; score=2.009; p=0.0097955","rank=127; score=1.2818; direction=Repressed","rank=54; score=17.886; p=8.2978e-05; adjP=0.00065853","rank=119; score=0.59947; p=0.25149","rank=141; score=1.4809; p=0.13863; direction=Repressed"
"9","TAL1","DoRothEA;VIPER;ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","95.20000000000000","26","6","ENCODE--ChIP-seq(rank=58); Literature--ChIP-seq(rank=108); ReMap--ChIP-seq(rank=123); ARCHS4--Coexpression(rank=715); Enrichr--Queries(rank=884); GTEx--Coexpression(rank=1079)","1125","rank=26; score=2.1254; p=0.0074916","rank=66; score=2.1249; direction=Activated","rank=67; score=41.588; p=0.0067657; adjP=0.022942","rank=33; score=1.6827; p=0.020764","rank=284; score=0.94036; p=0.34703; direction=Activated"
"10","NFIC","DoRothEA;VIPER;ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","99.40000000000001","26","5","ENCODE--ChIP-seq(rank=18); ReMap--ChIP-seq(rank=25); Enrichr--Queries(rank=725); ARCHS4--Coexpression(rank=784); GTEx--Coexpression(rank=992)","324","rank=165; score=0.32172; p=0.47673","rank=122; score=1.3097; direction=Repressed","rank=113; score=35.194; p=0.024999; adjP=0.12879","rank=71; score=0.89992; p=0.12592","rank=26; score=2.3378; p=0.019396; direction=Repressed"
