"statistic","source","condition","score","p_value"
"ora","AATF","ALL","0.0000000000000000","1.000000000000000000000"
"ora","ABL1","ALL","0.0000000000000000","1.000000000000000000000"
"ora","AHR","ALL","0.0000000000000000","1.000000000000000000000"
"ora","AIP","ALL","0.0000000000000000","1.000000000000000000000"
"ora","APC","ALL","0.0000000000000000","1.000000000000000000000"
"ora","APEX1","ALL","0.0000000000000000","1.000000000000000000000"
"ora","AR","ALL","0.0000000000000000","1.000000000000000000000"
"ora","ARID3A","ALL","0.0000000000000000","1.000000000000000000000"
"ora","ARNT","ALL","0.0000000000000000","1.000000000000000000000"
"ora","ARNTL","ALL","0.0000000000000000","1.000000000000000000000"
"ora","ASCL1","ALL","0.0000000000000000","1.000000000000000000000"
"ora","ATF1","ALL","0.0000000000000000","1.000000000000000000000"
"ora","ATF2","ALL","1.0043636447987840","0.099000264566834861313"
"ora","ATF3","ALL","2.9165278451318000","0.001211914983402886167"
"ora","ATF4","ALL","3.7009768107934358","0.000199077963406949111"
"ora","ATF5","ALL","0.0000000000000000","1.000000000000000000000"
"ora","ATF6","ALL","1.3510024051217309","0.044565378036117264671"
"ora","ATM","ALL","0.0000000000000000","1.000000000000000000000"
"ora","BCL3","ALL","0.0000000000000000","1.000000000000000000000"
"ora","BCL6","ALL","0.0000000000000000","1.000000000000000000000"
"ora","BRCA1","ALL","0.7706494218348424","0.169570608320190996388"
"ora","BTF3","ALL","0.0000000000000000","1.000000000000000000000"
"ora","CDX1","ALL","0.0000000000000000","1.000000000000000000000"
"ora","CDX2","ALL","0.0000000000000000","1.000000000000000000000"
"ora","CEBPA","ALL","0.0000000000000000","1.000000000000000000000"
"ora","CEBPB","ALL","5.8312218314905984","0.000001474952955685427"
"ora","CEBPD","ALL","2.8630803517030068","0.001370628153697482079"
"ora","CEBPE","ALL","0.0000000000000000","1.000000000000000000000"
"ora","CEBPZ","ALL","0.0000000000000000","1.000000000000000000000"
"ora","CHD8","ALL","0.0000000000000000","1.000000000000000000000"
"ora","CIITA","ALL","0.0000000000000000","1.000000000000000000000"
"ora","CLOCK","ALL","1.3510024051217309","0.044565378036117264671"
"ora","CREB1","ALL","0.5943998873081181","0.254448627539658467356"
"ora","CREB5","ALL","0.0000000000000000","1.000000000000000000000"
"ora","CREBBP","ALL","0.0000000000000000","1.000000000000000000000"
