"TF","Score","Activity_Score_Mean","Method_P_Value","Condition_Scores","Method_Direction","Rank","Method","Method_Rank","Method_Score","Method_Adjusted_P_Value","CheA3_Library_Count","CheA3_Libraries","CheA3_Integrated_TopRank","CheA3_Integrated_Score","CheA3_Integrated_Library"
"FOXO3","6.357015943182068973","6.357015943182068973","0.000000000205710649858901","SW948=6.357","Activated","1","collectri","1","6.357015943182068973",NA,"4","Literature--ChIP-seq(rank=70); ARCHS4--Coexpression(rank=143); GTEx--Coexpression(rank=208); Enrichr--Queries(rank=419)","333","0.087840000000000001","ARCHS4 Coexpression,0.08784"
"ATF3","5.650450615823945810","5.650450615823945810","0.000000016002777737807588","SW948=5.65","Activated","2","collectri","2","5.650450615823945810",NA,"6","GTEx--Coexpression(rank=1); ARCHS4--Coexpression(rank=3); Enrichr--Queries(rank=4); ReMap--ChIP-seq(rank=5); Literature--ChIP-seq(rank=15); ENCODE--ChIP-seq(rank=67)","2","0.000622300000000000","GTEx Coexpression,6.223E-4"
"BMAL2","4.445492288615786158","4.445492288615786158","0.000008769082657749097847","SW948=4.445","Activated","3","collectri","3","4.445492288615786158",NA,"0","",NA,NA,NA
"SMAD7","4.358670687038857849","4.358670687038857849","0.000013085484340863059508","SW948=4.359","Activated","4","collectri","4","4.358670687038857849",NA,"0","",NA,NA,NA
"NR3C1","4.073978073280711598","4.073978073280711598","0.000046216834771483274061","SW948=4.074","Activated","5","collectri","5","4.073978073280711598",NA,"6","ARCHS4--Coexpression(rank=11); Literature--ChIP-seq(rank=16); ENCODE--ChIP-seq(rank=20); ReMap--ChIP-seq(rank=80); Enrichr--Queries(rank=153); GTEx--Coexpression(rank=540)","25","0.006757000000000000","ARCHS4 Coexpression,0.006757"
"PGR","3.991826145122324920","3.991826145122324920","0.000065566435194776024470","SW948=3.992","Activated","6","collectri","6","3.991826145122324920",NA,"4","GTEx--Coexpression(rank=150); ReMap--ChIP-seq(rank=152); Enrichr--Queries(rank=336); ARCHS4--Coexpression(rank=428)","348","0.093340000000000006","GTEx Coexpression,0.09334"
"GLI1","3.961489986675046371","3.961489986675046371","0.000074483506239672128712","SW948=3.961","Activated","7","collectri","7","3.961489986675046371",NA,"4","GTEx--Coexpression(rank=64); Literature--ChIP-seq(rank=104); Enrichr--Queries(rank=221); ARCHS4--Coexpression(rank=484)","152","0.039829999999999997","GTEx Coexpression,0.03983"
"ATF4","3.912118760044368759","3.912118760044368759","0.000091489898276841410095","SW948=3.912","Activated","8","collectri","8","3.912118760044368759",NA,"4","ReMap--ChIP-seq(rank=84); GTEx--Coexpression(rank=739); Enrichr--Queries(rank=1006); ARCHS4--Coexpression(rank=1492)","893","0.282799999999999996","ReMap ChIP-seq,0.2828"
"ATF6","3.793830983759842734","3.793830983759842734","0.000148340667211993722761","SW948=3.794","Activated","9","collectri","9","3.793830983759842734",NA,"3","GTEx--Coexpression(rank=421); ARCHS4--Coexpression(rank=470); Enrichr--Queries(rank=725)","842","0.262000000000000011","GTEx Coexpression,0.262"
"HIF1A","3.756872716098848208","3.756872716098848208","0.000172049949369184739401","SW948=3.757","Activated","10","collectri","10","3.756872716098848208",NA,"5","Literature--ChIP-seq(rank=4); ReMap--ChIP-seq(rank=58); ARCHS4--Coexpression(rank=86); Enrichr--Queries(rank=504); GTEx--Coexpression(rank=883)","94","0.024389999999999998","Literature ChIP-seq,0.02439"
