"TF","Score","Activity_Score_Mean","Method_P_Value","Condition_Scores","Method_Direction","Rank","Method","Method_Rank","Method_Score","Method_Adjusted_P_Value","CheA3_Library_Count","CheA3_Libraries","CheA3_Integrated_TopRank","CheA3_Integrated_Score","CheA3_Integrated_Library"
"E2F4","4.391012454210105886","-4.391012454210105886","0.00001128240773393274","DLD1_HCT15=-4.391","Repressed","1","collectri","1","4.391012454210105886",NA,"6","ENCODE--ChIP-seq(rank=68); Literature--ChIP-seq(rank=151); ReMap--ChIP-seq(rank=238); GTEx--Coexpression(rank=702); ARCHS4--Coexpression(rank=1013); Enrichr--Queries(rank=1105)","1218","0.436800000000000022","GTEx Coexpression,0.4368"
"SREBF2","4.207301480688660611","-4.207301480688660611","0.00002584382615425794","DLD1_HCT15=-4.207","Repressed","2","collectri","2","4.207301480688660611",NA,"6","ENCODE--ChIP-seq(rank=92); Literature--ChIP-seq(rank=143); ReMap--ChIP-seq(rank=251); GTEx--Coexpression(rank=869); Enrichr--Queries(rank=1015); ARCHS4--Coexpression(rank=1538)","1381","0.540799999999999947","GTEx Coexpression,0.5408"
"MYC","4.138198560283417038","-4.138198560283417038","0.00003500433785983394","DLD1_HCT15=-4.138","Repressed","3","collectri","3","4.138198560283417038",NA,"6","Literature--ChIP-seq(rank=51); GTEx--Coexpression(rank=59); ENCODE--ChIP-seq(rank=71); Enrichr--Queries(rank=207); ReMap--ChIP-seq(rank=263); ARCHS4--Coexpression(rank=535)","138","0.036710000000000000","GTEx Coexpression,0.03671"
"STAT1","4.102913613502249035","4.102913613502249035","0.00004079796107670552","DLD1_HCT15=4.103","Activated","4","collectri","4","4.102913613502249035",NA,"6","ReMap--ChIP-seq(rank=12); ARCHS4--Coexpression(rank=23); ENCODE--ChIP-seq(rank=49); Literature--ChIP-seq(rank=90); Enrichr--Queries(rank=268); GTEx--Coexpression(rank=1380)","54","0.014130000000000000","ARCHS4 Coexpression,0.01413"
"ATF4","4.031116956707878174","4.031116956707878174","0.00005551240956146439","DLD1_HCT15=4.031","Activated","5","collectri","5","4.031116956707878174",NA,"4","ReMap--ChIP-seq(rank=20); GTEx--Coexpression(rank=461); Enrichr--Queries(rank=893); ARCHS4--Coexpression(rank=1189)","237","0.067339999999999997","ReMap ChIP-seq,0.06734"
"TFE3","3.828368831811361783","3.828368831811361783","0.00012899534757837311","DLD1_HCT15=3.828","Activated","6","collectri","6","3.828368831811361783",NA,"3","GTEx--Coexpression(rank=166); Enrichr--Queries(rank=454); ARCHS4--Coexpression(rank=1047)","368","0.103300000000000003","GTEx Coexpression,0.1033"
"SPIB","3.318166643538306371","3.318166643538306371","0.00090610408084356548","DLD1_HCT15=3.318","Activated","7","collectri","7","3.318166643538306371",NA,"4","ARCHS4--Coexpression(rank=47); ReMap--ChIP-seq(rank=56); Enrichr--Queries(rank=126); GTEx--Coexpression(rank=636)","108","0.028870000000000000","ARCHS4 Coexpression,0.02887"
"ATF3","3.289000475900371256","3.289000475900371256","0.00100543853653635830","DLD1_HCT15=3.289","Activated","8","collectri","8","3.289000475900371256",NA,"6","ARCHS4--Coexpression(rank=1); Enrichr--Queries(rank=1); GTEx--Coexpression(rank=1); Literature--ChIP-seq(rank=1); ReMap--ChIP-seq(rank=39); ENCODE--ChIP-seq(rank=60)","1","0.000614300000000000","ARCHS4 Coexpression,6.143E-4"
"NPAS2","3.242809333417528528","3.242809333417528528","0.00118357388497964278","DLD1_HCT15=3.243","Activated","9","collectri","9","3.242809333417528528",NA,"3","Enrichr--Queries(rank=200); GTEx--Coexpression(rank=351); ARCHS4--Coexpression(rank=821)","497","0.142499999999999988","Enrichr Queries,0.1425"
"BATF","3.241788718345024467","3.241788718345024467","0.00118782048348329726","DLD1_HCT15=3.242","Activated","10","collectri","10","3.241788718345024467",NA,"5","ARCHS4--Coexpression(rank=3); ENCODE--ChIP-seq(rank=14); ReMap--ChIP-seq(rank=44); Enrichr--Queries(rank=163); GTEx--Coexpression(rank=592)","5","0.001843000000000000","ARCHS4 Coexpression,0.001843"
"IRF9","3.190527031643176414","3.190527031643176414","0.00142013555127272961","DLD1_HCT15=3.191","Activated","11","collectri","11","3.190527031643176414",NA,"4","ReMap--ChIP-seq(rank=9); Enrichr--Queries(rank=42); ARCHS4--Coexpression(rank=79); GTEx--Coexpression(rank=791)","113","0.029909999999999999","Enrichr Queries,0.02991"
"SMARCC1","3.130344918879054639","-3.130344918879054639","0.00174601161967809161","DLD1_HCT15=-3.13","Repressed","12","collectri","12","3.130344918879054639",NA,"0","",NA,NA,NA
"SMAD7","3.098554246404995105","3.098554246404995105","0.00194467365336448953","DLD1_HCT15=3.099","Activated","13","collectri","13","3.098554246404995105",NA,"0","",NA,NA,NA
"FOXO3","3.066222826169069382","3.066222826169069382","0.00216781694327123665","DLD1_HCT15=3.066","Activated","14","collectri","14","3.066222826169069382",NA,"4","Literature--ChIP-seq(rank=100); Enrichr--Queries(rank=511); GTEx--Coexpression(rank=614); ARCHS4--Coexpression(rank=763)","1071","0.363999999999999990","Enrichr Queries,0.364"
"RXRB","2.982895742060367450","2.982895742060367450","0.00285535241696026039","DLD1_HCT15=2.983","Activated","15","collectri","15","2.982895742060367450",NA,"3","ARCHS4--Coexpression(rank=686); Enrichr--Queries(rank=1108); GTEx--Coexpression(rank=1601)","1188","0.421399999999999997","ARCHS4 Coexpression,0.4214"
"NR3C1","2.981110918377051000","2.981110918377051000","0.00287204747377842445","DLD1_HCT15=2.981","Activated","16","collectri","16","2.981110918377051000",NA,"6","ENCODE--ChIP-seq(rank=20); ReMap--ChIP-seq(rank=83); ARCHS4--Coexpression(rank=115); Literature--ChIP-seq(rank=116); GTEx--Coexpression(rank=441); Enrichr--Queries(rank=477)","252","0.070639999999999994","ARCHS4 Coexpression,0.07064"
"IRF3","2.927801128701039701","2.927801128701039701","0.00341368315855450095","DLD1_HCT15=2.928","Activated","17","collectri","17","2.927801128701039701",NA,"5","ENCODE--ChIP-seq(rank=89); ARCHS4--Coexpression(rank=162); ReMap--ChIP-seq(rank=183); Enrichr--Queries(rank=797); GTEx--Coexpression(rank=1065)","353","0.099510000000000001","ARCHS4 Coexpression,0.09951"
"HSF1","2.849864607599274624","2.849864607599274624","0.00437378430968907422","DLD1_HCT15=2.85","Activated","18","collectri","18","2.849864607599274624",NA,"5","ENCODE--ChIP-seq(rank=47); Literature--ChIP-seq(rank=98); ReMap--ChIP-seq(rank=207); GTEx--Coexpression(rank=539); ARCHS4--Coexpression(rank=1515)","1000","0.335399999999999920","GTEx Coexpression,0.3354"
"SRSF2","2.802887614590761522","-2.802887614590761522","0.00506473148431880234","DLD1_HCT15=-2.803","Repressed","19","collectri","19","2.802887614590761522",NA,"0","",NA,NA,NA
"CREBZF","2.794807062605601189","-2.794807062605601189","0.00519306975152167109","DLD1_HCT15=-2.795","Repressed","20","collectri","20","2.794807062605601189",NA,"3","Enrichr--Queries(rank=1133); ARCHS4--Coexpression(rank=1223); GTEx--Coexpression(rank=1224)","1570","0.751199999999999979","ARCHS4 Coexpression,0.7512"
"SMAD3","2.734678875650733421","2.734678875650733421","0.00624411587460294622","DLD1_HCT15=2.735","Activated","21","collectri","21","2.734678875650733421",NA,"5","Literature--ChIP-seq(rank=11); ReMap--ChIP-seq(rank=17); Enrichr--Queries(rank=216); ARCHS4--Coexpression(rank=386); GTEx--Coexpression(rank=1171)","209","0.057239999999999999","ReMap ChIP-seq,0.05724"
