Pathway ID	Name	pvalue	DEG number	DEG Density	Intersecton size	DEGs in Intersection	Result	Reciprocal pvalue	Filtered	Versus	Versus Name	Is Reciprocal	Top Genes
WP_ELECTRON_TRANSPORT_CHAIN_OXPHOS_SYSTEM_IN_MITOCHONDRIA	WP_ELECTRON_TRANSPORT_CHAIN_OXPHOS_SYSTEM_IN_MITOCHONDRIA	1.00e-10	70	0.6667	0	0	1	0	keep	itself		True	MT-ND3,COX15,MT-ND4,UQCRQ,MT-CO3,MT-ATP6,NDUFA13,NDUFB2,NDUFV3,COX6C,UQCRH,UCP3,NDUFA12,ATP5F1C,MT-ND1,UQCR11,NDUFA9,SLC25A4,COX6B1,ATP5ME
WP_MRNA_PROCESSING	WP_MRNA_PROCESSING	1.00e-10	81	0.6429	0	0	1	0	keep	itself		True	PRPF4,CPSF3,SNRPG,SNRPE,LSM2,NCBP2,CSTF3,CSTF1,SF3B3,DHX9,SNRPF,HNRNPC,SNRPD2,PRPF40A,NONO,EFTUD2,SNRPD1,XRN2,LSM7,HNRNPR
WP_RETINOBLASTOMA_GENE_IN_CANCER	WP_RETINOBLASTOMA_GENE_IN_CANCER	1.00e-10	53	0.5889	0	0	1	0	keep	itself		True	ANLN,MCM6,E2F1,RFC3,CDK2,E2F3,CHEK1,CDK4,CCND1,CDK1,RFC4,PRKDC,CDC7,POLA1,SMC2,CDC25A,HMGB1,SUV39H1,RRM2,BARD1
WP_DNA_REPAIR_PATHWAYS_FULL_NETWORK	WP_DNA_REPAIR_PATHWAYS_FULL_NETWORK	1.00e-10	70	0.5833	0	0	1	0	keep	itself		True	BRCA2,RFC3,RAD54B,PALB2,EXO1,ATR,CHEK1,BRCA1,RFC4,FANCB,POLB,PRKDC,FANCI,XRCC5,HMGB1,NBN,FEN1,MSH2,POLE2,POLE3
WP_CELL_CYCLE	WP_CELL_CYCLE	1.00e-10	65	0.5417	41	31	5.70e-04	0.0029	keep	WP_RETINOBLASTOMA_GENE_IN_CANCER	WP_RETINOBLASTOMA_GENE_IN_CANCER	True	MCM6,E2F1,CDK2,CDC6,E2F3,RBL1,ATR,ORC6,CHEK1,CDK4,CCND1,ANAPC7,PKMYT1,CDK1,DBF4,E2F5,PRKDC,CDC7,CDC25A,BUB1
WP_DNA_IRDAMAGE_AND_CELLULAR_RESPONSE_VIA_ATR	WP_DNA_IRDAMAGE_AND_CELLULAR_RESPONSE_VIA_ATR	1.00e-10	45	0.5488	0	0	1	0	keep	itself		True	BRCA2,E2F1,CDK2,RNF8,PALB2,EXO1,ATR,EEF1E1,CHEK1,BRCA1,CDK1,POLB,PRKDC,RAD1,FANCI,CLSPN,XRCC5,NBN,RFWD3,BARD1
WP_G1_TO_S_CELL_CYCLE_CONTROL	WP_G1_TO_S_CELL_CYCLE_CONTROL	1.41e-10	33	0.5156	35	24	0.0029	0.1017	exclude	WP_RETINOBLASTOMA_GENE_IN_CANCER	WP_RETINOBLASTOMA_GENE_IN_CANCER	False	MCM6,E2F1,CDK2,E2F3,ORC6,PRIM2,CDK4,CCND1,CDK1,CDC25A,MCM3,CCNE2,POLE2,ORC5,PRIM1,CCNE1,CDC45,POLA2,CDK7,MYC
WP_DNA_REPLICATION	WP_DNA_REPLICATION	1.39e-09	27	0.6429	18	15	0.0266	0.006	keep	WP_CELL_CYCLE	WP_CELL_CYCLE	True	MCM6,MCM10,RFC3,CDK2,CDC6,ORC6,PRIM2,DBF4,RFC4,CDC7,POLA1,MCM3,POLE2,ORC5,PRIM1,CDC45,POLD2,POLA2,CDT1,RPA3
WP_PYRIMIDINE_METABOLISM	WP_PYRIMIDINE_METABOLISM	1.65e-09	45	0.5357	0	0	1	0	keep	itself		True	NME1,POLR2D,PNPT1,POLR2K,CAD,POLR1F,PRIM2,DCTD,NME1-NME2,CTPS1,POLR1B,POLR1A,POLR3K,POLA1,NME2,POLR1C,UMPS,RRM2,POLR1H,POLE2
WP_FANCONI_ANEMIA	WP_FANCONI_ANEMIA	2.98e-09	36	0.766	30	24	0.3491	0.0043	keep	WP_DNA_REPAIR_PATHWAYS_FULL_NETWORK	WP_DNA_REPAIR_PATHWAYS_FULL_NETWORK	True	XRCC2,BRCA2,UHRF1,PALB2,ATR,UBE2T,BRCA1,FANCB,FANCI,DCLRE1B,NBN,RFWD3,FANCL,FANCD2,MCM2,FANCG,MRE11,RAD51C,SMARCA4,BRIP1
WP_NUCLEOTIDE_EXCISION_REPAIR_IN_XERODERMA_PIGMENTOSUM	WP_NUCLEOTIDE_EXCISION_REPAIR_IN_XERODERMA_PIGMENTOSUM	4.71e-09	42	0.56	49	35	2.51e-04	0.0124	keep	WP_DNA_REPAIR_PATHWAYS_FULL_NETWORK	WP_DNA_REPAIR_PATHWAYS_FULL_NETWORK	True	RFC3,BRCA1,RFC4,POLE2,POLE3,RAD18,POLD2,CUL4A,RAD23B,CDK7,RPA3,CETN2,XRCC1,RFC2,ERCC3,SLX4,LIG3,CUL4B,GTF2H1,PCNA
WP_DNA_IRDOUBLE_STRAND_BREAKS_AND_CELLULAR_RESPONSE_VIA_ATM	WP_DNA_IRDOUBLE_STRAND_BREAKS_AND_CELLULAR_RESPONSE_VIA_ATM	4.86e-09	34	0.6182	30	21	0.138	0.0307	keep	WP_DNA_IRDAMAGE_AND_CELLULAR_RESPONSE_VIA_ATR	WP_DNA_IRDAMAGE_AND_CELLULAR_RESPONSE_VIA_ATR	True	BRCA2,E2F1,RNF8,EXO1,ATR,CHEK1,BRCA1,STK3,ACTL6A,PRKDC,NBN,BLM,RIF1,CHEK2,MDC1,FANCD2,MRE11,YAP1,CDK5,TRIM28
WP_22Q112_DISTAL_CNV	WP_22Q112_DISTAL_CNV	9.49e-09	72	0.518	0	0	1	0	keep	itself		True	PPIL1,CHEK1,SNRPG,SNRPE,ELOC,SF3B3,CDC5L,SNRPF,SNRPD2,UGGT1,RAB36,EFTUD2,RPS21,SNRPD1,NEDD4,RPS7,HSPA5,UBA6,CDC16,BUD31
WP_CYTOPLASMIC_RIBOSOMAL_PROTEINS	WP_CYTOPLASMIC_RIBOSOMAL_PROTEINS	7.58e-08	62	0.7045	0	0	1	0	keep	itself		True	RPS21,RPS7,RPL35,MRPL19,RPL39,RPL35A,RPL7,RPL27A,RPL12,RPL27,RPL36A,RPS2,RPL36,RPS19,RPL30,RPL7A,RPL31,RPS10,RPL37,RPS20
WP_GASTRIC_CANCER_NETWORK_2	WP_GASTRIC_CANCER_NETWORK_2	1.56e-07	21	0.6562	0	0	1	0	keep	itself		True	DSCC1,ATAD2,RFC3,BRIX1,UBE2T,RFC4,UBE2C,FANCI,FAM91A1,CHTF18,CTNNB1,MYC,LMNB2,TOP2A,CEBPZ,CACYBP,MTDH,LBR,AHCTF1,COL9A1
WP_HEMOGLOBIN_SWITCHING_EMBRYONIC_FETAL_AND_ADULT	WP_HEMOGLOBIN_SWITCHING_EMBRYONIC_FETAL_AND_ADULT	1.68e-07	4	0.3333	0	0	1	0	keep	itself		True	HBD,HBA2,HBA1,HBB
WP_NUCLEOTIDE_EXCISION_REPAIR	WP_NUCLEOTIDE_EXCISION_REPAIR	2.13e-07	33	0.75	0	0	1	0	keep	itself		True	RFC3,RFC4,POLE2,POLE3,POLD2,CUL4A,RAD23B,CDK7,RPA3,CETN2,RFC2,ERCC3,CUL4B,GTF2H1,PCNA,LIG1,MNAT1,RAD23A,ERCC1,GTF2H4
WP_MIRNA_REGULATION_OF_DNA_DAMAGE_RESPONSE	WP_MIRNA_REGULATION_OF_DNA_DAMAGE_RESPONSE	5.32e-07	30	0.3061	26	16	1.28e-04	0.4669	exclude	WP_RETINOBLASTOMA_GENE_IN_CANCER	WP_RETINOBLASTOMA_GENE_IN_CANCER	False	PMAIP1,E2F1,CDK2,ATR,CHEK1,CDK4,CCND1,BRCA1,CDK1,PRKDC,RAD1,CDC25A,NBN,CCNE2,CCNE1,CHEK2,FANCD2,MYC,CCNB1,RB1
