"Consensus_Rank","TF","Required_Methods","Source_Method_Count","Source_Methods","Mean_Selected_Rank","Best_Selected_Rank","CheA3_Library_Count","CheA3_Libraries","CheA3_Integrated_TopRank","DoRothEA","ChEA3","ENRICHR","TRRUST"
"1","TP53","DoRothEA;ChEA3;ENRICHR;TRRUST","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","17.75","1","5","Literature--ChIP-seq(rank=3); ReMap--ChIP-seq(rank=20); GTEx--Coexpression(rank=492); ARCHS4--Coexpression(rank=614); Enrichr--Queries(rank=1020)","65","rank=1; score=8.6716; p=2.1303e-09","rank=65; score=0.01829","rank=3; score=74.519; p=1.3654e-10; adjP=2.543e-08","rank=2; score=5.3392; p=4.5797e-06"
"2","SMAD3","DoRothEA;ChEA3;ENRICHR;TRRUST","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","22.50","4","5","Literature--ChIP-seq(rank=2); ReMap--ChIP-seq(rank=7); GTEx--Coexpression(rank=209); Enrichr--Queries(rank=271); ARCHS4--Coexpression(rank=853)","45","rank=4; score=4.0863; p=8.1977e-05","rank=45; score=0.0122","rank=12; score=131.68; p=2.2567e-18; adjP=5.6041e-16","rank=29; score=2.3116; p=0.0048798"
"3","KLF4","DoRothEA;ChEA3;ENRICHR;TRRUST","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","26.00","6","5","ARCHS4--Coexpression(rank=23); GTEx--Coexpression(rank=24); ReMap--ChIP-seq(rank=44); Literature--ChIP-seq(rank=48); Enrichr--Queries(rank=57)","50","rank=21; score=2.6724; p=0.0021261","rank=50; score=0.01413","rank=27; score=98.558; p=2.6939e-05; adjP=0.0012623","rank=6; score=4.5696; p=2.694e-05"
"4","FOS","DoRothEA;ChEA3;ENRICHR;TRRUST","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","34.25","12","5","ReMap--ChIP-seq(rank=1); ENCODE--ChIP-seq(rank=24); GTEx--Coexpression(rank=100); Enrichr--Queries(rank=135); ARCHS4--Coexpression(rank=314)","12","rank=15; score=3.0261; p=0.00094167","rank=12; score=0.003367","rank=91; score=33.003; p=0.0017071; adjP=0.020738","rank=19; score=2.7677; p=0.0017071"
"5","TP63","DoRothEA;ChEA3;ENRICHR;TRRUST","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","38.50","7","5","ARCHS4--Coexpression(rank=4); GTEx--Coexpression(rank=6); Literature--ChIP-seq(rank=11); Enrichr--Queries(rank=16); ReMap--ChIP-seq(rank=27)","7","rank=65; score=1.1747; p=0.066883","rank=7; score=0.002457","rank=13; score=47.634; p=4.7801e-10; adjP=7.1223e-08","rank=69; score=1.3611; p=0.043538"
"6","HNF4A","DoRothEA;ChEA3;ENRICHR;TRRUST","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","49.25","6","6","ENCODE--ChIP-seq(rank=39); ARCHS4--Coexpression(rank=56); Literature--ChIP-seq(rank=72); ReMap--ChIP-seq(rank=82); GTEx--Coexpression(rank=283); Enrichr--Queries(rank=986)","131","rank=6; score=3.9547; p=0.00011099","rank=131; score=0.0344","rank=10; score=17.163; p=0.015531; adjP=0.049851","rank=50; score=1.7426; p=0.018086"
"7","TFAP2C","DoRothEA;ChEA3;ENRICHR;TRRUST","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","51.50","5","6","GTEx--Coexpression(rank=3); ARCHS4--Coexpression(rank=21); ENCODE--ChIP-seq(rank=31); Literature--ChIP-seq(rank=31); ReMap--ChIP-seq(rank=39); Enrichr--Queries(rank=61)","5","rank=7; score=3.5512; p=0.00028106","rank=5; score=0.001867","rank=142; score=42.712; p=0.0011132; adjP=0.0071495","rank=52; score=1.6971; p=0.020085"
"8","TFAP2A","DoRothEA;ChEA3;ENRICHR;TRRUST","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","53.00","15","6","GTEx--Coexpression(rank=8); ENCODE--ChIP-seq(rank=17); ARCHS4--Coexpression(rank=64); Literature--ChIP-seq(rank=95); ReMap--ChIP-seq(rank=107); Enrichr--Queries(rank=148)","15","rank=34; score=1.8978; p=0.012654","rank=15; score=0.004978","rank=109; score=12.743; p=0.021646; adjP=0.084522","rank=54; score=1.6646; p=0.021646"
"9","AHR","DoRothEA;ChEA3;ENRICHR;TRRUST","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","56.75","13","5","Literature--ChIP-seq(rank=5); ARCHS4--Coexpression(rank=46); Enrichr--Queries(rank=64); ReMap--ChIP-seq(rank=89); GTEx--Coexpression(rank=290)","106","rank=13; score=3.3724; p=0.00042423","rank=106; score=0.02826","rank=30; score=52.456; p=3.65e-08; adjP=2.266e-06","rank=78; score=1.063; p=0.086506"
"10","GATA3","DoRothEA;ChEA3;ENRICHR;TRRUST","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","57.25","16","6","ENCODE--ChIP-seq(rank=5); ReMap--ChIP-seq(rank=9); Literature--ChIP-seq(rank=35); Enrichr--Queries(rank=50); GTEx--Coexpression(rank=70); ARCHS4--Coexpression(rank=88)","116","rank=16; score=2.9039; p=0.0012476","rank=116; score=0.0303","rank=26; score=12.92; p=0.00045085; adjP=0.0038939","rank=71; score=1.2744; p=0.053156"
