"Feature","AUC","Direction"
"Neutrophil_TIMER","0.6450266635752377",">"
"DC_TIMER","0.6402542700363242",">"
"T_cell_CD8_TIMER","0.6192518741788390",">"
"T_cell_CD4_TIMER","0.5605726872246687",">"
"Macrophage_TIMER","0.5145973413710486","<"
"B_cell_TIMER","0.5078831439833065","<"
