"Consensus_Rank","TF","Required_Methods","Source_Method_Count","Source_Methods","Mean_Selected_Rank","Best_Selected_Rank","CheA3_Library_Count","CheA3_Libraries","CheA3_Integrated_TopRank","ChEA3","ENRICHR","TRRUST"
"1","NFKB1","ChEA3;ENRICHR;TRRUST","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","18.66666666666667","3","4","ARCHS4--Coexpression(rank=16); ReMap--ChIP-seq(rank=229); Enrichr--Queries(rank=244); GTEx--Coexpression(rank=1185)","36","rank=36; score=0.009828","rank=17; score=76.087; p=3.8596e-08; adjP=2.8175e-06","rank=3; score=7.4134; p=3.8602e-08"
"2","DDIT3","ChEA3;ENRICHR;TRRUST","4","ChEA3;ENRICHR;TRRUST;CollecTRI","21.33333333333333","8","3","Enrichr--Queries(rank=3); ARCHS4--Coexpression(rank=5); GTEx--Coexpression(rank=7)","8","rank=8; score=0.002137","rank=47; score=129.03; p=0.00026421; adjP=0.0062595","rank=9; score=3.578; p=0.00026422"
"3","JUN","ChEA3;ENRICHR;TRRUST","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","21.33333333333333","11","6","ENCODE--ChIP-seq(rank=4); ReMap--ChIP-seq(rank=4); Literature--ChIP-seq(rank=12); GTEx--Coexpression(rank=13); ARCHS4--Coexpression(rank=17); Enrichr--Queries(rank=19)","30","rank=30; score=0.00809","rank=23; score=31.251; p=2.1553e-05; adjP=0.00062891","rank=11; score=3.4056; p=0.00039302"
"4","FOS","ChEA3;ENRICHR;TRRUST","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","30.00000000000000","1","5","ENCODE--ChIP-seq(rank=1); ReMap--ChIP-seq(rank=1); GTEx--Coexpression(rank=6); Enrichr--Queries(rank=30); ARCHS4--Coexpression(rank=223)","11","rank=11; score=0.003367","rank=1; score=16.546; p=0.00021028; adjP=0.16621","rank=78; score=1.0743; p=0.084268"
"5","NFIC","ChEA3;ENRICHR;TRRUST","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","36.33333333333334","7","5","ENCODE--ChIP-seq(rank=2); ReMap--ChIP-seq(rank=28); GTEx--Coexpression(rank=546); Enrichr--Queries(rank=1055); ARCHS4--Coexpression(rank=1081)","65","rank=65; score=0.01695","rank=7; score=29.944; p=0.00047343; adjP=0.063868","rank=37; score=1.9042; p=0.012468"
"6","NFE2L2","ChEA3;ENRICHR;TRRUST","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","43.33333333333334","27","5","ARCHS4--Coexpression(rank=12); ReMap--ChIP-seq(rank=49); Literature--ChIP-seq(rank=62); Enrichr--Queries(rank=181); GTEx--Coexpression(rank=582)","27","rank=27; score=0.007371","rank=50; score=26.526; p=0.015803; adjP=0.063903","rank=53; score=1.4793; p=0.033164"
"7","HIF1A","ChEA3;ENRICHR;TRRUST","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","47.00000000000000","20","5","Literature--ChIP-seq(rank=4); ReMap--ChIP-seq(rank=58); ARCHS4--Coexpression(rank=86); Enrichr--Queries(rank=504); GTEx--Coexpression(rank=883)","94","rank=94; score=0.02439","rank=27; score=62.702; p=6.8027e-07; adjP=7.1914e-05","rank=20; score=2.4031; p=0.0039526"
"8","KLF10","ChEA3;ENRICHR;TRRUST","4","ChEA3;ENRICHR;TRRUST;CollecTRI","50.00000000000000","1","3","ARCHS4--Coexpression(rank=1); Enrichr--Queries(rank=77); GTEx--Coexpression(rank=1390)","1","rank=1; score=0.0006143","rank=122; score=109.99; p=0.0064603; adjP=0.04601","rank=27; score=2.1897; p=0.0064604"
"9","ARNTL","ChEA3;ENRICHR;TRRUST","5","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST","51.00000000000000","22","4","ARCHS4--Coexpression(rank=23); Enrichr--Queries(rank=102); ReMap--ChIP-seq(rank=249); GTEx--Coexpression(rank=374)","54","rank=54; score=0.01413","rank=77; score=123.42; p=0.0011458; adjP=0.015932","rank=22; score=2.3307; p=0.0046703"
"10","CEBPB","ChEA3;ENRICHR;TRRUST","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","53.66666666666666","16","6","ENCODE--ChIP-seq(rank=3); ReMap--ChIP-seq(rank=17); Enrichr--Queries(rank=65); Literature--ChIP-seq(rank=80); GTEx--Coexpression(rank=214); ARCHS4--Coexpression(rank=510)","97","rank=97; score=0.02542","rank=16; score=51.813; p=6.8916e-05; adjP=0.0014166","rank=48; score=1.6333; p=0.023265"
