Data_Type,Dataset_ID,Plot_Category,Analysis_Name,GeneSet_Name,GSEA_Result_File,Pathway ID,Name,pvalue,DEG number,DEG Density,Intersecton size,DEGs in Intersection,Result,Reciprocal pvalue,Filtered,Versus,Versus Name,Is Reciprocal,Top Genes
ngs,GSE282081,Main_DE,Hepatocyte_coculture,CP_BIOCARTA,results/ngs/GSE282081/tables/Hepatocyte_coculture/GSEA/CP_BIOCARTA/gsea_result.csv,BIOCARTA_PPARA_PATHWAY,BIOCARTA_PPARA_PATHWAY,2.12e-06,21,0.4038,0,0,1.0,0.0,keep,itself,,True,"STAT5A,EP300,NCOR1,RXRA,NRIP1,MAPK1,PPARGC1A,SP1,ACOX1,STAT5B,MED1,CREBBP,PRKAR2A,RB1,NCOA1,PRKCA,EHHADH,PPARA,NOS2,PIK3CA"
ngs,GSE282081,Main_DE,Hepatocyte_coculture,CP_BIOCARTA,results/ngs/GSE282081/tables/Hepatocyte_coculture/GSEA/CP_BIOCARTA/gsea_result.csv,BIOCARTA_SM_PATHWAY,BIOCARTA_SM_PATHWAY,6.55e-06,11,0.7857,0,0,1.0,0.0,keep,itself,,True,"SNRPF,SNRPB2,SNRPD1,SNRPC,SNRPD3,SNRPA,SNRPA1,SRSF2,SNRPG,SNRPE,SNRNP70"
ngs,GSE282081,Main_DE,Hepatocyte_coculture,CP_BIOCARTA,results/ngs/GSE282081/tables/Hepatocyte_coculture/GSEA/CP_BIOCARTA/gsea_result.csv,BIOCARTA_MYOSIN_PATHWAY,BIOCARTA_MYOSIN_PATHWAY,0.000445,5,0.4545,0,0,1.0,0.0,keep,itself,,True,"ARHGAP5,GNA12,GNA13,GNAQ,PRKCA"
ngs,GSE282081,Main_DE,Hepatocyte_coculture,CP_BIOCARTA,results/ngs/GSE282081/tables/Hepatocyte_coculture/GSEA/CP_BIOCARTA/gsea_result.csv,BIOCARTA_CREB_PATHWAY,BIOCARTA_CREB_PATHWAY,0.0012,9,0.4091,12,5,0.6393,0.5869,keep,BIOCARTA_PPARA_PATHWAY,BIOCARTA_PPARA_PATHWAY,False,"MAPK1,GRB2,CREB1,RPS6KA5,PRKAR2A,MAPK14,PRKCA,PIK3CA,PRKACB"
ngs,GSE282081,Main_DE,Hepatocyte_coculture,CP_BIOCARTA,results/ngs/GSE282081/tables/Hepatocyte_coculture/GSEA/CP_BIOCARTA/gsea_result.csv,BIOCARTA_AGPCR_PATHWAY,BIOCARTA_AGPCR_PATHWAY,0.0025,4,0.3636,8,3,0.7212,0.7107,keep,BIOCARTA_PPARA_PATHWAY,BIOCARTA_PPARA_PATHWAY,False,"PRKAR2A,PRKCA,ARRB1,PRKACB"
ngs,GSE282081,Main_DE,Hepatocyte_coculture,CP_BIOCARTA,results/ngs/GSE282081/tables/Hepatocyte_coculture/GSEA/CP_BIOCARTA/gsea_result.csv,BIOCARTA_MET_PATHWAY,BIOCARTA_MET_PATHWAY,0.003,11,0.3333,0,0,1.0,0.0,keep,itself,,True,"CRK,ITGB1,GAB1,PAK1,MAPK1,GRB2,CRKL,PTPN11,DOCK1,PIK3CA,STAT3"
ngs,GSE282081,Main_DE,Hepatocyte_coculture,CP_BIOCARTA,results/ngs/GSE282081/tables/Hepatocyte_coculture/GSEA/CP_BIOCARTA/gsea_result.csv,BIOCARTA_PAR1_PATHWAY,BIOCARTA_PAR1_PATHWAY,0.0034,7,0.3684,9,4,0.43,0.8182,keep,BIOCARTA_MYOSIN_PATHWAY,BIOCARTA_MYOSIN_PATHWAY,False,"F2R,GNA12,MAP3K7,GNA13,GNAQ,PRKCA,PIK3CA"
ngs,GSE282081,Main_DE,Hepatocyte_coculture,CP_BIOCARTA,results/ngs/GSE282081/tables/Hepatocyte_coculture/GSEA/CP_BIOCARTA/gsea_result.csv,BIOCARTA_PPARG_PATHWAY,BIOCARTA_PPARG_PATHWAY,0.0036,6,0.75,7,6,0.25,0.0134,keep,BIOCARTA_PPARA_PATHWAY,BIOCARTA_PPARA_PATHWAY,True,"EP300,RXRA,PPARGC1A,MED1,CREBBP,NCOA1"
ngs,GSE282081,Main_DE,Hepatocyte_coculture,CP_BIOCARTA,results/ngs/GSE282081/tables/Hepatocyte_coculture/GSEA/CP_BIOCARTA/gsea_result.csv,BIOCARTA_PS1_PATHWAY,BIOCARTA_PS1_PATHWAY,0.0039,4,0.2857,0,0,1.0,0.0,keep,itself,,True,"ADAM17,APC,GSK3B,RBPJ"
ngs,GSE282081,Main_DE,Hepatocyte_coculture,CP_BIOCARTA,results/ngs/GSE282081/tables/Hepatocyte_coculture/GSEA/CP_BIOCARTA/gsea_result.csv,BIOCARTA_GSK3_PATHWAY,BIOCARTA_GSK3_PATHWAY,0.0055,4,0.2,0,0,1.0,0.0,keep,itself,,True,"APC,GSK3B,EIF2AK2,PIK3CA"
